"Date","AAPL","ABT","ACN","ADBE","ADP","AME","APH","BDX","CDW","CHRW","CL","CTSH","DHR","ECL","EFX","EMR","GE","GIS","GOOGL","INTU","JNJ","KO","MA","MDT","MMM","MSFT","NKE","OMC","ORCL","PAYX","PEP","PFE","PG","PX","RTX","SPGI","SYK","SYY","TJX","TROW","UNH","UPS","VAR","VFC","WAT","WFC"
2015-06-01,0,0,5.8,0,0,0,2.95,5.99,0,0,3.45,0,0,4.79,0,3.02,0,0,0,0,3.43,0,0,5.17,4.96,4.42,0,3.45,4.52,0,5.25,0,3.1,5.04,5.32,0,0,0,5.4,0,2.73,2.82,2.65,0,0,0
2015-07-01,0,0,5.76,0,0,0,2.88,5.74,0,0,3.72,2.69,0,5.17,0,0,0,0,0,0,4.69,0,0,3.67,5.07,4.93,3.13,3.64,4.5,0,5.9,0,3.71,4.78,4.75,0,0,0,5.46,0,2.88,3.19,0,0,0,0
2015-08-01,0,0,5.76,0,0,0,2.88,5.74,0,0,3.72,2.69,0,5.17,0,0,0,0,0,0,4.69,0,0,3.67,5.07,4.93,3.13,3.64,4.5,0,5.9,0,3.71,4.78,4.75,0,0,0,5.46,0,2.88,3.19,0,0,0,0
2015-09-01,0,0,5.76,0,0,0,2.88,5.74,0,0,3.72,2.69,0,5.17,0,0,0,0,0,0,4.69,0,0,3.67,5.07,4.93,3.13,3.64,4.5,0,5.9,0,3.71,4.78,4.75,0,0,0,5.46,0,2.88,3.19,0,0,0,0
2015-10-01,0,0,5.33,0,0,0,2.83,6.38,0,0,3.47,0,0,5.16,0,0,0,0,0,0,5.22,0,2.63,0,5.15,5.91,3.04,3.99,4.35,0,5.97,0,4.19,4.59,4.9,0,0,0,5.18,0,3.86,2.98,0,0,2.93,0
2015-11-01,0,0,5.33,0,0,0,2.83,6.38,0,0,3.47,0,0,5.16,0,0,0,0,0,0,5.22,0,2.63,0,5.15,5.91,3.04,3.99,4.35,0,5.97,0,4.19,4.59,4.9,0,0,0,5.18,0,3.86,2.98,0,0,2.93,0
2015-12-01,0,0,5.33,0,0,0,2.83,6.38,0,0,3.47,0,0,5.16,0,0,0,0,0,0,5.22,0,2.63,0,5.15,5.91,3.04,3.99,4.35,0,5.97,0,4.19,4.59,4.9,0,0,0,5.18,0,3.86,2.98,0,0,2.93,0
2016-01-01,3.17,0,5.28,0,0,0,3,5.73,0,0,0,3,0,4.83,0,0,0,0,0,0,5.45,0,0,0,5.47,5.34,2.67,4.22,4.68,0,5.88,0,4.17,4.93,4.9,0,2.94,0,5,0,4.19,2.91,0,0,0,0
2016-02-01,3.17,0,5.28,0,0,0,3,5.73,0,0,0,3,0,4.83,0,0,0,0,0,0,5.45,0,0,0,5.47,5.34,2.67,4.22,4.68,0,5.88,0,4.17,4.93,4.9,0,2.94,0,5,0,4.19,2.91,0,0,0,0
2016-03-01,3.17,0,5.28,0,0,0,3,5.73,0,0,0,3,0,4.83,0,0,0,0,0,0,5.45,0,0,0,5.47,5.34,2.67,4.22,4.68,0,5.88,0,4.17,4.93,4.9,0,2.94,0,5,0,4.19,2.91,0,0,0,0
2016-04-01,2.67,0,4.49,0,2.72,0,2.86,6.14,0,0,0,2.63,0,4.93,0,0,0,0,0,0,5.87,0,0,0,5.52,5.26,0,3.96,4.49,0,5.84,0,4.12,4.64,4.82,0,3.15,0,4.73,0,4.41,2.85,0,0,0,0
2016-05-01,2.67,0,4.49,0,2.72,0,2.86,6.14,0,0,0,2.63,0,4.93,0,0,0,0,0,0,5.87,0,0,0,5.52,5.26,0,3.96,4.49,0,5.84,0,4.12,4.64,4.82,0,3.15,0,4.73,0,4.41,2.85,0,0,0,0
2016-06-01,2.67,0,4.49,0,2.72,0,2.86,6.14,0,0,0,2.63,0,4.93,0,0,0,0,0,0,5.87,0,0,0,5.52,5.26,0,3.96,4.49,0,5.84,0,4.12,4.64,4.82,0,3.15,0,4.73,0,4.41,2.85,0,0,0,0
2016-07-01,3.02,0,4.62,0,3.02,0,3.09,6.22,0,0,0,0,0,4.83,0,0,0,0,0,0,4.94,0,0,0,5.3,5.14,2.58,3.95,4.12,0,6.26,0,4.17,4.77,5.06,0,2.93,0,3.87,0,4.18,2.77,0,0,0,0
2016-08-01,3.02,0,4.62,0,3.02,0,3.09,6.22,0,0,0,0,0,4.83,0,0,0,0,0,0,4.94,0,0,0,5.3,5.14,2.58,3.95,4.12,0,6.26,0,4.17,4.77,5.06,0,2.93,0,3.87,0,4.18,2.77,0,0,0,0
2016-09-01,3.02,0,4.62,0,3.02,0,3.09,6.22,0,0,0,0,0,4.83,0,0,0,0,0,0,4.94,0,0,0,5.3,5.14,2.58,3.95,4.12,0,6.26,0,4.17,4.77,5.06,0,2.93,0,3.87,0,4.18,2.77,0,0,0,0
2016-10-01,3.03,0,4.34,0,3.44,0,0,6.12,0,0,0,0,0,4.56,0,0,0,0,2.83,0,4.72,0,2.48,0,5.26,5.43,0,3.87,3.95,0,5.9,0,3.82,4.53,5.35,0,3.5,0,3.81,0,4.68,2.84,0,0,0,0
2016-11-01,3.03,0,4.34,0,3.44,0,0,6.12,0,0,0,0,0,4.56,0,0,0,0,2.83,0,4.72,0,2.48,0,5.26,5.43,0,3.87,3.95,0,5.9,0,3.82,4.53,5.35,0,3.5,0,3.81,0,4.68,2.84,0,0,0,0
2016-12-01,3.03,0,4.34,0,3.44,0,0,6.12,0,0,0,0,0,4.56,0,0,0,0,2.83,0,4.72,0,2.48,0,5.26,5.43,0,3.87,3.95,0,5.9,0,3.82,4.53,5.35,0,3.5,0,3.81,0,4.68,2.84,0,0,0,0
2017-01-01,3.58,0,4.23,0,3.26,0,0,6.46,0,0,0,0,0,4.64,0,0,0,0,2.88,0,4.86,0,2.57,0,5.37,5.48,0,3.73,4.36,0,6,0,3.89,4.36,5.21,0,3.66,0,3.81,0,4.56,0,0,0,2.65,0
2017-02-01,3.58,0,4.23,0,3.26,0,0,6.46,0,0,0,0,0,4.64,0,0,0,0,2.88,0,4.86,0,2.57,0,5.37,5.48,0,3.73,4.36,0,6,0,3.89,4.36,5.21,0,3.66,0,3.81,0,4.56,0,0,0,2.65,0
2017-03-01,3.58,0,4.23,0,3.26,0,0,6.46,0,0,0,0,0,4.64,0,0,0,0,2.88,0,4.86,0,2.57,0,5.37,5.48,0,3.73,4.36,0,6,0,3.89,4.36,5.21,0,3.66,0,3.81,0,4.56,0,0,0,2.65,0
2017-04-01,2.65,0,3.9,0,0,0,0,6.55,0,0,0,0,0,4.68,0,0,0,0,3.01,0,4.66,0,2.65,0,5.57,5.2,3.14,3.96,4.39,0,5.9,0,3.6,4.65,5.4,0,4.19,0,3.32,0,4.92,0,0,0,2.97,0
2017-05-01,2.65,0,3.9,0,0,0,0,6.55,0,0,0,0,0,4.68,0,0,0,0,3.01,0,4.66,0,2.65,0,5.57,5.2,3.14,3.96,4.39,0,5.9,0,3.6,4.65,5.4,0,4.19,0,3.32,0,4.92,0,0,0,2.97,0
2017-06-01,2.65,0,3.9,0,0,0,0,6.55,0,0,0,0,0,4.68,0,0,0,0,3.01,0,4.66,0,2.65,0,5.57,5.2,3.14,3.96,4.39,0,5.9,0,3.6,4.65,5.4,0,4.19,0,3.32,0,4.92,0,0,0,2.97,0
2017-07-01,2.78,0,4.17,0,0,0,0,6.44,0,0,0,0,0,4.44,0,0,0,0,3.09,0,4.49,0,3.02,0,5.5,5.51,2.7,4,4.9,0,5.58,0,3.68,4.8,5.03,0,4.73,0,3.32,0,4.57,0,0,0,2.84,0
2017-08-01,2.78,0,4.17,0,0,0,0,6.44,0,0,0,0,0,4.44,0,0,0,0,3.09,0,4.49,0,3.02,0,5.5,5.51,2.7,4,4.9,0,5.58,0,3.68,4.8,5.03,0,4.73,0,3.32,0,4.57,0,0,0,2.84,0
2017-09-01,2.78,0,4.17,0,0,0,0,6.44,0,0,0,0,0,4.44,0,0,0,0,3.09,0,4.49,0,3.02,0,5.5,5.51,2.7,4,4.9,0,5.58,0,3.68,4.8,5.03,0,4.73,0,3.32,0,4.57,0,0,0,2.84,0
2017-10-01,2.89,0,3.95,0,0,0,0,6.18,0,0,0,2.63,0,4.39,0,0,0,0,3.17,0,4.57,0,3.07,0,4.02,5.99,3.09,3.73,4.53,0,5.97,0,3.52,5.04,5.24,0,4.88,0,3.26,0,4.87,0,0,0,0,0
2017-11-01,2.89,0,3.95,0,0,0,0,6.18,0,0,0,2.63,0,4.39,0,0,0,0,3.17,0,4.57,0,3.07,0,4.02,5.99,3.09,3.73,4.53,0,5.97,0,3.52,5.04,5.24,0,4.88,0,3.26,0,4.87,0,0,0,0,0
2017-12-01,2.89,0,3.95,0,0,0,0,6.18,0,0,0,2.63,0,4.39,0,0,0,0,3.17,0,4.57,0,3.07,0,4.02,5.99,3.09,3.73,4.53,0,5.97,0,3.52,5.04,5.24,0,4.88,0,3.26,0,4.87,0,0,0,0,0
2018-01-01,2.94,0,4.06,0,0,0,0,6.42,0,0,0,3.06,0,5.16,0,0,0,0,3.2,0,4.3,0,3.12,0,3.85,5.54,3.36,3.32,4.5,0,5.57,0,3.12,4.82,5.3,0,5.21,0,3.06,0,4.85,0,0,0,0,0
2018-02-01,2.94,0,4.06,0,0,0,0,6.42,0,0,0,3.06,0,5.16,0,0,0,0,3.2,0,4.3,0,3.12,0,3.85,5.54,3.36,3.32,4.5,0,5.57,0,3.12,4.82,5.3,0,5.21,0,3.06,0,4.85,0,0,0,0,0
2018-03-01,2.94,0,4.06,0,0,0,0,6.42,0,0,0,3.06,0,5.16,0,0,0,0,3.2,0,4.3,0,3.12,0,3.85,5.54,3.36,3.32,4.5,0,5.57,0,3.12,4.82,5.3,0,5.21,0,3.06,0,4.85,0,0,0,0,0
2018-04-01,3.22,0,3.93,0,0,0,0,6.48,0,0,0,2.98,0,4.98,0,0,0,0,3.45,2.89,4.03,0,0,0,3.92,5.42,3.04,3.11,4.3,0,5.51,0,3.04,5.23,5.22,0,4.92,0,3.54,0,5.24,0,0,0,0,0
2018-05-01,3.22,0,3.93,0,0,0,0,6.48,0,0,0,2.98,0,4.98,0,0,0,0,3.45,2.89,4.03,0,0,0,3.92,5.42,3.04,3.11,4.3,0,5.51,0,3.04,5.23,5.22,0,4.92,0,3.54,0,5.24,0,0,0,0,0
2018-06-01,3.22,0,3.93,0,0,0,0,6.48,0,0,0,2.98,0,4.98,0,0,0,0,3.45,2.89,4.03,0,0,0,3.92,5.42,3.04,3.11,4.3,0,5.51,0,3.04,5.23,5.22,0,4.92,0,3.54,0,5.24,0,0,0,0,0
2018-07-01,3.64,0,3.8,0,0,0,0,6.56,0,0,0,2.7,0,5.17,0,0,0,0,3.42,2.99,4.26,0,2.71,0,4.4,5.83,0,0,4.67,0,5.75,2.84,3.01,4.94,5.42,0,4.8,0,3.09,0,5.28,0,0,0,0,0
2018-08-01,3.64,0,3.8,0,0,0,0,6.56,0,0,0,2.7,0,5.17,0,0,0,0,3.42,2.99,4.26,0,2.71,0,4.4,5.83,0,0,4.67,0,5.75,2.84,3.01,4.94,5.42,0,4.8,0,3.09,0,5.28,0,0,0,0,0
2018-09-01,3.64,0,3.8,0,0,0,0,6.56,0,0,0,2.7,0,5.17,0,0,0,0,3.42,2.99,4.26,0,2.71,0,4.4,5.83,0,0,4.67,0,5.75,2.84,3.01,4.94,5.42,0,4.8,0,3.09,0,5.28,0,0,0,0,0
2018-10-01,3.14,0,3.56,0,0,0,0,6.67,0,0,0,0,0,4.97,0,0,0,0,3.35,2.93,4.51,0,2.6,0,4.5,5.86,0,2.61,4.62,0,6.44,3.18,3.5,0,4.67,0,4.8,0,0,0,5.59,0,0,0,2.75,0
2018-11-01,3.14,0,3.56,0,0,0,0,6.67,0,0,0,0,0,4.97,0,0,0,0,3.35,2.93,4.51,0,2.6,0,4.5,5.86,0,2.61,4.62,0,6.44,3.18,3.5,0,4.67,0,4.8,0,0,0,5.59,0,0,0,2.75,0
2018-12-01,3.14,0,3.56,0,0,0,0,6.67,0,0,0,0,0,4.97,0,0,0,0,3.35,2.93,4.51,0,2.6,0,4.5,5.86,0,2.61,4.62,0,6.44,3.18,3.5,0,4.67,0,4.8,0,0,0,5.59,0,0,0,2.75,0
2019-01-01,3.36,0,3.95,0,0,0,2.52,6.57,0,0,0,3.07,0,4.99,0,0,0,0,3.16,2.42,4.09,0,2.72,0,4.89,6.05,0,0,4.89,0,6.34,2.75,3.32,0,5.02,0,5.06,0,0,0,4.93,0,0,0,0,0
2019-02-01,3.36,0,3.95,0,0,0,2.52,6.57,0,0,0,3.07,0,4.99,0,0,0,0,3.16,2.42,4.09,0,2.72,0,4.89,6.05,0,0,4.89,0,6.34,2.75,3.32,0,5.02,0,5.06,0,0,0,4.93,0,0,0,0,0
2019-03-01,3.36,0,3.95,0,0,0,2.52,6.57,0,0,0,3.07,0,4.99,0,0,0,0,3.16,2.42,4.09,0,2.72,0,4.89,6.05,0,0,4.89,0,6.34,2.75,3.32,0,5.02,0,5.06,0,0,0,4.93,0,0,0,0,0
2019-04-01,3.66,0,4.06,0,0,0,0,6.79,0,0,0,3.2,0,4.39,0,2.6,0,0,2.85,0,4.86,0,2.44,0,4.53,7.04,0,3.1,5.31,0,6.7,3.35,3.22,0,6.05,0,4.84,0,0,0,5.3,2.44,0,0,0,0
2019-05-01,3.66,0,4.06,0,0,0,0,6.79,0,0,0,3.2,0,4.39,0,2.6,0,0,2.85,0,4.86,0,2.44,0,4.53,7.04,0,3.1,5.31,0,6.7,3.35,3.22,0,6.05,0,4.84,0,0,0,5.3,2.44,0,0,0,0
2019-06-01,3.66,0,4.06,0,0,0,0,6.79,0,0,0,3.2,0,4.39,0,2.6,0,0,2.85,0,4.86,0,2.44,0,4.53,7.04,0,3.1,5.31,0,6.7,3.35,3.22,0,6.05,0,4.84,0,0,0,5.3,2.44,0,0,0,0
2019-07-01,3.88,0,3.97,0,0,0,0,6.9,0,0,0,2.86,0,2.83,0,2.55,0,2.62,4.01,0,5.42,0,0,0,4.98,6.85,2.75,2.88,4.81,0,7.1,3.37,0,0,5.95,0,3.45,0,0,0,4.43,2.76,0,0,0,0
2019-08-01,3.88,0,3.97,0,0,0,0,6.9,0,0,0,2.86,0,2.83,0,2.55,0,2.62,4.01,0,5.42,0,0,0,4.98,6.85,2.75,2.88,4.81,0,7.1,3.37,0,0,5.95,0,3.45,0,0,0,4.43,2.76,0,0,0,0
2019-09-01,3.88,0,3.97,0,0,0,0,6.9,0,0,0,2.86,0,2.83,0,2.55,0,2.62,4.01,0,5.42,0,0,0,4.98,6.85,2.75,2.88,4.81,0,7.1,3.37,0,0,5.95,0,3.45,0,0,0,4.43,2.76,0,0,0,0
2019-10-01,4.74,0,4.27,0,0,0,0,6.92,0,0,0,2.94,0,0,0,0,0,2.82,4.57,2.61,5.91,0,0,0,5.45,6.93,3.51,2.77,3.35,0,6.59,3.63,0,0,6.08,0,2.64,0,0,0,4.51,3.23,0,3.42,0,0
2019-11-01,4.74,0,4.27,0,0,0,0,6.92,0,0,0,2.94,0,0,0,0,0,2.82,4.57,2.61,5.91,0,0,0,5.45,6.93,3.51,2.77,3.35,0,6.59,3.63,0,0,6.08,0,2.64,0,0,0,4.51,3.23,0,3.42,0,0
2019-12-01,4.74,0,4.27,0,0,0,0,6.92,0,0,0,2.94,0,0,0,0,0,2.82,4.57,2.61,5.91,0,0,0,5.45,6.93,3.51,2.77,3.35,0,6.59,3.63,0,0,6.08,0,2.64,0,0,0,4.51,3.23,0,3.42,0,0
2020-01-01,4.28,0,4.32,0,0,0,0,7.04,0,0,0,2.75,0,0,0,0,0,3.48,5.72,2.87,6.65,0,2.3,0,5.31,7.36,4.02,2.15,0,0,7.21,3.74,0,0,4.39,0,3.35,0,0,0,4.39,3.24,0,2.35,0,0
2020-02-01,4.28,0,4.32,0,0,0,0,7.04,0,0,0,2.75,0,0,0,0,0,3.48,5.72,2.87,6.65,0,2.3,0,5.31,7.36,4.02,2.15,0,0,7.21,3.74,0,0,4.39,0,3.35,0,0,0,4.39,3.24,0,2.35,0,0
2020-03-01,4.28,0,4.32,0,0,0,0,7.04,0,0,0,2.75,0,0,0,0,0,3.48,5.72,2.87,6.65,0,2.3,0,5.31,7.36,4.02,2.15,0,0,7.21,3.74,0,0,4.39,0,3.35,0,0,0,4.39,3.24,0,2.35,0,0
