"Date","AAL","ADNT","AIG","ALLY","AMZN","APA","BAC","BBY","BEN","BKNG","BMC","BMY","C","CBRE","CHK","CHTR","CMCSA","COF","CPN","CVE","CXO","DELL","DISCA","DISCK","DNB","EBAY","EOG","FB","FCAU","FDX","FNF","GE","GOOG","GOOGL","GPS","HD","HLT","HOG","HRB","INTC","JPM","KMT","MA","MAT","MCD","MDT","MGM","MON","MS","NFLX","NFX","ORCL","PHM","QRTEA","REGN","S","SGP","STZ","TEL","TRW","TWX","TXN","WM","WU","XRX","YUM"
2013-02-01,0,0,5.45,0,0,0,6.08,0,0,0,0,0,0,0,0,0,3.76,5.54,4.58,3.55,0,4.81,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,4.56,5.55,3.07,4.98,0,0,5.9,0,0,0,0,4.18,0,0,4.87,0,0,0,0,6.48,7.07,0,4.4,0,0,0,0
2013-03-01,0,0,5.45,0,0,0,6.08,0,0,0,0,0,0,0,0,0,3.76,5.54,4.58,3.55,0,4.81,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,4.56,5.55,3.07,4.98,0,0,5.9,0,0,0,0,4.18,0,0,4.87,0,0,0,0,6.48,7.07,0,4.4,0,0,0,0
2013-04-01,0,0,6,0,0,0,6.14,0,0,0,0,0,0,0,0,0,3.6,6.05,4.51,3.6,0,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,4.36,5.6,3.15,5.05,0,0,5.89,0,0,0,0,3.3,4.29,0,5.01,0,0,0,0,6.73,8.35,0,4.14,0,0,0,0
2013-05-01,0,0,6,0,0,0,6.14,0,0,0,0,0,0,0,0,0,3.6,6.05,4.51,3.6,0,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,4.36,5.6,3.15,5.05,0,0,5.89,0,0,0,0,3.3,4.29,0,5.01,0,0,0,0,6.73,8.35,0,4.14,0,0,0,0
2013-06-01,0,0,6,0,0,0,6.14,0,0,0,0,0,0,0,0,0,3.6,6.05,4.51,3.6,0,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,4.36,5.6,3.15,5.05,0,0,5.89,0,0,0,0,3.3,4.29,0,5.01,0,0,0,0,6.73,8.35,0,4.14,0,0,0,0
2013-07-01,0,0,5.94,0,0,0,6.26,0,0,0,0,0,0,0,0,0,3.74,6.29,3.92,3.24,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,3.92,5.21,3.51,5.62,0,0,5.79,0,0,0,0,3.08,4.4,0,4.86,0,0,0,0,7.13,8.51,0,4.43,0,0,0,0
2013-08-01,0,0,5.94,0,0,0,6.26,0,0,0,0,0,0,0,0,0,3.74,6.29,3.92,3.24,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,3.92,5.21,3.51,5.62,0,0,5.79,0,0,0,0,3.08,4.4,0,4.86,0,0,0,0,7.13,8.51,0,4.43,0,0,0,0
2013-09-01,0,0,5.94,0,0,0,6.26,0,0,0,0,0,0,0,0,0,3.74,6.29,3.92,3.24,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,3.92,5.21,3.51,5.62,0,0,5.79,0,0,0,0,3.08,4.4,0,4.86,0,0,0,0,7.13,8.51,0,4.43,0,0,0,0
2013-10-01,0,0,5.61,0,0,3.92,6.36,0,0,0,0,0,0,0,0,0,3.87,6.31,4.66,2.17,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,4,5.31,3.61,6.28,0,0,5.62,0,0,0,0,0.83,4.75,0,5.47,0,0,0,0,6.84,7.99,0,0,0,0,0,0
2013-11-01,0,0,5.61,0,0,3.92,6.36,0,0,0,0,0,0,0,0,0,3.87,6.31,4.66,2.17,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,4,5.31,3.61,6.28,0,0,5.62,0,0,0,0,0.83,4.75,0,5.47,0,0,0,0,6.84,7.99,0,0,0,0,0,0
2013-12-01,0,0,5.61,0,0,3.92,6.36,0,0,0,0,0,0,0,0,0,3.87,6.31,4.66,2.17,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,4,5.31,3.61,6.28,0,0,5.62,0,0,0,0,0.83,4.75,0,5.47,0,0,0,0,6.84,7.99,0,0,0,0,0,0
2014-01-01,0,0,5.3,0,0,5.85,6.62,0,4.51,0,0,0,0,4.45,0,0,2.91,6,4.71,1.63,0,0,0,0,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,3.75,5.2,2.9,5.3,0,0,5.68,0,0,0,0,0,4.79,0,5.07,0,0,0,0,7.04,8.55,0,0,0,0,0,0
2014-02-01,0,0,5.3,0,0,5.85,6.62,0,4.51,0,0,0,0,4.45,0,0,2.91,6,4.71,1.63,0,0,0,0,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,3.75,5.2,2.9,5.3,0,0,5.68,0,0,0,0,0,4.79,0,5.07,0,0,0,0,7.04,8.55,0,0,0,0,0,0
2014-03-01,0,0,5.3,0,0,5.85,6.62,0,4.51,0,0,0,0,4.45,0,0,2.91,6,4.71,1.63,0,0,0,0,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,3.75,5.2,2.9,5.3,0,0,5.68,0,0,0,0,0,4.79,0,5.07,0,0,0,0,7.04,8.55,0,0,0,0,0,0
2014-04-01,0,0,5.33,0,4.29,6.02,5.39,0,4.37,0,0,0,4.49,4.63,0,0,0,4.82,4.56,0,0,0,0,0,0,0,0,0,0,4.2,4.93,0,0,4.45,0,0,0,0,0,3.81,5.18,0,5.83,0,0,4.27,0,0,0,0,0,4.96,0,4.38,0,0,0,0,6.14,7.96,0,0,0,0,0,0
2014-05-01,0,0,5.33,0,4.29,6.02,5.39,0,4.37,0,0,0,4.49,4.63,0,0,0,4.82,4.56,0,0,0,0,0,0,0,0,0,0,4.2,4.93,0,0,4.45,0,0,0,0,0,3.81,5.18,0,5.83,0,0,4.27,0,0,0,0,0,4.96,0,4.38,0,0,0,0,6.14,7.96,0,0,0,0,0,0
2014-06-01,0,0,5.33,0,4.29,6.02,5.39,0,4.37,0,0,0,4.49,4.63,0,0,0,4.82,4.56,0,0,0,0,0,0,0,0,0,0,4.2,4.93,0,0,4.45,0,0,0,0,0,3.81,5.18,0,5.83,0,0,4.27,0,0,0,0,0,4.96,0,4.38,0,0,0,0,6.14,7.96,0,0,0,0,0,0
2014-07-01,0,0,6.29,0,5.41,7,5.81,0,3.88,0,0,0,5.41,4.51,0,0,0,4.31,3.76,0,0,0,0,0,0,0,0,0,0,4.05,3.79,0,0,5.45,0,0,0,0,0,3.89,5.45,0,7.13,0,0,3.75,0,0,0,0,0,6.7,0,3.85,0,0,0,0,5.04,4.52,0,0,0,0,0,0
2014-08-01,0,0,6.29,0,5.41,7,5.81,0,3.88,0,0,0,5.41,4.51,0,0,0,4.31,3.76,0,0,0,0,0,0,0,0,0,0,4.05,3.79,0,0,5.45,0,0,0,0,0,3.89,5.45,0,7.13,0,0,3.75,0,0,0,0,0,6.7,0,3.85,0,0,0,0,5.04,4.52,0,0,0,0,0,0
2014-09-01,0,0,6.29,0,5.41,7,5.81,0,3.88,0,0,0,5.41,4.51,0,0,0,4.31,3.76,0,0,0,0,0,0,0,0,0,0,4.05,3.79,0,0,5.45,0,0,0,0,0,3.89,5.45,0,7.13,0,0,3.75,0,0,0,0,0,6.7,0,3.85,0,0,0,0,5.04,4.52,0,0,0,0,0,0
2014-10-01,0,0,5.85,0,5.2,7.74,5.53,0,4.36,0,0,0,5.17,4.82,3.69,0,0,3.96,3.48,0,0,0,0,0,0,0,0,0,0,3.82,4.28,0,0,5.13,0,0,0,0,0,3.68,5.14,0,7.74,0,0,3.86,0,0,0,0,0,6.95,0,4.26,0,0,0,0,5.36,0,0,0,0,0,0,0
2014-11-01,0,0,5.85,0,5.2,7.74,5.53,0,4.36,0,0,0,5.17,4.82,3.69,0,0,3.96,3.48,0,0,0,0,0,0,0,0,0,0,3.82,4.28,0,0,5.13,0,0,0,0,0,3.68,5.14,0,7.74,0,0,3.86,0,0,0,0,0,6.95,0,4.26,0,0,0,0,5.36,0,0,0,0,0,0,0
2014-12-01,0,0,5.85,0,5.2,7.74,5.53,0,4.36,0,0,0,5.17,4.82,3.69,0,0,3.96,3.48,0,0,0,0,0,0,0,0,0,0,3.82,4.28,0,0,5.13,0,0,0,0,0,3.68,5.14,0,7.74,0,0,3.86,0,0,0,0,0,6.95,0,4.26,0,0,0,0,5.36,0,0,0,0,0,0,0
2015-01-01,0,0,5.79,0,5.51,5.71,5.21,0,4.15,0,0,0,5.47,5.6,4.23,0,0,3.88,3.69,0,0,0,0,0,0,0,0,0,0,0,4.69,4.21,0,5.85,0,0,0,0,0,3.26,5.12,0,7.98,0,0,4.03,0,0,0,0,0,5.04,0,4.34,0,0,0,0,6.24,0,0,0,0,0,0,0
2015-02-01,0,0,5.79,0,5.51,5.71,5.21,0,4.15,0,0,0,5.47,5.6,4.23,0,0,3.88,3.69,0,0,0,0,0,0,0,0,0,0,0,4.69,4.21,0,5.85,0,0,0,0,0,3.26,5.12,0,7.98,0,0,4.03,0,0,0,0,0,5.04,0,4.34,0,0,0,0,6.24,0,0,0,0,0,0,0
2015-03-01,0,0,5.79,0,5.51,5.71,5.21,0,4.15,0,0,0,5.47,5.6,4.23,0,0,3.88,3.69,0,0,0,0,0,0,0,0,0,0,0,4.69,4.21,0,5.85,0,0,0,0,0,3.26,5.12,0,7.98,0,0,4.03,0,0,0,0,0,5.04,0,4.34,0,0,0,0,6.24,0,0,0,0,0,0,0
2015-04-01,0,0,6.3,0,4.69,3.93,5.92,0,3.99,0,0,0,6.03,5.5,4.76,0,0,4.45,2.99,0,0,0,0,0,0,0,0,0,0,0,4.85,4.63,0,5.85,0,0,0,0,0,3.25,5.88,0,5.77,0,0,0,0,3.98,0,0,0,4.37,0,4.24,0,0,0,0,5.75,0,0,0,0,0,0,0
2015-05-01,0,0,6.3,0,4.69,3.93,5.92,0,3.99,0,0,0,6.03,5.5,4.76,0,0,4.45,2.99,0,0,0,0,0,0,0,0,0,0,0,4.85,4.63,0,5.85,0,0,0,0,0,3.25,5.88,0,5.77,0,0,0,0,3.98,0,0,0,4.37,0,4.24,0,0,0,0,5.75,0,0,0,0,0,0,0
2015-06-01,0,0,6.3,0,4.69,3.93,5.92,0,3.99,0,0,0,6.03,5.5,4.76,0,0,4.45,2.99,0,0,0,0,0,0,0,0,0,0,0,4.85,4.63,0,5.85,0,0,0,0,0,3.25,5.88,0,5.77,0,0,0,0,3.98,0,0,0,4.37,0,4.24,0,0,0,0,5.75,0,0,0,0,0,0,0
2015-07-01,0,0,6.86,0,4.09,1.15,6.42,0,0,0,0,0,6.41,5.63,3.7,0,0,4.34,2.87,0,0,0,0,0,0,0,0,0,3.08,0,5.45,7.18,8.19,0,0,0,0,0,0,3.82,6.26,0,5.44,0,0,0,0,3.35,0,0,0,4.64,0,4.75,0,0,0,0,6.35,0,0,0,0,0,0,0
2015-08-01,0,0,6.86,0,4.09,1.15,6.42,0,0,0,0,0,6.41,5.63,3.7,0,0,4.34,2.87,0,0,0,0,0,0,0,0,0,3.08,0,5.45,7.18,8.19,0,0,0,0,0,0,3.82,6.26,0,5.44,0,0,0,0,3.35,0,0,0,4.64,0,4.75,0,0,0,0,6.35,0,0,0,0,0,0,0
2015-09-01,0,0,6.86,0,4.09,1.15,6.42,0,0,0,0,0,6.41,5.63,3.7,0,0,4.34,2.87,0,0,0,0,0,0,0,0,0,3.08,0,5.45,7.18,8.19,0,0,0,0,0,0,3.82,6.26,0,5.44,0,0,0,0,3.35,0,0,0,4.64,0,4.75,0,0,0,0,6.35,0,0,0,0,0,0,0
2015-10-01,0,0,7.02,0,0,4.35,6.51,0,0,0,0,0,6.27,5.71,2.41,0,0,4.06,3.47,0,0,0,0,0,0,0,0,0,3.21,0,5,8.32,8.61,0,0,0,0,0,0,4.09,6.36,0,5.52,0,0,0,0,3.63,0,0,0,4.4,0,4.64,0,0,0,0,6.42,0,0,0,0,0,0,0
2015-11-01,0,0,7.02,0,0,4.35,6.51,0,0,0,0,0,6.27,5.71,2.41,0,0,4.06,3.47,0,0,0,0,0,0,0,0,0,3.21,0,5,8.32,8.61,0,0,0,0,0,0,4.09,6.36,0,5.52,0,0,0,0,3.63,0,0,0,4.4,0,4.64,0,0,0,0,6.42,0,0,0,0,0,0,0
2015-12-01,0,0,7.02,0,0,4.35,6.51,0,0,0,0,0,6.27,5.71,2.41,0,0,4.06,3.47,0,0,0,0,0,0,0,0,0,3.21,0,5,8.32,8.61,0,0,0,0,0,0,4.09,6.36,0,5.52,0,0,0,0,3.63,0,0,0,4.4,0,4.64,0,0,0,0,6.42,0,0,0,0,0,0,0
2016-01-01,0,0,6.65,0,0,5.28,5.7,0,0,0,0,0,5.65,5.82,0.54,0,0,4.3,4.06,0,0,0,0,0,0,0,0,0,1.22,0,5.46,9.32,9.26,0,0,0,0,0,0,4.29,6.1,0,5.93,0,0,0,0,3.56,0,0,0,5.37,0,4.79,0,0,0,0,6.72,0,0,0,0,0,0,0
2016-02-01,0,0,6.65,0,0,5.28,5.7,0,0,0,0,0,5.65,5.82,0.54,0,0,4.3,4.06,0,0,0,0,0,0,0,0,0,1.22,0,5.46,9.32,9.26,0,0,0,0,0,0,4.29,6.1,0,5.93,0,0,0,0,3.56,0,0,0,5.37,0,4.79,0,0,0,0,6.72,0,0,0,0,0,0,0
2016-03-01,0,0,6.65,0,0,5.28,5.7,0,0,0,0,0,5.65,5.82,0.54,0,0,4.3,4.06,0,0,0,0,0,0,0,0,0,1.22,0,5.46,9.32,9.26,0,0,0,0,0,0,4.29,6.1,0,5.93,0,0,0,0,3.56,0,0,0,5.37,0,4.79,0,0,0,0,6.72,0,0,0,0,0,0,0
2016-04-01,0,0,6.45,0,0,5.77,5.74,0,0,0,0,0,6.12,5.9,0.3,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0.38,0,6.44,7.78,8.48,0,0,0,0,4.49,0,4.34,5.92,0,5.4,0,0,0,0,0,0,0,0,5.25,0,4.95,0,0,0,0,6.22,0,0,0,0,0,0,0
2016-05-01,0,0,6.45,0,0,5.77,5.74,0,0,0,0,0,6.12,5.9,0.3,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0.38,0,6.44,7.78,8.48,0,0,0,0,4.49,0,4.34,5.92,0,5.4,0,0,0,0,0,0,0,0,5.25,0,4.95,0,0,0,0,6.22,0,0,0,0,0,0,0
2016-06-01,0,0,6.45,0,0,5.77,5.74,0,0,0,0,0,6.12,5.9,0.3,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0.38,0,6.44,7.78,8.48,0,0,0,0,4.49,0,4.34,5.92,0,5.4,0,0,0,0,0,0,0,0,5.25,0,4.95,0,0,0,0,6.22,0,0,0,0,0,0,0
2016-07-01,0,0,6.59,0,0,6.03,5.61,0,0,0,0,0,5.36,6.83,4.32,0,0,4.5,0,0,0,0,0,0,0,0,0,0,3.51,0,4.99,6.66,8.66,0,0,0,0,4.74,0,3.35,5.35,0,5.46,0,0,0,3.55,0,0,0,0,4.58,0,3.55,0,0,0,0,6.37,0,0,0,0,0,0,0
2016-08-01,0,0,6.59,0,0,6.03,5.61,0,0,0,0,0,5.36,6.83,4.32,0,0,4.5,0,0,0,0,0,0,0,0,0,0,3.51,0,4.99,6.66,8.66,0,0,0,0,4.74,0,3.35,5.35,0,5.46,0,0,0,3.55,0,0,0,0,4.58,0,3.55,0,0,0,0,6.37,0,0,0,0,0,0,0
2016-09-01,0,0,6.59,0,0,6.03,5.61,0,0,0,0,0,5.36,6.83,4.32,0,0,4.5,0,0,0,0,0,0,0,0,0,0,3.51,0,4.99,6.66,8.66,0,0,0,0,4.74,0,3.35,5.35,0,5.46,0,0,0,3.55,0,0,0,0,4.58,0,3.55,0,0,0,0,6.37,0,0,0,0,0,0,0
2016-10-01,0,0,5.05,3.68,0,5.43,5.69,0,0,0,0,0,6.11,7.1,4.46,0,0,4.2,0,0,0,0,0,0,0,0,0,0,4.61,0,4.24,6.55,8.31,0,0,0,0,4.85,0,2.97,4.79,0,4.71,0,0,0,3.63,0,0,0,0,4.14,0,3.27,0,0,0,0,6.2,0,0,0,0,0,0,0
2016-11-01,0,0,5.05,3.68,0,5.43,5.69,0,0,0,0,0,6.11,7.1,4.46,0,0,4.2,0,0,0,0,0,0,0,0,0,0,4.61,0,4.24,6.55,8.31,0,0,0,0,4.85,0,2.97,4.79,0,4.71,0,0,0,3.63,0,0,0,0,4.14,0,3.27,0,0,0,0,6.2,0,0,0,0,0,0,0
2016-12-01,0,0,5.05,3.68,0,5.43,5.69,0,0,0,0,0,6.11,7.1,4.46,0,0,4.2,0,0,0,0,0,0,0,0,0,0,4.61,0,4.24,6.55,8.31,0,0,0,0,4.85,0,2.97,4.79,0,4.71,0,0,0,3.63,0,0,0,0,4.14,0,3.27,0,0,0,0,6.2,0,0,0,0,0,0,0
2017-01-01,0,0,4.6,4.31,0,4.95,4.31,0,0,0,0,0,5.86,7.48,4.37,0,0,3.97,0,0,0,0,0,0,0,0,0,0,5.27,0,4.63,5.89,8.52,0,0,0,0,4.8,0,2.82,4.16,0,4.89,0,0,0,5.11,0,0,0,0,4.58,0,3.12,0,0,0,0,6.36,0,0,0,0,0,0,0
2017-02-01,0,0,4.6,4.31,0,4.95,4.31,0,0,0,0,0,5.86,7.48,4.37,0,0,3.97,0,0,0,0,0,0,0,0,0,0,5.27,0,4.63,5.89,8.52,0,0,0,0,4.8,0,2.82,4.16,0,4.89,0,0,0,5.11,0,0,0,0,4.58,0,3.12,0,0,0,0,6.36,0,0,0,0,0,0,0
2017-03-01,0,0,4.6,4.31,0,4.95,4.31,0,0,0,0,0,5.86,7.48,4.37,0,0,3.97,0,0,0,0,0,0,0,0,0,0,5.27,0,4.63,5.89,8.52,0,0,0,0,4.8,0,2.82,4.16,0,4.89,0,0,0,5.11,0,0,0,0,4.58,0,3.12,0,0,0,0,6.36,0,0,0,0,0,0,0
2017-04-01,0,0,4.49,3.76,0,5.15,4.32,0,0,0,0,0,6.39,7.62,2.13,0,0,4.24,0,0,0,0,0,0,0,0,0,0,4.99,0,5.2,5.71,9.09,0,0,0,0,4.18,0,0,4.22,0,4.93,0,0,0,4.5,0,0,0,0,5.02,0,3.73,0,0,0,0,6.54,0,0,0,0,0,0,0
2017-05-01,0,0,4.49,3.76,0,5.15,4.32,0,0,0,0,0,6.39,7.62,2.13,0,0,4.24,0,0,0,0,0,0,0,0,0,0,4.99,0,5.2,5.71,9.09,0,0,0,0,4.18,0,0,4.22,0,4.93,0,0,0,4.5,0,0,0,0,5.02,0,3.73,0,0,0,0,6.54,0,0,0,0,0,0,0
2017-06-01,0,0,4.49,3.76,0,5.15,4.32,0,0,0,0,0,6.39,7.62,2.13,0,0,4.24,0,0,0,0,0,0,0,0,0,0,4.99,0,5.2,5.71,9.09,0,0,0,0,4.18,0,0,4.22,0,4.93,0,0,0,4.5,0,0,0,0,5.02,0,3.73,0,0,0,0,6.54,0,0,0,0,0,0,0
2017-07-01,0,0,4.12,4.69,0,4.29,4.21,0,0,0,0,0,6.49,6.9,2.88,0,0,3.53,0,0,0,0,0,0,0,0,0,0,7.86,0,5.14,5.79,8.97,0,0,0,0,3.48,0,0,4.12,0,4.65,0,0,0,4.38,0,0,0,0,4.52,0,3.68,0,0,0,0,6.45,0,0,0,0,0,0,0
2017-08-01,0,0,4.12,4.69,0,4.29,4.21,0,0,0,0,0,6.49,6.9,2.88,0,0,3.53,0,0,0,0,0,0,0,0,0,0,7.86,0,5.14,5.79,8.97,0,0,0,0,3.48,0,0,4.12,0,4.65,0,0,0,4.38,0,0,0,0,4.52,0,3.68,0,0,0,0,6.45,0,0,0,0,0,0,0
2017-09-01,0,0,4.12,4.69,0,4.29,4.21,0,0,0,0,0,6.49,6.9,2.88,0,0,3.53,0,0,0,0,0,0,0,0,0,0,7.86,0,5.14,5.79,8.97,0,0,0,0,3.48,0,0,4.12,0,4.65,0,0,0,4.38,0,0,0,0,4.52,0,3.68,0,0,0,0,6.45,0,0,0,0,0,0,0
2017-10-01,0,0,4.84,5.46,0,4.17,4.37,0,0,0,0,0,6.19,7.5,2.57,3.83,0,3.7,0,0,0,0,0,0,0,0,0,0,7.18,0,2.56,4.05,9.31,0,0,0,0,3.56,0,0,0,0,4.58,0,0,0,4.35,0,0,0,0,4.28,0,3.69,0,0,0,0,6.99,0,0,0,0,0,0,0
2017-11-01,0,0,4.84,5.46,0,4.17,4.37,0,0,0,0,0,6.19,7.5,2.57,3.83,0,3.7,0,0,0,0,0,0,0,0,0,0,7.18,0,2.56,4.05,9.31,0,0,0,0,3.56,0,0,0,0,4.58,0,0,0,4.35,0,0,0,0,4.28,0,3.69,0,0,0,0,6.99,0,0,0,0,0,0,0
2017-12-01,0,0,4.84,5.46,0,4.17,4.37,0,0,0,0,0,6.19,7.5,2.57,3.83,0,3.7,0,0,0,0,0,0,0,0,0,0,7.18,0,2.56,4.05,9.31,0,0,0,0,3.56,0,0,0,0,4.58,0,0,0,4.35,0,0,0,0,4.28,0,3.69,0,0,0,0,6.99,0,0,0,0,0,0,0
2018-01-01,4.33,4.36,5.39,5.43,0,4.06,4.17,0,0,0,0,0,6,8.57,2.35,4.44,0,3.81,0,0,0,0,0,0,0,0,0,0,7,0,0,2.41,7.96,0,0,0,0,0,0,0,0,0,5.35,0,0,0,4.87,0,0,0,0,4.11,0,4.07,0,0,0,0,7.71,0,0,0,0,0,0,0
2018-02-01,4.33,4.36,5.39,5.43,0,4.06,4.17,0,0,0,0,0,6,8.57,2.35,4.44,0,3.81,0,0,0,0,0,0,0,0,0,0,7,0,0,2.41,7.96,0,0,0,0,0,0,0,0,0,5.35,0,0,0,4.87,0,0,0,0,4.11,0,4.07,0,0,0,0,7.71,0,0,0,0,0,0,0
2018-03-01,4.33,4.36,5.39,5.43,0,4.06,4.17,0,0,0,0,0,6,8.57,2.35,4.44,0,3.81,0,0,0,0,0,0,0,0,0,0,7,0,0,2.41,7.96,0,0,0,0,0,0,0,0,0,5.35,0,0,0,4.87,0,0,0,0,4.11,0,4.07,0,0,0,0,7.71,0,0,0,0,0,0,0
2018-04-01,0,3.51,4.77,5.23,0,4.92,3.91,0,0,0,0,0,5.93,7.65,4.07,3.66,0,3.64,0,0,0,0,0,0,0,0,0,0,5.71,0,0,4.31,8.57,0,0,0,0,0,0,0,0,0,4.9,0,0,0,3.81,0,0,0,0,3.94,0,3.42,3.59,0,0,0,6.62,0,0,0,0,0,0,0
2018-05-01,0,3.51,4.77,5.23,0,4.92,3.91,0,0,0,0,0,5.93,7.65,4.07,3.66,0,3.64,0,0,0,0,0,0,0,0,0,0,5.71,0,0,4.31,8.57,0,0,0,0,0,0,0,0,0,4.9,0,0,0,3.81,0,0,0,0,3.94,0,3.42,3.59,0,0,0,6.62,0,0,0,0,0,0,0
2018-06-01,0,3.51,4.77,5.23,0,4.92,3.91,0,0,0,0,0,5.93,7.65,4.07,3.66,0,3.64,0,0,0,0,0,0,0,0,0,0,5.71,0,0,4.31,8.57,0,0,0,0,0,0,0,0,0,4.9,0,0,0,3.81,0,0,0,0,3.94,0,3.42,3.59,0,0,0,6.62,0,0,0,0,0,0,0
2018-07-01,3.51,3.68,4.61,5.27,0,4.72,4.08,0,0,0,0,0,6.35,7.06,3.49,4.06,0,3.76,0,0,0,0,0,0,0,0,0,0,5.29,0,0,3.58,9.17,0,0,0,0,0,0,0,0,0,5.55,0,0,0,3.67,0,0,0,0,3.23,0,3.58,4.2,0,0,0,6.46,0,0,0,0,0,0,0
2018-08-01,3.51,3.68,4.61,5.27,0,4.72,4.08,0,0,0,0,0,6.35,7.06,3.49,4.06,0,3.76,0,0,0,0,0,0,0,0,0,0,5.29,0,0,3.58,9.17,0,0,0,0,0,0,0,0,0,5.55,0,0,0,3.67,0,0,0,0,3.23,0,3.58,4.2,0,0,0,6.46,0,0,0,0,0,0,0
2018-09-01,3.51,3.68,4.61,5.27,0,4.72,4.08,0,0,0,0,0,6.35,7.06,3.49,4.06,0,3.76,0,0,0,0,0,0,0,0,0,0,5.29,0,0,3.58,9.17,0,0,0,0,0,0,0,0,0,5.55,0,0,0,3.67,0,0,0,0,3.23,0,3.58,4.2,0,0,0,6.46,0,0,0,0,0,0,0
2018-10-01,4.14,0,3.8,6.29,0,3.26,4.76,0,0,0,0,0,6.42,8.93,0,3.88,0,4.17,0,0,0,0,0,0,0,0,0,0,6.08,0,0,4.33,11.08,0,0,0,0,0,0,0,0,0,3,0,0,0,3.01,0,0,3.72,0,0,0,4.3,4.28,0,0,0,6.83,0,0,0,0,0,0,0
2018-11-01,4.14,0,3.8,6.29,0,3.26,4.76,0,0,0,0,0,6.42,8.93,0,3.88,0,4.17,0,0,0,0,0,0,0,0,0,0,6.08,0,0,4.33,11.08,0,0,0,0,0,0,0,0,0,3,0,0,0,3.01,0,0,3.72,0,0,0,4.3,4.28,0,0,0,6.83,0,0,0,0,0,0,0
2018-12-01,4.14,0,3.8,6.29,0,3.26,4.76,0,0,0,0,0,6.42,8.93,0,3.88,0,4.17,0,0,0,0,0,0,0,0,0,0,6.08,0,0,4.33,11.08,0,0,0,0,0,0,0,0,0,3,0,0,0,3.01,0,0,3.72,0,0,0,4.3,4.28,0,0,0,6.83,0,0,0,0,0,0,0
2019-01-01,3.68,0,3.8,6.76,0,3.94,4.88,0,0,0,0,0,6.62,9.12,0,4.32,0,4.12,0,0,0,0,0,0,0,0,0,0,5.72,0,0,4.68,10.72,0,0,0,0,0,0,0,0,0,2.93,0,0,0,2.92,0,0,4.54,0,0,0,3.07,3.9,0,0,0,6.37,0,0,0,0,0,0,0
2019-02-01,3.68,0,3.8,6.76,0,3.94,4.88,0,0,0,0,0,6.62,9.12,0,4.32,0,4.12,0,0,0,0,0,0,0,0,0,0,5.72,0,0,4.68,10.72,0,0,0,0,0,0,0,0,0,2.93,0,0,0,2.92,0,0,4.54,0,0,0,3.07,3.9,0,0,0,6.37,0,0,0,0,0,0,0
2019-03-01,3.68,0,3.8,6.76,0,3.94,4.88,0,0,0,0,0,6.62,9.12,0,4.32,0,4.12,0,0,0,0,0,0,0,0,0,0,5.72,0,0,4.68,10.72,0,0,0,0,0,0,0,0,0,2.93,0,0,0,2.92,0,0,4.54,0,0,0,3.07,3.9,0,0,0,6.37,0,0,0,0,0,0,0
2019-04-01,3.73,0,4.64,7.26,0,3.25,4.87,0,0,0,0,0,7.35,8.67,0,4.86,0,4.52,0,0,3.38,0,0,0,0,0,0,0,5.02,0,0,4.61,9.57,0,0,0,2.49,0,0,0,0,0,3.15,0,0,0,3.21,0,0,4.62,0,0,0,0,4.23,0,0,0,5.48,0,0,0,0,0,0,0
2019-05-01,3.73,0,4.64,7.26,0,3.25,4.87,0,0,0,0,0,7.35,8.67,0,4.86,0,4.52,0,0,3.38,0,0,0,0,0,0,0,5.02,0,0,4.61,9.57,0,0,0,2.49,0,0,0,0,0,3.15,0,0,0,3.21,0,0,4.62,0,0,0,0,4.23,0,0,0,5.48,0,0,0,0,0,0,0
2019-06-01,3.73,0,4.64,7.26,0,3.25,4.87,0,0,0,0,0,7.35,8.67,0,4.86,0,4.52,0,0,3.38,0,0,0,0,0,0,0,5.02,0,0,4.61,9.57,0,0,0,2.49,0,0,0,0,0,3.15,0,0,0,3.21,0,0,4.62,0,0,0,0,4.23,0,0,0,5.48,0,0,0,0,0,0,0
