Date,AWK
2011-05-16,28.780001000000002
2011-05-17,28.76
2011-05-18,28.92
2011-05-19,29.33
2011-05-20,29.4
2011-05-23,29.02
2011-05-24,29.01
2011-05-25,29.77
2011-05-26,29.879998999999998
2011-05-27,29.82
2011-05-31,30.01
2011-06-01,29.610001
2011-06-02,29.42
2011-06-03,29.049999
2011-06-06,28.790001
2011-06-07,28.75
2011-06-08,28.75
2011-06-09,28.530001000000002
2011-06-10,28.59
2011-06-13,28.799999
2011-06-14,29.110001
2011-06-15,28.780001000000002
2011-06-16,28.780001000000002
2011-06-17,29.139999
2011-06-20,29.280001000000002
2011-06-21,29.360001
2011-06-22,29.299999
2011-06-23,29.41
2011-06-24,29.24
2011-06-27,29.17
2011-06-28,29.370001000000002
2011-06-29,29.83
2011-06-30,29.450001
2011-07-01,30.1
2011-07-05,29.91
2011-07-06,30.01
2011-07-07,30.16
2011-07-08,30.16
2011-07-11,29.66
2011-07-12,29.559998999999998
2011-07-13,29.67
2011-07-14,29.41
2011-07-15,29.530001000000002
2011-07-18,29.139999
2011-07-19,29.24
2011-07-20,29.379998999999998
2011-07-21,29.700001
2011-07-22,29.48
2011-07-25,29.25
2011-07-26,28.99
2011-07-27,28.25
2011-07-28,28.27
2011-07-29,28.0
2011-08-01,28.049999
2011-08-02,27.639999
2011-08-03,28.290001
2011-08-04,27.6
2011-08-05,27.41
2011-08-08,25.549999
2011-08-09,27.85
2011-08-10,26.82
2011-08-11,28.530001000000002
2011-08-12,28.23
2011-08-15,29.07
2011-08-16,28.9
2011-08-17,28.610001
2011-08-18,27.9
2011-08-19,27.23
2011-08-22,27.51
2011-08-23,28.0
2011-08-24,28.790001
2011-08-25,28.540001
2011-08-26,29.02
2011-08-29,29.49
2011-08-30,29.559998999999998
2011-08-31,29.780001000000002
2011-09-01,29.65
2011-09-02,29.49
2011-09-06,29.139999
2011-09-07,29.559998999999998
2011-09-08,29.66
2011-09-09,28.68
2011-09-12,28.52
2011-09-13,28.83
2011-09-14,29.530001000000002
2011-09-15,29.77
2011-09-16,29.690001000000002
2011-09-19,29.5
2011-09-20,30.17
2011-09-21,30.290001
2011-09-22,30.07
2011-09-23,29.790001
2011-09-26,30.27
2011-09-27,30.5
2011-09-28,30.129998999999998
2011-09-29,30.360001
2011-09-30,30.18
2011-10-03,29.27
2011-10-04,29.450001
2011-10-05,29.219998999999998
2011-10-06,29.52
2011-10-07,29.370001000000002
2011-10-10,30.110001
2011-10-11,30.08
2011-10-12,29.43
2011-10-13,29.9
2011-10-14,29.82
2011-10-17,30.139999
2011-10-18,30.360001
2011-10-19,30.639999
2011-10-20,30.549999
2011-10-21,30.51
2011-10-24,30.93
2011-10-25,29.9
2011-10-26,29.67
2011-10-27,30.35
2011-10-28,30.43
2011-10-31,30.530001000000002
2011-11-01,29.799999
2011-11-02,30.1
2011-11-03,31.0
2011-11-04,30.59
2011-11-07,31.190001000000002
2011-11-08,31.16
2011-11-09,30.82
2011-11-10,31.190001000000002
2011-11-11,31.16
2011-11-14,30.93
2011-11-15,31.059998999999998
2011-11-16,30.559998999999998
2011-11-17,30.360001
2011-11-18,30.450001
2011-11-21,30.4
2011-11-22,30.23
2011-11-23,29.83
2011-11-25,29.82
2011-11-28,29.93
2011-11-29,30.67
2011-11-30,31.07
2011-12-01,31.4
2011-12-02,31.389999
2011-12-05,31.629998999999998
2011-12-06,31.65
2011-12-07,31.08
2011-12-08,30.98
2011-12-09,31.08
2011-12-12,31.02
2011-12-13,30.950001
2011-12-14,30.370001000000002
2011-12-15,30.92
2011-12-16,31.26
2011-12-19,30.959999
2011-12-20,31.41
2011-12-21,31.799999
2011-12-22,31.83
2011-12-23,32.09
2011-12-27,32.549999
2011-12-28,31.860001
2011-12-29,32.18
2011-12-30,31.860001
2012-01-03,31.49
2012-01-04,31.379998999999998
2012-01-05,31.690001000000002
2012-01-06,31.9
2012-01-09,31.82
2012-01-10,31.389999
2012-01-11,31.74
2012-01-12,31.950001
2012-01-13,31.93
2012-01-17,32.369999
2012-01-18,32.439999
2012-01-19,32.93
2012-01-20,32.889998999999996
2012-01-23,32.900002
2012-01-24,32.66
2012-01-25,32.900002
2012-01-26,33.400002
2012-01-27,33.470001
2012-01-30,33.57
2012-01-31,33.73
2012-02-01,33.68
2012-02-02,33.709998999999996
2012-02-03,33.91
2012-02-06,33.869999
2012-02-07,34.290001000000004
2012-02-08,34.470001
2012-02-09,34.279999
2012-02-10,33.990002000000004
2012-02-13,33.950001
2012-02-14,33.98
2012-02-15,33.669998
2012-02-16,34.099998
2012-02-17,33.82
2012-02-21,33.5
2012-02-22,33.66
2012-02-23,34.119999
2012-02-24,33.919998
2012-02-27,33.900002
2012-02-28,33.73
2012-02-29,34.279999
2012-03-01,34.189999
2012-03-02,33.880001
2012-03-05,34.07
2012-03-06,33.560001
2012-03-07,33.93
2012-03-08,33.860001000000004
2012-03-09,34.02
2012-03-12,34.099998
2012-03-13,34.389998999999996
2012-03-14,33.990002000000004
2012-03-15,33.939999
2012-03-16,33.799999
2012-03-19,33.389998999999996
2012-03-20,33.43
2012-03-21,33.450001
2012-03-22,33.490002000000004
2012-03-23,33.639998999999996
2012-03-26,34.02
2012-03-27,34.040001000000004
2012-03-28,33.77
2012-03-29,34.119999
2012-03-30,34.029999
2012-04-02,34.349998
2012-04-03,34.439999
2012-04-04,33.950001
2012-04-05,33.810001
2012-04-09,33.5
2012-04-10,33.07
2012-04-11,33.099998
2012-04-12,33.369999
2012-04-13,33.049999
2012-04-16,33.07
2012-04-17,33.369999
2012-04-18,33.34
2012-04-19,33.32
2012-04-20,33.77
2012-04-23,33.16
2012-04-24,33.669998
2012-04-25,34.009997999999996
2012-04-26,34.259997999999996
2012-04-27,34.580002
2012-04-30,34.240002000000004
2012-05-01,34.470001
2012-05-02,34.310001
2012-05-03,34.099998
