Date,ST
2014-09-19,46.490002000000004
2014-09-22,46.41
2014-09-23,45.860001000000004
2014-09-24,46.610001000000004
2014-09-25,46.139998999999996
2014-09-26,46.43
2014-09-29,45.959998999999996
2014-09-30,44.529999
2014-10-01,44.5
2014-10-02,44.59
2014-10-03,45.110001000000004
2014-10-06,45.09
2014-10-07,44.080002
2014-10-08,44.830002
2014-10-09,43.720001
2014-10-10,42.630001
2014-10-13,41.669998
2014-10-14,42.869999
2014-10-15,43.209998999999996
2014-10-16,43.200001
2014-10-17,43.709998999999996
2014-10-20,43.990002000000004
2014-10-21,45.57
2014-10-22,45.169998
2014-10-23,45.82
2014-10-24,46.330002
2014-10-27,45.970001
2014-10-28,48.009997999999996
2014-10-29,47.189999
2014-10-30,47.59
2014-10-31,48.810001
2014-11-03,48.290001000000004
2014-11-04,47.790001000000004
2014-11-05,48.16
2014-11-06,48.650002
2014-11-07,48.810001
2014-11-10,49.27
2014-11-11,49.130001
2014-11-12,48.830002
2014-11-13,48.27
2014-11-14,47.950001
2014-11-17,47.700001
2014-11-18,47.900002
2014-11-19,47.990002000000004
2014-11-20,48.52
2014-11-21,49.650002
2014-11-24,49.830002
2014-11-25,50.049999
2014-11-26,49.950001
2014-11-28,49.57
2014-12-01,49.610001000000004
2014-12-02,50.150002
2014-12-03,51.639998999999996
2014-12-04,51.720001
2014-12-05,52.119999
2014-12-08,51.990002000000004
2014-12-09,52.990002000000004
2014-12-10,52.099998
2014-12-11,52.02
2014-12-12,51.16
2014-12-15,50.970001
2014-12-16,50.380001
2014-12-17,51.0
2014-12-18,52.23
2014-12-19,52.549999
2014-12-22,53.290001000000004
2014-12-23,53.540001000000004
2014-12-24,53.700001
2014-12-26,53.459998999999996
2014-12-29,53.400002
2014-12-30,52.779999
2014-12-31,52.41
2015-01-02,52.259997999999996
2015-01-05,51.139998999999996
2015-01-06,50.52
2015-01-07,50.259997999999996
2015-01-08,51.200001
2015-01-09,50.25
2015-01-12,49.490002000000004
2015-01-13,50.599998
2015-01-14,49.470001
2015-01-15,48.98
2015-01-16,49.25
2015-01-20,49.66
2015-01-21,50.25
2015-01-22,51.02
2015-01-23,50.310001
2015-01-26,50.450001
2015-01-27,50.119999
2015-01-28,50.07
2015-01-29,49.919998
2015-01-30,49.32
2015-02-02,50.75
2015-02-03,51.459998999999996
2015-02-04,50.549999
2015-02-05,51.93
2015-02-06,51.66
2015-02-09,52.580002
2015-02-10,52.990002000000004
2015-02-11,52.299999
2015-02-12,52.490002000000004
2015-02-13,52.5
2015-02-17,51.880001
2015-02-18,52.799999
2015-02-19,52.68
2015-02-20,53.389998999999996
2015-02-23,55.099998
2015-02-24,55.299999
2015-02-25,54.220001
2015-02-26,53.650002
2015-02-27,53.740002000000004
2015-03-02,56.220001
2015-03-03,55.779999
2015-03-04,56.029999
2015-03-05,56.98
2015-03-06,55.990002000000004
2015-03-09,55.25
2015-03-10,54.52
2015-03-11,54.810001
2015-03-12,55.849998
2015-03-13,55.52
2015-03-16,56.110001000000004
2015-03-17,56.040001000000004
2015-03-18,57.110001000000004
2015-03-19,56.91
2015-03-20,57.450001
2015-03-23,57.740002000000004
2015-03-24,57.470001
2015-03-25,56.130001
2015-03-26,56.720001
2015-03-27,56.700001
2015-03-30,57.470001
2015-03-31,57.450001
2015-04-01,56.939999
2015-04-02,57.68
2015-04-06,58.009997999999996
2015-04-07,57.84
2015-04-08,58.130001
2015-04-09,58.66
2015-04-10,58.48
2015-04-13,57.639998999999996
2015-04-14,57.880001
2015-04-15,58.310001
2015-04-16,58.119999
2015-04-17,58.150002
2015-04-20,57.650002
2015-04-21,58.060001
2015-04-22,58.27
2015-04-23,58.290001000000004
2015-04-24,58.0
2015-04-27,58.540001000000004
2015-04-28,57.049999
2015-04-29,56.599998
2015-04-30,55.209998999999996
2015-05-01,55.259997999999996
2015-05-04,55.43
2015-05-05,54.5
2015-05-06,54.419998
2015-05-07,54.91
2015-05-08,56.509997999999996
2015-05-11,56.34
2015-05-12,55.400002
2015-05-13,55.299999
2015-05-14,55.560001
2015-05-15,55.5
2015-05-18,55.209998999999996
2015-05-19,55.060001
2015-05-20,54.740002000000004
2015-05-21,54.990002000000004
2015-05-22,55.52
2015-05-26,55.169998
2015-05-27,55.389998999999996
2015-05-28,55.66
2015-05-29,55.09
2015-06-01,55.27
2015-06-02,55.43
2015-06-03,56.299999
2015-06-04,55.650002
2015-06-05,55.93
2015-06-08,55.48
2015-06-09,55.130001
2015-06-10,55.470001
2015-06-11,55.5
2015-06-12,55.09
2015-06-15,54.279999
2015-06-16,54.48
2015-06-17,54.599998
2015-06-18,55.049999
2015-06-19,55.060001
2015-06-22,55.349998
2015-06-23,55.110001000000004
2015-06-24,54.389998999999996
2015-06-25,54.110001000000004
2015-06-26,53.759997999999996
2015-06-29,52.560001
2015-06-30,52.740002000000004
2015-07-01,52.790001000000004
2015-07-02,52.880001
2015-07-06,52.369999
2015-07-07,51.619999
2015-07-08,49.360001000000004
2015-07-09,50.32
2015-07-10,50.450001
2015-07-13,51.27
2015-07-14,51.220001
2015-07-15,51.509997999999996
2015-07-16,50.970001
2015-07-17,50.639998999999996
2015-07-20,50.810001
2015-07-21,50.98
2015-07-22,49.880001
2015-07-23,50.27
2015-07-24,49.700001
2015-07-27,49.450001
2015-07-28,48.599998
2015-07-29,49.099998
2015-07-30,51.240002000000004
2015-07-31,51.32
2015-08-03,51.09
2015-08-04,51.169998
2015-08-05,52.27
2015-08-06,51.099998
2015-08-07,50.279999
2015-08-10,51.790001000000004
2015-08-11,50.459998999999996
2015-08-12,49.849998
2015-08-13,49.66
2015-08-14,49.790001000000004
2015-08-17,50.299999
2015-08-18,49.77
2015-08-19,49.330002
2015-08-20,47.84
2015-08-21,46.419998
2015-08-24,45.110001000000004
2015-08-25,44.709998999999996
2015-08-26,46.279999
2015-08-27,47.689999
2015-08-28,48.07
2015-08-31,47.400002
2015-09-01,45.700001
2015-09-02,46.200001
2015-09-03,46.259997999999996
2015-09-04,45.380001
2015-09-08,46.380001
2015-09-09,46.23
2015-09-10,45.349998
2015-09-11,45.349998
2015-09-14,44.880001
2015-09-15,44.959998999999996
2015-09-16,46.400002
2015-09-17,46.630001
2015-09-18,46.200001
2015-09-21,45.349998
2015-09-22,43.98
2015-09-23,43.490002000000004
2015-09-24,43.009997999999996
2015-09-25,43.580002
2015-09-28,42.75
2015-09-29,43.349998
2015-09-30,44.34
2015-10-01,43.439999
2015-10-02,44.150002
2015-10-05,45.139998999999996
2015-10-06,45.59
2015-10-07,46.380001
2015-10-08,45.310001
2015-10-09,45.98
2015-10-12,46.349998
2015-10-13,46.380001
2015-10-14,46.049999
2015-10-15,47.41
2015-10-16,47.029999
2015-10-19,47.080002
2015-10-20,46.970001
2015-10-21,45.919998
2015-10-22,47.919998
2015-10-23,48.02
2015-10-26,48.5
2015-10-27,47.790001000000004
2015-10-28,49.509997999999996
2015-10-29,48.779999
2015-10-30,48.09
2015-11-02,48.82
2015-11-03,49.369999
2015-11-04,48.939999
2015-11-05,48.68
2015-11-06,48.310001
2015-11-09,47.830002
2015-11-10,46.950001
2015-11-11,47.139998999999996
2015-11-12,45.07
2015-11-13,43.200001
2015-11-16,44.080002
2015-11-17,43.849998
2015-11-18,44.98
2015-11-19,45.0
2015-11-20,45.75
2015-11-23,45.889998999999996
2015-11-24,45.84
2015-11-25,46.07
2015-11-27,46.509997999999996
2015-11-30,45.810001
2015-12-01,45.939999
2015-12-02,45.439999
2015-12-03,44.68
2015-12-04,45.470001
2015-12-07,45.52
2015-12-08,44.290001000000004
2015-12-09,44.34
2015-12-10,44.169998
2015-12-11,43.68
2015-12-14,43.57
2015-12-15,43.970001
2015-12-16,44.84
2015-12-17,44.66
2015-12-18,43.139998999999996
2015-12-21,43.849998
2015-12-22,44.5
2015-12-23,45.82
2015-12-24,45.619999
2015-12-28,45.880001
2015-12-29,46.009997999999996
2015-12-30,45.919998
2015-12-31,46.060001
2016-01-04,45.150002
2016-01-05,44.889998999999996
2016-01-06,42.939999
2016-01-07,40.259997999999996
2016-01-08,39.98
2016-01-11,39.400002
2016-01-12,39.639998999999996
2016-01-13,37.389998999999996
2016-01-14,36.740002000000004
2016-01-15,35.34
2016-01-19,34.900002
2016-01-20,37.029999
2016-01-21,36.25
2016-01-22,37.09
2016-01-25,36.009997999999996
2016-01-26,36.610001000000004
2016-01-27,36.380001
2016-01-28,35.779999
2016-01-29,36.700001
2016-02-01,37.759997999999996
2016-02-02,34.73
2016-02-03,33.490002000000004
2016-02-04,33.450001
2016-02-05,33.360001000000004
2016-02-08,32.220001
2016-02-09,31.370001000000002
2016-02-10,31.379998999999998
2016-02-11,30.33
2016-02-12,31.950001
2016-02-16,33.029999
2016-02-17,34.049999
2016-02-18,34.91
2016-02-19,34.599998
2016-02-22,35.740002000000004
2016-02-23,34.34
2016-02-24,34.07
2016-02-25,34.369999
2016-02-26,34.900002
2016-02-29,34.110001000000004
2016-03-01,35.349998
2016-03-02,35.400002
2016-03-03,36.279999
2016-03-04,36.389998999999996
2016-03-07,36.220001
2016-03-08,35.299999
2016-03-09,34.900002
2016-03-10,34.380001
2016-03-11,35.619999
2016-03-14,35.93
2016-03-15,35.720001
2016-03-16,36.360001000000004
2016-03-17,37.119999
2016-03-18,38.369999
2016-03-21,37.799999
2016-03-22,37.689999
2016-03-23,37.599998
2016-03-24,37.77
2016-03-28,37.169998
2016-03-29,38.82
2016-03-30,38.91
2016-03-31,38.84
2016-04-01,38.959998999999996
2016-04-04,38.150002
2016-04-05,36.98
2016-04-06,37.490002000000004
2016-04-07,37.32
2016-04-08,37.75
2016-04-11,37.369999
2016-04-12,37.720001
2016-04-13,38.790001000000004
2016-04-14,39.119999
2016-04-15,38.799999
2016-04-18,39.0
2016-04-19,38.720001
2016-04-20,38.380001
2016-04-21,38.290001000000004
2016-04-22,38.220001
2016-04-25,37.82
2016-04-26,39.330002
2016-04-27,39.049999
2016-04-28,37.970001
2016-04-29,37.669998
2016-05-02,37.669998
2016-05-03,36.52
2016-05-04,35.849998
2016-05-05,35.700001
2016-05-06,35.419998
2016-05-09,34.610001000000004
2016-05-10,35.380001
2016-05-11,34.759997999999996
2016-05-12,34.110001000000004
2016-05-13,33.43
2016-05-16,33.799999
2016-05-17,34.0
2016-05-18,34.509997999999996
2016-05-19,34.310001
2016-05-20,34.860001000000004
2016-05-23,35.57
2016-05-24,36.709998999999996
2016-05-25,36.880001
2016-05-26,36.790001000000004
2016-05-27,36.91
2016-05-31,36.98
2016-06-01,37.049999
2016-06-02,37.200001
2016-06-03,37.080002
2016-06-06,37.619999
2016-06-07,37.509997999999996
2016-06-08,37.130001
2016-06-09,36.630001
2016-06-10,35.98
2016-06-13,35.529999
2016-06-14,35.529999
2016-06-15,35.869999
2016-06-16,35.869999
2016-06-17,35.970001
2016-06-20,36.619999
2016-06-21,36.52
2016-06-22,36.509997999999996
2016-06-23,37.16
2016-06-24,34.41
2016-06-27,32.07
2016-06-28,33.310001
2016-06-29,34.16
2016-06-30,34.889998999999996
2016-07-01,35.349998
2016-07-05,34.5
2016-07-06,35.099998
2016-07-07,35.48
2016-07-08,36.919998
2016-07-11,36.41
2016-07-12,36.490002000000004
2016-07-13,35.959998999999996
2016-07-14,35.82
2016-07-15,35.990002000000004
2016-07-18,36.139998999999996
2016-07-19,36.25
2016-07-20,37.240002000000004
2016-07-21,37.43
2016-07-22,37.75
2016-07-25,38.080002
2016-07-26,39.900002
2016-07-27,39.560001
2016-07-28,38.040001000000004
2016-07-29,37.919998
2016-08-01,37.48
2016-08-02,36.200001
2016-08-03,36.720001
2016-08-04,37.509997999999996
2016-08-05,37.939999
2016-08-08,38.07
2016-08-09,38.049999
2016-08-10,38.02
2016-08-11,38.310001
2016-08-12,38.41
2016-08-15,38.860001000000004
2016-08-16,38.18
2016-08-17,38.080002
2016-08-18,38.790001000000004
2016-08-19,38.889998999999996
2016-08-22,38.700001
2016-08-23,38.919998
2016-08-24,38.59
2016-08-25,38.669998
2016-08-26,38.490002000000004
2016-08-29,38.360001000000004
2016-08-30,38.32
2016-08-31,38.080002
2016-09-01,38.32
2016-09-02,38.290001000000004
2016-09-06,37.73
2016-09-07,38.540001000000004
2016-09-08,38.84
2016-09-09,37.889998999999996
2016-09-12,38.41
2016-09-13,38.049999
2016-09-14,37.84
2016-09-15,38.419998
2016-09-16,38.18
2016-09-19,38.470001
2016-09-20,37.869999
2016-09-21,38.110001000000004
2016-09-22,38.919998
2016-09-23,38.880001
2016-09-26,37.799999
2016-09-27,38.0
2016-09-28,38.27
2016-09-29,37.869999
2016-09-30,38.779999
2016-10-03,38.830002
2016-10-04,38.700001
2016-10-05,39.200001
2016-10-06,40.25
2016-10-07,39.490002000000004
2016-10-10,39.189999
2016-10-11,38.0
2016-10-12,37.919998
2016-10-13,37.990002000000004
2016-10-14,37.580002
2016-10-17,37.610001000000004
2016-10-18,37.18
2016-10-19,37.02
2016-10-20,37.209998999999996
2016-10-21,37.259997999999996
2016-10-24,37.669998
2016-10-25,37.43
2016-10-26,37.34
2016-10-27,37.029999
2016-10-28,36.0
2016-10-31,35.73
2016-11-01,36.330002
2016-11-02,35.709998999999996
2016-11-03,35.490002000000004
2016-11-04,35.810001
2016-11-07,36.52
2016-11-08,36.16
2016-11-09,35.48
2016-11-10,36.599998
2016-11-11,36.669998
2016-11-14,37.16
2016-11-15,37.389998999999996
2016-11-16,36.669998
2016-11-17,36.630001
2016-11-18,36.68
2016-11-21,36.549999
2016-11-22,37.75
2016-11-23,38.09
2016-11-25,38.389998999999996
2016-11-28,37.41
2016-11-29,36.990002000000004
2016-11-30,37.369999
2016-12-01,37.220001
2016-12-02,37.560001
2016-12-05,38.0
2016-12-06,38.720001
2016-12-07,39.959998999999996
2016-12-08,40.189999
2016-12-09,40.02
2016-12-12,39.650002
2016-12-13,40.43
2016-12-14,39.689999
2016-12-15,40.139998999999996
2016-12-16,40.040001000000004
2016-12-19,40.540001000000004
2016-12-20,41.139998999999996
2016-12-21,40.939999
2016-12-22,40.150002
2016-12-23,40.040001000000004
2016-12-27,40.209998999999996
2016-12-28,39.369999
2016-12-29,39.049999
2016-12-30,38.950001
2017-01-03,39.779999
2017-01-04,40.209998999999996
2017-01-05,40.189999
2017-01-06,39.869999
2017-01-09,40.790001000000004
2017-01-10,41.43
2017-01-11,41.700001
2017-01-12,41.150002
2017-01-13,41.549999
2017-01-17,41.509997999999996
2017-01-18,41.200001
2017-01-19,41.060001
2017-01-20,41.209998999999996
2017-01-23,41.16
2017-01-24,41.810001
2017-01-25,42.759997999999996
2017-01-26,42.73
2017-01-27,42.77
2017-01-30,42.299999
2017-01-31,41.950001
2017-02-01,42.41
2017-02-02,42.689999
2017-02-03,41.639998999999996
2017-02-06,40.630001
2017-02-07,40.990002000000004
2017-02-08,41.610001000000004
2017-02-09,41.610001000000004
2017-02-10,41.779999
2017-02-13,42.110001000000004
2017-02-14,42.009997999999996
2017-02-15,41.77
2017-02-16,41.470001
2017-02-17,41.540001000000004
2017-02-21,42.27
2017-02-22,41.900002
2017-02-23,41.139998999999996
2017-02-24,41.279999
2017-02-27,41.380001
2017-02-28,41.049999
2017-03-01,41.950001
2017-03-02,41.200001
2017-03-03,41.57
2017-03-06,40.790001000000004
2017-03-07,40.580002
2017-03-08,40.939999
2017-03-09,41.119999
2017-03-10,41.82
2017-03-13,42.799999
2017-03-14,43.150002
2017-03-15,44.419998
2017-03-16,44.459998999999996
2017-03-17,44.0
2017-03-20,43.720001
2017-03-21,42.599998
2017-03-22,42.849998
2017-03-23,42.380001
2017-03-24,42.209998999999996
2017-03-27,42.779999
2017-03-28,43.049999
2017-03-29,43.450001
2017-03-30,44.060001
2017-03-31,43.669998
2017-04-03,42.700001
2017-04-04,41.369999
2017-04-05,40.91
2017-04-06,41.200001
2017-04-07,40.77
2017-04-10,40.720001
2017-04-11,40.869999
2017-04-12,40.279999
2017-04-13,39.540001000000004
2017-04-17,40.43
2017-04-18,40.32
2017-04-19,40.869999
2017-04-20,41.669998
2017-04-21,41.049999
2017-04-24,42.759997999999996
2017-04-25,41.139998999999996
2017-04-26,40.639998999999996
2017-04-27,41.169998
2017-04-28,41.18
2017-05-01,41.07
2017-05-02,39.689999
2017-05-03,39.740002000000004
2017-05-04,39.509997999999996
2017-05-05,39.689999
2017-05-08,39.91
2017-05-09,40.349998
2017-05-10,39.349998
2017-05-11,39.810001
2017-05-12,39.540001000000004
2017-05-15,39.740002000000004
2017-05-16,40.669998
2017-05-17,39.240002000000004
2017-05-18,39.330002
2017-05-19,40.029999
2017-05-22,40.57
2017-05-23,40.639998999999996
2017-05-24,40.900002
2017-05-25,41.060001
2017-05-26,40.5
2017-05-30,40.66
2017-05-31,40.43
2017-06-01,41.099998
2017-06-02,40.700001
2017-06-05,41.490002000000004
2017-06-06,42.130001
2017-06-07,43.259997999999996
2017-06-08,42.77
2017-06-09,42.18
2017-06-12,42.330002
2017-06-13,42.639998999999996
2017-06-14,42.59
2017-06-15,42.880001
2017-06-16,42.119999
2017-06-19,42.700001
2017-06-20,42.150002
2017-06-21,42.599998
2017-06-22,41.32
2017-06-23,41.080002
2017-06-26,41.709998999999996
2017-06-27,41.549999
2017-06-28,42.470001
2017-06-29,42.380001
2017-06-30,42.720001
2017-07-03,43.52
2017-07-05,43.490002000000004
2017-07-06,42.970001
2017-07-07,44.0
2017-07-10,44.119999
2017-07-11,44.389998999999996
2017-07-12,44.610001000000004
2017-07-13,44.720001
2017-07-14,45.029999
2017-07-17,45.0
2017-07-18,45.110001000000004
2017-07-19,45.02
2017-07-20,44.66
2017-07-21,44.369999
2017-07-24,45.049999
2017-07-25,46.700001
2017-07-26,45.810001
2017-07-27,45.02
2017-07-28,44.93
2017-07-31,45.119999
2017-08-01,45.419998
2017-08-02,45.470001
2017-08-03,45.060001
2017-08-04,45.02
2017-08-07,45.060001
2017-08-08,44.68
2017-08-09,44.900002
2017-08-10,43.93
2017-08-11,44.029999
2017-08-14,44.490002000000004
2017-08-15,44.259997999999996
2017-08-16,44.540001000000004
2017-08-17,43.509997999999996
2017-08-18,43.400002
2017-08-21,43.220001
2017-08-22,43.470001
2017-08-23,43.779999
2017-08-24,44.029999
2017-08-25,44.279999
2017-08-28,44.139998999999996
2017-08-29,44.209998999999996
2017-08-30,44.259997999999996
2017-08-31,44.66
2017-09-01,45.119999
2017-09-05,45.23
2017-09-06,44.82
2017-09-07,44.599998
2017-09-08,45.060001
2017-09-11,45.700001
2017-09-12,46.360001000000004
2017-09-13,46.450001
2017-09-14,46.580002
2017-09-15,47.18
2017-09-18,47.349998
2017-09-19,47.459998999999996
2017-09-20,47.27
2017-09-21,47.0
2017-09-22,47.560001
2017-09-25,47.419998
2017-09-26,47.599998
2017-09-27,47.810001
2017-09-28,47.459998999999996
2017-09-29,48.07
2017-10-02,48.34
2017-10-03,48.419998
2017-10-04,48.599998
2017-10-05,48.580002
2017-10-06,48.299999
2017-10-09,48.459998999999996
2017-10-10,48.599998
2017-10-11,48.490002000000004
2017-10-12,48.75
2017-10-13,48.970001
2017-10-16,49.25
2017-10-17,49.16
2017-10-18,49.68
2017-10-19,49.599998
2017-10-20,49.959998999999996
2017-10-23,50.299999
2017-10-24,49.419998
2017-10-25,48.959998999999996
2017-10-26,49.259997999999996
2017-10-27,49.389998999999996
2017-10-30,48.830002
2017-10-31,48.91
2017-11-01,48.25
2017-11-02,48.09
2017-11-03,47.869999
2017-11-06,48.349998
2017-11-07,48.099998
2017-11-08,48.560001
2017-11-09,47.91
2017-11-10,47.889998999999996
2017-11-13,47.380001
2017-11-14,47.310001
2017-11-15,47.68
2017-11-16,47.779999
2017-11-17,47.810001
2017-11-20,48.48
2017-11-21,49.07
2017-11-22,48.93
2017-11-24,48.84
2017-11-27,49.209998999999996
2017-11-28,50.029999
2017-11-29,50.16
2017-11-30,49.950001
2017-12-01,48.66
2017-12-04,47.560001
2017-12-05,47.529999
2017-12-06,47.470001
2017-12-07,47.689999
2017-12-08,48.049999
2017-12-11,47.900002
2017-12-12,51.66
2017-12-13,52.419998
2017-12-14,52.169998
2017-12-15,52.419998
2017-12-18,52.450001
2017-12-19,52.310001
2017-12-20,52.549999
2017-12-21,51.389998999999996
2017-12-22,51.279999
2017-12-26,50.889998999999996
2017-12-27,50.880001
2017-12-28,51.18
2017-12-29,51.110001000000004
2018-01-02,51.540001000000004
2018-01-03,51.48
2018-01-04,51.779999
2018-01-05,52.16
2018-01-08,52.5
2018-01-09,52.400002
2018-01-10,52.299999
2018-01-11,53.349998
2018-01-12,54.16
2018-01-16,54.43
2018-01-17,55.389998999999996
2018-01-18,54.740002000000004
2018-01-19,54.880001
2018-01-22,55.43
2018-01-23,56.0
2018-01-24,56.119999
2018-01-25,55.630001
2018-01-26,57.009997999999996
2018-01-29,56.700001
2018-01-30,56.189999
2018-01-31,56.25
2018-02-01,56.610001000000004
2018-02-02,54.900002
2018-02-05,52.18
2018-02-06,53.330002
2018-02-07,53.48
2018-02-08,50.990002000000004
2018-02-09,51.259997999999996
2018-02-12,51.990002000000004
2018-02-13,51.959998999999996
2018-02-14,52.880001
2018-02-15,53.66
2018-02-16,53.860001000000004
2018-02-20,53.5
2018-02-21,53.34
2018-02-22,53.549999
2018-02-23,54.049999
2018-02-26,54.360001000000004
2018-02-27,53.700001
2018-02-28,52.860001000000004
2018-03-01,51.23
2018-03-02,51.549999
2018-03-05,51.950001
2018-03-06,52.290001000000004
2018-03-07,52.599998
2018-03-08,52.860001000000004
2018-03-09,54.34
2018-03-12,54.200001
2018-03-13,53.619999
2018-03-14,53.0
2018-03-15,52.869999
2018-03-16,53.48
2018-03-19,52.810001
2018-03-20,52.990002000000004
2018-03-21,53.360001000000004
2018-03-22,51.57
2018-03-23,49.77
2018-03-26,51.490002000000004
2018-03-27,50.490002000000004
2018-03-28,50.450001
2018-03-29,51.830002
2018-04-02,51.299999
2018-04-03,51.799999
2018-04-04,52.110001000000004
2018-04-05,52.669998
2018-04-06,50.900002
2018-04-09,51.119999
2018-04-10,52.240002000000004
2018-04-11,52.990002000000004
2018-04-12,53.77
2018-04-13,53.27
2018-04-16,53.75
2018-04-17,54.32
2018-04-18,54.419998
2018-04-19,53.990002000000004
2018-04-20,54.110001000000004
2018-04-23,54.220001
2018-04-24,51.869999
2018-04-25,51.790001000000004
2018-04-26,51.790001000000004
2018-04-27,51.580002
2018-04-30,50.720001
2018-05-01,50.029999
2018-05-02,49.389998999999996
2018-05-03,49.119999
2018-05-04,49.59
2018-05-07,50.799999
2018-05-08,51.290001000000004
2018-05-09,51.509997999999996
2018-05-10,52.040001000000004
2018-05-11,52.07
2018-05-14,52.009997999999996
2018-05-15,51.810001
2018-05-16,52.32
2018-05-17,52.98
2018-05-18,52.610001000000004
2018-05-21,52.619999
2018-05-22,52.48
2018-05-23,52.52
2018-05-24,52.380001
2018-05-25,52.080002
2018-05-29,51.400002
2018-05-30,51.549999
2018-05-31,51.09
2018-06-01,52.18
2018-06-04,52.299999
2018-06-05,52.470001
2018-06-06,54.299999
2018-06-07,54.0
2018-06-08,53.849998
2018-06-11,54.349998
2018-06-12,54.209998999999996
2018-06-13,53.68
2018-06-14,53.82
2018-06-15,53.700001
2018-06-18,53.57
2018-06-19,52.41
2018-06-20,52.880001
2018-06-21,51.84
2018-06-22,51.23
2018-06-25,49.830002
2018-06-26,49.919998
2018-06-27,49.150002
2018-06-28,47.700001
2018-06-29,47.580002
2018-07-02,48.48
2018-07-03,48.779999
2018-07-05,49.299999
2018-07-06,49.669998
2018-07-09,50.5
2018-07-10,50.799999
2018-07-11,49.599998
2018-07-12,50.400002
2018-07-13,50.849998
2018-07-16,50.34
2018-07-17,50.68
2018-07-18,50.93
2018-07-19,51.099998
2018-07-20,50.59
2018-07-23,50.740002000000004
2018-07-24,52.490002000000004
2018-07-25,52.310001
2018-07-26,53.869999
2018-07-27,53.759997999999996
2018-07-30,53.939999
2018-07-31,54.369999
2018-08-01,54.060001
2018-08-02,54.139998999999996
2018-08-03,54.5
2018-08-06,54.919998
2018-08-07,55.82
2018-08-08,55.830002
2018-08-09,55.529999
2018-08-10,54.599998
2018-08-13,54.209998999999996
2018-08-14,54.48
2018-08-15,53.880001
2018-08-16,54.43
2018-08-17,55.060001
2018-08-20,55.5
2018-08-21,55.790001000000004
2018-08-22,53.560001
2018-08-23,53.330002
2018-08-24,53.580002
2018-08-27,54.080002
2018-08-28,54.02
2018-08-29,53.889998999999996
2018-08-30,53.07
2018-08-31,52.950001
2018-09-04,52.560001
2018-09-05,52.43
2018-09-06,52.240002000000004
2018-09-07,51.639998999999996
2018-09-10,51.450001
2018-09-11,51.959998999999996
2018-09-12,51.610001000000004
2018-09-13,52.040001000000004
2018-09-14,52.720001
2018-09-17,49.799999
2018-09-18,49.91
2018-09-19,51.259997999999996
2018-09-20,51.740002000000004
2018-09-21,51.880001
2018-09-24,50.740002000000004
2018-09-25,50.299999
2018-09-26,50.040001000000004
2018-09-27,49.919998
2018-09-28,49.549999
2018-10-01,49.389998999999996
2018-10-02,49.16
2018-10-03,49.099998
2018-10-04,48.299999
2018-10-05,47.25
2018-10-08,46.93
2018-10-09,45.700001
2018-10-10,45.27
2018-10-11,44.639998999999996
2018-10-12,43.57
2018-10-15,44.110001000000004
2018-10-16,44.509997999999996
2018-10-17,43.700001
2018-10-18,44.16
2018-10-19,43.209998999999996
2018-10-22,42.919998
2018-10-23,43.580002
2018-10-24,41.169998
2018-10-25,42.02
2018-10-26,42.369999
2018-10-29,42.57
2018-10-30,47.25
2018-10-31,46.900002
2018-11-01,47.189999
2018-11-02,47.939999
2018-11-05,47.619999
2018-11-06,47.630001
2018-11-07,47.84
2018-11-08,47.759997999999996
2018-11-09,46.759997999999996
2018-11-12,46.07
2018-11-13,46.34
2018-11-14,45.970001
2018-11-15,47.25
2018-11-16,47.189999
2018-11-19,46.299999
2018-11-20,45.970001
2018-11-21,46.5
2018-11-23,46.43
2018-11-26,47.599998
2018-11-27,46.009997999999996
2018-11-28,46.41
2018-11-29,45.810001
2018-11-30,46.259997999999996
2018-12-03,47.779999
2018-12-04,45.66
2018-12-06,45.82
2018-12-07,44.23
2018-12-10,44.110001000000004
2018-12-11,43.5
2018-12-12,44.279999
2018-12-13,43.84
2018-12-14,42.75
2018-12-17,41.98
2018-12-18,43.060001
2018-12-19,42.439999
2018-12-20,42.220001
2018-12-21,42.34
2018-12-24,41.43
2018-12-26,42.799999
2018-12-27,43.509997999999996
2018-12-28,44.009997999999996
2018-12-31,44.84
2019-01-02,45.02
2019-01-03,43.509997999999996
2019-01-04,44.349998
2019-01-07,44.110001000000004
2019-01-08,44.200001
2019-01-09,44.900002
2019-01-10,45.07
2019-01-11,45.279999
2019-01-14,45.240002000000004
2019-01-15,45.82
2019-01-16,46.41
2019-01-17,46.759997999999996
2019-01-18,47.439999
2019-01-22,46.709998999999996
2019-01-23,46.0
2019-01-24,46.349998
2019-01-25,47.290001000000004
2019-01-28,47.0
2019-01-29,47.0
2019-01-30,47.330002
2019-01-31,47.5
2019-02-01,48.110001000000004
2019-02-04,47.73
2019-02-05,47.98
2019-02-06,48.740002000000004
2019-02-07,46.75
2019-02-08,46.529999
2019-02-11,46.73
2019-02-12,47.630001
2019-02-13,48.669998
2019-02-14,48.119999
2019-02-15,49.27
2019-02-19,49.450001
2019-02-20,49.779999
2019-02-21,50.07
2019-02-22,51.029999
2019-02-25,51.0
2019-02-26,50.529999
2019-02-27,50.73
2019-02-28,50.73
2019-03-01,51.0
2019-03-04,51.099998
2019-03-05,50.650002
2019-03-06,49.810001
2019-03-07,48.91
2019-03-08,48.07
2019-03-11,48.73
2019-03-12,48.43
2019-03-13,48.599998
2019-03-14,47.759997999999996
