Date,KS
2012-03-15,10.505
2012-03-16,10.465
2012-03-19,10.505
2012-03-20,10.3
2012-03-21,10.145
2012-03-22,10.05
2012-03-23,10.31
2012-03-26,10.525
2012-03-27,10.38
2012-03-28,10.075
2012-03-29,10.215
2012-03-30,9.85
2012-04-02,9.965
2012-04-03,9.865
2012-04-04,9.62
2012-04-05,9.69
2012-04-09,9.415
2012-04-10,9.14
2012-04-11,9.14
2012-04-12,9.345
2012-04-13,9.28
2012-04-16,9.04
2012-04-17,9.05
2012-04-18,8.935
2012-04-19,8.89
2012-04-20,8.945
2012-04-23,8.855
2012-04-24,8.85
2012-04-25,9.01
2012-04-26,8.905
2012-04-27,9.19
2012-04-30,9.03
2012-05-01,8.805
2012-05-02,8.885
2012-05-03,8.425
2012-05-04,8.32
2012-05-07,8.3
2012-05-08,8.34
2012-05-09,8.25
2012-05-10,8.525
2012-05-11,8.59
2012-05-14,8.55
2012-05-15,8.555
2012-05-16,8.195
2012-05-17,8.045
2012-05-18,8.065
2012-05-21,8.19
2012-05-22,7.91
2012-05-23,7.825
2012-05-24,7.8
2012-05-25,7.78
2012-05-29,7.91
2012-05-30,7.72
2012-05-31,7.72
2012-06-01,7.575
2012-06-04,7.7
2012-06-05,7.765
2012-06-06,7.955
2012-06-07,7.825
2012-06-08,7.91
2012-06-11,7.605
2012-06-12,7.85
2012-06-13,7.66
2012-06-14,7.65
2012-06-15,7.785
2012-06-18,7.8
2012-06-19,8.05
2012-06-20,8.0
2012-06-21,7.775
2012-06-22,7.935
2012-06-25,7.67
2012-06-26,7.57
2012-06-27,7.655
2012-06-28,7.555
2012-06-29,7.925
2012-07-02,7.745
2012-07-03,8.095
2012-07-05,7.985
2012-07-06,7.915
2012-07-09,7.765
2012-07-10,7.685
2012-07-11,7.63
2012-07-12,8.0
2012-07-13,8.4
2012-07-16,8.185
2012-07-17,8.58
2012-07-18,8.985
2012-07-19,9.0
2012-07-20,8.975
2012-07-23,8.785
2012-07-24,8.64
2012-07-25,8.58
2012-07-26,8.47
2012-07-27,8.665
2012-07-30,8.525
2012-07-31,8.405
2012-08-01,8.145
2012-08-02,8.39
2012-08-03,8.755
2012-08-06,8.76
2012-08-07,8.83
2012-08-08,8.76
2012-08-09,8.82
2012-08-10,9.065
2012-08-13,9.565
2012-08-14,9.54
2012-08-15,9.72
2012-08-16,9.81
2012-08-17,9.95
2012-08-20,9.75
2012-08-21,9.94
2012-08-22,9.885
2012-08-23,9.865
2012-08-24,9.755
2012-08-27,9.88
2012-08-28,9.88
2012-08-29,9.95
2012-08-30,9.95
2012-08-31,10.015
2012-09-04,10.1
2012-09-05,10.035
2012-09-06,10.355
2012-09-07,10.61
2012-09-10,10.375
2012-09-11,10.45
2012-09-12,10.41
2012-09-13,10.415
2012-09-14,10.515
2012-09-17,9.695
2012-09-18,9.625
2012-09-19,9.6
2012-09-20,9.67
2012-09-21,10.305
2012-09-24,10.9
2012-09-25,11.005
2012-09-26,10.75
2012-09-27,10.855
2012-09-28,11.195
2012-10-01,11.23
2012-10-02,11.41
2012-10-03,11.435
2012-10-04,11.295
2012-10-05,11.3
2012-10-08,11.205
2012-10-09,11.045
2012-10-10,11.15
2012-10-11,11.26
2012-10-12,11.185
2012-10-15,11.37
2012-10-16,11.53
2012-10-17,11.425
2012-10-18,11.49
2012-10-19,11.2
2012-10-22,11.15
2012-10-23,11.03
2012-10-24,10.995
2012-10-25,10.86
2012-10-26,10.97
2012-10-31,10.985
2012-11-01,10.975
2012-11-02,10.8
2012-11-05,10.68
2012-11-06,10.67
2012-11-07,10.42
2012-11-08,10.315
2012-11-09,10.32
2012-11-12,10.045
2012-11-13,10.285
2012-11-14,10.165
2012-11-15,9.895
2012-11-16,9.955
2012-11-19,10.22
2012-11-20,10.12
2012-11-21,10.32
2012-11-23,10.35
2012-11-26,10.475
2012-11-27,10.28
2012-11-28,10.755
2012-11-29,11.005
2012-11-30,10.96
2012-12-03,10.975
2012-12-04,11.09
2012-12-05,10.88
2012-12-06,9.865
2012-12-07,9.79
2012-12-10,9.77
2012-12-11,9.8
2012-12-12,9.945
2012-12-13,9.945
2012-12-14,9.97
2012-12-17,10.07
2012-12-18,10.195
2012-12-19,10.4
2012-12-20,10.62
2012-12-21,10.75
2012-12-24,10.83
2012-12-26,10.745
2012-12-27,10.83
2012-12-28,10.825
2012-12-31,11.095
2013-01-02,11.39
2013-01-03,11.275
2013-01-04,11.35
2013-01-07,11.42
2013-01-08,11.515
2013-01-09,11.52
2013-01-10,11.43
2013-01-11,11.55
2013-01-14,11.765
2013-01-15,11.725
2013-01-16,11.745
2013-01-17,11.85
2013-01-18,12.005
2013-01-22,12.0
2013-01-23,12.075
2013-01-24,12.405
2013-01-25,12.465
2013-01-28,12.25
2013-01-29,12.25
2013-01-30,11.82
2013-01-31,12.0
2013-02-01,12.255
2013-02-04,12.135
2013-02-05,12.21
2013-02-06,12.265
2013-02-07,12.08
2013-02-08,12.365
2013-02-11,12.265
2013-02-12,12.33
2013-02-13,12.43
2013-02-14,13.05
2013-02-15,13.13
2013-02-19,13.045
2013-02-20,12.625
2013-02-21,12.84
2013-02-22,13.04
2013-02-25,12.89
2013-02-26,12.985
2013-02-27,13.19
2013-02-28,13.32
2013-03-01,13.4
2013-03-04,13.635
2013-03-05,13.655
2013-03-06,13.825
2013-03-07,13.91
2013-03-08,13.9
2013-03-11,13.86
2013-03-12,13.75
2013-03-13,13.925
2013-03-14,13.815
2013-03-15,13.85
2013-03-18,13.725
2013-03-19,13.795
2013-03-20,13.865
2013-03-21,13.665
2013-03-22,13.755
2013-03-25,13.76
2013-03-26,13.69
2013-03-27,13.675
2013-03-28,13.9
2013-04-01,13.7
2013-04-02,13.655
2013-04-03,13.285
2013-04-04,13.435
2013-04-05,13.395
2013-04-08,13.55
2013-04-09,13.6
2013-04-10,13.83
2013-04-11,13.705
2013-04-12,13.72
2013-04-15,13.18
2013-04-16,14.085
2013-04-17,13.725
2013-04-18,13.56
2013-04-19,13.725
2013-04-22,14.075
2013-04-23,14.345
2013-04-24,14.455
2013-04-25,14.425
2013-04-26,14.24
2013-04-29,14.515
2013-04-30,14.79
2013-05-01,14.14
2013-05-02,14.265
2013-05-03,14.565
2013-05-06,14.775
2013-05-07,14.91
2013-05-08,14.61
2013-05-09,14.565
2013-05-10,14.355
2013-05-13,14.41
2013-05-14,14.485
2013-05-15,14.39
2013-05-16,14.16
2013-05-17,14.19
2013-05-20,14.095
2013-05-21,13.99
2013-05-22,13.725
2013-05-23,14.02
2013-05-24,14.11
2013-05-28,14.745
2013-05-29,14.67
2013-05-30,14.665
2013-05-31,14.505
2013-06-03,14.595
2013-06-04,14.525
2013-06-05,14.475
2013-06-06,14.625
2013-06-07,14.86
2013-06-10,17.52
2013-06-11,18.305
2013-06-12,18.035
2013-06-13,18.25
2013-06-14,19.045
2013-06-17,20.215
2013-06-18,19.705
2013-06-19,19.535
2013-06-20,19.51
2013-06-21,19.645
2013-06-24,19.424999
2013-06-25,19.65
2013-06-26,20.139999
2013-06-27,20.42
2013-06-28,20.09
2013-07-01,20.715
2013-07-02,21.379998999999998
2013-07-03,21.405001000000002
2013-07-05,21.825001
2013-07-08,21.469998999999998
2013-07-09,20.99
2013-07-10,21.434998999999998
2013-07-11,21.49
2013-07-12,21.635
2013-07-15,21.57
2013-07-16,21.635
2013-07-17,21.684998999999998
2013-07-18,21.799999
2013-07-19,21.75
2013-07-22,21.985001
2013-07-23,22.07
2013-07-24,22.045
2013-07-25,22.145
2013-07-26,22.115
2013-07-29,22.030001000000002
2013-07-30,21.9
2013-07-31,22.025
2013-08-01,22.665001
2013-08-02,22.5
2013-08-05,22.504998999999998
2013-08-06,22.495001000000002
2013-08-07,22.575001
2013-08-08,22.49
2013-08-09,22.42
2013-08-12,22.23
2013-08-13,21.764999
2013-08-14,21.98
2013-08-15,21.34
2013-08-16,20.955
2013-08-19,21.125
2013-08-20,21.775
2013-08-21,21.545
2013-08-22,21.825001
2013-08-23,21.639999
2013-08-26,21.905001000000002
2013-08-27,21.379998999999998
2013-08-28,21.445
2013-08-29,21.504998999999998
2013-08-30,21.0
2013-09-03,20.74
2013-09-04,21.094998999999998
2013-09-05,21.094998999999998
2013-09-06,21.129998999999998
2013-09-09,21.59
2013-09-10,21.865
2013-09-11,22.389999
2013-09-12,22.110001
2013-09-13,22.57
2013-09-16,24.68
2013-09-17,22.959999
2013-09-18,21.885
2013-09-19,21.57
2013-09-20,21.280001000000002
2013-09-23,21.495001000000002
2013-09-24,21.715
2013-09-25,21.559998999999998
2013-09-26,21.594998999999998
2013-09-27,21.115
2013-09-30,21.4
2013-10-01,22.299999
2013-10-02,22.195
2013-10-03,22.17
2013-10-04,22.360001
2013-10-07,22.18
2013-10-08,21.74
2013-10-09,22.105
2013-10-10,22.389999
2013-10-11,22.745001000000002
2013-10-14,23.145
2013-10-15,22.610001
2013-10-16,22.875
2013-10-17,23.120001000000002
2013-10-18,23.24
2013-10-21,22.969998999999998
2013-10-22,23.305
2013-10-23,23.225
2013-10-24,23.485001
2013-10-25,23.5
2013-10-28,23.219998999999998
2013-10-29,22.895
2013-10-30,22.834999
2013-10-31,25.98
2013-11-01,25.115
2013-11-04,25.82
2013-11-05,25.049999
2013-11-06,24.875
2013-11-07,24.125
2013-11-08,25.950001
2013-11-11,26.26
2013-11-12,25.540001
2013-11-13,25.865
2013-11-14,26.459999
2013-11-15,26.35
2013-11-18,25.860001
2013-11-19,25.379998999999998
2013-11-20,25.235001
2013-11-21,26.805
2013-11-22,26.48
2013-11-25,26.305
2013-11-26,26.75
2013-11-27,26.725
2013-11-29,26.639999
2013-12-02,26.34
2013-12-03,26.504998999999998
2013-12-04,26.305
2013-12-05,25.959999
2013-12-06,26.525
2013-12-09,26.945
2013-12-10,26.535
2013-12-11,26.014999
2013-12-12,26.51
2013-12-13,27.690001000000002
2013-12-16,27.715
2013-12-17,27.639999
2013-12-18,27.684998999999998
2013-12-19,27.495001000000002
2013-12-20,28.27
2013-12-23,28.280001000000002
2013-12-24,28.334999
2013-12-26,28.525
2013-12-27,28.415001
2013-12-30,28.200001
2013-12-31,27.93
2014-01-02,27.18
2014-01-03,27.139999
2014-01-06,26.709999
2014-01-07,27.165001
2014-01-08,27.190001000000002
2014-01-09,27.65
2014-01-10,27.58
2014-01-13,27.15
2014-01-14,28.110001
2014-01-15,27.6
2014-01-16,28.059998999999998
2014-01-17,27.860001
2014-01-21,28.5
2014-01-22,28.459999
2014-01-23,27.950001
2014-01-24,27.33
2014-01-27,26.76
2014-01-28,26.82
2014-01-29,27.35
2014-01-30,27.969998999999998
2014-01-31,27.969998999999998
2014-02-03,27.18
2014-02-04,27.57
2014-02-05,27.549999
2014-02-06,28.0
2014-02-07,28.610001
2014-02-10,28.219998999999998
2014-02-11,28.98
2014-02-12,29.07
2014-02-13,29.66
2014-02-14,30.34
2014-02-18,30.99
2014-02-19,30.700001
2014-02-20,30.629998999999998
2014-02-21,31.02
2014-02-24,31.33
2014-02-25,31.27
2014-02-26,32.049999
2014-02-27,31.540001
2014-02-28,31.790001
2014-03-03,31.27
2014-03-04,31.73
2014-03-05,32.59
2014-03-06,32.09
2014-03-07,32.09
2014-03-10,31.49
2014-03-11,30.610001
2014-03-12,30.4
2014-03-13,29.940001000000002
2014-03-14,29.540001
2014-03-17,29.549999
2014-03-18,30.559998999999998
2014-03-19,30.5
2014-03-20,30.33
2014-03-21,30.66
2014-03-24,29.200001
2014-03-25,30.190001000000002
2014-03-26,28.709999
2014-03-27,26.25
2014-03-28,26.98
2014-03-31,28.84
2014-04-01,28.83
2014-04-02,28.84
2014-04-03,29.23
2014-04-04,27.379998999999998
2014-04-07,25.690001000000002
2014-04-08,26.26
2014-04-09,26.57
2014-04-10,25.99
2014-04-11,25.43
2014-04-14,25.73
2014-04-15,24.74
2014-04-16,25.35
2014-04-17,25.82
2014-04-21,26.049999
2014-04-22,26.059998999999998
2014-04-23,25.83
2014-04-24,25.889999
2014-04-25,25.950001
2014-04-28,25.4
2014-04-29,25.450001
2014-04-30,26.379998999999998
2014-05-01,25.450001
2014-05-02,25.780001000000002
2014-05-05,25.98
2014-05-06,25.5
2014-05-07,25.77
2014-05-08,26.01
2014-05-09,26.719998999999998
2014-05-12,27.559998999999998
2014-05-13,27.5
2014-05-14,27.15
2014-05-15,27.110001
2014-05-16,27.27
2014-05-19,28.4
2014-05-20,28.09
2014-05-21,28.51
2014-05-22,28.74
2014-05-23,29.01
2014-05-27,29.1
2014-05-28,28.82
2014-05-29,29.290001
2014-05-30,29.049999
2014-06-02,29.799999
2014-06-03,29.639999
2014-06-04,29.76
2014-06-05,30.5
2014-06-06,31.120001000000002
2014-06-09,31.370001000000002
2014-06-10,31.209999
2014-06-11,30.799999
2014-06-12,30.280001000000002
2014-06-13,30.280001000000002
2014-06-16,30.35
2014-06-17,30.73
2014-06-18,30.73
2014-06-19,30.969998999999998
2014-06-20,33.209998999999996
2014-06-23,32.970001
2014-06-24,32.459998999999996
2014-06-25,33.290001000000004
2014-06-26,33.02
2014-06-27,33.34
2014-06-30,33.130001
2014-07-01,33.349998
2014-07-02,31.969998999999998
2014-07-03,32.650002
2014-07-07,30.549999
2014-07-08,28.959999
2014-07-09,29.219998999999998
2014-07-10,28.870001000000002
2014-07-11,29.200001
2014-07-14,29.58
2014-07-15,29.52
2014-07-16,29.120001000000002
2014-07-17,28.76
2014-07-18,29.43
2014-07-21,28.799999
2014-07-22,28.129998999999998
2014-07-23,29.02
2014-07-24,32.049999
2014-07-25,32.23
2014-07-28,32.27
2014-07-29,32.310001
2014-07-30,32.439999
2014-07-31,29.74
2014-08-01,30.52
2014-08-04,31.75
2014-08-05,30.49
2014-08-06,30.860001
2014-08-07,30.639999
2014-08-08,30.49
2014-08-11,30.139999
2014-08-12,29.52
2014-08-13,29.75
2014-08-14,30.34
2014-08-15,30.16
2014-08-18,30.719998999999998
2014-08-19,30.67
2014-08-20,29.940001000000002
2014-08-21,30.540001
2014-08-22,30.049999
2014-08-25,29.93
2014-08-26,30.280001000000002
2014-08-27,30.58
2014-08-28,30.42
2014-08-29,30.74
2014-09-02,31.4
2014-09-03,32.549999
2014-09-04,32.639998999999996
2014-09-05,32.290001000000004
2014-09-08,31.860001
2014-09-09,31.16
2014-09-10,30.67
2014-09-11,31.27
2014-09-12,30.200001
2014-09-15,30.26
2014-09-16,30.370001000000002
2014-09-17,30.030001000000002
2014-09-18,29.870001000000002
2014-09-19,29.389999
2014-09-22,29.92
2014-09-23,29.41
2014-09-24,30.219998999999998
2014-09-25,29.379998999999998
2014-09-26,29.790001
2014-09-29,28.860001
2014-09-30,27.969998999999998
2014-10-01,27.360001
2014-10-02,27.0
2014-10-03,27.67
2014-10-06,27.440001000000002
2014-10-07,27.0
2014-10-08,27.26
2014-10-09,26.440001000000002
2014-10-10,25.950001
2014-10-13,25.34
2014-10-14,24.459999
2014-10-15,24.700001
2014-10-16,25.030001000000002
2014-10-17,25.809998999999998
2014-10-20,26.4
2014-10-21,28.34
2014-10-22,27.65
2014-10-23,28.07
2014-10-24,28.299999
2014-10-27,27.940001000000002
2014-10-28,29.209999
2014-10-29,29.15
2014-10-30,29.82
2014-10-31,30.76
2014-11-03,30.02
2014-11-04,30.559998999999998
2014-11-05,30.559998999999998
2014-11-06,31.01
2014-11-07,30.92
2014-11-10,31.48
2014-11-11,31.16
2014-11-12,31.559998999999998
2014-11-13,30.93
2014-11-14,30.73
2014-11-17,30.66
2014-11-18,30.74
2014-11-19,30.610001
2014-11-20,30.360001
2014-11-21,30.01
2014-11-24,29.780001000000002
2014-11-25,29.76
2014-11-26,29.59
2014-11-28,29.870001000000002
2014-12-01,28.93
2014-12-02,29.58
2014-12-03,29.93
2014-12-04,30.65
2014-12-05,30.700001
2014-12-08,29.84
2014-12-09,31.530001000000002
2014-12-10,30.969998999999998
2014-12-11,29.41
2014-12-12,28.709999
2014-12-15,28.41
2014-12-16,28.17
2014-12-17,28.99
2014-12-18,29.92
2014-12-19,29.940001000000002
2014-12-22,29.860001
2014-12-23,29.940001000000002
2014-12-24,29.969998999999998
2014-12-26,29.99
2014-12-29,30.049999
2014-12-30,29.83
2014-12-31,29.309998999999998
2015-01-02,29.059998999999998
2015-01-05,28.98
2015-01-06,28.82
2015-01-07,28.82
2015-01-08,29.9
2015-01-09,29.889999
2015-01-12,30.52
2015-01-13,31.030001000000002
2015-01-14,31.219998999999998
2015-01-15,30.049999
2015-01-16,30.24
2015-01-20,30.98
2015-01-21,31.290001
2015-01-22,31.49
2015-01-23,30.870001000000002
2015-01-26,32.02
2015-01-27,30.68
2015-01-28,30.09
2015-01-29,30.6
2015-01-30,29.870001000000002
2015-02-02,30.110001
2015-02-03,30.74
2015-02-04,30.77
2015-02-05,30.709999
2015-02-06,30.49
2015-02-09,30.120001000000002
2015-02-10,30.57
2015-02-11,31.129998999999998
2015-02-12,32.869999
2015-02-13,32.52
2015-02-17,33.009997999999996
2015-02-18,33.48
2015-02-19,33.610001000000004
2015-02-20,34.990002000000004
2015-02-23,35.43
2015-02-24,34.41
2015-02-25,34.119999
2015-02-26,35.0
2015-02-27,34.459998999999996
2015-03-02,34.709998999999996
2015-03-03,33.939999
2015-03-04,33.310001
2015-03-05,32.59
2015-03-06,32.389998999999996
2015-03-09,31.889999
2015-03-10,31.690001000000002
2015-03-11,31.799999
2015-03-12,32.450001
2015-03-13,32.130001
2015-03-16,32.16
2015-03-17,32.299999
2015-03-18,32.75
2015-03-19,32.880001
2015-03-20,33.240002000000004
2015-03-23,32.580002
2015-03-24,32.240002000000004
2015-03-25,31.77
2015-03-26,31.889999
2015-03-27,31.879998999999998
2015-03-30,32.5
2015-03-31,32.84
2015-04-01,32.16
2015-04-02,31.43
2015-04-06,31.33
2015-04-07,30.65
2015-04-08,31.26
2015-04-09,31.040001
2015-04-10,31.559998999999998
2015-04-13,31.129998999999998
2015-04-14,30.610001
2015-04-15,30.309998999999998
2015-04-16,30.23
2015-04-17,29.75
2015-04-20,29.459999
2015-04-21,28.120001000000002
2015-04-22,28.33
2015-04-23,28.219998999999998
2015-04-24,28.32
2015-04-27,28.110001
2015-04-28,28.110001
2015-04-29,27.620001000000002
2015-04-30,27.950001
2015-05-01,28.59
2015-05-04,28.43
2015-05-05,27.110001
2015-05-06,27.27
2015-05-07,26.969998999999998
2015-05-08,26.969998999999998
2015-05-11,26.98
2015-05-12,26.469998999999998
2015-05-13,26.9
2015-05-14,27.26
2015-05-15,27.41
2015-05-18,27.6
2015-05-19,27.440001000000002
2015-05-20,27.459999
2015-05-21,27.540001
2015-05-22,27.610001
2015-05-26,27.370001000000002
2015-05-27,27.4
2015-05-28,27.27
2015-05-29,26.950001
2015-06-01,27.0
2015-06-02,26.32
2015-06-03,26.530001000000002
2015-06-04,26.290001
2015-06-05,26.860001
2015-06-08,26.610001
2015-06-09,26.389999
2015-06-10,26.360001
2015-06-11,26.77
2015-06-12,26.32
2015-06-15,26.059998999999998
2015-06-16,26.02
2015-06-17,26.049999
2015-06-18,26.26
2015-06-19,26.9
2015-06-22,25.459999
2015-06-23,24.809998999999998
2015-06-24,24.469998999999998
2015-06-25,24.27
2015-06-26,23.879998999999998
2015-06-29,23.530001000000002
2015-06-30,23.120001000000002
2015-07-01,23.58
2015-07-02,23.43
2015-07-06,23.25
2015-07-07,23.290001
2015-07-08,22.799999
2015-07-09,22.620001000000002
2015-07-10,23.209999
2015-07-13,23.98
2015-07-14,23.940001000000002
2015-07-15,23.35
2015-07-16,24.389999
2015-07-17,24.200001
2015-07-20,25.0
2015-07-21,24.65
2015-07-22,24.719998999999998
2015-07-23,24.27
2015-07-24,23.82
2015-07-27,23.709999
2015-07-28,24.139999
2015-07-29,23.9
2015-07-30,23.360001
2015-07-31,23.4
2015-08-03,22.83
2015-08-04,23.15
2015-08-05,23.209999
2015-08-06,22.9
2015-08-07,22.93
2015-08-10,23.74
2015-08-11,23.700001
2015-08-12,23.74
2015-08-13,23.450001
2015-08-14,23.84
2015-08-17,24.01
2015-08-18,23.860001
2015-08-19,23.49
2015-08-20,22.959999
2015-08-21,21.809998999999998
2015-08-24,20.57
2015-08-25,20.23
2015-08-26,20.66
2015-08-27,21.370001000000002
2015-08-28,21.790001
2015-08-31,21.790001
2015-09-01,20.68
2015-09-02,20.58
2015-09-03,20.59
2015-09-04,20.219998999999998
2015-09-08,20.549999
2015-09-09,20.030001000000002
2015-09-10,19.790001
2015-09-11,19.65
2015-09-14,19.450001
2015-09-15,19.540001
2015-09-16,19.9
2015-09-17,19.68
2015-09-18,19.49
2015-09-21,19.110001
2015-09-22,18.17
2015-09-23,18.200001
2015-09-24,17.780001000000002
2015-09-25,17.530001000000002
2015-09-28,16.52
2015-09-29,16.34
2015-09-30,16.51
2015-10-01,17.0
2015-10-02,17.51
2015-10-05,18.299999
2015-10-06,18.639999
2015-10-07,18.969998999999998
2015-10-08,19.51
2015-10-09,21.73
2015-10-12,20.52
2015-10-13,20.18
2015-10-14,20.120001000000002
2015-10-15,20.02
2015-10-16,20.030001000000002
2015-10-19,19.52
2015-10-20,19.440001000000002
2015-10-21,18.91
2015-10-22,19.33
2015-10-23,20.41
2015-10-26,20.190001000000002
2015-10-27,19.629998999999998
2015-10-28,20.6
2015-10-29,21.32
2015-10-30,21.75
2015-11-02,22.219998999999998
2015-11-03,21.860001
2015-11-04,21.959999
2015-11-05,22.190001000000002
2015-11-06,22.809998999999998
2015-11-09,22.559998999999998
2015-11-10,23.5
2015-11-11,23.639999
2015-11-12,22.1
2015-11-13,22.07
2015-11-16,22.15
2015-11-17,22.02
2015-11-18,22.959999
2015-11-19,23.379998999999998
2015-11-20,24.0
2015-11-23,23.5
2015-11-24,23.879998999999998
2015-11-25,24.1
2015-11-27,24.76
2015-11-30,24.27
2015-12-01,24.290001
2015-12-02,23.549999
2015-12-03,23.26
2015-12-04,23.530001000000002
2015-12-07,23.700001
2015-12-08,23.5
2015-12-09,23.809998999999998
2015-12-10,23.57
2015-12-11,23.530001000000002
2015-12-14,23.33
2015-12-15,23.92
2015-12-16,24.4
2015-12-17,23.049999
2015-12-18,21.76
2015-12-21,21.43
2015-12-22,22.120001000000002
2015-12-23,22.59
2015-12-24,23.030001000000002
2015-12-28,22.639999
2015-12-29,23.030001000000002
2015-12-30,23.030001000000002
2015-12-31,22.59
2016-01-04,21.93
2016-01-05,22.139999
2016-01-06,20.32
2016-01-07,19.33
2016-01-08,18.32
2016-01-11,18.4
2016-01-12,18.33
2016-01-13,17.35
2016-01-14,17.51
2016-01-15,17.09
2016-01-19,16.92
2016-01-20,16.4
2016-01-21,16.75
2016-01-22,17.450001
2016-01-25,13.76
2016-01-26,13.91
2016-01-27,13.91
2016-01-28,13.71
2016-01-29,14.78
2016-02-01,14.6
2016-02-02,14.23
2016-02-03,14.51
2016-02-04,15.11
2016-02-05,14.62
2016-02-08,14.43
2016-02-09,14.38
2016-02-10,10.0
2016-02-11,9.43
2016-02-12,9.43
2016-02-16,9.46
2016-02-17,10.24
2016-02-18,9.8
2016-02-19,9.05
2016-02-22,9.49
2016-02-23,9.09
2016-02-24,9.15
2016-02-25,9.4
2016-02-26,9.83
2016-02-29,10.24
2016-03-01,10.23
2016-03-02,10.33
2016-03-03,10.78
2016-03-04,11.41
2016-03-07,12.26
2016-03-08,11.59
2016-03-09,12.03
2016-03-10,11.78
2016-03-11,12.54
2016-03-14,12.51
2016-03-15,11.57
2016-03-16,12.3
2016-03-17,12.85
2016-03-18,12.62
2016-03-21,12.97
2016-03-22,12.85
2016-03-23,12.51
2016-03-24,13.21
2016-03-28,12.98
2016-03-29,13.98
2016-03-30,13.58
2016-03-31,13.85
2016-04-01,13.68
2016-04-04,13.69
2016-04-05,12.97
2016-04-06,13.17
2016-04-07,12.69
2016-04-08,13.24
2016-04-11,13.3
2016-04-12,13.65
2016-04-13,14.1
2016-04-14,13.95
2016-04-15,14.64
2016-04-18,14.2
2016-04-19,14.4
2016-04-20,14.05
2016-04-21,14.31
2016-04-22,14.81
2016-04-25,14.18
2016-04-26,14.8
2016-04-27,14.7
2016-04-28,15.63
2016-04-29,15.89
2016-05-02,15.74
2016-05-03,15.29
2016-05-04,14.83
2016-05-05,14.69
2016-05-06,14.86
2016-05-09,14.63
2016-05-10,15.05
2016-05-11,15.09
2016-05-12,14.68
2016-05-13,14.45
2016-05-16,14.66
2016-05-17,13.72
2016-05-18,13.81
2016-05-19,13.87
2016-05-20,14.07
2016-05-23,14.62
2016-05-24,14.91
2016-05-25,15.21
2016-05-26,15.1
2016-05-27,15.25
2016-05-31,15.25
2016-06-01,15.49
2016-06-02,15.93
2016-06-03,15.94
2016-06-06,16.35
2016-06-07,16.92
2016-06-08,16.780001000000002
2016-06-09,16.33
2016-06-10,16.040001
2016-06-13,15.34
2016-06-14,15.46
2016-06-15,15.33
2016-06-16,15.34
2016-06-17,15.29
2016-06-20,15.64
2016-06-21,15.09
2016-06-22,14.73
2016-06-23,15.51
2016-06-24,13.88
2016-06-27,12.64
2016-06-28,12.76
2016-06-29,12.9
2016-06-30,13.01
2016-07-01,13.3
2016-07-05,12.42
2016-07-06,12.78
2016-07-07,13.05
2016-07-08,13.4
2016-07-11,13.45
2016-07-12,13.87
2016-07-13,13.87
2016-07-14,13.86
2016-07-15,14.52
2016-07-18,14.73
2016-07-19,14.7
2016-07-20,14.83
2016-07-21,14.79
2016-07-22,14.62
2016-07-25,14.44
2016-07-26,14.81
2016-07-27,14.59
2016-07-28,13.94
2016-07-29,14.28
2016-08-01,14.29
2016-08-02,14.04
2016-08-03,14.68
2016-08-04,15.06
2016-08-05,15.03
2016-08-08,15.5
2016-08-09,14.76
2016-08-10,15.09
2016-08-11,15.77
2016-08-12,15.4
2016-08-15,15.21
2016-08-16,15.48
2016-08-17,15.7
2016-08-18,15.62
2016-08-19,15.61
2016-08-22,15.22
2016-08-23,15.55
2016-08-24,15.11
2016-08-25,16.24
2016-08-26,17.25
2016-08-29,17.42
2016-08-30,17.77
2016-08-31,17.51
2016-09-01,17.99
2016-09-02,18.200001
2016-09-06,18.6
2016-09-07,18.530001000000002
2016-09-08,18.469998999999998
2016-09-09,17.629998999999998
2016-09-12,17.85
2016-09-13,17.299999
2016-09-14,17.49
2016-09-15,17.870001000000002
2016-09-16,18.43
2016-09-19,18.51
2016-09-20,18.25
2016-09-21,19.200001
2016-09-22,19.209999
2016-09-23,19.870001000000002
2016-09-26,18.93
2016-09-27,18.709999
2016-09-28,18.860001
2016-09-29,18.67
2016-09-30,18.92
2016-10-03,18.790001
2016-10-04,18.879998999999998
2016-10-05,18.15
2016-10-06,18.629998999999998
2016-10-07,19.09
2016-10-10,19.709999
2016-10-11,19.58
2016-10-12,19.57
2016-10-13,19.190001000000002
2016-10-14,19.66
2016-10-17,19.9
2016-10-18,20.379998999999998
2016-10-19,20.9
2016-10-20,20.059998999999998
2016-10-21,19.790001
2016-10-24,19.85
2016-10-25,19.18
2016-10-26,19.280001000000002
2016-10-27,18.75
2016-10-28,18.690001000000002
2016-10-31,18.139999
2016-11-01,17.66
2016-11-02,18.42
2016-11-03,17.709999
2016-11-04,17.940001000000002
2016-11-07,18.219998999999998
2016-11-08,18.75
2016-11-09,19.02
2016-11-10,19.389999
2016-11-11,19.379998999999998
2016-11-14,19.790001
2016-11-15,20.07
2016-11-16,20.43
2016-11-17,21.33
2016-11-18,21.15
2016-11-21,20.110001
2016-11-22,19.92
2016-11-23,20.02
2016-11-25,20.42
2016-11-28,20.41
2016-11-29,20.620001000000002
2016-11-30,20.43
2016-12-01,20.84
2016-12-02,21.15
2016-12-05,21.370001000000002
2016-12-06,21.27
2016-12-07,22.110001
2016-12-08,22.139999
2016-12-09,21.780001000000002
2016-12-12,21.540001
