Date,NOMD
2019-11-05,19.540001
2019-11-06,19.469998999999998
2019-11-07,19.799999
2019-11-08,20.33
2019-11-11,20.200001
2019-11-12,19.92
2019-11-13,20.27
2019-11-14,20.459999
2019-11-15,20.530001000000002
2019-11-18,20.610001
2019-11-19,20.559998999999998
2019-11-20,20.719998999999998
2019-11-21,20.6
2019-11-22,20.780001000000002
2019-11-25,20.67
2019-11-26,20.809998999999998
2019-11-27,20.959999
2019-11-29,21.0
2019-12-02,20.65
2019-12-03,20.790001
2019-12-04,20.809998999999998
2019-12-05,20.700001
2019-12-06,20.709999
2019-12-09,20.68
2019-12-10,20.65
2019-12-11,20.530001000000002
2019-12-12,20.120001000000002
2019-12-13,20.629998999999998
2019-12-16,21.120001000000002
2019-12-17,21.23
2019-12-18,21.49
2019-12-19,21.68
2019-12-20,21.690001000000002
2019-12-23,21.59
2019-12-24,21.65
2019-12-26,21.75
2019-12-27,21.969998999999998
2019-12-30,22.08
2019-12-31,22.370001000000002
2020-01-02,22.209999
2020-01-03,22.25
2020-01-06,21.99
2020-01-07,21.809998999999998
2020-01-08,21.889999
2020-01-09,21.75
2020-01-10,21.4
2020-01-13,21.27
2020-01-14,20.959999
2020-01-15,20.83
2020-01-16,20.780001000000002
2020-01-17,20.77
2020-01-21,20.559998999999998
2020-01-22,20.58
2020-01-23,21.129998999999998
2020-01-24,20.67
2020-01-27,20.34
2020-01-28,20.6
2020-01-29,20.559998999999998
2020-01-30,20.389999
2020-01-31,20.18
2020-02-03,20.18
2020-02-04,20.540001
2020-02-05,20.200001
2020-02-06,19.99
2020-02-07,19.860001
2020-02-10,19.77
2020-02-11,20.040001
2020-02-12,20.15
2020-02-13,20.15
2020-02-14,20.08
2020-02-18,20.120001000000002
2020-02-19,19.959999
2020-02-20,20.030001000000002
2020-02-21,19.459999
2020-02-24,19.530001000000002
2020-02-25,18.549999
2020-02-26,18.76
2020-02-27,18.370001000000002
2020-02-28,18.459999
2020-03-02,19.41
2020-03-03,19.66
2020-03-04,20.23
2020-03-05,19.98
2020-03-06,19.530001000000002
2020-03-09,18.51
2020-03-10,18.66
2020-03-11,17.889999
2020-03-12,15.58
2020-03-13,17.639999
2020-03-16,17.200001
2020-03-17,16.65
2020-03-18,15.42
2020-03-19,15.84
2020-03-20,16.65
2020-03-23,16.379998999999998
2020-03-24,16.620001000000002
2020-03-25,16.49
2020-03-26,16.9
2020-03-27,17.6
2020-03-30,17.690001000000002
2020-03-31,18.559998999999998
2020-04-01,18.379998999999998
2020-04-02,19.08
2020-04-03,18.940001000000002
2020-04-06,18.83
2020-04-07,18.780001000000002
2020-04-08,19.0
2020-04-09,18.98
2020-04-13,19.129998999999998
2020-04-14,19.18
2020-04-15,19.17
2020-04-16,19.610001
2020-04-17,20.33
2020-04-20,20.58
2020-04-21,20.719998999999998
2020-04-22,20.82
2020-04-23,20.75
2020-04-24,20.92
2020-04-27,20.790001
2020-04-28,20.700001
2020-04-29,20.9
2020-04-30,20.610001
2020-05-01,21.17
2020-05-04,20.66
2020-05-05,20.25
2020-05-06,20.719998999999998
2020-05-07,20.65
2020-05-08,21.65
