Date,MOMO
2019-08-08,31.280001000000002
2019-08-09,31.59
2019-08-12,31.389999
2019-08-13,32.560001
2019-08-14,31.27
2019-08-15,31.969998999999998
2019-08-16,33.09
2019-08-19,34.459998999999996
2019-08-20,33.0
2019-08-21,33.459998999999996
2019-08-22,32.889998999999996
2019-08-23,31.83
2019-08-26,32.73
2019-08-27,33.189999
2019-08-28,34.93
2019-08-29,35.779999
2019-08-30,36.779999
2019-09-03,36.18
2019-09-04,33.810001
2019-09-05,36.5
2019-09-06,36.110001000000004
2019-09-09,36.290001000000004
2019-09-10,35.27
2019-09-11,35.619999
2019-09-12,34.610001000000004
2019-09-13,35.509997999999996
2019-09-16,35.5
2019-09-17,35.189999
2019-09-18,35.490002000000004
2019-09-19,36.360001000000004
2019-09-20,35.279999
2019-09-23,34.720001
2019-09-24,32.779999
2019-09-25,33.389998999999996
2019-09-26,33.139998999999996
2019-09-27,31.219998999999998
2019-09-30,30.98
2019-10-01,31.450001
2019-10-02,32.599998
2019-10-03,33.34
2019-10-04,33.400002
2019-10-07,32.959998999999996
2019-10-08,31.790001
2019-10-09,32.380001
2019-10-10,33.189999
2019-10-11,33.810001
2019-10-14,34.139998999999996
2019-10-15,34.5
2019-10-16,34.990002000000004
2019-10-17,34.59
2019-10-18,33.07
2019-10-21,34.389998999999996
2019-10-22,33.48
2019-10-23,33.470001
2019-10-24,33.959998999999996
2019-10-25,33.98
2019-10-28,34.790001000000004
2019-10-29,34.150002
2019-10-30,33.639998999999996
2019-10-31,33.52
2019-11-01,34.639998999999996
2019-11-04,38.02
2019-11-05,37.43
2019-11-06,37.220001
2019-11-07,39.16
2019-11-08,38.799999
2019-11-11,38.799999
2019-11-12,38.299999
2019-11-13,37.790001000000004
2019-11-14,37.07
2019-11-15,38.34
2019-11-18,38.759997999999996
2019-11-19,37.939999
2019-11-20,36.43
2019-11-21,36.43
2019-11-22,37.119999
2019-11-25,38.48
2019-11-26,35.98
2019-11-27,37.34
2019-11-29,37.43
2019-12-02,37.540001000000004
2019-12-03,37.290001000000004
2019-12-04,36.389998999999996
2019-12-05,37.169998
2019-12-06,37.299999
2019-12-09,36.150002
2019-12-10,36.169998
2019-12-11,35.900002
2019-12-12,35.830002
2019-12-13,36.09
2019-12-16,36.43
2019-12-17,36.959998999999996
2019-12-18,36.560001
2019-12-19,34.950001
2019-12-20,35.0
2019-12-23,35.169998
2019-12-24,35.32
2019-12-26,35.32
2019-12-27,34.509997999999996
2019-12-30,34.040001000000004
2019-12-31,33.5
2020-01-02,36.279999
2020-01-03,36.099998
2020-01-06,35.740002000000004
2020-01-07,35.130001
2020-01-08,36.310001
2020-01-09,36.830002
2020-01-10,37.16
2020-01-13,40.639998999999996
2020-01-14,38.959998999999996
2020-01-15,39.09
2020-01-16,37.98
2020-01-17,37.290001000000004
2020-01-21,35.830002
2020-01-22,32.880001
2020-01-23,32.279999
2020-01-24,30.049999
2020-01-27,30.01
2020-01-28,30.559998999999998
2020-01-29,30.530001000000002
2020-01-30,30.68
2020-01-31,30.6
2020-02-03,30.969998999999998
2020-02-04,32.52
2020-02-05,31.99
2020-02-06,32.650002
2020-02-07,32.84
2020-02-10,32.82
2020-02-11,32.77
2020-02-12,33.209998999999996
2020-02-13,32.02
2020-02-14,31.83
2020-02-18,31.450001
2020-02-19,31.73
2020-02-20,31.0
2020-02-21,29.83
2020-02-24,28.809998999999998
2020-02-25,28.15
2020-02-26,28.57
2020-02-27,27.709999
2020-02-28,28.120001000000002
2020-03-02,28.42
2020-03-03,27.77
2020-03-04,28.440001000000002
2020-03-05,27.860001
2020-03-06,28.4
2020-03-09,27.190001000000002
2020-03-10,26.969998999999998
2020-03-11,25.9
2020-03-12,24.530001000000002
2020-03-13,23.57
2020-03-16,20.51
2020-03-17,20.93
2020-03-18,20.0
2020-03-19,21.18
2020-03-20,21.879998999999998
2020-03-23,22.0
2020-03-24,22.610001
2020-03-25,22.139999
2020-03-26,23.01
2020-03-27,22.309998999999998
2020-03-30,21.290001
2020-03-31,21.690001000000002
2020-04-01,21.139999
2020-04-02,20.530001000000002
2020-04-03,20.5
2020-04-06,21.48
2020-04-07,22.440001000000002
2020-04-08,22.379998999999998
2020-04-09,21.83
2020-04-13,21.98
2020-04-14,22.84
2020-04-15,22.43
2020-04-16,22.76
2020-04-17,23.809998999999998
2020-04-20,23.280001000000002
2020-04-21,22.780001000000002
2020-04-22,22.99
2020-04-23,23.030001000000002
2020-04-24,23.120001000000002
2020-04-27,23.629998999999998
2020-04-28,23.25
2020-04-29,23.950001
2020-04-30,24.08
2020-05-01,21.549999
2020-05-04,21.530001000000002
2020-05-05,20.73
2020-05-06,21.209999
2020-05-07,22.299999
2020-05-08,22.49
