Date,KIN
2018-12-17,11.31
2018-12-18,11.2
2018-12-19,10.87
2018-12-20,10.89
2018-12-21,10.57
2018-12-24,10.59
2018-12-26,10.86
2018-12-27,10.82
2018-12-28,10.99
2018-12-31,10.95
2019-01-02,10.94
2019-01-03,10.88
2019-01-04,11.51
2019-01-07,11.87
2019-01-08,11.51
2019-01-09,11.44
2019-01-10,11.33
2019-01-11,11.52
2019-01-14,11.23
2019-01-15,11.17
2019-01-16,11.03
2019-01-17,10.71
2019-01-18,9.85
2019-01-22,10.12
2019-01-23,9.945
2019-01-24,10.13
2019-01-25,10.06
2019-01-28,9.84
2019-01-29,9.95
2019-01-30,9.85
2019-01-31,9.85
2019-02-01,9.91
2019-02-04,9.97
2019-02-05,10.03
2019-02-06,10.53
2019-02-07,10.39
2019-02-08,10.26
2019-02-11,10.61
2019-02-12,10.45
2019-02-13,10.49
2019-02-14,10.47
2019-02-15,10.83
2019-02-19,10.82
2019-02-20,10.74
2019-02-21,10.62
2019-02-22,10.63
2019-02-25,10.54
2019-02-26,10.49
2019-02-27,10.81
2019-02-28,10.82
2019-03-01,10.9
2019-03-04,10.9
2019-03-05,10.95
2019-03-06,10.75
2019-03-07,9.58
2019-03-08,9.2
2019-03-11,9.14
2019-03-12,9.21
2019-03-13,9.18
2019-03-14,9.11
2019-03-15,9.17
2019-03-18,8.85
2019-03-19,8.76
2019-03-20,8.71
2019-03-21,8.85
2019-03-22,8.27
2019-03-25,8.5
2019-03-26,8.66
2019-03-27,8.62
2019-03-28,8.85
2019-03-29,9.17
2019-04-01,9.03
2019-04-02,9.2
2019-04-03,9.28
2019-04-04,9.17
2019-04-05,9.47
2019-04-08,9.77
2019-04-09,9.07
2019-04-10,9.17
2019-04-11,8.95
2019-04-12,8.77
2019-04-15,8.88
2019-04-16,8.85
2019-04-17,8.68
2019-04-18,8.74
2019-04-22,8.85
2019-04-23,8.86
2019-04-24,8.82
2019-04-25,9.34
2019-04-26,9.45
2019-04-29,9.19
2019-04-30,8.89
2019-05-01,8.66
2019-05-02,8.83
2019-05-03,9.16
2019-05-06,9.44
2019-05-07,9.27
2019-05-08,9.21
2019-05-09,8.97
2019-05-10,9.27
2019-05-13,8.85
2019-05-14,9.07
2019-05-15,9.0
2019-05-16,8.67
2019-05-17,8.4
2019-05-20,8.41
2019-05-21,8.29
2019-05-22,8.28
2019-05-23,8.42
2019-05-24,8.5
2019-05-28,8.38
2019-05-29,8.33
2019-05-30,8.19
2019-05-31,7.94
2019-06-03,7.86
2019-06-04,7.85
2019-06-05,7.89
2019-06-06,7.8
2019-06-07,8.01
2019-06-10,7.96
2019-06-11,7.9
2019-06-12,7.87
2019-06-13,7.95
2019-06-14,7.73
2019-06-17,8.2
2019-06-18,8.28
2019-06-19,8.33
2019-06-20,8.1
2019-06-21,8.28
2019-06-24,8.1
2019-06-25,8.55
2019-06-26,8.26
2019-06-27,8.36
2019-06-28,8.33
2019-07-01,8.4
2019-07-02,8.29
2019-07-03,8.44
2019-07-05,8.24
2019-07-08,8.17
2019-07-09,8.07
2019-07-10,8.18
2019-07-11,7.93
2019-07-12,7.87
2019-07-15,7.82
2019-07-16,6.9
2019-07-17,6.89
2019-07-18,6.72
2019-07-19,6.78
2019-07-22,6.33
2019-07-23,6.12
2019-07-24,6.44
2019-07-25,6.56
2019-07-26,6.72
2019-07-29,6.87
2019-07-30,7.0
2019-07-31,6.82
2019-08-01,6.96
2019-08-02,7.67
2019-08-05,7.29
2019-08-06,7.47
2019-08-07,7.34
2019-08-08,7.42
2019-08-09,7.18
2019-08-12,7.1
2019-08-13,7.34
2019-08-14,7.04
2019-08-15,6.97
2019-08-16,7.28
2019-08-19,7.41
2019-08-20,7.38
2019-08-21,7.8
2019-08-22,7.53
2019-08-23,7.17
2019-08-26,7.05
2019-08-27,7.06
2019-08-28,7.19
2019-08-29,7.45
2019-08-30,7.46
2019-09-03,7.04
2019-09-04,6.98
2019-09-05,7.09
2019-09-06,7.08
2019-09-09,7.0
2019-09-10,7.13
2019-09-11,7.09
2019-09-12,7.06
2019-09-13,8.03
2019-09-16,8.48
2019-09-17,8.1
2019-09-18,7.92
2019-09-19,7.7
2019-09-20,7.59
2019-09-23,7.58
2019-09-24,7.34
2019-09-25,7.13
2019-09-26,7.1
2019-09-27,6.94
2019-09-30,6.85
2019-10-01,6.61
2019-10-02,6.62
2019-10-03,6.56
2019-10-04,6.55
2019-10-07,6.36
2019-10-08,6.2
2019-10-09,6.23
2019-10-10,6.26
2019-10-11,6.53
2019-10-14,6.99
2019-10-15,7.52
2019-10-16,7.76
2019-10-17,7.47
2019-10-18,7.98
2019-10-21,8.2
2019-10-22,7.92
2019-10-23,7.91
2019-10-24,7.9
2019-10-25,8.15
2019-10-28,8.51
2019-10-29,8.47
2019-10-30,8.19
2019-10-31,8.17
2019-11-01,8.67
2019-11-04,8.93
2019-11-05,8.84
2019-11-06,8.77
2019-11-07,8.7
2019-11-08,8.75
2019-11-11,8.44
2019-11-12,8.28
2019-11-13,8.14
2019-11-14,7.81
2019-11-15,7.77
2019-11-18,7.37
2019-11-19,7.49
2019-11-20,7.495
2019-11-21,7.43
2019-11-22,7.46
2019-11-25,7.57
2019-11-26,7.69
2019-11-27,7.75
2019-11-29,7.87
2019-12-02,7.69
2019-12-03,7.65
2019-12-04,7.68
2019-12-05,7.6
2019-12-06,7.74
2019-12-09,7.77
2019-12-10,7.82
2019-12-11,7.94
2019-12-12,8.24
2019-12-13,8.15
2019-12-16,7.85
2019-12-17,8.09
2019-12-18,7.955
2019-12-19,8.11
2019-12-20,8.14
2019-12-23,8.39
2019-12-24,8.38
2019-12-26,8.33
2019-12-27,8.45
2019-12-30,8.64
2019-12-31,8.48
2020-01-02,8.85
2020-01-03,8.82
2020-01-06,9.0
2020-01-07,9.15
2020-01-08,9.42
2020-01-09,9.82
2020-01-10,9.95
2020-01-13,10.41
2020-01-14,10.26
2020-01-15,10.38
2020-01-16,10.27
2020-01-17,9.84
2020-01-21,9.79
2020-01-22,9.88
2020-01-23,9.66
2020-01-24,9.5
2020-01-27,9.3
2020-01-28,9.24
2020-01-29,9.1
2020-01-30,9.09
2020-01-31,8.73
2020-02-03,8.94
2020-02-04,9.4
2020-02-05,9.68
2020-02-06,9.55
2020-02-07,9.28
2020-02-10,9.28
2020-02-11,9.22
2020-02-12,9.405
2020-02-13,9.28
2020-02-14,9.43
2020-02-18,9.45
2020-02-19,9.4
2020-02-20,9.44
2020-02-21,10.26
2020-02-24,10.25
2020-02-25,10.38
2020-02-26,10.09
2020-02-27,9.66
2020-02-28,10.87
2020-03-02,11.01
2020-03-03,10.78
2020-03-04,10.57
2020-03-05,10.04
2020-03-06,10.14
2020-03-09,9.18
2020-03-10,9.39
2020-03-11,8.09
2020-03-12,7.18
2020-03-13,6.89
2020-03-16,6.01
2020-03-17,4.34
2020-03-18,3.39
2020-03-19,4.51
2020-03-20,3.65
2020-03-23,3.26
2020-03-24,4.18
2020-03-25,3.735
2020-03-26,4.5
2020-03-27,4.08
2020-03-30,3.91
2020-03-31,4.0
2020-04-01,3.5
2020-04-02,3.84
2020-04-03,3.45
2020-04-06,4.07
2020-04-07,3.98
2020-04-08,3.98
2020-04-09,4.14
2020-04-13,4.23
2020-04-14,4.05
2020-04-15,4.24
2020-04-16,4.38
2020-04-17,4.3
2020-04-20,4.05
2020-04-21,3.79
2020-04-22,3.71
2020-04-23,3.63
2020-04-24,3.99
2020-04-27,4.15
2020-04-28,4.68
2020-04-29,5.15
2020-04-30,5.02
2020-05-01,4.85
2020-05-04,5.24
2020-05-05,4.78
2020-05-06,4.79
2020-05-07,4.53
2020-05-08,5.04
