Date,CWEN
2020-03-13,20.040001
2020-03-16,16.610001
2020-03-17,19.280001000000002
2020-03-18,17.379998999999998
2020-03-19,18.41
2020-03-20,19.629998999999998
2020-03-23,18.41
2020-03-24,18.889999
2020-03-25,18.49
2020-03-26,20.23
2020-03-27,18.82
2020-03-30,19.030001000000002
2020-03-31,18.799999
2020-04-01,17.9
2020-04-02,17.790001
2020-04-03,18.370001000000002
2020-04-06,19.35
2020-04-07,19.040001
2020-04-08,19.24
2020-04-09,20.030001000000002
2020-04-13,19.620001000000002
2020-04-14,19.959999
2020-04-15,19.0
2020-04-16,19.1
2020-04-17,19.68
2020-04-20,19.16
2020-04-21,19.15
2020-04-22,19.75
2020-04-23,20.1
2020-04-24,20.17
2020-04-27,20.299999
2020-04-28,20.780001000000002
2020-04-29,20.379998999999998
2020-04-30,20.030001000000002
2020-05-01,19.5
2020-05-04,19.700001
2020-05-05,20.309998999999998
2020-05-06,19.84
2020-05-07,20.440001000000002
2020-05-08,21.02
