Date,SGP
2013-03-13,450.0
2013-03-14,450.0
2013-03-15,450.0
2013-03-18,370.0
2013-03-19,370.0
2013-03-20,366.0
2013-03-21,366.0
2013-03-22,366.0
2013-03-25,366.0
2013-03-26,366.0
2013-03-27,366.0
2013-03-28,366.0
2013-04-01,366.0
2013-04-02,350.0
2013-04-03,350.0
2013-04-04,350.0
2013-04-05,350.0
2013-04-08,350.0
2013-04-09,350.0
2013-04-10,350.0
2013-04-11,405.0
2013-04-12,405.0
2013-04-15,405.0
2013-04-16,405.0
2013-04-17,400.0
2013-04-18,400.0
2013-04-19,400.0
2013-04-22,400.0
2013-04-23,400.0
2013-04-24,400.0
2013-04-25,400.0
2013-04-26,400.0
2013-04-29,400.0
2013-04-30,400.0
2013-05-01,400.0
2013-05-02,400.0
2013-05-03,400.0
2013-05-06,400.0
2013-05-07,400.0
2013-05-08,450.0
2013-05-09,450.0
2013-05-10,450.0
2013-05-13,450.0
2013-05-14,450.0
2013-05-15,450.0
2013-05-16,450.0
2013-05-17,450.0
2013-05-20,450.0
2013-05-21,450.0
2013-05-22,450.0
2013-05-23,450.0
2013-05-24,450.0
2013-05-28,450.0
2013-05-29,450.0
2013-05-30,450.0
2013-05-31,450.0
2013-06-03,450.0
2013-06-04,312.0
2013-06-05,312.0
2013-06-06,312.0
2013-06-07,312.0
2013-06-10,312.0
2013-06-11,312.0
2013-06-12,312.0
2013-06-13,312.0
2013-06-14,312.0
2013-06-17,312.0
2013-06-18,312.0
2013-06-19,312.0
2013-06-20,312.0
2013-06-21,312.0
2013-06-24,312.0
2013-06-25,315.0
2013-06-26,315.0
2013-06-27,315.0
2013-06-28,315.0
2013-07-01,315.0
2013-07-02,312.0
2013-07-03,312.0
2013-07-05,312.0
2013-07-08,312.0
2013-07-09,312.0
2013-07-10,312.0
2013-07-11,310.0
2013-07-12,310.0
2013-07-15,310.0
2013-07-16,310.0
2013-07-17,310.0
2013-07-18,310.0
2013-07-19,310.0
2013-07-22,310.0
2013-07-23,310.0
2013-07-24,310.0
2013-07-25,310.0
2013-07-26,310.0
2013-07-29,310.0
2013-07-30,310.0
2013-07-31,310.0
2013-08-01,310.0
2013-08-02,310.0
2013-08-05,310.0
2013-08-06,310.0
2013-08-07,310.0
2013-08-08,310.0
2013-08-09,310.0
2013-08-12,310.0
2013-08-13,310.0
2013-08-14,310.0
2013-08-15,310.0
2013-08-16,310.0
2013-08-19,310.0
2013-08-20,310.0
2013-08-21,310.0
2013-08-22,310.0
2013-08-23,310.0
2013-08-26,310.0
2013-08-27,310.0
2013-08-28,310.0
2013-08-29,310.0
2013-08-30,310.0
2013-09-03,310.0
2013-09-04,310.0
2013-09-05,310.0
2013-09-06,310.0
2013-09-09,310.0
2013-09-10,310.0
2013-09-11,310.0
2013-09-12,310.0
2013-09-13,310.0
2013-09-16,310.0
2013-09-17,310.0
2013-09-18,310.0
2013-09-19,310.0
2013-09-20,310.0
2013-09-23,310.0
2013-09-24,310.0
2013-09-25,227.0
2013-09-26,300.0
2013-09-27,300.0
2013-09-30,300.0
2013-10-01,300.0
2013-10-02,300.0
2013-10-03,300.0
2013-10-04,300.0
2013-10-07,300.0
2013-10-08,300.0
2013-10-09,300.0
2013-10-10,300.0
2013-10-11,300.0
2013-10-14,300.0
2013-10-15,300.0
2013-10-16,300.0
2013-10-17,300.0
2013-10-18,255.0
2013-10-21,310.0
2013-10-22,310.0
2013-10-23,310.0
2013-10-24,310.0
2013-10-25,310.0
2013-10-28,310.0
2013-10-29,310.0
2013-10-30,310.0
2013-10-31,310.0
2013-11-01,310.0
2013-11-04,310.0
2013-11-05,310.0
2013-11-06,310.0
2013-11-07,310.0
2013-11-08,310.0
2013-11-11,310.0
2013-11-12,310.0
2013-11-13,309.799988
2013-11-14,309.799988
2013-11-15,309.799988
2013-11-18,309.799988
2013-11-19,309.799988
2013-11-20,309.799988
2013-11-21,309.799988
2013-11-22,309.799988
2013-11-25,309.799988
2013-11-26,309.799988
2013-11-27,309.799988
2013-11-29,309.799988
2013-12-02,309.799988
2013-12-03,309.799988
2013-12-04,309.799988
2013-12-05,309.799988
2013-12-06,309.799988
2013-12-09,309.799988
2013-12-10,309.799988
2013-12-11,309.799988
2013-12-12,309.799988
2013-12-13,309.799988
2013-12-16,309.799988
2013-12-17,309.799988
2013-12-18,309.799988
2013-12-19,309.799988
2013-12-20,309.799988
2013-12-23,309.799988
2013-12-24,309.799988
2013-12-26,309.799988
2013-12-27,390.0
2013-12-30,390.0
2013-12-31,390.0
2014-01-02,390.0
2014-01-03,390.0
2014-01-06,390.0
2014-01-07,390.0
2014-01-08,390.0
2014-01-09,390.0
2014-01-10,390.0
2014-01-13,390.0
2014-01-14,390.0
2014-01-15,390.0
2014-01-16,390.0
2014-01-17,390.0
2014-01-21,390.0
2014-01-22,390.0
2014-01-23,390.0
2014-01-24,390.0
2014-01-27,390.0
2014-01-28,390.0
2014-01-29,390.0
2014-01-30,390.0
2014-01-31,390.0
2014-02-03,390.0
2014-02-04,390.0
2014-02-05,390.0
2014-02-06,390.0
2014-02-07,390.0
2014-02-10,390.0
2014-02-11,390.0
2014-02-12,390.0
2014-02-13,390.0
2014-02-14,390.0
2014-02-18,250.0
2014-02-19,250.0
2014-02-20,245.0
2014-02-21,185.0
2014-02-24,185.0
2014-02-25,240.0
2014-02-26,240.0
2014-02-27,195.0
2014-02-28,195.0
2014-03-03,195.0
2014-03-04,195.0
2014-03-05,195.0
2014-03-06,195.0
2014-03-07,195.0
2014-03-10,196.100006
2014-03-11,196.100006
2014-03-12,196.100006
2014-03-13,196.0
2014-03-14,196.0
2014-03-17,196.0
2014-03-18,196.0
2014-03-19,196.0
2014-03-20,196.0
2014-03-21,196.0
2014-03-24,196.0
2014-03-25,196.0
2014-03-26,196.0
2014-03-27,196.0
2014-03-28,196.0
2014-03-31,196.0
2014-04-01,196.0
2014-04-02,196.0
2014-04-03,196.0
2014-04-04,196.0
2014-04-07,196.0
2014-04-08,196.0
2014-04-09,196.0
2014-04-10,196.0
2014-04-11,196.0
2014-04-14,196.0
2014-04-15,196.0
2014-04-16,196.0
2014-04-17,196.0
2014-04-21,198.0
2014-04-22,198.0
2014-04-23,198.0
2014-04-24,198.0
2014-04-25,198.0
2014-04-28,198.0
2014-04-29,198.0
2014-04-30,198.0
2014-05-01,198.0
2014-05-02,198.0
2014-05-05,198.0
2014-05-06,198.0
2014-05-07,198.0
2014-05-08,198.0
2014-05-09,198.0
2014-05-12,198.0
2014-05-13,198.0
2014-05-14,180.0
2014-05-15,180.0
2014-05-16,180.0
2014-05-19,180.0
2014-05-20,180.0
2014-05-21,180.0
2014-05-22,180.0
2014-05-23,180.0
2014-05-27,180.0
2014-05-28,180.0
2014-05-29,180.0
2014-05-30,17.0
2014-06-02,17.200001
2014-06-03,17.1
2014-06-04,16.799999
2014-06-05,16.9
2014-06-06,16.799999
2014-06-09,16.799999
2014-06-10,16.799999
2014-06-11,16.700001
2014-06-12,16.5
2014-06-13,16.4
2014-06-16,16.4
2014-06-17,178.0
2014-06-18,178.0
2014-06-19,178.0
2014-06-20,178.0
2014-06-23,178.0
2014-06-24,178.0
2014-06-25,178.0
2014-06-26,178.0
2014-06-27,178.0
2014-06-30,178.0
2014-07-01,178.0
2014-07-02,178.0
2014-07-03,17.0
2014-07-07,178.0
2014-07-08,175.0
2014-07-09,175.0
2014-07-10,200.0
2014-07-11,200.0
2014-07-14,237.0
2014-07-15,237.0
2014-07-16,237.0
2014-07-17,237.0
2014-07-18,237.0
2014-07-21,237.0
2014-07-22,16.1
2014-07-23,237.0
2014-07-24,16.299999
2014-07-25,350.0
2014-07-28,350.0
2014-07-29,350.0
2014-07-30,350.0
2014-07-31,350.0
2014-08-01,350.0
2014-08-04,14.9
2014-08-05,350.0
2014-08-06,14.2
2014-08-07,14.3
2014-08-08,500.0
2014-08-11,500.0
2014-08-12,500.0
2014-08-13,500.0
2014-08-14,14.5
2014-08-15,500.0
2014-08-18,500.0
2014-08-19,500.0
2014-08-20,15.0
2014-08-21,500.0
2014-08-22,500.0
2014-08-25,15.1
2014-08-26,500.0
2014-08-27,14.9
2014-08-28,14.6
2014-08-29,500.0
2014-09-02,500.0
2014-09-03,14.6
2014-09-04,14.4
2014-09-05,500.0
2014-09-08,500.0
2014-09-09,253.0
2014-09-10,253.0
2014-09-11,14.3
2014-09-12,256.0
2014-09-15,13.7
2014-09-16,13.4
2014-09-17,13.5
2014-09-18,13.7
2014-09-19,256.0
2014-09-22,256.0
2014-09-23,13.4
2014-09-24,256.0
2014-09-25,256.0
2014-09-26,13.4
2014-09-29,13.6
2014-09-30,13.6
2014-10-01,13.5
2014-10-02,13.2
2014-10-03,13.3
2014-10-06,12.5
2014-10-07,256.0
2014-10-08,12.9
2014-10-09,13.1
2014-10-10,12.8
2014-10-13,12.8
2014-10-14,12.8
2014-10-15,256.0
2014-10-16,256.0
2014-10-17,256.0
2014-10-20,256.0
2014-10-21,256.0
2014-10-22,256.0
2014-10-23,12.8
2014-10-24,300.0
2014-10-27,300.0
2014-10-28,300.0
2014-10-29,300.0
2014-10-30,300.0
2014-10-31,12.6
2014-11-03,300.0
2014-11-04,300.0
2014-11-05,300.0
2014-11-06,300.0
2014-11-07,300.0
2014-11-10,300.0
2014-11-11,300.0
2014-11-12,299.799988
2014-11-13,299.799988
2014-11-14,299.799988
2014-11-17,299.799988
2014-11-18,299.799988
2014-11-19,299.799988
2014-11-20,299.799988
2014-11-21,300.0
2014-11-24,300.0
2014-11-25,300.0
2014-11-26,10.6
2014-11-28,300.0
2014-12-01,9.8
2014-12-02,300.0
2014-12-03,10.3
2014-12-04,10.3
2014-12-05,300.0
2014-12-08,300.0
2014-12-09,9.85
2014-12-10,9.85
2014-12-11,300.0
2014-12-12,9.8
2014-12-15,9.3
2014-12-16,300.0
2014-12-17,300.0
2014-12-18,9.8
2014-12-19,9.75
2014-12-22,9.8
2014-12-23,310.0
2014-12-24,310.0
2014-12-26,9.9
2014-12-29,310.0
2014-12-30,9.5
2014-12-31,9.5
2015-01-02,9.5
2015-01-05,310.0
2015-01-06,9.45
2015-01-07,9.55
2015-01-08,310.0
2015-01-09,10.2
2015-01-12,310.0
2015-01-13,310.0
2015-01-14,10.0
2015-01-15,10.4
2015-01-16,10.3
2015-01-20,310.0
2015-01-21,310.0
2015-01-22,310.0
2015-01-23,10.5
2015-01-26,10.3
2015-01-27,10.3
2015-01-28,305.0
2015-01-29,305.0
2015-01-30,305.0
2015-02-02,305.0
2015-02-03,305.0
2015-02-04,305.0
2015-02-05,305.0
2015-02-06,305.0
2015-02-09,305.0
2015-02-10,305.0
2015-02-11,305.0
2015-02-12,305.0
2015-02-13,305.0
2015-02-17,11.9
2015-02-18,305.0
2015-02-19,305.0
2015-02-20,305.0
2015-02-23,305.0
2015-02-24,11.5
2015-02-25,305.0
2015-02-26,11.1
2015-02-27,305.0
2015-03-02,305.0
2015-03-03,305.0
2015-03-04,300.0
2015-03-05,300.0
2015-03-06,300.0
2015-03-09,300.0
2015-03-10,300.0
2015-03-11,300.0
2015-03-12,300.0
2015-03-13,300.0
2015-03-16,300.0
2015-03-17,300.0
2015-03-18,300.0
2015-03-19,300.0
2015-03-20,300.0
2015-03-23,300.0
2015-03-24,300.0
2015-03-25,300.0
2015-03-26,300.0
2015-03-27,300.0
2015-03-30,300.0
2015-03-31,263.200012
2015-04-01,263.200012
2015-04-02,263.200012
2015-04-06,263.200012
2015-04-07,263.200012
2015-04-08,263.200012
2015-04-09,263.200012
2015-04-10,263.200012
2015-04-13,263.200012
2015-04-14,263.0
2015-04-15,263.0
2015-04-16,263.0
2015-04-17,263.0
2015-04-20,263.0
2015-04-21,263.0
2015-04-22,263.0
2015-04-23,263.0
2015-04-24,263.0
2015-04-27,263.0
2015-04-28,263.0
2015-04-29,263.0
2015-04-30,310.0
2015-05-01,310.0
2015-05-04,310.0
2015-05-05,263.399994
2015-05-06,252.399994
2015-05-07,250.0
2015-05-08,250.0
2015-05-11,250.0
2015-05-12,250.0
2015-05-13,268.799988
2015-05-14,268.799988
2015-05-15,268.799988
2015-05-18,268.799988
2015-05-19,268.799988
2015-05-20,268.799988
2015-05-21,268.799988
2015-05-22,268.799988
2015-05-26,268.799988
2015-05-27,268.799988
2015-05-28,268.799988
2015-05-29,268.799988
2015-06-01,268.799988
2015-06-02,268.799988
2015-06-03,268.799988
2015-06-04,268.799988
2015-06-05,268.799988
2015-06-08,268.799988
2015-06-09,268.799988
2015-06-10,268.799988
2015-06-11,268.799988
2015-06-12,268.799988
2015-06-15,268.799988
2015-06-16,268.799988
2015-06-17,268.799988
2015-06-18,268.799988
2015-06-19,268.799988
2015-06-22,268.799988
2015-06-23,268.799988
2015-06-24,268.799988
2015-06-25,268.799988
2015-06-26,268.799988
2015-06-29,268.799988
2015-06-30,155.100006
2015-07-01,155.100006
2015-07-02,155.100006
2015-07-06,155.100006
2015-07-07,155.100006
2015-07-08,155.100006
2015-07-09,160.0
2015-07-10,155.199997
2015-07-13,160.0
2015-07-14,170.0
2015-07-15,170.0
2015-07-16,190.0
2015-07-17,190.0
2015-07-20,189.0
2015-07-21,170.0
2015-07-22,170.0
2015-07-23,170.0
2015-07-24,170.0
2015-07-27,170.0
2015-07-28,146.0
2015-07-29,147.0
2015-07-30,147.0
2015-07-31,147.0
2015-08-03,147.0
2015-08-04,147.0
2015-08-05,147.0
2015-08-06,147.0
2015-08-07,147.0
2015-08-10,147.0
2015-08-11,147.0
2015-08-12,147.0
2015-08-13,147.0
2015-08-14,140.0
2015-08-17,140.0
2015-08-18,140.0
2015-08-19,140.0
2015-08-20,140.0
2015-08-21,140.0
2015-08-24,140.0
2015-08-25,140.0
2015-08-26,140.0
2015-08-27,140.0
2015-08-28,140.0
2015-08-31,140.0
2015-09-01,140.0
2015-09-02,140.0
2015-09-03,140.0
2015-09-04,140.0
2015-09-08,160.0
2015-09-09,160.0
2015-09-10,160.0
2015-09-11,160.0
2015-09-14,160.0
2015-09-15,160.0
2015-09-16,160.0
2015-09-17,160.0
2015-09-18,170.0
2015-09-21,170.0
2015-09-22,170.0
2015-09-23,210.0
2015-09-24,220.0
2015-09-25,210.0
2015-09-28,210.0
2015-09-29,210.0
2015-09-30,210.0
2015-10-01,210.0
2015-10-02,210.0
2015-10-05,210.0
2015-10-06,210.0
2015-10-07,210.0
2015-10-08,210.0
2015-10-09,188.0
2015-10-12,188.0
2015-10-13,188.0
2015-10-14,188.0
2015-10-15,188.0
2015-10-16,188.0
2015-10-19,188.0
2015-10-20,
2015-10-21,
2015-10-22,179.0
2015-10-23,179.0
2015-10-26,
2015-10-27,
2015-10-28,
2015-10-29,170.0
2015-10-30,170.0
2015-11-02,185.0
2015-11-03,188.0
2015-11-04,188.0
2015-11-05,188.0
2015-11-06,188.0
2015-11-09,161.0
2015-11-10,161.0
2015-11-11,161.0
2015-11-12,160.0
2015-11-13,160.0
2015-11-16,160.0
2015-11-17,160.0
2015-11-18,160.0
2015-11-19,160.0
2015-11-20,160.0
2015-11-23,160.0
2015-11-24,160.0
2015-11-25,160.0
2015-11-27,160.0
2015-11-30,160.0
2015-12-01,160.0
2015-12-02,160.0
2015-12-03,160.0
2015-12-04,160.0
2015-12-07,160.0
2015-12-08,160.0
2015-12-09,150.0
2015-12-10,150.0
2015-12-11,150.0
2015-12-14,150.0
2015-12-15,150.0
2015-12-16,150.0
2015-12-17,150.0
2015-12-18,150.0
2015-12-21,150.0
2015-12-22,150.0
2015-12-23,150.0
2015-12-24,150.0
2015-12-28,150.0
2015-12-29,150.0
2015-12-30,150.0
2015-12-31,150.0
2016-01-04,150.0
2016-01-05,150.0
2016-01-06,150.0
2016-01-07,150.0
2016-01-08,150.0
2016-01-11,150.0
2016-01-12,150.0
2016-01-13,150.0
2016-01-14,150.0
2016-01-15,150.0
2016-01-19,150.0
2016-01-20,150.0
2016-01-21,150.0
2016-01-22,150.0
2016-01-25,150.0
2016-01-26,150.0
2016-01-27,150.0
2016-01-28,150.0
2016-01-29,150.0
2016-02-01,150.0
2016-02-02,150.0
2016-02-03,150.0
2016-02-04,150.0
2016-02-05,150.0
2016-02-08,150.0
2016-02-09,150.0
2016-02-10,150.0
2016-02-11,150.0
2016-02-12,150.0
2016-02-16,150.0
2016-02-17,150.0
2016-02-18,150.0
2016-02-19,150.0
2016-02-22,152.0
2016-02-23,152.0
2016-02-24,152.0
2016-02-25,152.0
2016-02-26,152.0
2016-02-29,152.0
2016-03-01,152.0
2016-03-02,152.0
2016-03-03,152.0
2016-03-04,152.0
2016-03-07,152.0
2016-03-08,152.0
2016-03-09,152.0
2016-03-10,152.0
2016-03-11,152.0
2016-03-14,160.0
2016-03-15,160.0
2016-03-16,155.0
2016-03-17,150.0
2016-03-18,150.0
2016-03-21,150.0
2016-03-22,150.0
2016-03-23,150.0
2016-03-24,150.0
2016-03-28,133.0
2016-03-29,199.5
2016-03-30,227.0
2016-03-31,250.0
2016-04-01,230.0
2016-04-04,187.0
2016-04-05,230.0
2016-04-06,230.0
2016-04-07,227.0
2016-04-08,227.0
2016-04-11,227.0
2016-04-12,200.0
2016-04-13,205.0
2016-04-14,206.0
2016-04-15,206.0
2016-04-18,195.0
2016-04-19,195.0
2016-04-20,195.0
2016-04-21,195.0
2016-04-22,195.0
2016-04-25,195.0
2016-04-26,195.0
2016-04-27,195.0
2016-04-28,196.0
2016-04-29,190.0
2016-05-02,190.0
2016-05-03,190.0
2016-05-04,190.0
2016-05-05,190.0
2016-05-06,190.0
2016-05-09,
2016-05-10,190.0
2016-05-11,190.0
2016-05-12,190.0
2016-05-13,190.0
2016-05-16,190.0
2016-05-17,190.0
2016-05-18,190.0
2016-05-19,190.0
2016-05-20,190.0
2016-05-23,190.0
2016-05-24,190.0
2016-05-25,190.0
2016-05-26,190.0
2016-05-27,190.0
2016-05-31,190.0
2016-06-01,190.0
2016-06-02,190.0
2016-06-03,190.0
2016-06-06,190.0
2016-06-07,185.0
2016-06-08,185.0
2016-06-09,185.0
2016-06-10,185.0
2016-06-13,185.0
2016-06-14,185.0
2016-06-15,185.0
2016-06-16,185.0
2016-06-17,185.0
2016-06-20,185.0
2016-06-21,185.0
2016-06-22,185.0
2016-06-23,185.0
2016-06-24,185.0
2016-06-27,185.0
2016-06-28,185.0
2016-06-29,185.0
2016-06-30,185.0
2016-07-01,185.0
2016-07-05,182.0
2016-07-06,182.0
2016-07-07,182.0
2016-07-08,181.0
2016-07-11,181.0
2016-07-12,181.0
2016-07-13,181.0
2016-07-14,181.0
2016-07-15,181.0
2016-07-18,181.0
2016-07-19,181.0
2016-07-20,207.0
2016-07-21,207.0
2016-07-22,207.0
2016-07-25,207.0
2016-07-26,207.0
2016-07-27,192.0
2016-07-28,192.0
2016-07-29,192.0
2016-08-01,192.0
2016-08-02,192.0
2016-08-03,192.0
2016-08-04,195.0
2016-08-05,195.0
2016-08-08,195.0
2016-08-09,195.0
2016-08-10,195.0
2016-08-11,188.0
2016-08-12,188.0
2016-08-15,188.0
2016-08-16,188.0
2016-08-17,188.0
2016-08-18,188.0
2016-08-19,188.0
2016-08-22,188.0
2016-08-23,188.0
2016-08-24,188.0
2016-08-25,188.0
2016-08-26,188.0
2016-08-29,188.0
2016-08-30,188.0
2016-08-31,188.100006
2016-09-01,188.100006
2016-09-02,188.100006
2016-09-06,188.100006
2016-09-07,188.100006
2016-09-08,188.100006
2016-09-09,188.100006
2016-09-12,188.100006
2016-09-13,188.100006
2016-09-14,188.100006
2016-09-15,188.100006
2016-09-16,188.100006
2016-09-19,188.100006
2016-09-20,188.100006
2016-09-21,188.100006
2016-09-22,188.100006
2016-09-23,188.100006
2016-09-26,188.100006
2016-09-27,188.100006
2016-09-28,188.100006
2016-09-29,188.100006
2016-09-30,188.100006
2016-10-03,188.100006
2016-10-04,188.100006
2016-10-05,188.100006
2016-10-06,188.100006
2016-10-07,188.100006
2016-10-10,188.100006
2016-10-11,188.100006
2016-10-12,188.100006
2016-10-13,188.100006
2016-10-14,188.100006
2016-10-17,188.100006
2016-10-18,188.100006
2016-10-19,188.100006
2016-10-20,188.100006
2016-10-21,188.100006
2016-10-24,188.100006
2016-10-25,188.0
2016-10-26,188.0
2016-10-27,188.0
2016-10-28,188.0
2016-10-31,188.0
2016-11-01,188.0
2016-11-02,188.0
2016-11-03,188.0
2016-11-04,188.0
2016-11-07,188.0
2016-11-08,188.0
2016-11-09,188.0
2016-11-10,187.100006
2016-11-11,187.100006
2016-11-14,187.100006
2016-11-15,187.100006
2016-11-16,187.100006
2016-11-17,187.100006
2016-11-18,187.100006
2016-11-21,187.100006
2016-11-22,187.100006
2016-11-23,187.100006
2016-11-25,187.100006
2016-11-28,187.100006
2016-11-29,187.100006
2016-11-30,187.100006
2016-12-01,187.100006
2016-12-02,187.100006
2016-12-05,187.100006
2016-12-06,187.100006
2016-12-07,187.100006
2016-12-08,187.100006
2016-12-09,187.100006
2016-12-12,187.100006
2016-12-13,187.100006
2016-12-14,187.100006
2016-12-15,187.100006
2016-12-16,187.100006
2016-12-19,187.100006
2016-12-20,187.100006
2016-12-21,187.100006
2016-12-22,187.100006
2016-12-23,187.100006
2016-12-27,187.100006
2016-12-28,187.100006
2016-12-29,187.100006
2016-12-30,187.100006
2017-01-03,187.100006
2017-01-04,187.100006
2017-01-05,187.100006
2017-01-06,187.100006
2017-01-09,187.100006
2017-01-10,187.100006
2017-01-11,187.100006
2017-01-12,187.100006
2017-01-13,187.100006
2017-01-17,187.0
2017-01-18,187.0
2017-01-19,187.0
2017-01-20,187.0
2017-01-23,187.0
2017-01-24,187.0
2017-01-25,187.0
2017-01-26,187.0
2017-01-27,187.0
2017-01-30,187.0
2017-01-31,187.0
2017-02-01,187.0
2017-02-02,187.0
2017-02-03,187.0
2017-02-06,187.0
2017-02-07,187.0
2017-02-08,187.0
2017-02-09,187.0
2017-02-10,187.0
2017-02-13,187.0
2017-02-14,187.0
2017-02-15,187.0
2017-02-16,187.0
2017-02-17,187.0
2017-02-21,185.0
2017-02-22,185.0
2017-02-23,185.0
2017-02-24,185.0
2017-02-27,185.0
2017-02-28,185.0
2017-03-01,185.0
2017-03-02,185.0
2017-03-03,185.0
2017-03-06,185.0
2017-03-07,185.0
2017-03-08,185.0
2017-03-09,185.0
2017-03-10,185.0
2017-03-13,185.0
2017-03-14,185.0
2017-03-15,185.0
2017-03-16,185.0
2017-03-17,199.899994
2017-03-20,199.899994
2017-03-21,199.899994
2017-03-22,200.0
2017-03-23,200.0
2017-03-24,200.0
2017-03-27,200.0
2017-03-28,200.0
2017-03-29,200.0
2017-03-30,200.0
2017-03-31,200.0
2017-04-03,200.0
2017-04-04,200.0
2017-04-05,200.0
2017-04-06,200.0
2017-04-07,200.0
2017-04-10,200.0
2017-04-11,200.0
2017-04-12,200.0
2017-04-13,200.0
2017-04-17,200.0
2017-04-18,200.0
2017-04-19,200.0
2017-04-20,200.0
2017-04-21,200.0
2017-04-24,200.0
2017-04-25,200.0
2017-04-26,200.0
2017-04-27,181.0
2017-04-28,181.0
2017-05-01,181.0
2017-05-02,181.0
2017-05-03,181.0
2017-05-04,181.0
2017-05-05,181.0
2017-05-08,181.0
2017-05-09,181.0
2017-05-10,181.0
2017-05-11,181.0
2017-05-12,181.0
2017-05-15,200.0
2017-05-16,200.0
2017-05-17,210.0
2017-05-18,210.0
2017-05-19,210.0
2017-05-22,210.0
2017-05-23,210.0
2017-05-24,210.0
2017-05-25,210.0
2017-05-26,210.0
2017-05-30,210.0
2017-05-31,210.0
2017-06-01,210.0
2017-06-02,210.0
2017-06-05,210.0
2017-06-06,175.100006
2017-06-07,174.0
2017-06-08,174.0
2017-06-09,174.0
2017-06-12,174.0
2017-06-13,174.0
2017-06-14,174.0
2017-06-15,174.0
2017-06-16,174.0
2017-06-19,174.0
2017-06-20,174.0
2017-06-21,174.0
2017-06-22,174.0
2017-06-23,174.0
2017-06-26,174.0
2017-06-27,174.0
2017-06-28,174.0
2017-06-29,174.0
2017-06-30,174.0
2017-07-03,174.0
2017-07-05,174.0
2017-07-06,174.0
2017-07-07,174.0
2017-07-10,174.0
2017-07-11,174.0
2017-07-12,174.0
2017-07-13,174.0
2017-07-14,174.0
2017-07-17,174.0
2017-07-18,174.199997
2017-07-19,250.0
2017-07-20,230.0
2017-07-21,190.0
2017-07-24,190.399994
2017-07-25,192.199997
2017-07-26,190.0
2017-07-27,190.0
2017-07-28,190.0
2017-07-31,190.0
2017-08-01,190.0
2017-08-02,190.0
2017-08-03,190.0
2017-08-04,190.0
2017-08-07,190.0
2017-08-08,190.0
2017-08-09,190.0
2017-08-10,190.0
2017-08-11,190.0
2017-08-14,190.0
2017-08-15,190.0
2017-08-16,190.100006
2017-08-17,190.100006
2017-08-18,190.100006
2017-08-21,190.100006
2017-08-22,190.100006
2017-08-23,183.0
2017-08-24,183.0
2017-08-25,183.0
2017-08-28,183.0
2017-08-29,183.0
2017-08-30,183.0
2017-08-31,183.0
2017-09-01,183.0
2017-09-05,183.0
2017-09-06,183.0
2017-09-07,183.0
2017-09-08,183.199997
2017-09-11,183.199997
2017-09-12,183.199997
2017-09-13,183.199997
2017-09-14,183.199997
2017-09-15,183.199997
2017-09-18,206.199997
2017-09-19,206.0
2017-09-20,206.0
2017-09-21,206.0
2017-09-22,206.0
2017-09-25,206.0
2017-09-26,206.0
2017-09-27,206.0
2017-09-28,206.0
2017-09-29,206.0
2017-10-02,200.0
2017-10-03,200.0
2017-10-04,190.199997
2017-10-05,190.199997
2017-10-06,190.199997
2017-10-09,190.199997
2017-10-10,190.199997
2017-10-11,190.199997
2017-10-12,190.199997
2017-10-13,190.199997
2017-10-16,190.199997
2017-10-17,190.199997
2017-10-18,190.199997
2017-10-19,190.199997
2017-10-20,190.199997
2017-10-23,190.199997
2017-10-24,190.199997
2017-10-25,190.199997
2017-10-26,190.199997
2017-10-27,190.199997
2017-10-30,190.199997
2017-10-31,190.199997
2017-11-01,190.199997
2017-11-02,190.199997
2017-11-03,190.199997
2017-11-06,190.199997
2017-11-07,190.199997
2017-11-08,190.100006
2017-11-09,190.100006
2017-11-10,190.100006
2017-11-13,190.100006
2017-11-14,190.100006
2017-11-15,190.100006
2017-11-16,190.100006
2017-11-17,190.100006
2017-11-20,190.100006
2017-11-21,190.0
2017-11-22,190.0
2017-11-24,190.0
2017-11-27,190.0
2017-11-28,183.100006
2017-11-29,183.100006
2017-11-30,183.100006
2017-12-01,183.100006
2017-12-04,183.100006
2017-12-05,183.100006
2017-12-06,183.100006
2017-12-07,183.100006
2017-12-08,183.100006
2017-12-11,183.100006
2017-12-12,183.100006
2017-12-13,183.100006
2017-12-14,183.100006
2017-12-15,183.100006
2017-12-18,183.100006
2017-12-19,183.100006
2017-12-20,183.100006
2017-12-21,183.100006
2017-12-22,183.100006
2017-12-26,183.100006
2017-12-27,183.100006
2017-12-28,183.100006
2017-12-29,183.100006
2018-01-02,183.100006
2018-01-03,183.100006
2018-01-04,183.100006
2018-01-05,183.100006
2018-01-08,183.100006
2018-01-09,183.100006
2018-01-10,183.100006
2018-01-11,183.100006
2018-01-12,183.100006
2018-01-16,175.100006
2018-01-17,175.100006
2018-01-18,199.899994
2018-01-19,200.800003
2018-01-22,200.800003
2018-01-23,200.800003
2018-01-24,200.800003
2018-01-25,180.100006
2018-01-26,180.100006
2018-01-29,180.100006
2018-01-30,180.100006
2018-01-31,180.100006
2018-02-01,180.100006
2018-02-02,180.100006
2018-02-05,180.100006
2018-02-06,180.100006
2018-02-07,180.100006
2018-02-08,180.100006
2018-02-09,175.100006
2018-02-12,175.100006
2018-02-13,175.100006
2018-02-14,175.100006
2018-02-15,175.100006
2018-02-16,175.100006
2018-02-20,175.100006
2018-02-21,175.100006
2018-02-22,175.100006
