Date,MEE
2012-09-04,0.281
2012-09-05,0.281
2012-09-06,0.281
2012-09-07,0.281
2012-09-10,0.281
2012-09-11,0.281
2012-09-12,0.281
2012-09-13,0.281
2012-09-14,0.281
2012-09-17,0.281
2012-09-18,0.281
2012-09-19,0.281
2012-09-20,0.281
2012-09-21,0.281
2012-09-24,0.281
2012-09-25,2.68204
2012-09-26,2.51441
2012-09-27,2.51441
2012-09-28,2.51441
2012-10-01,2.26297
2012-10-02,2.17916
2012-10-03,2.26297
2012-10-04,2.17916
2012-10-05,2.26297
2012-10-08,2.01153
2012-10-09,2.09534
2012-10-10,2.09534
2012-10-11,2.5
2012-10-12,1.9277099999999998
2012-10-15,2.09534
2012-10-16,2.01153
2012-10-17,1.8439
2012-10-18,4.94501
2012-10-19,2.93348
2012-10-22,4.94501
2012-10-23,3.77161
2012-10-24,3.9392400000000003
2012-10-25,3.60399
2012-10-26,3.60399
2012-10-31,3.6878
2012-11-01,3.4363599999999996
2012-11-02,3.4363599999999996
2012-11-05,4.2
2012-11-06,3.4363599999999996
2012-11-07,3.4363599999999996
2012-11-08,3.4363599999999996
2012-11-09,3.18492
2012-11-12,3.10111
2012-11-13,2.93348
2012-11-14,3.4
2012-11-15,2.68204
2012-11-16,2.59822
2012-11-19,3.3
2012-11-20,2.93348
2012-11-21,2.93348
2012-11-23,2.8496599999999996
2012-11-26,3.10111
2012-11-27,5.02882
2012-11-28,4.1
2012-11-29,4.10687
2012-11-30,2.76585
2012-12-03,2.76585
2012-12-04,3.4
2012-12-05,2.76585
2012-12-06,3.2
2012-12-07,2.76585
2012-12-10,4.02306
2012-12-11,2.76585
2012-12-12,3.0
2012-12-13,2.76585
2012-12-14,2.7
2012-12-17,2.76585
2012-12-18,2.76585
2012-12-19,2.76585
2012-12-20,2.76585
2012-12-21,3.6878
2012-12-24,3.6878
2012-12-26,3.2
2012-12-27,2.76585
2012-12-28,2.6
2012-12-31,3.6878
2013-01-02,2.34678
2013-01-03,2.26297
2013-01-04,2.26297
2013-01-07,3.1
2013-01-08,3.1
2013-01-09,2.59822
2013-01-10,2.59822
2013-01-11,2.26297
2013-01-14,2.17916
2013-01-15,2.26297
2013-01-16,2.34678
2013-01-17,2.51441
2013-01-18,3.3
2013-01-22,2.51441
2013-01-23,4.02306
2013-01-24,3.2
2013-01-25,2.4306
2013-01-28,2.34678
2013-01-29,2.68204
2013-01-30,2.59822
2013-01-31,2.26297
2013-02-01,3.0
2013-02-04,3.0
2013-02-05,2.34678
2013-02-06,2.26297
2013-02-07,2.17916
2013-02-08,2.09534
2013-02-11,2.01153
2013-02-12,1.9277099999999998
2013-02-13,1.9277099999999998
2013-02-14,3.60399
2013-02-15,3.0
2013-02-19,2.09534
2013-02-20,3.60399
2013-02-21,2.01153
2013-02-22,2.01153
2013-02-25,1.9277099999999998
2013-02-26,2.17916
2013-02-27,2.01153
2013-02-28,2.09534
2013-03-01,2.09534
2013-03-04,2.01153
2013-03-05,1.9277099999999998
2013-03-06,2.09534
2013-03-07,2.01153
2013-03-08,2.01153
2013-03-11,1.8439
2013-03-12,1.8439
2013-03-13,1.6762700000000001
2013-03-14,1.9277099999999998
2013-03-15,2.5
2013-03-18,2.6
2013-03-19,2.09534
2013-03-20,2.17916
2013-03-21,2.8
2013-03-22,3.3
2013-03-25,2.51441
2013-03-26,2.09534
2013-03-27,3.6878
2013-03-28,2.8
2013-04-01,2.8
2013-04-02,2.8
2013-04-03,1.9277099999999998
2013-04-04,1.9277099999999998
2013-04-05,1.2572
2013-04-08,1.8
2013-04-09,1.4248299999999998
2013-04-10,1.4248299999999998
2013-04-11,1.50865
2013-04-12,1.50865
2013-04-15,1.6762700000000001
2013-04-16,1.50865
2013-04-17,1.50865
2013-04-18,1.9
2013-04-19,1.50865
2013-04-22,1.50865
2013-04-23,1.50865
2013-04-24,1.8
2013-04-25,1.8
2013-04-26,1.4248299999999998
2013-04-29,3.01729
2013-04-30,1.4248299999999998
2013-05-01,1.8
2013-05-02,2.51441
2013-05-03,1.2572
2013-05-06,1.2572
2013-05-07,1.2572
2013-05-08,1.2572
2013-05-09,1.2572
2013-05-10,1.2572
2013-05-13,1.2572
2013-05-14,1.2572
2013-05-15,1.2572
2013-05-16,1.2572
2013-05-17,1.6
2013-05-20,2.09534
2013-05-21,1.17339
2013-05-22,1.17339
2013-05-23,1.08958
2013-05-24,1.5
2013-05-28,1.08958
2013-05-29,1.08958
2013-05-30,1.08958
2013-05-31,1.08958
2013-06-03,1.08958
2013-06-04,1.08958
2013-06-05,2.34678
2013-06-06,1.00576
2013-06-07,1.3
2013-06-10,1.1
2013-06-11,1.00576
2013-06-12,1.00576
2013-06-13,1.00576
2013-06-14,1.00576
2013-06-17,2.34678
2013-06-18,1.17339
2013-06-19,1.17339
2013-06-20,1.17339
2013-06-21,1.17339
2013-06-24,1.17339
2013-06-25,1.00576
2013-06-26,1.00576
2013-06-27,1.00576
2013-06-28,1.00576
2013-07-01,1.6
2013-07-02,1.08958
2013-07-03,1.5
2013-07-05,1.08958
2013-07-08,1.08958
2013-07-09,1.08958
2013-07-10,1.9
2013-07-11,1.17339
2013-07-12,2.26297
2013-07-15,2.76585
2013-07-16,1.6762700000000001
2013-07-17,1.8
2013-07-18,1.6762700000000001
2013-07-19,1.9
2013-07-22,1.6762700000000001
2013-07-23,1.6762700000000001
2013-07-24,2.09534
2013-07-25,1.8439
2013-07-26,2.26297
2013-07-29,0.5
2013-07-30,1.1
2013-07-31,1.1
2013-08-01,1.1
2013-08-02,1.1
2013-08-05,0.9
2013-08-06,1.0
2013-08-07,1.0
2013-08-08,1.2
2013-08-09,1.0
2013-08-12,1.2
2013-08-13,1.3
2013-08-14,1.2
2013-08-15,1.2
2013-08-16,1.2
2013-08-19,1.2
2013-08-20,1.2
2013-08-21,1.2
2013-08-22,1.2
2013-08-23,0.9
2013-08-26,1.2
2013-08-27,1.2
2013-08-28,1.2
2013-08-29,1.2
2013-08-30,1.2
2013-09-03,0.7
2013-09-04,0.8
2013-09-05,0.8
2013-09-06,0.9
2013-09-09,0.8
2013-09-10,0.8
2013-09-11,0.8
2013-09-12,0.9
2013-09-13,0.8
2013-09-16,0.8
2013-09-17,0.8
2013-09-18,0.8
2013-09-19,0.8
2013-09-20,0.8
2013-09-23,0.8
2013-09-24,0.7
2013-09-25,0.8
2013-09-26,0.8
2013-09-27,0.8
2013-09-30,0.8
2013-10-01,0.9
2013-10-02,0.8
2013-10-03,0.8
2013-10-04,0.7
2013-10-07,0.9
2013-10-08,0.9
2013-10-09,0.8
2013-10-10,0.8
2013-10-11,0.8
2013-10-14,0.8
2013-10-15,1.1
2013-10-16,1.5
2013-10-17,0.9
2013-10-18,0.9
2013-10-21,1.3
2013-10-22,1.8
2013-10-23,1.8
2013-10-24,1.8
2013-10-25,1.8
2013-10-28,1.0
2013-10-29,1.0
2013-10-30,1.1
2013-10-31,1.1
2013-11-01,1.0
2013-11-04,1.1
2013-11-05,1.0
2013-11-06,1.0
2013-11-07,1.4
2013-11-08,1.6
2013-11-11,1.1
2013-11-12,1.5
2013-11-13,2.4
2013-11-14,1.7
2013-11-15,1.3
2013-11-18,1.1
2013-11-19,1.0
2013-11-20,1.1
2013-11-21,0.9
2013-11-22,1.1
2013-11-25,0.8
2013-11-26,0.9
2013-11-27,1.0
2013-11-29,1.0
2013-12-02,0.9
2013-12-03,0.8
2013-12-04,0.9
2013-12-05,0.9
2013-12-06,0.9
2013-12-09,0.9
2013-12-10,0.7
2013-12-11,0.7
2013-12-12,1.9
2013-12-13,0.7
2013-12-16,0.7
2013-12-17,0.7
2013-12-18,0.7
2013-12-19,0.8
2013-12-20,0.8
2013-12-23,0.8
2013-12-24,0.8
2013-12-26,0.5
2013-12-27,0.8
2013-12-30,0.7
2013-12-31,0.7
2014-01-02,0.7
2014-01-03,0.7
2014-01-06,0.7
2014-01-07,0.6
2014-01-08,0.6
2014-01-09,0.8
2014-01-10,0.7
2014-01-13,0.8
2014-01-14,0.7
2014-01-15,0.7
2014-01-16,0.7
2014-01-17,0.7
2014-01-21,0.7
2014-01-22,0.7
2014-01-23,2.2
2014-01-24,1.8
2014-01-27,1.6
2014-01-28,0.9
2014-01-29,2.2
2014-01-30,0.9
2014-01-31,1.5
2014-02-03,1.0
2014-02-04,1.0
2014-02-05,0.9
2014-02-06,1.0
2014-02-07,0.9
2014-02-10,0.9
2014-02-11,0.8
2014-02-12,1.2
2014-02-13,0.8
2014-02-14,0.8
2014-02-18,0.6
2014-02-19,0.8
2014-02-20,1.7
2014-02-21,0.7
2014-02-24,0.7
2014-02-25,0.7
2014-02-26,1.7
2014-02-27,0.7
2014-02-28,0.8
2014-03-03,0.7
2014-03-04,0.7
2014-03-05,0.7
2014-03-06,0.8
2014-03-07,0.7
2014-03-10,0.7
2014-03-11,0.6
2014-03-12,0.7
2014-03-13,0.7
2014-03-14,0.7
2014-03-17,0.7
2014-03-18,1.2
2014-03-19,0.7
2014-03-20,1.2
2014-03-21,0.8
2014-03-24,0.6
2014-03-25,1.0
2014-03-26,1.0
2014-03-27,1.0
2014-03-28,1.0
2014-03-31,0.5
2014-04-01,1.2
2014-04-02,0.6
2014-04-03,0.6
2014-04-04,0.6
2014-04-07,0.5
2014-04-08,0.6
2014-04-09,0.7
2014-04-10,0.7
2014-04-11,0.7
2014-04-14,0.5
2014-04-15,0.7
2014-04-16,0.6
2014-04-17,0.6
2014-04-21,0.6
2014-04-22,0.6
2014-04-23,0.6
2014-04-24,0.6
2014-04-25,0.7
2014-04-28,0.6
2014-04-29,0.6
2014-04-30,0.6
2014-05-01,0.6
2014-05-02,0.4
2014-05-05,0.4
2014-05-06,0.4
2014-05-07,0.5
2014-05-08,0.5
2014-05-09,0.5
2014-05-12,0.5
2014-05-13,0.6
2014-05-14,0.5
2014-05-15,0.6
2014-05-16,0.5
2014-05-19,0.5
2014-05-20,0.6
2014-05-21,1.2
2014-05-22,0.5
2014-05-23,0.5
2014-05-27,1.2
2014-05-28,1.2
2014-05-29,0.5
2014-05-30,0.6
2014-06-02,0.5
2014-06-03,0.3
2014-06-04,0.8
2014-06-05,0.8
2014-06-06,0.8
2014-06-09,0.9
2014-06-10,0.8
2014-06-11,1.1
2014-06-12,1.1
2014-06-13,1.1
2014-06-16,0.6
2014-06-17,0.6
2014-06-18,1.1
2014-06-19,1.1
2014-06-20,1.1
2014-06-23,1.1
2014-06-24,1.1
2014-06-25,1.1
2014-06-26,1.1
2014-06-27,1.1
2014-06-30,1.1
2014-07-01,0.5
2014-07-02,0.5
2014-07-03,0.6
2014-07-07,0.7
2014-07-08,0.8
2014-07-09,0.7
2014-07-10,1.0
2014-07-11,1.0
2014-07-14,1.0
2014-07-15,0.8
2014-07-16,0.6
2014-07-17,1.0
2014-07-18,0.9
2014-07-21,1.0
2014-07-22,0.9
2014-07-23,1.0
2014-07-24,0.8
2014-07-25,1.0
2014-07-28,1.0
2014-07-29,0.8
2014-07-30,0.8
2014-07-31,1.2
2014-08-01,1.2
2014-08-04,0.9
2014-08-05,1.1
2014-08-06,1.1
2014-08-07,1.1
2014-08-08,1.2
2014-08-11,0.9
2014-08-12,1.0
2014-08-13,1.0
2014-08-14,1.1
2014-08-15,1.1
2014-08-18,1.1
2014-08-19,1.3
2014-08-20,1.3
2014-08-21,1.1
2014-08-22,2.2
2014-08-25,0.9
2014-08-26,1.1
2014-08-27,1.1
2014-08-28,1.1
2014-08-29,1.0
2014-09-02,0.9
2014-09-03,1.1
2014-09-04,1.1
2014-09-05,1.1
2014-09-08,1.1
2014-09-09,1.1
2014-09-10,1.1
2014-09-11,1.1
2014-09-12,1.1
2014-09-15,1.1
2014-09-16,1.1
2014-09-17,1.1
2014-09-18,1.1
2014-09-19,1.1
2014-09-22,2.1
2014-09-23,4.7
2014-09-24,4.4
2014-09-25,3.8
2014-09-26,3.1
2014-09-29,4.0
2014-09-30,3.9
2014-10-01,3.8
2014-10-02,4.1
2014-10-03,4.1
2014-10-06,3.9
2014-10-07,3.0
2014-10-08,4.7
2014-10-09,4.7
2014-10-10,4.7
2014-10-13,2.8
2014-10-14,4.7
2014-10-15,4.7
2014-10-16,4.7
2014-10-17,4.7
2014-10-20,2.8
2014-10-21,2.8
2014-10-22,3.2
2014-10-23,3.0
2014-10-24,3.0
2014-10-27,3.0
2014-10-28,3.1
2014-10-29,3.0
2014-10-30,3.0
2014-10-31,2.9
2014-11-03,2.9
2014-11-04,2.9
2014-11-05,2.9
2014-11-06,2.9
2014-11-07,2.7
2014-11-10,2.9
2014-11-11,2.8
2014-11-12,2.8
2014-11-13,2.6
2014-11-14,2.5
2014-11-17,2.2
2014-11-18,2.1
2014-11-19,2.3
2014-11-20,2.3
2014-11-21,2.3
2014-11-24,2.5
2014-11-25,2.6
2014-11-26,2.4
2014-11-28,2.4
2014-12-01,2.5
2014-12-02,2.5
2014-12-03,2.4
2014-12-04,2.4
2014-12-05,2.2
2014-12-08,2.1
2014-12-09,2.1
2014-12-10,2.0
2014-12-11,1.9
2014-12-12,1.8
2014-12-15,1.7
2014-12-16,1.6
2014-12-17,1.5
2014-12-18,1.3
2014-12-19,1.6
2014-12-22,2.4
2014-12-23,2.0
2014-12-24,2.0
2014-12-26,2.0
2014-12-29,2.4
2014-12-30,2.4
2014-12-31,2.4
2015-01-02,2.6
2015-01-05,2.6
2015-01-06,2.4
2015-01-07,2.4
2015-01-08,2.4
2015-01-09,2.4
2015-01-12,2.4
2015-01-13,2.6
2015-01-14,2.4
2015-01-15,2.4
2015-01-16,2.4
2015-01-20,2.4
2015-01-21,2.3
2015-01-22,2.3
2015-01-23,2.1
2015-01-26,2.1
2015-01-27,2.0
2015-01-28,2.0
2015-01-29,1.7
2015-01-30,1.8
2015-02-02,1.3
2015-02-03,1.5
2015-02-04,1.4
2015-02-05,1.4
2015-02-06,1.5
2015-02-09,1.5
2015-02-10,1.4
2015-02-11,1.4
2015-02-12,1.4
2015-02-13,1.3
2015-02-17,1.7
2015-02-18,1.5
2015-02-19,1.5
2015-02-20,1.6
2015-02-23,1.5
2015-02-24,1.5
2015-02-25,1.7
2015-02-26,1.5
2015-02-27,1.5
2015-03-02,1.3
2015-03-03,1.3
2015-03-04,1.3
2015-03-05,1.3
2015-03-06,1.4
2015-03-09,1.4
2015-03-10,1.4
2015-03-11,1.2
2015-03-12,1.2
2015-03-13,1.1
2015-03-16,1.2
2015-03-17,1.1
2015-03-18,1.1
2015-03-19,1.1
2015-03-20,1.1
2015-03-23,1.1
2015-03-24,1.2
2015-03-25,1.2
2015-03-26,1.2
2015-03-27,1.2
2015-03-30,1.2
2015-03-31,1.1
2015-04-01,1.2
2015-04-02,1.2
2015-04-06,1.1
2015-04-07,1.1
2015-04-08,1.0
2015-04-09,1.1
2015-04-10,1.0
2015-04-13,1.0
2015-04-14,1.0
2015-04-15,0.9
2015-04-16,0.9
2015-04-17,1.0
2015-04-20,1.0
2015-04-21,1.0
2015-04-22,1.3
2015-04-23,1.3
2015-04-24,1.2
2015-04-27,1.3
2015-04-28,1.4
2015-04-29,1.3
2015-04-30,1.4
2015-05-01,1.3
2015-05-04,1.3
2015-05-05,1.3
2015-05-06,1.3
2015-05-07,1.2
2015-05-08,1.3
2015-05-11,1.2
2015-05-12,1.2
2015-05-13,1.2
2015-05-14,1.6
2015-05-15,1.7
2015-05-18,1.5
2015-05-19,1.4
2015-05-20,1.7
2015-05-21,1.2
2015-05-22,1.3
2015-05-26,1.2
2015-05-27,1.2
2015-05-28,1.2
2015-05-29,1.2
2015-06-01,1.2
2015-06-02,1.2
2015-06-03,1.2
2015-06-04,1.2
2015-06-05,0.9
2015-06-08,0.8
2015-06-09,0.8
2015-06-10,0.8
2015-06-11,0.8
2015-06-12,0.8
2015-06-15,0.8
2015-06-16,0.8
2015-06-17,0.8
2015-06-18,0.9
2015-06-19,0.8
2015-06-22,0.8
2015-06-23,0.8
2015-06-24,0.8
2015-06-25,0.8
2015-06-26,0.8
2015-06-29,0.8
2015-06-30,0.8
2015-07-01,0.8
2015-07-02,0.8
2015-07-06,0.8
2015-07-07,0.8
2015-07-08,0.8
2015-07-09,0.8
2015-07-10,0.8
2015-07-13,1.0
2015-07-14,1.0
2015-07-15,1.0
2015-07-16,0.8
2015-07-17,0.7
2015-07-20,0.8
2015-07-21,0.7
2015-07-22,0.8
2015-07-23,0.7
2015-07-24,0.7
2015-07-27,0.6
2015-07-28,0.7
2015-07-29,0.6
2015-07-30,0.6
2015-07-31,0.7
2015-08-03,0.7
2015-08-04,0.7
2015-08-05,0.7
2015-08-06,0.7
2015-08-07,0.6
2015-08-10,0.7
2015-08-11,0.8
2015-08-12,0.7
2015-08-13,0.7
2015-08-14,0.7
2015-08-17,0.7
2015-08-18,0.7
2015-08-19,0.7
2015-08-20,0.7
2015-08-21,0.6
2015-08-24,0.6
2015-08-25,0.5
2015-08-26,0.4
2015-08-27,0.5
2015-08-28,0.4
2015-08-31,0.5
2015-09-01,0.5
2015-09-02,0.5
2015-09-03,0.5
2015-09-04,0.4
2015-09-08,0.5
2015-09-09,0.4
2015-09-10,0.5
2015-09-11,0.5
2015-09-14,0.5
2015-09-15,0.4
2015-09-16,0.3
2015-09-17,0.5
2015-09-18,0.4
2015-09-21,0.5
2015-09-22,0.5
2015-09-23,1.4
2015-09-24,0.5
2015-09-25,0.5
2015-09-28,0.6
2015-09-29,0.5
2015-09-30,0.5
2015-10-01,0.5
2015-10-02,0.5
2015-10-05,0.5
2015-10-06,0.5
2015-10-07,0.5
2015-10-08,0.5
2015-10-09,0.5
2015-10-12,0.5
2015-10-13,0.5
2015-10-14,0.5
2015-10-15,0.5
2015-10-16,0.5
2015-10-19,0.5
2015-10-20,0.5
2015-10-21,0.5
2015-10-22,0.5
2015-10-23,0.5
2015-10-26,0.6
2015-10-27,0.6
2015-10-28,0.5
2015-10-29,0.6
2015-10-30,0.6
2015-11-02,0.8
2015-11-03,0.6
2015-11-04,0.6
2015-11-05,0.6
2015-11-06,0.6
2015-11-09,0.6
2015-11-10,0.6
2015-11-11,0.6
2015-11-12,0.6
2015-11-13,0.6
2015-11-16,0.6
2015-11-17,0.6
2015-11-18,0.6
2015-11-19,0.6
2015-11-20,0.6
2015-11-23,0.6
2015-11-24,0.6
2015-11-25,0.6
2015-11-27,0.6
2015-11-30,0.5
2015-12-01,0.6
2015-12-02,0.5
2015-12-03,0.5
2015-12-04,0.5
2015-12-07,0.5
2015-12-08,0.5
2015-12-09,0.5
2015-12-10,0.5
2015-12-11,0.4
2015-12-14,0.5
2015-12-15,0.5
2015-12-16,0.5
2015-12-17,0.5
2015-12-18,0.5
2015-12-21,0.5
2015-12-22,0.5
2015-12-23,0.4
2015-12-24,0.4
2015-12-28,0.4
2015-12-29,0.4
2015-12-30,0.4
2015-12-31,0.4
2016-01-04,0.5
2016-01-05,0.5
2016-01-06,0.5
2016-01-07,0.6
2016-01-08,0.5
2016-01-11,0.5
2016-01-12,0.5
2016-01-13,0.5
2016-01-14,0.3
2016-01-15,0.5
2016-01-19,0.3
2016-01-20,0.3
2016-01-21,0.3
2016-01-22,1.3
2016-01-25,0.2
2016-01-26,0.2
2016-01-27,0.3
2016-01-28,0.3
2016-01-29,0.3
2016-02-01,0.2
2016-02-02,0.3
2016-02-03,0.3
2016-02-04,0.3
2016-02-05,0.3
2016-02-08,0.3
2016-02-09,0.3
2016-02-10,1.3
2016-02-11,0.3
2016-02-12,0.3
2016-02-16,0.3
2016-02-17,0.4
2016-02-18,0.5
2016-02-19,0.5
2016-02-22,0.5
2016-02-23,0.5
2016-02-24,0.5
2016-02-25,0.5
2016-02-26,0.5
2016-02-29,0.5
2016-03-01,0.5
2016-03-02,0.6
2016-03-03,0.5
2016-03-04,0.5
2016-03-07,0.5
2016-03-08,0.8
2016-03-09,0.8
2016-03-10,0.8
2016-03-11,0.4
2016-03-14,0.4
2016-03-15,0.4
2016-03-16,0.4
2016-03-17,0.4
2016-03-18,0.4
2016-03-21,0.4
2016-03-22,0.4
2016-03-23,0.4
2016-03-24,0.4
2016-03-28,0.4
2016-03-29,0.4
2016-03-30,0.4
2016-03-31,0.3
2016-04-01,0.4
2016-04-04,0.4
2016-04-05,0.4
2016-04-06,0.4
2016-04-07,0.4
2016-04-08,0.4
2016-04-11,0.4
2016-04-12,0.3
2016-04-13,0.3
2016-04-14,0.4
2016-04-15,0.4
2016-04-18,0.4
2016-04-19,0.4
2016-04-20,0.3
2016-04-21,0.4
2016-04-22,0.4
2016-04-25,0.4
2016-04-26,0.4
2016-04-27,0.4
2016-04-28,0.4
2016-04-29,0.4
2016-05-02,0.3
2016-05-03,0.3
2016-05-04,0.2
2016-05-05,0.2
2016-05-06,0.3
2016-05-09,1.2
2016-05-10,0.2
2016-05-11,0.2
2016-05-12,0.3
2016-05-13,0.3
2016-05-16,0.3
2016-05-17,0.3
2016-05-18,0.3
2016-05-19,0.3
2016-05-20,0.3
2016-05-23,0.3
2016-05-24,0.3
2016-05-25,0.4
2016-05-26,0.3
2016-05-27,0.3
2016-05-31,0.2
2016-06-01,0.3
2016-06-02,0.3
2016-06-03,0.3
2016-06-06,0.1
2016-06-07,0.1
2016-06-08,0.3
2016-06-09,0.3
2016-06-10,0.3
2016-06-13,0.3
2016-06-14,0.3
2016-06-15,0.3
2016-06-16,0.3
2016-06-17,0.4
2016-06-20,0.4
2016-06-21,0.3
2016-06-22,0.3
2016-06-23,0.9
2016-06-24,0.4
2016-06-27,0.6
2016-06-28,0.6
2016-06-29,0.5
2016-06-30,0.5
2016-07-01,0.5
2016-07-05,0.4
2016-07-06,0.4
2016-07-07,0.4
2016-07-08,0.4
2016-07-11,0.4
2016-07-12,0.4
2016-07-13,0.6
2016-07-14,0.5
2016-07-15,0.4
2016-07-18,0.4
2016-07-19,0.4
2016-07-20,0.3
2016-07-21,0.3
2016-07-22,0.3
2016-07-25,0.5
2016-07-26,0.4
2016-07-27,0.5
2016-07-28,0.5
2016-07-29,0.5
2016-08-01,0.5
2016-08-02,0.4
2016-08-03,0.4
2016-08-04,0.5
2016-08-05,0.4
2016-08-08,0.4
2016-08-09,0.4
2016-08-10,0.4
2016-08-11,0.5
2016-08-12,0.5
2016-08-15,0.5
2016-08-16,0.5
2016-08-17,0.5
2016-08-18,0.5
2016-08-19,0.4
2016-08-22,0.7
2016-08-23,0.8
2016-08-24,0.7
2016-08-25,0.7
2016-08-26,0.7
2016-08-29,0.7
2016-08-30,0.7
2016-08-31,0.7
2016-09-01,0.7
2016-09-02,0.7
2016-09-06,0.7
2016-09-07,0.7
2016-09-08,0.7
2016-09-09,0.7
2016-09-12,0.7
2016-09-13,0.7
2016-09-14,0.7
2016-09-15,0.7
2016-09-16,0.7
2016-09-19,0.7
2016-09-20,0.7
2016-09-21,0.7
2016-09-22,0.7
2016-09-23,0.7
2016-09-26,0.7
2016-09-27,0.7
2016-09-28,0.7
2016-09-29,0.7
2016-09-30,0.7
2016-10-03,0.7
2016-10-04,0.7
2016-10-05,0.7
2016-10-06,0.7
2016-10-07,0.7
2016-10-10,0.7
2016-10-11,0.7
2016-10-12,0.7
2016-10-13,0.7
2016-10-14,0.7
2016-10-17,0.7
2016-10-18,0.7
2016-10-19,0.7
2016-10-20,0.7
2016-10-21,0.7
2016-10-24,0.7
2016-10-25,0.3
2016-10-26,0.8
2016-10-27,0.8
2016-10-28,0.8
2016-10-31,0.8
2016-11-01,0.8
2016-11-02,0.8
2016-11-03,0.8
2016-11-04,0.8
2016-11-07,0.8
2016-11-08,0.8
2016-11-09,0.8
2016-11-10,0.8
2016-11-11,0.8
2016-11-14,0.8
2016-11-15,0.8
2016-11-16,0.8
2016-11-17,0.8
2016-11-18,0.8
2016-11-21,0.8
2016-11-22,0.8
2016-11-23,0.8
2016-11-25,0.8
2016-11-28,0.8
2016-11-29,0.8
2016-11-30,0.8
2016-12-01,0.8
2016-12-02,0.8
2016-12-05,0.8
2016-12-06,0.8
2016-12-07,0.8
2016-12-08,0.8
2016-12-09,0.8
2016-12-12,0.8
2016-12-13,0.8
2016-12-14,0.8
2016-12-15,0.8
2016-12-16,0.8
2016-12-19,0.8
2016-12-20,0.8
2016-12-21,0.8
2016-12-22,0.8
2016-12-23,0.8
2016-12-27,0.8
2016-12-28,0.8
2016-12-29,0.8
2016-12-30,0.8
2017-01-03,0.8
2017-01-04,0.8
2017-01-05,0.8
2017-01-06,0.8
2017-01-09,0.8
2017-01-10,0.8
2017-01-11,0.8
2017-01-12,0.8
2017-01-13,0.8
2017-01-17,0.8
2017-01-18,0.8
2017-01-19,0.8
2017-01-20,0.8
2017-01-23,0.8
2017-01-24,0.8
2017-01-25,0.8
2017-01-26,0.8
2017-01-27,0.8
2017-01-30,0.8
2017-01-31,0.8
2017-02-01,0.8
2017-02-02,0.8
2017-02-03,0.8
2017-02-06,0.8
2017-02-07,0.8
2017-02-08,0.8
2017-02-09,0.8
2017-02-10,0.8
2017-02-13,0.8
2017-02-14,0.8
2017-02-15,0.8
2017-02-16,0.8
2017-02-17,0.8
2017-02-21,0.8
2017-02-22,0.8
2017-02-23,0.8
2017-02-24,0.8
2017-02-27,0.8
2017-02-28,0.8
2017-03-01,0.8
2017-03-02,0.8
2017-03-03,0.8
2017-03-06,0.8
2017-03-07,0.8
2017-03-08,0.8
2017-03-09,0.8
2017-03-10,0.8
2017-03-13,0.8
2017-03-14,0.8
2017-03-15,0.8
2017-03-16,0.8
2017-03-17,0.8
2017-03-20,0.8
2017-03-21,0.8
2017-03-22,0.8
2017-03-23,0.8
2017-03-24,0.8
2017-03-27,0.8
2017-03-28,0.8
2017-03-29,0.8
2017-03-30,0.8
2017-03-31,0.8
2017-04-03,0.8
2017-04-04,0.8
2017-04-05,0.8
2017-04-06,0.8
2017-04-07,0.8
2017-04-10,0.8
2017-04-11,0.8
2017-04-12,0.8
2017-04-13,0.8
2017-04-17,0.8
2017-04-18,0.8
2017-04-19,0.8
2017-04-20,0.8
2017-04-21,0.8
2017-04-24,0.8
2017-04-25,0.8
2017-04-26,0.8
2017-04-27,0.8
2017-04-28,0.8
2017-05-01,0.8
2017-05-02,0.8
2017-05-03,0.8
2017-05-04,0.8
2017-05-05,0.8
2017-05-08,0.8
2017-05-09,0.8
2017-05-10,0.8
2017-05-11,0.8
2017-05-12,0.8
2017-05-15,0.8
2017-05-16,0.8
2017-05-17,0.8
2017-05-18,0.8
2017-05-19,0.8
2017-05-22,0.8
2017-05-23,0.8
2017-05-24,0.8
2017-05-25,0.8
2017-05-26,0.8
2017-05-30,0.8
2017-05-31,0.8
2017-06-01,0.8
2017-06-02,0.8
2017-06-05,0.8
2017-06-06,0.8
2017-06-07,0.8
2017-06-08,0.8
2017-06-09,0.8
2017-06-12,0.8
2017-06-13,0.8
2017-06-14,0.8
2017-06-15,0.8
2017-06-16,0.8
2017-06-19,0.8
2017-06-20,0.8
2017-06-21,0.8
2017-06-22,0.8
2017-06-23,0.8
2017-06-26,0.8
2017-06-27,0.8
2017-06-28,0.8
2017-06-29,0.8
2017-06-30,0.8
2017-07-03,0.8
2017-07-05,0.8
2017-07-06,0.8
2017-07-07,0.8
2017-07-10,0.8
2017-07-11,0.8
2017-07-12,0.8
2017-07-13,0.8
2017-07-14,0.8
2017-07-17,0.8
2017-07-18,0.8
2017-07-19,0.8
2017-07-20,0.8
2017-07-21,0.8
2017-07-24,0.8
2017-07-25,0.8
2017-07-26,0.295
2017-07-27,0.335
2017-07-28,0.335
2017-07-31,
2017-08-01,
2017-08-02,
2017-08-03,
2017-08-04,0.8
2017-08-07,0.8
2017-08-08,0.8
2017-08-09,0.8
2017-08-10,0.8
2017-08-11,
2017-08-14,
2017-08-15,
2017-08-16,
2017-08-17,
2017-08-18,
2017-08-21,
2017-08-22,
2017-08-23,
