Date,KG
2017-07-07,0.2
2017-07-10,0.2
2017-07-11,0.2
2017-07-12,0.2
2017-07-13,0.16
2017-07-14,0.151
2017-07-17,0.151
2017-07-18,0.151
2017-07-19,0.151
2017-07-20,0.151
2017-07-21,0.151
2017-07-24,0.151
2017-07-25,0.151
2017-07-26,0.154
2017-07-27,0.16
2017-07-28,0.165
2017-07-31,0.165
2017-08-01,0.165
2017-08-02,0.18
2017-08-03,0.18
2017-08-04,0.165
2017-08-07,0.165
2017-08-08,0.165
2017-08-09,0.17
2017-08-10,0.17
2017-08-11,0.17
2017-08-14,0.17
2017-08-15,0.17
2017-08-16,0.165
2017-08-17,0.165
2017-08-18,0.166
2017-08-21,0.181
2017-08-22,0.181
2017-08-23,0.181
2017-08-24,0.193
2017-08-25,0.193
2017-08-28,0.181
2017-08-29,0.185
2017-08-30,0.175
2017-08-31,0.175
2017-09-01,0.175
2017-09-05,0.175
2017-09-06,0.175
2017-09-07,0.191
2017-09-08,0.191
2017-09-11,0.191
2017-09-12,0.191
2017-09-13,0.191
2017-09-14,0.191
2017-09-15,0.191
2017-09-18,0.192
2017-09-19,0.192
2017-09-20,0.192
2017-09-21,0.173
2017-09-22,0.189
2017-09-25,0.189
2017-09-26,0.188
2017-09-27,0.188
2017-09-28,0.173
2017-09-29,0.173
2017-10-02,0.173
2017-10-03,0.172
2017-10-04,0.172
2017-10-05,0.172
2017-10-06,0.172
2017-10-09,0.172
2017-10-10,0.172
2017-10-11,0.174
2017-10-12,0.173
2017-10-13,0.173
2017-10-16,0.173
2017-10-17,0.173
2017-10-18,0.173
2017-10-19,0.162
2017-10-20,0.164
2017-10-23,0.165
2017-10-24,0.165
2017-10-25,0.165
2017-10-26,0.168
2017-10-27,0.168
2017-10-30,0.168
2017-10-31,0.168
2017-11-01,0.176
2017-11-02,0.176
2017-11-03,0.176
2017-11-06,0.176
2017-11-07,0.176
2017-11-08,0.176
2017-11-09,0.176
2017-11-10,0.176
2017-11-13,0.176
2017-11-14,0.176
2017-11-15,0.176
2017-11-16,0.176
2017-11-17,0.163
2017-11-20,0.163
2017-11-21,0.163
2017-11-22,0.17
2017-11-24,0.157
2017-11-27,0.157
2017-11-28,0.157
2017-11-29,0.157
2017-11-30,0.157
2017-12-01,0.172
2017-12-04,0.172
2017-12-05,0.172
2017-12-06,0.172
2017-12-07,0.172
2017-12-08,0.172
2017-12-11,0.172
2017-12-12,0.172
2017-12-13,0.162
2017-12-14,0.162
2017-12-15,0.162
2017-12-18,0.162
2017-12-19,0.162
2017-12-20,0.157
2017-12-21,0.157
2017-12-22,0.157
2017-12-26,0.157
2017-12-27,0.157
2017-12-28,0.157
2017-12-29,0.157
2018-01-02,0.157
2018-01-03,0.157
2018-01-04,0.157
2018-01-05,0.147
2018-01-08,0.147
2018-01-09,0.146
2018-01-10,0.15
2018-01-11,0.149
2018-01-12,0.163
2018-01-16,0.152
2018-01-17,0.152
2018-01-18,0.152
2018-01-19,0.152
2018-01-22,0.152
2018-01-23,0.152
2018-01-24,0.152
2018-01-25,0.152
2018-01-26,0.152
2018-01-29,0.152
2018-01-30,0.164
2018-01-31,0.165
2018-02-01,0.165
2018-02-02,0.165
2018-02-05,0.165
2018-02-06,0.154
2018-02-07,0.154
2018-02-08,0.154
2018-02-09,0.154
2018-02-12,0.161
2018-02-13,0.167
2018-02-14,0.167
2018-02-15,0.168
2018-02-16,0.168
2018-02-20,0.168
2018-02-21,0.162
2018-02-22,0.169
2018-02-23,0.169
2018-02-26,0.183
2018-02-27,0.183
2018-02-28,0.175
2018-03-01,0.184
2018-03-02,0.183
2018-03-05,0.183
2018-03-06,0.183
2018-03-07,0.183
2018-03-08,0.183
2018-03-09,0.183
2018-03-12,0.183
2018-03-13,0.2
2018-03-14,0.2
2018-03-15,0.2
2018-03-16,0.2
2018-03-19,0.2
2018-03-20,0.2
2018-03-21,0.188
2018-03-22,0.188
2018-03-23,0.188
2018-03-26,0.188
2018-03-27,0.188
2018-03-28,0.188
2018-03-29,0.188
2018-04-02,0.188
2018-04-03,0.182
2018-04-04,0.182
2018-04-05,0.182
2018-04-06,0.182
2018-04-09,0.182
2018-04-10,0.182
2018-04-11,0.182
2018-04-12,0.182
2018-04-13,0.182
2018-04-16,0.182
2018-04-17,0.182
2018-04-18,0.182
2018-04-19,0.182
2018-04-20,0.182
2018-04-23,0.182
2018-04-24,0.182
2018-04-25,0.182
2018-04-26,0.182
2018-04-27,0.182
2018-04-30,0.182
2018-05-01,0.182
2018-05-02,0.218
2018-05-03,0.218
2018-05-04,0.218
2018-05-07,0.218
2018-05-08,0.218
2018-05-09,0.218
2018-05-10,0.218
2018-05-11,0.218
2018-05-14,0.19
2018-05-15,0.19
2018-05-16,0.2
2018-05-17,0.2
2018-05-18,0.2
2018-05-21,0.2
2018-05-22,0.2
2018-05-23,0.2
2018-05-24,0.2
2018-05-25,0.2
2018-05-29,0.2
2018-05-30,0.2
2018-05-31,0.21
2018-06-01,0.21
2018-06-04,0.21
2018-06-05,0.21
2018-06-06,0.21
2018-06-07,0.21
2018-06-08,0.21
2018-06-11,0.21
2018-06-12,0.21
2018-06-13,0.21
2018-06-14,0.21
2018-06-15,0.21
2018-06-18,0.21
2018-06-19,0.21
2018-06-20,0.21
2018-06-21,0.21
2018-06-22,0.21
2018-06-25,0.21
2018-06-26,0.21
2018-06-27,0.21
2018-06-28,0.21
2018-06-29,0.21
2018-07-02,0.21
2018-07-03,0.21
2018-07-05,0.21
2018-07-06,0.21
2018-07-09,0.21
2018-07-10,0.197
2018-07-11,0.197
2018-07-12,0.197
2018-07-13,0.197
2018-07-16,0.197
2018-07-17,0.197
2018-07-18,0.197
2018-07-19,0.197
2018-07-20,0.197
2018-07-23,0.197
2018-07-24,0.197
2018-07-25,0.197
2018-07-26,0.197
2018-07-27,0.197
2018-07-30,0.197
2018-07-31,0.197
2018-08-01,0.197
2018-08-02,0.197
2018-08-03,0.197
2018-08-06,0.197
2018-08-07,0.196
2018-08-08,0.196
2018-08-09,0.196
2018-08-10,0.196
2018-08-13,0.196
2018-08-14,0.196
2018-08-15,0.196
2018-08-16,0.196
2018-08-17,0.196
2018-08-20,0.196
2018-08-21,0.196
2018-08-22,0.196
2018-08-23,0.214
2018-08-24,0.214
2018-08-27,0.214
2018-08-28,0.214
2018-08-29,0.214
2018-08-30,0.214
2018-08-31,0.214
2018-09-04,0.214
2018-09-05,0.214
2018-09-06,0.214
2018-09-07,0.214
2018-09-10,0.214
2018-09-11,0.214
2018-09-12,0.214
2018-09-13,0.214
2018-09-14,0.214
2018-09-17,0.214
2018-09-18,0.214
2018-09-19,0.214
2018-09-20,0.214
2018-09-21,0.22
2018-09-24,0.22
2018-09-25,0.22
2018-09-26,0.22
2018-09-27,0.22
2018-09-28,0.22
2018-10-01,0.22
2018-10-02,0.22
2018-10-03,0.22
2018-10-04,0.22
2018-10-05,0.22
2018-10-08,0.22
2018-10-09,0.22
2018-10-10,0.22
2018-10-11,0.22
2018-10-12,0.22
2018-10-15,0.22
2018-10-16,0.22
2018-10-17,0.22
2018-10-18,0.21
2018-10-19,0.21
2018-10-22,0.21
2018-10-23,0.21
2018-10-24,0.21
2018-10-25,0.21
2018-10-26,0.21
2018-10-29,0.21
2018-10-30,0.21
2018-10-31,0.21
2018-11-01,0.21
2018-11-02,0.21
2018-11-05,0.21
2018-11-06,0.21
2018-11-07,0.21
2018-11-08,0.21
2018-11-09,0.21
2018-11-12,0.21
2018-11-13,0.224
2018-11-14,0.224
2018-11-15,0.224
2018-11-16,0.224
2018-11-19,0.224
2018-11-20,0.224
2018-11-21,0.224
2018-11-23,0.224
2018-11-26,0.224
2018-11-27,0.224
2018-11-28,0.224
2018-11-29,0.224
2018-11-30,0.224
2018-12-03,0.224
2018-12-04,0.224
2018-12-06,0.21
2018-12-07,0.21
2018-12-10,0.21
2018-12-11,0.21
2018-12-12,0.222
2018-12-13,0.222
2018-12-14,0.222
2018-12-17,0.222
2018-12-18,0.222
2018-12-19,0.212
2018-12-20,0.212
2018-12-21,0.212
2018-12-24,0.212
2018-12-26,0.212
2018-12-27,0.212
2018-12-28,0.212
2018-12-31,0.212
2019-01-02,0.204
2019-01-03,0.206
2019-01-04,0.206
2019-01-07,0.206
2019-01-08,0.206
2019-01-09,0.206
2019-01-10,0.206
2019-01-11,0.206
2019-01-14,0.208
2019-01-15,0.208
2019-01-16,0.21
2019-01-17,0.21
2019-01-18,0.206
2019-01-22,0.206
2019-01-23,0.206
2019-01-24,0.206
2019-01-25,0.206
2019-01-28,0.206
2019-01-29,0.206
2019-01-30,0.206
2019-01-31,0.206
2019-02-01,0.206
2019-02-04,0.206
2019-02-05,0.206
2019-02-06,0.206
2019-02-07,0.206
2019-02-08,0.206
2019-02-11,0.206
2019-02-12,0.206
2019-02-13,0.206
2019-02-14,0.206
2019-02-15,0.206
2019-02-19,0.206
2019-02-20,0.206
2019-02-21,0.206
2019-02-22,0.206
2019-02-25,0.189
2019-02-26,0.2
2019-02-27,0.2
2019-02-28,0.2
2019-03-01,0.2
2019-03-04,0.194
2019-03-05,0.196
2019-03-06,0.196
2019-03-07,0.196
2019-03-08,0.196
2019-03-11,0.196
2019-03-12,0.196
2019-03-13,0.196
2019-03-14,0.196
2019-03-15,0.196
2019-03-18,0.196
2019-03-19,0.196
2019-03-20,0.196
2019-03-21,0.196
2019-03-22,0.196
2019-03-25,0.196
2019-03-26,0.196
2019-03-27,0.196
2019-03-28,0.196
2019-03-29,0.196
2019-04-01,0.196
2019-04-02,0.21
2019-04-03,0.21
2019-04-04,0.21
2019-04-05,0.21
2019-04-08,0.21
2019-04-09,0.2
2019-04-10,0.197
2019-04-11,0.198
2019-04-12,0.198
2019-04-15,0.198
2019-04-16,0.198
2019-04-17,0.198
2019-04-18,0.198
2019-04-22,0.198
2019-04-23,0.198
2019-04-24,0.198
2019-04-25,0.198
2019-04-26,0.198
2019-04-29,0.198
2019-04-30,0.198
2019-05-01,0.198
2019-05-02,0.204
2019-05-03,0.204
2019-05-06,0.204
2019-05-07,0.21
2019-05-08,0.21
2019-05-09,0.21
2019-05-10,0.21
2019-05-13,0.206
2019-05-14,0.206
2019-05-15,0.206
2019-05-16,0.206
2019-05-17,0.206
2019-05-20,0.206
2019-05-21,0.206
2019-05-22,0.206
2019-05-23,0.206
2019-05-24,0.206
2019-05-28,0.204
2019-05-29,0.204
2019-05-30,0.214
2019-05-31,0.21
2019-06-03,0.21
2019-06-04,0.21
2019-06-05,0.21
2019-06-06,0.21
2019-06-07,0.21
2019-06-10,0.21
2019-06-11,0.21
2019-06-12,0.21
2019-06-13,0.21
2019-06-14,0.216
2019-06-17,0.216
2019-06-18,0.216
2019-06-19,0.208
2019-06-20,0.208
2019-06-21,0.202
2019-06-24,0.202
2019-06-25,0.202
2019-06-26,0.214
2019-06-27,0.214
2019-06-28,0.214
2019-07-01,0.214
2019-07-02,0.214
2019-07-03,0.214
2019-07-05,0.204
2019-07-08,0.204
2019-07-09,0.204
2019-07-10,0.204
2019-07-11,0.204
2019-07-12,0.208
2019-07-15,0.208
2019-07-16,0.208
2019-07-17,0.208
2019-07-18,0.208
2019-07-19,0.208
2019-07-22,0.208
2019-07-23,0.208
2019-07-24,0.208
2019-07-25,0.208
2019-07-26,0.208
2019-07-29,0.208
2019-07-30,0.2
2019-07-31,0.2
2019-08-01,0.2
2019-08-02,0.2
2019-08-05,0.2
2019-08-06,0.2
2019-08-07,0.2
2019-08-08,0.2
2019-08-09,0.202
2019-08-12,0.188
2019-08-13,0.188
2019-08-14,0.188
2019-08-15,0.188
2019-08-16,0.188
2019-08-19,0.188
2019-08-20,0.188
2019-08-21,0.188
2019-08-22,0.196
2019-08-23,0.196
2019-08-26,0.197
2019-08-27,0.197
2019-08-28,0.194
2019-08-29,0.204
2019-08-30,0.2
2019-09-03,0.196
2019-09-04,0.196
2019-09-05,0.196
2019-09-06,0.196
2019-09-09,0.197
2019-09-10,0.197
2019-09-11,0.197
2019-09-12,0.198
2019-09-13,0.198
2019-09-16,0.198
2019-09-17,0.198
2019-09-18,0.2
2019-09-19,0.204
2019-09-20,0.204
2019-09-23,0.204
2019-09-24,0.204
2019-09-25,0.204
2019-09-26,0.204
2019-09-27,0.204
2019-09-30,0.204
2019-10-01,0.204
2019-10-02,0.204
2019-10-03,0.204
2019-10-04,0.204
2019-10-07,0.204
2019-10-08,0.204
2019-10-09,0.196
2019-10-10,0.196
2019-10-11,0.202
2019-10-14,0.202
2019-10-15,0.202
2019-10-16,0.202
2019-10-17,0.182
2019-10-18,0.182
2019-10-21,0.182
2019-10-22,0.185
2019-10-23,0.185
2019-10-24,0.185
2019-10-25,0.185
2019-10-28,0.185
2019-10-29,0.185
2019-10-30,0.185
2019-10-31,0.185
2019-11-01,0.185
2019-11-04,0.185
2019-11-05,0.185
2019-11-06,0.185
2019-11-07,0.185
2019-11-08,0.185
2019-11-11,0.185
2019-11-12,0.185
2019-11-13,0.185
2019-11-14,0.185
2019-11-15,0.185
2019-11-18,0.185
2019-11-19,0.185
2019-11-20,0.185
2019-11-21,0.185
2019-11-22,0.185
2019-11-25,0.185
2019-11-26,0.185
2019-11-27,0.185
2019-11-29,0.185
2019-12-02,0.185
2019-12-03,0.185
2019-12-04,0.185
2019-12-05,0.185
2019-12-06,0.192
2019-12-09,0.192
2019-12-10,0.192
2019-12-11,0.199
2019-12-12,0.199
2019-12-13,0.199
2019-12-16,0.199
2019-12-17,0.199
2019-12-18,0.199
2019-12-19,0.18
2019-12-20,0.18
2019-12-23,0.18
2019-12-24,0.18
2019-12-26,0.18
2019-12-27,0.181
2019-12-30,0.194
2019-12-31,0.194
2020-01-02,0.196
2020-01-03,0.196
2020-01-06,0.196
2020-01-07,0.196
2020-01-08,0.196
2020-01-09,0.196
2020-01-10,0.202
2020-01-13,0.202
2020-01-14,0.202
2020-01-15,0.202
2020-01-16,0.22
2020-01-17,0.22
2020-01-21,0.22
2020-01-22,0.22
2020-01-23,0.22
2020-01-24,0.22
2020-01-27,0.2
2020-01-28,0.2
2020-01-29,0.2
2020-01-30,0.2
2020-01-31,0.2
2020-02-03,0.2
2020-02-04,0.2
2020-02-05,0.2
2020-02-06,0.2
2020-02-07,0.2
2020-02-10,0.2
2020-02-11,0.2
2020-02-12,0.2
2020-02-13,0.2
2020-02-14,0.2
2020-02-18,0.2
2020-02-19,0.2
2020-02-20,0.2
2020-02-21,0.2
2020-02-24,0.2
2020-02-25,0.2
2020-02-26,0.2
2020-02-27,0.2
2020-02-28,0.2
2020-03-02,0.2
2020-03-03,0.196
2020-03-04,0.196
2020-03-05,0.196
2020-03-06,0.196
2020-03-09,0.196
2020-03-10,0.196
2020-03-11,0.196
2020-03-12,0.196
2020-03-13,0.196
2020-03-16,0.196
2020-03-17,0.196
2020-03-18,0.196
2020-03-19,0.196
2020-03-20,0.196
2020-03-23,0.196
2020-03-24,0.196
2020-03-25,0.196
2020-03-26,0.196
2020-03-27,0.196
2020-03-30,0.196
2020-03-31,0.196
2020-04-01,0.196
2020-04-02,0.196
2020-04-03,0.196
2020-04-06,0.196
2020-04-07,0.196
2020-04-08,0.196
2020-04-09,0.196
2020-04-13,0.196
2020-04-14,0.196
2020-04-15,0.196
2020-04-16,0.196
2020-04-17,0.196
2020-04-20,0.196
2020-04-21,0.196
2020-04-22,0.199
2020-04-23,0.199
2020-04-24,0.199
2020-04-27,0.199
2020-04-28,0.199
2020-04-29,0.199
2020-04-30,0.199
2020-05-01,
2020-05-04,0.199
2020-05-05,0.18
2020-05-06,0.18
2020-05-07,0.18
2020-05-08,0.18
