Date,BIDU
2014-12-01,236.61000099999998
2014-12-02,234.74000499999997
2014-12-03,231.289993
2014-12-04,230.809998
2014-12-05,232.72000099999997
2014-12-08,227.669998
2014-12-09,229.899994
2014-12-10,225.11999500000002
2014-12-11,229.229996
2014-12-12,229.32000699999998
2014-12-15,225.809998
2014-12-16,219.960007
2014-12-17,223.850006
2014-12-18,231.88000499999998
2014-12-19,234.229996
2014-12-22,234.600006
2014-12-23,233.16000400000001
2014-12-24,230.979996
2014-12-26,234.88000499999998
2014-12-29,230.210007
2014-12-30,230.00999500000003
2014-12-31,227.97000099999997
2015-01-02,223.080002
2015-01-05,219.789993
2015-01-06,220.17999300000002
2015-01-07,224.350006
2015-01-08,229.210007
2015-01-09,226.899994
2015-01-12,220.88999900000002
2015-01-13,219.600006
2015-01-14,216.82000699999998
2015-01-15,215.97000099999997
2015-01-16,220.19999700000002
2015-01-20,220.36000099999998
2015-01-21,228.27999900000003
2015-01-22,229.88000499999998
2015-01-23,233.330002
2015-01-26,229.460007
2015-01-27,227.52999900000003
2015-01-28,220.309998
2015-01-29,220.38999900000002
2015-01-30,217.919998
2015-02-02,217.600006
2015-02-03,217.16000400000001
2015-02-04,217.24000499999997
2015-02-05,216.80000299999998
2015-02-06,211.77999900000003
2015-02-09,215.02999900000003
2015-02-10,219.440002
2015-02-11,214.669998
2015-02-12,205.020004
2015-02-13,212.13000499999998
2015-02-17,208.809998
2015-02-18,207.149994
2015-02-19,207.240005
2015-02-20,209.630005
2015-02-23,206.429993
2015-02-24,208.059998
2015-02-25,203.529999
2015-02-26,205.880005
2015-02-27,203.75
2015-03-02,205.03999299999998
2015-03-03,206.33999599999999
2015-03-04,207.690002
2015-03-05,214.229996
2015-03-06,213.309998
2015-03-09,211.61999500000002
2015-03-10,210.38999900000002
2015-03-11,204.380005
2015-03-12,203.389999
2015-03-13,204.449997
2015-03-16,205.300003
2015-03-17,203.270004
2015-03-18,210.94999700000002
2015-03-19,214.57000699999998
2015-03-20,212.690002
2015-03-23,216.77999900000003
2015-03-24,213.600006
2015-03-25,207.740005
2015-03-26,205.440002
2015-03-27,207.330002
2015-03-30,210.539993
2015-03-31,208.399994
2015-04-01,211.07000699999998
2015-04-02,208.509995
2015-04-06,203.600006
2015-04-07,203.869995
2015-04-08,212.83999599999999
2015-04-09,218.479996
2015-04-10,214.789993
2015-04-13,215.399994
2015-04-14,213.91000400000001
2015-04-15,210.770004
2015-04-16,206.899994
2015-04-17,207.869995
2015-04-20,211.86000099999998
2015-04-21,212.850006
2015-04-22,213.36999500000002
2015-04-23,212.27999900000003
2015-04-24,216.899994
2015-04-27,220.460007
2015-04-28,219.190002
2015-04-29,219.0
2015-04-30,200.279999
2015-05-01,202.470001
2015-05-04,203.699997
2015-05-05,194.740005
2015-05-06,190.050003
2015-05-07,193.630005
2015-05-08,193.53999299999998
2015-05-11,190.83999599999999
2015-05-12,189.970001
2015-05-13,189.179993
2015-05-14,190.270004
2015-05-15,192.979996
2015-05-18,191.320007
2015-05-19,193.139999
2015-05-20,195.509995
2015-05-21,200.130005
2015-05-22,203.800003
2015-05-26,200.190002
2015-05-27,201.449997
2015-05-28,200.270004
2015-05-29,197.399994
2015-06-01,201.559998
2015-06-02,203.360001
2015-06-03,203.880005
2015-06-04,204.330002
2015-06-05,205.889999
2015-06-08,203.149994
2015-06-09,202.559998
2015-06-10,204.630005
2015-06-11,206.770004
2015-06-12,207.600006
2015-06-15,205.729996
2015-06-16,205.0
2015-06-17,209.509995
2015-06-18,210.69999700000002
2015-06-19,210.86999500000002
2015-06-22,209.639999
2015-06-23,211.979996
2015-06-24,210.32000699999998
2015-06-25,207.550003
2015-06-26,203.360001
2015-06-29,200.5
2015-06-30,199.080002
2015-07-01,198.71000700000002
2015-07-02,197.029999
2015-07-06,189.029999
2015-07-07,187.53999299999998
2015-07-08,184.580002
2015-07-09,187.570007
2015-07-10,187.75
2015-07-13,193.270004
2015-07-14,191.279999
2015-07-15,186.580002
2015-07-16,190.100006
2015-07-17,198.440002
2015-07-20,199.610001
2015-07-21,202.399994
2015-07-22,205.740005
2015-07-23,207.630005
2015-07-24,206.25
2015-07-27,197.679993
2015-07-28,168.029999
2015-07-29,170.009995
2015-07-30,174.470001
2015-07-31,172.66000400000001
2015-08-03,169.139999
2015-08-04,170.320007
2015-08-05,172.740005
2015-08-06,174.46000700000002
2015-08-07,176.080002
2015-08-10,176.850006
2015-08-11,167.940002
2015-08-12,160.820007
2015-08-13,160.889999
2015-08-14,164.240005
2015-08-17,167.429993
2015-08-18,166.110001
2015-08-19,162.889999
2015-08-20,157.399994
2015-08-21,152.91000400000001
2015-08-24,141.080002
2015-08-25,136.990005
2015-08-26,142.399994
2015-08-27,152.059998
2015-08-28,152.130005
2015-08-31,147.25
2015-09-01,143.570007
2015-09-02,148.149994
2015-09-03,149.080002
2015-09-04,146.0
2015-09-08,148.179993
2015-09-09,150.110001
2015-09-10,146.75
2015-09-11,144.029999
2015-09-14,141.270004
2015-09-15,141.399994
2015-09-16,150.350006
2015-09-17,147.059998
2015-09-18,142.570007
2015-09-21,140.83999599999999
2015-09-22,136.119995
2015-09-23,132.369995
2015-09-24,132.58999599999999
2015-09-25,134.33999599999999
2015-09-28,133.059998
2015-09-29,136.679993
2015-09-30,137.41000400000001
2015-10-01,137.529999
2015-10-02,148.509995
2015-10-05,149.619995
2015-10-06,149.800003
2015-10-07,144.770004
2015-10-08,141.259995
2015-10-09,144.220001
2015-10-12,144.070007
2015-10-13,146.5
2015-10-14,145.020004
2015-10-15,150.240005
2015-10-16,151.0
2015-10-19,154.679993
2015-10-20,153.21000700000002
2015-10-21,149.630005
2015-10-22,153.5
2015-10-23,157.600006
2015-10-26,166.240005
2015-10-27,173.860001
2015-10-28,172.53999299999998
2015-10-29,168.990005
2015-10-30,187.470001
2015-11-02,195.190002
2015-11-03,192.5
2015-11-04,197.919998
2015-11-05,198.91000400000001
2015-11-06,200.300003
2015-11-09,194.009995
2015-11-10,196.990005
2015-11-11,199.490005
2015-11-12,198.139999
2015-11-13,193.949997
2015-11-16,198.720001
2015-11-17,196.830002
2015-11-18,204.729996
2015-11-19,207.800003
2015-11-20,206.690002
2015-11-23,207.46000700000002
2015-11-24,205.330002
2015-11-25,201.800003
2015-11-27,205.580002
2015-11-30,217.97000099999997
2015-12-01,214.11000099999998
2015-12-02,211.36000099999998
2015-12-03,207.479996
2015-12-04,208.300003
2015-12-07,208.53999299999998
2015-12-08,205.020004
2015-12-09,200.46000700000002
2015-12-10,200.009995
2015-12-11,193.679993
2015-12-14,193.889999
2015-12-15,199.130005
2015-12-16,199.33999599999999
2015-12-17,196.940002
2015-12-18,191.919998
2015-12-21,197.440002
2015-12-22,197.029999
2015-12-23,196.529999
2015-12-24,193.929993
2015-12-28,192.800003
2015-12-29,194.679993
2015-12-30,192.130005
2015-12-31,189.03999299999998
2016-01-04,184.029999
2016-01-05,187.369995
2016-01-06,185.610001
2016-01-07,174.369995
2016-01-08,171.33999599999999
2016-01-11,170.369995
2016-01-12,172.91000400000001
2016-01-13,166.03999299999998
2016-01-14,172.229996
2016-01-15,163.919998
2016-01-19,166.029999
2016-01-20,164.990005
2016-01-21,169.559998
2016-01-22,171.169998
2016-01-25,167.53999299999998
2016-01-26,167.080002
2016-01-27,158.270004
2016-01-28,156.940002
2016-01-29,163.270004
2016-02-01,161.100006
2016-02-02,154.820007
2016-02-03,153.080002
2016-02-04,152.58999599999999
2016-02-05,145.33999599999999
2016-02-08,145.050003
2016-02-09,140.679993
2016-02-10,143.779999
2016-02-11,141.21000700000002
2016-02-12,152.729996
2016-02-16,157.520004
2016-02-17,163.529999
2016-02-18,160.699997
2016-02-19,164.470001
2016-02-22,168.669998
2016-02-23,161.020004
2016-02-24,162.75
2016-02-25,158.220001
2016-02-26,173.800003
2016-02-29,173.419998
2016-03-01,180.199997
2016-03-02,176.940002
2016-03-03,177.300003
2016-03-04,178.550003
2016-03-07,177.199997
2016-03-08,172.809998
2016-03-09,176.5
2016-03-10,176.080002
2016-03-11,182.979996
2016-03-14,182.020004
2016-03-15,180.220001
2016-03-16,183.050003
2016-03-17,183.440002
2016-03-18,187.919998
2016-03-21,187.119995
2016-03-22,188.399994
2016-03-23,183.83999599999999
2016-03-24,184.860001
2016-03-28,185.169998
2016-03-29,189.83999599999999
2016-03-30,189.889999
2016-03-31,190.880005
2016-04-01,190.330002
2016-04-04,188.970001
2016-04-05,183.800003
2016-04-06,186.820007
2016-04-07,182.529999
2016-04-08,183.979996
2016-04-11,185.070007
2016-04-12,187.399994
2016-04-13,193.979996
2016-04-14,195.720001
2016-04-15,193.220001
2016-04-18,192.940002
2016-04-19,194.520004
2016-04-20,193.669998
2016-04-21,192.740005
2016-04-22,190.759995
2016-04-25,188.03999299999998
2016-04-26,188.25
2016-04-27,187.949997
2016-04-28,186.020004
2016-04-29,194.300003
2016-05-02,178.91000400000001
2016-05-03,174.360001
2016-05-04,177.279999
2016-05-05,175.220001
2016-05-06,173.940002
2016-05-09,169.490005
2016-05-10,166.21000700000002
2016-05-11,163.050003
2016-05-12,161.279999
2016-05-13,159.75
2016-05-16,167.96000700000002
2016-05-17,171.03999299999998
2016-05-18,169.449997
2016-05-19,168.509995
2016-05-20,170.050003
2016-05-23,169.770004
2016-05-24,175.91000400000001
2016-05-25,176.71000700000002
2016-05-26,177.669998
2016-05-27,185.009995
2016-05-31,178.53999299999998
2016-06-01,176.529999
2016-06-02,175.639999
2016-06-03,173.740005
2016-06-06,174.619995
2016-06-07,170.860001
2016-06-08,168.71000700000002
2016-06-09,168.990005
2016-06-10,164.279999
2016-06-13,163.550003
2016-06-14,160.83999599999999
2016-06-15,161.029999
2016-06-16,165.520004
2016-06-17,162.679993
2016-06-20,166.529999
2016-06-21,162.800003
2016-06-22,162.220001
2016-06-23,163.919998
2016-06-24,159.119995
2016-06-27,156.919998
2016-06-28,160.41000400000001
2016-06-29,164.41000400000001
2016-06-30,165.149994
2016-07-01,165.190002
2016-07-05,161.869995
2016-07-06,161.559998
2016-07-07,163.419998
2016-07-08,159.800003
2016-07-11,167.029999
2016-07-12,164.979996
2016-07-13,164.16000400000001
2016-07-14,164.850006
2016-07-15,162.740005
2016-07-18,164.78999299999998
2016-07-19,161.190002
2016-07-20,160.649994
2016-07-21,161.399994
2016-07-22,160.880005
2016-07-25,160.25
2016-07-26,164.029999
2016-07-27,165.5
2016-07-28,165.630005
2016-07-29,159.600006
2016-08-01,163.229996
2016-08-02,160.75
2016-08-03,162.240005
2016-08-04,162.559998
2016-08-05,167.380005
2016-08-08,166.449997
2016-08-09,165.53999299999998
2016-08-10,165.630005
2016-08-11,167.720001
2016-08-12,167.979996
2016-08-15,172.949997
2016-08-16,173.300003
2016-08-17,172.729996
2016-08-18,175.399994
2016-08-19,177.529999
2016-08-22,173.850006
2016-08-23,173.490005
2016-08-24,171.490005
2016-08-25,172.850006
2016-08-26,173.470001
2016-08-29,173.649994
2016-08-30,175.449997
2016-08-31,171.070007
2016-09-01,176.550003
2016-09-02,177.779999
2016-09-06,189.059998
2016-09-07,189.149994
2016-09-08,187.5
2016-09-09,182.100006
2016-09-12,184.130005
2016-09-13,181.899994
2016-09-14,182.179993
2016-09-15,186.5
2016-09-16,185.009995
2016-09-19,184.740005
2016-09-20,186.369995
2016-09-21,196.029999
2016-09-22,195.449997
2016-09-23,191.720001
2016-09-26,188.860001
2016-09-27,190.830002
2016-09-28,187.740005
2016-09-29,182.229996
2016-09-30,182.070007
2016-10-03,183.53999299999998
2016-10-04,184.080002
2016-10-05,184.110001
2016-10-06,181.520004
2016-10-07,179.800003
2016-10-10,181.490005
2016-10-11,177.03999299999998
2016-10-12,175.41000400000001
2016-10-13,174.610001
2016-10-14,175.509995
2016-10-17,175.149994
2016-10-18,175.649994
2016-10-19,176.199997
2016-10-20,175.169998
2016-10-21,176.759995
2016-10-24,180.860001
2016-10-25,176.679993
2016-10-26,172.820007
2016-10-27,175.100006
2016-10-28,179.58999599999999
2016-10-31,176.860001
2016-11-01,173.490005
2016-11-02,168.779999
2016-11-03,168.570007
2016-11-04,167.699997
2016-11-07,171.559998
2016-11-08,170.919998
2016-11-09,168.66000400000001
2016-11-10,163.470001
2016-11-11,162.949997
2016-11-14,161.729996
2016-11-15,164.440002
2016-11-16,166.740005
2016-11-17,166.21000700000002
2016-11-18,164.380005
2016-11-21,165.690002
2016-11-22,164.470001
2016-11-23,163.630005
2016-11-25,164.440002
2016-11-28,167.0
2016-11-29,169.179993
2016-11-30,166.949997
2016-12-01,163.080002
2016-12-02,161.669998
2016-12-05,164.320007
2016-12-06,165.169998
2016-12-07,169.330002
2016-12-08,167.75
2016-12-09,170.820007
2016-12-12,168.479996
2016-12-13,171.46000700000002
2016-12-14,169.830002
2016-12-15,165.779999
2016-12-16,164.929993
2016-12-19,163.690002
2016-12-20,165.279999
2016-12-21,163.919998
2016-12-22,162.889999
2016-12-23,163.619995
2016-12-27,164.770004
2016-12-28,165.53999299999998
2016-12-29,166.5
2016-12-30,164.41000400000001
2017-01-03,168.300003
2017-01-04,171.96000700000002
2017-01-05,177.470001
2017-01-06,176.380005
2017-01-09,177.16000400000001
2017-01-10,180.309998
2017-01-11,179.320007
2017-01-12,177.570007
2017-01-13,176.479996
2017-01-17,176.96000700000002
2017-01-18,176.53999299999998
2017-01-19,176.08999599999999
2017-01-20,173.440002
2017-01-23,175.970001
2017-01-24,176.050003
2017-01-25,176.610001
2017-01-26,174.949997
2017-01-27,174.100006
2017-01-30,174.720001
2017-01-31,175.070007
2017-02-01,173.820007
2017-02-02,173.399994
2017-02-03,175.169998
2017-02-06,177.809998
2017-02-07,178.169998
2017-02-08,181.5
2017-02-09,181.5
2017-02-10,183.990005
2017-02-13,184.309998
2017-02-14,182.770004
2017-02-15,183.580002
2017-02-16,184.940002
2017-02-17,185.169998
2017-02-21,185.619995
2017-02-22,186.009995
2017-02-23,184.639999
2017-02-24,175.169998
2017-02-27,172.970001
2017-02-28,174.130005
2017-03-01,175.330002
2017-03-02,174.479996
2017-03-03,173.78999299999998
2017-03-06,173.300003
2017-03-07,173.740005
2017-03-08,173.869995
2017-03-09,173.320007
2017-03-10,172.740005
2017-03-13,173.25
2017-03-14,172.83999599999999
2017-03-15,172.03999299999998
2017-03-16,176.570007
2017-03-17,176.619995
2017-03-20,176.130005
2017-03-21,171.399994
2017-03-22,169.559998
2017-03-23,169.610001
2017-03-24,168.259995
2017-03-27,168.929993
2017-03-28,169.78999299999998
2017-03-29,170.66000400000001
2017-03-30,172.360001
2017-03-31,172.520004
2017-04-03,175.0
2017-04-04,175.199997
2017-04-05,172.919998
2017-04-06,173.380005
2017-04-07,172.440002
2017-04-10,174.220001
2017-04-11,173.009995
2017-04-12,173.610001
2017-04-13,172.610001
2017-04-17,173.309998
2017-04-18,174.470001
2017-04-19,177.809998
2017-04-20,178.639999
2017-04-21,178.080002
2017-04-24,180.029999
2017-04-25,186.990005
2017-04-26,186.669998
2017-04-27,187.860001
2017-04-28,180.229996
2017-05-01,180.059998
2017-05-02,178.639999
2017-05-03,177.399994
2017-05-04,176.71000700000002
2017-05-05,178.029999
2017-05-08,177.470001
2017-05-09,182.979996
2017-05-10,183.570007
2017-05-11,186.600006
2017-05-12,186.830002
2017-05-15,186.139999
2017-05-16,190.639999
2017-05-17,186.050003
2017-05-18,182.429993
2017-05-19,188.759995
2017-05-22,191.690002
2017-05-23,191.800003
2017-05-24,190.630005
2017-05-25,191.949997
2017-05-26,190.389999
2017-05-30,189.880005
2017-05-31,186.100006
2017-06-01,187.259995
2017-06-02,187.600006
2017-06-05,187.309998
2017-06-06,185.75
2017-06-07,187.529999
2017-06-08,185.75
2017-06-09,181.070007
2017-06-12,180.059998
2017-06-13,179.190002
2017-06-14,178.199997
2017-06-15,176.330002
2017-06-16,173.880005
2017-06-19,176.929993
2017-06-20,177.850006
2017-06-21,180.169998
2017-06-22,179.330002
2017-06-23,178.139999
2017-06-26,178.46000700000002
2017-06-27,175.600006
2017-06-28,178.0
2017-06-29,179.630005
2017-06-30,178.860001
2017-07-03,179.970001
2017-07-05,183.830002
2017-07-06,181.78999299999998
2017-07-07,181.399994
2017-07-10,182.929993
2017-07-11,184.41000400000001
2017-07-12,186.759995
2017-07-13,186.919998
2017-07-14,188.550003
2017-07-17,188.229996
2017-07-18,189.509995
2017-07-19,190.91000400000001
2017-07-20,191.320007
2017-07-21,193.179993
2017-07-24,198.649994
2017-07-25,197.050003
2017-07-26,201.169998
2017-07-27,201.0
2017-07-28,220.0
2017-07-31,226.350006
2017-08-01,225.600006
2017-08-02,221.960007
2017-08-03,227.38999900000002
2017-08-04,226.05000299999998
2017-08-07,227.16000400000001
2017-08-08,229.44999700000002
2017-08-09,230.30000299999998
2017-08-10,222.57000699999998
2017-08-11,223.49000499999997
2017-08-14,223.690002
2017-08-15,225.330002
2017-08-16,226.13999900000002
2017-08-17,221.05000299999998
2017-08-18,220.690002
2017-08-21,222.479996
2017-08-22,226.11000099999998
2017-08-23,224.99000499999997
2017-08-24,224.86000099999998
2017-08-25,225.55000299999998
2017-08-28,219.99000499999997
2017-08-29,220.690002
2017-08-30,223.88000499999998
2017-08-31,228.05000299999998
2017-09-01,232.63999900000002
2017-09-05,225.30000299999998
2017-09-06,226.97000099999997
2017-09-07,233.17999300000002
2017-09-08,229.229996
2017-09-11,233.5
2017-09-12,237.600006
2017-09-13,236.41000400000001
2017-09-14,237.330002
2017-09-15,235.210007
2017-09-18,239.07000699999998
2017-09-19,237.850006
2017-09-20,237.960007
2017-09-21,238.919998
2017-09-22,240.57000699999998
2017-09-25,234.49000499999997
2017-09-26,236.190002
2017-09-27,239.82000699999998
2017-09-28,241.27999900000003
2017-09-29,247.690002
2017-10-02,248.669998
2017-10-03,247.0
2017-10-04,243.97000099999997
2017-10-05,245.270004
2017-10-06,247.690002
2017-10-09,252.22000099999997
2017-10-10,262.410004
2017-10-11,260.320007
2017-10-12,259.329987
2017-10-13,262.679993
2017-10-16,272.820007
2017-10-17,270.320007
2017-10-18,268.97000099999997
2017-10-19,264.519989
2017-10-20,264.899994
2017-10-23,266.130005
2017-10-24,264.0
2017-10-25,263.040009
2017-10-26,260.619995
2017-10-27,239.36999500000002
2017-10-30,236.419998
2017-10-31,243.940002
2017-11-01,245.42999300000002
2017-11-02,242.08999599999999
2017-11-03,241.539993
2017-11-06,244.52999900000003
2017-11-07,243.47000099999997
2017-11-08,241.17999300000002
2017-11-09,240.059998
2017-11-10,237.399994
2017-11-13,237.36999500000002
2017-11-14,234.919998
2017-11-15,234.210007
2017-11-16,239.32000699999998
2017-11-17,239.270004
2017-11-20,238.539993
2017-11-21,244.30000299999998
2017-11-22,249.649994
2017-11-24,249.419998
2017-11-27,247.020004
2017-11-28,244.02999900000003
2017-11-29,235.49000499999997
2017-11-30,238.580002
2017-12-01,235.07000699999998
2017-12-04,229.66000400000001
2017-12-05,231.75
2017-12-06,231.149994
2017-12-07,233.00999500000003
2017-12-08,234.58999599999999
2017-12-11,233.539993
2017-12-12,232.729996
2017-12-13,233.24000499999997
2017-12-14,231.82000699999998
2017-12-15,233.479996
2017-12-18,240.92999300000002
2017-12-19,235.61999500000002
2017-12-20,233.36999500000002
2017-12-21,239.49000499999997
2017-12-22,239.05000299999998
2017-12-26,237.830002
2017-12-27,237.710007
2017-12-28,234.74000499999997
2017-12-29,234.210007
2018-01-02,242.399994
2018-01-03,245.55000299999998
2018-01-04,245.729996
2018-01-05,245.13999900000002
2018-01-08,250.82000699999998
2018-01-09,254.729996
2018-01-10,248.94999700000002
2018-01-11,250.22000099999997
2018-01-12,253.039993
2018-01-16,257.77999900000003
2018-01-17,255.49000499999997
2018-01-18,254.960007
2018-01-19,255.979996
2018-01-22,254.33999599999999
2018-01-23,257.350006
2018-01-24,257.959991
2018-01-25,254.13999900000002
2018-01-26,260.25
2018-01-29,253.729996
2018-01-30,244.07000699999998
2018-01-31,246.919998
2018-02-01,240.52999900000003
2018-02-02,233.169998
2018-02-05,225.32000699999998
2018-02-06,228.770004
2018-02-07,222.5
2018-02-08,212.07000699999998
2018-02-09,215.669998
2018-02-12,221.63999900000002
2018-02-13,225.600006
2018-02-14,235.88999900000002
2018-02-15,248.19999700000002
2018-02-16,244.72000099999997
2018-02-20,245.42999300000002
2018-02-21,246.919998
2018-02-22,249.350006
2018-02-23,250.74000499999997
2018-02-26,256.25
2018-02-27,250.460007
2018-02-28,252.33999599999999
2018-03-01,249.75
2018-03-02,250.600006
2018-03-05,254.88999900000002
2018-03-06,258.730011
2018-03-07,257.26001
2018-03-08,257.140015
2018-03-09,263.559998
2018-03-12,265.670013
2018-03-13,258.350006
2018-03-14,259.350006
2018-03-15,262.709991
2018-03-16,262.390015
2018-03-19,252.830002
2018-03-20,254.460007
2018-03-21,250.05000299999998
2018-03-22,236.11000099999998
2018-03-23,230.080002
2018-03-26,235.940002
2018-03-27,230.960007
2018-03-28,223.100006
2018-03-29,223.190002
2018-04-02,220.059998
2018-04-03,220.020004
2018-04-04,224.30000299999998
2018-04-05,225.57000699999998
2018-04-06,219.82000699999998
2018-04-09,224.330002
2018-04-10,231.5
2018-04-11,229.649994
2018-04-12,231.33999599999999
2018-04-13,228.169998
2018-04-16,229.899994
2018-04-17,235.669998
2018-04-18,237.75
2018-04-19,237.11000099999998
2018-04-20,232.5
2018-04-23,231.419998
2018-04-24,231.41000400000001
2018-04-25,231.41000400000001
2018-04-26,238.690002
2018-04-27,251.92999300000002
2018-04-30,250.899994
2018-05-01,252.13000499999998
2018-05-02,249.80000299999998
2018-05-03,252.460007
2018-05-04,251.729996
2018-05-07,253.899994
2018-05-08,263.089996
2018-05-09,261.290009
2018-05-10,268.679993
2018-05-11,269.910004
2018-05-14,272.26001
2018-05-15,271.920013
2018-05-16,284.070007
2018-05-17,279.679993
2018-05-18,253.00999500000003
2018-05-21,240.50999500000003
2018-05-22,239.97000099999997
2018-05-23,240.38999900000002
2018-05-24,240.27999900000003
2018-05-25,243.80000299999998
2018-05-29,242.05000299999998
2018-05-30,241.63000499999998
2018-05-31,242.559998
2018-06-01,248.460007
2018-06-04,260.899994
2018-06-05,259.980011
2018-06-06,263.940002
2018-06-07,264.890015
2018-06-08,263.589996
2018-06-11,269.77999900000003
2018-06-12,267.420013
2018-06-13,270.0
2018-06-14,270.640015
2018-06-15,272.97000099999997
2018-06-18,268.890015
2018-06-19,262.109985
2018-06-20,264.059998
2018-06-21,260.5
2018-06-22,259.0
2018-06-25,250.41000400000001
2018-06-26,250.770004
2018-06-27,243.0
2018-06-28,242.210007
2018-06-29,243.0
2018-07-02,246.25
2018-07-03,246.42999300000002
2018-07-05,244.07000699999998
2018-07-06,251.770004
2018-07-09,261.97000099999997
2018-07-10,261.25
2018-07-11,261.25
2018-07-12,271.450012
2018-07-13,267.190002
2018-07-16,267.079987
2018-07-17,270.019989
2018-07-18,269.420013
2018-07-19,262.420013
2018-07-20,259.980011
2018-07-23,260.380005
2018-07-24,256.480011
2018-07-25,262.910004
2018-07-26,260.350006
2018-07-27,255.08999599999999
2018-07-30,251.399994
2018-07-31,247.17999300000002
2018-08-01,228.07000699999998
2018-08-02,230.460007
2018-08-03,235.649994
2018-08-06,232.960007
2018-08-07,226.669998
2018-08-08,222.0
2018-08-09,219.88999900000002
2018-08-10,220.100006
2018-08-13,217.57000699999998
2018-08-14,216.210007
2018-08-15,213.47000099999997
2018-08-16,217.30000299999998
2018-08-17,222.669998
2018-08-20,223.710007
2018-08-21,223.13000499999998
2018-08-22,223.02999900000003
2018-08-23,219.30000299999998
2018-08-24,224.36000099999998
2018-08-27,228.61000099999998
2018-08-28,225.72000099999997
2018-08-29,225.86999500000002
2018-08-30,224.25
2018-08-31,226.479996
2018-09-04,222.17999300000002
2018-09-05,216.24000499999997
2018-09-06,215.05000299999998
2018-09-07,216.039993
2018-09-10,213.58999599999999
2018-09-11,216.100006
2018-09-12,218.690002
2018-09-13,222.419998
2018-09-14,220.02999900000003
2018-09-17,217.66000400000001
2018-09-18,216.88000499999998
2018-09-19,226.41000400000001
2018-09-20,230.61999500000002
2018-09-21,228.850006
2018-09-24,226.63000499999998
2018-09-25,226.600006
2018-09-26,228.419998
2018-09-27,230.47000099999997
2018-09-28,228.67999300000002
2018-10-01,227.399994
2018-10-02,218.899994
2018-10-03,216.350006
2018-10-04,210.07000699999998
2018-10-05,205.619995
2018-10-08,203.979996
2018-10-09,200.850006
2018-10-10,194.259995
2018-10-11,198.0
2018-10-12,204.360001
2018-10-15,200.119995
2018-10-16,203.21000700000002
2018-10-17,200.720001
2018-10-18,191.880005
2018-10-19,191.919998
2018-10-22,196.190002
2018-10-23,193.419998
2018-10-24,184.470001
2018-10-25,190.429993
2018-10-26,188.509995
2018-10-29,181.75
2018-10-30,183.369995
2018-10-31,190.059998
2018-11-01,201.470001
2018-11-02,194.690002
2018-11-05,190.58999599999999
2018-11-06,192.440002
2018-11-07,195.41000400000001
2018-11-08,188.550003
2018-11-09,183.75
2018-11-12,180.429993
2018-11-13,183.33999599999999
2018-11-14,185.059998
2018-11-15,188.41000400000001
2018-11-16,186.949997
2018-11-19,183.08999599999999
2018-11-20,177.479996
2018-11-21,183.949997
2018-11-23,182.610001
2018-11-26,185.190002
2018-11-27,182.78999299999998
2018-11-28,188.440002
2018-11-29,183.220001
2018-11-30,188.279999
2018-12-03,191.330002
2018-12-04,182.66000400000001
2018-12-06,180.699997
2018-12-07,179.559998
2018-12-10,179.199997
2018-12-11,176.850006
2018-12-12,179.75
2018-12-13,179.899994
2018-12-14,177.53999299999998
2018-12-17,169.860001
2018-12-18,167.610001
2018-12-19,162.479996
2018-12-20,160.360001
2018-12-21,157.419998
2018-12-24,157.119995
2018-12-26,163.03999299999998
2018-12-27,161.580002
2018-12-28,162.169998
2018-12-31,158.600006
2019-01-02,162.25
2019-01-03,154.71000700000002
2019-01-04,160.949997
2019-01-07,162.600006
2019-01-08,163.399994
2019-01-09,166.639999
2019-01-10,168.350006
2019-01-11,166.110001
2019-01-14,163.029999
2019-01-15,167.929993
2019-01-16,169.75
2019-01-17,168.110001
2019-01-18,171.360001
2019-01-22,160.389999
2019-01-23,163.259995
2019-01-24,162.699997
2019-01-25,167.100006
2019-01-28,167.5
2019-01-29,165.270004
2019-01-30,169.33999599999999
2019-01-31,172.630005
2019-02-01,171.270004
2019-02-04,173.940002
2019-02-05,176.229996
2019-02-06,173.850006
2019-02-07,171.580002
2019-02-08,169.899994
2019-02-11,168.059998
2019-02-12,170.25
2019-02-13,173.820007
2019-02-14,174.080002
2019-02-15,170.059998
2019-02-19,172.449997
2019-02-20,171.179993
2019-02-21,171.809998
2019-02-22,167.169998
2019-02-25,165.0
2019-02-26,161.979996
2019-02-27,162.169998
2019-02-28,162.53999299999998
2019-03-01,162.08999599999999
2019-03-04,160.919998
2019-03-05,167.740005
2019-03-06,170.240005
2019-03-07,165.720001
2019-03-08,163.649994
2019-03-11,166.96000700000002
2019-03-12,166.990005
2019-03-13,168.169998
2019-03-14,167.740005
2019-03-15,170.479996
2019-03-18,171.169998
2019-03-19,170.729996
2019-03-20,170.169998
2019-03-21,171.770004
2019-03-22,166.729996
2019-03-25,166.880005
2019-03-26,167.199997
2019-03-27,164.28999299999998
2019-03-28,164.110001
2019-03-29,164.850006
2019-04-01,170.399994
2019-04-02,170.979996
2019-04-03,174.91000400000001
2019-04-04,179.130005
2019-04-05,181.550003
2019-04-08,184.770004
2019-04-09,181.0
2019-04-10,177.03999299999998
2019-04-11,171.199997
2019-04-12,173.08999599999999
2019-04-15,168.669998
2019-04-16,170.279999
2019-04-17,170.330002
2019-04-18,171.020004
2019-04-22,169.369995
2019-04-23,173.28999299999998
2019-04-24,169.300003
