Date,KOS
2016-05-24,5.23
2016-05-25,5.36
2016-05-26,5.47
2016-05-27,5.32
2016-05-31,5.74
2016-06-01,5.6
2016-06-02,5.6
2016-06-03,5.62
2016-06-06,5.81
2016-06-07,5.87
2016-06-08,5.78
2016-06-09,5.82
2016-06-10,5.66
2016-06-13,5.64
2016-06-14,5.5
2016-06-15,5.43
2016-06-16,5.19
2016-06-17,5.48
2016-06-20,5.72
2016-06-21,5.78
2016-06-22,5.62
2016-06-23,5.81
2016-06-24,5.4
2016-06-27,5.1
2016-06-28,5.43
2016-06-29,5.4
2016-06-30,5.45
2016-07-01,5.7
2016-07-05,5.58
2016-07-06,5.65
2016-07-07,5.63
2016-07-08,5.67
2016-07-11,5.71
2016-07-12,6.14
2016-07-13,5.95
2016-07-14,5.89
2016-07-15,5.88
2016-07-18,5.8
2016-07-19,5.58
2016-07-20,5.63
2016-07-21,5.52
2016-07-22,5.52
2016-07-25,5.43
2016-07-26,5.5
2016-07-27,5.45
2016-07-28,5.48
2016-07-29,5.55
2016-08-01,5.33
2016-08-02,5.3
2016-08-03,5.44
2016-08-04,5.56
2016-08-05,5.61
2016-08-08,5.54
2016-08-09,5.41
2016-08-10,5.31
2016-08-11,5.58
2016-08-12,5.68
2016-08-15,5.89
2016-08-16,5.87
2016-08-17,5.76
2016-08-18,6.2
2016-08-19,6.27
2016-08-22,6.0
2016-08-23,6.12
2016-08-24,6.01
2016-08-25,6.02
2016-08-26,5.95
2016-08-29,6.0
2016-08-30,5.9
2016-08-31,6.21
2016-09-01,6.07
2016-09-02,6.15
2016-09-06,6.24
2016-09-07,6.36
2016-09-08,6.49
2016-09-09,6.14
2016-09-12,6.12
2016-09-13,5.95
2016-09-14,5.79
2016-09-15,5.82
2016-09-16,6.02
2016-09-19,5.89
2016-09-20,5.8
2016-09-21,6.05
2016-09-22,6.08
2016-09-23,5.75
2016-09-26,5.83
2016-09-27,5.67
2016-09-28,6.13
2016-09-29,6.39
2016-09-30,6.41
2016-10-03,6.5
2016-10-04,6.19
2016-10-05,6.32
2016-10-06,6.46
2016-10-07,6.37
2016-10-10,6.53
2016-10-11,6.34
2016-10-12,6.25
2016-10-13,6.27
2016-10-14,6.2
2016-10-17,6.13
2016-10-18,6.06
2016-10-19,6.25
2016-10-20,6.22
2016-10-21,6.16
2016-10-24,6.1
2016-10-25,5.79
2016-10-26,5.72
2016-10-27,5.62
2016-10-28,5.45
2016-10-31,5.21
2016-11-01,5.22
2016-11-02,5.01
2016-11-03,5.01
2016-11-04,4.81
2016-11-07,4.7
2016-11-08,4.62
2016-11-09,4.81
2016-11-10,4.67
2016-11-11,4.63
2016-11-14,4.78
2016-11-15,4.97
2016-11-16,4.83
2016-11-17,4.76
2016-11-18,4.9
2016-11-21,5.03
2016-11-22,5.03
2016-11-23,5.11
2016-11-25,4.92
2016-11-28,5.06
2016-11-29,4.63
2016-11-30,5.3
2016-12-01,5.18
2016-12-02,5.1
2016-12-05,5.11
2016-12-06,5.36
2016-12-07,5.4
2016-12-08,5.63
2016-12-09,5.76
2016-12-12,5.83
2016-12-13,5.87
2016-12-14,5.63
2016-12-15,5.81
2016-12-16,5.73
2016-12-19,6.32
2016-12-20,6.55
2016-12-21,6.63
2016-12-22,6.73
2016-12-23,6.93
2016-12-27,7.05
2016-12-28,6.99
2016-12-29,7.01
2016-12-30,7.01
2017-01-03,7.25
2017-01-04,7.21
2017-01-05,7.08
2017-01-06,7.08
2017-01-09,6.94
2017-01-10,6.99
2017-01-11,7.06
2017-01-12,6.63
2017-01-13,6.54
2017-01-17,6.56
2017-01-18,6.72
2017-01-19,6.71
2017-01-20,6.51
2017-01-23,6.39
2017-01-24,6.35
2017-01-25,6.32
2017-01-26,6.38
2017-01-27,6.4
2017-01-30,6.43
2017-01-31,6.54
2017-02-01,6.53
2017-02-02,6.57
2017-02-03,6.53
2017-02-06,6.51
2017-02-07,6.34
2017-02-08,6.25
2017-02-09,6.26
2017-02-10,6.29
2017-02-13,6.21
2017-02-14,6.23
2017-02-15,6.19
2017-02-16,6.02
2017-02-17,5.91
2017-02-21,6.09
2017-02-22,6.03
2017-02-23,6.01
2017-02-24,5.99
2017-02-27,6.01
2017-02-28,6.14
2017-03-01,6.31
2017-03-02,6.11
2017-03-03,5.99
2017-03-06,6.05
2017-03-07,5.84
2017-03-08,5.59
2017-03-09,5.91
2017-03-10,5.87
2017-03-13,6.02
2017-03-14,5.86
2017-03-15,5.91
2017-03-16,5.85
2017-03-17,5.85
2017-03-20,5.99
2017-03-21,5.77
2017-03-22,5.67
2017-03-23,5.66
2017-03-24,5.89
2017-03-27,5.99
2017-03-28,6.17
2017-03-29,6.39
2017-03-30,6.42
2017-03-31,6.66
2017-04-03,6.74
2017-04-04,6.93
2017-04-05,6.84
2017-04-06,6.96
2017-04-07,6.57
2017-04-10,6.58
2017-04-11,6.44
2017-04-12,6.29
2017-04-13,6.02
2017-04-17,6.1
2017-04-18,5.86
2017-04-19,5.75
2017-04-20,5.72
2017-04-21,5.69
2017-04-24,5.69
2017-04-25,5.85
2017-04-26,6.11
2017-04-27,6.03
2017-04-28,6.01
2017-05-01,5.99
2017-05-02,5.96
2017-05-03,5.94
2017-05-04,5.72
2017-05-05,5.95
2017-05-08,6.83
2017-05-09,6.37
2017-05-10,6.7
2017-05-11,6.84
2017-05-12,6.81
2017-05-15,7.3
2017-05-16,7.28
2017-05-17,7.07
2017-05-18,6.97
2017-05-19,7.59
2017-05-22,7.84
2017-05-23,7.17
2017-05-24,6.99
2017-05-25,6.65
2017-05-26,6.63
2017-05-30,6.35
2017-05-31,6.0
2017-06-01,6.12
2017-06-02,6.06
2017-06-05,6.05
2017-06-06,6.27
2017-06-07,6.06
2017-06-08,6.05
2017-06-09,6.15
2017-06-12,6.25
2017-06-13,6.45
2017-06-14,6.17
2017-06-15,5.96
2017-06-16,6.19
2017-06-19,5.92
2017-06-20,5.93
2017-06-21,5.8
2017-06-22,5.91
2017-06-23,6.06
2017-06-26,6.13
2017-06-27,6.07
2017-06-28,6.12
2017-06-29,6.31
2017-06-30,6.41
2017-07-03,6.52
2017-07-05,6.47
2017-07-06,6.19
2017-07-07,6.21
2017-07-10,6.27
2017-07-11,6.34
2017-07-12,6.33
2017-07-13,6.33
2017-07-14,6.42
2017-07-17,6.43
2017-07-18,6.28
2017-07-19,6.44
2017-07-20,6.41
2017-07-21,6.23
2017-07-24,6.26
2017-07-25,6.43
2017-07-26,6.57
2017-07-27,6.58
2017-07-28,6.6
2017-07-31,6.6
2017-08-01,6.48
2017-08-02,6.54
2017-08-03,6.19
2017-08-04,6.55
2017-08-07,6.85
2017-08-08,7.08
2017-08-09,7.13
2017-08-10,6.75
2017-08-11,6.83
2017-08-14,6.76
2017-08-15,6.72
2017-08-16,6.6
2017-08-17,6.75
2017-08-18,6.91
2017-08-21,6.57
2017-08-22,6.72
2017-08-23,7.0
2017-08-24,6.93
2017-08-25,6.92
2017-08-28,6.86
2017-08-29,6.81
2017-08-30,6.89
2017-08-31,7.04
2017-09-01,7.17
2017-09-05,7.27
2017-09-06,7.27
2017-09-07,7.38
2017-09-08,7.08
2017-09-11,7.12
2017-09-12,7.23
2017-09-13,7.34
2017-09-14,7.31
2017-09-15,7.34
2017-09-18,7.56
2017-09-19,7.61
2017-09-20,7.78
2017-09-21,7.86
2017-09-22,7.86
2017-09-25,7.97
2017-09-26,8.09
2017-09-27,8.13
2017-09-28,7.99
2017-09-29,7.96
2017-10-02,7.89
2017-10-03,7.7
2017-10-04,7.5
2017-10-05,7.7
2017-10-06,7.61
2017-10-09,7.56
2017-10-10,7.51
2017-10-11,7.64
2017-10-12,7.69
2017-10-13,7.63
2017-10-16,7.53
2017-10-17,7.61
2017-10-18,7.5
2017-10-19,7.53
2017-10-20,7.51
2017-10-23,7.44
2017-10-24,7.57
2017-10-25,7.62
2017-10-26,7.68
2017-10-27,7.77
2017-10-30,7.84
2017-10-31,7.68
2017-11-01,8.02
2017-11-02,7.93
2017-11-03,8.1
2017-11-06,8.47
2017-11-07,8.53
2017-11-08,8.29
2017-11-09,8.31
2017-11-10,8.37
2017-11-13,8.26
2017-11-14,7.87
2017-11-15,7.84
2017-11-16,7.78
2017-11-17,7.91
2017-11-20,7.91
2017-11-21,7.89
2017-11-22,8.01
2017-11-24,8.11
2017-11-27,7.87
2017-11-28,7.91
2017-11-29,7.82
2017-11-30,7.98
2017-12-01,7.99
2017-12-04,7.74
2017-12-05,7.7
2017-12-06,7.5
2017-12-07,7.55
2017-12-08,7.71
2017-12-11,7.84
2017-12-12,6.75
2017-12-13,6.61
2017-12-14,6.67
2017-12-15,6.75
2017-12-18,6.85
2017-12-19,6.84
2017-12-20,6.94
2017-12-21,6.99
2017-12-22,6.89
2017-12-26,6.96
2017-12-27,6.86
2017-12-28,6.93
2017-12-29,6.85
2018-01-02,6.98
2018-01-03,6.98
2018-01-04,6.99
2018-01-05,6.93
2018-01-08,6.79
2018-01-09,6.64
2018-01-10,6.83
2018-01-11,6.86
2018-01-12,6.98
2018-01-16,6.86
2018-01-17,6.98
2018-01-18,6.79
2018-01-19,6.9
2018-01-22,6.99
2018-01-23,7.07
2018-01-24,7.64
2018-01-25,7.45
2018-01-26,7.47
2018-01-29,7.18
2018-01-30,6.94
2018-01-31,6.91
2018-02-01,6.96
2018-02-02,6.66
2018-02-05,5.74
2018-02-06,5.86
2018-02-07,5.48
2018-02-08,5.37
2018-02-09,5.51
2018-02-12,5.34
2018-02-13,5.3
2018-02-14,5.71
2018-02-15,5.9
2018-02-16,5.73
2018-02-20,5.71
2018-02-21,5.6
2018-02-22,5.64
2018-02-23,5.72
2018-02-26,6.09
2018-02-27,5.79
2018-02-28,5.39
2018-03-01,5.55
2018-03-02,5.59
2018-03-05,5.6
2018-03-06,5.61
2018-03-07,5.56
2018-03-08,5.66
2018-03-09,5.9
2018-03-12,5.88
2018-03-13,6.07
2018-03-14,6.07
2018-03-15,6.06
2018-03-16,6.31
2018-03-19,6.06
2018-03-20,6.18
2018-03-21,6.33
2018-03-22,6.13
2018-03-23,6.25
2018-03-26,6.36
2018-03-27,6.13
2018-03-28,6.09
2018-03-29,6.3
2018-04-02,5.95
2018-04-03,6.02
2018-04-04,6.04
2018-04-05,6.25
2018-04-06,6.16
2018-04-09,6.17
2018-04-10,6.24
2018-04-11,6.48
2018-04-12,6.47
2018-04-13,6.67
2018-04-16,6.63
2018-04-17,6.67
2018-04-18,6.76
2018-04-19,6.77
2018-04-20,6.9
2018-04-23,6.88
2018-04-24,6.71
2018-04-25,6.84
2018-04-26,7.15
2018-04-27,6.92
2018-04-30,7.04
2018-05-01,7.0
2018-05-02,7.08
2018-05-03,7.0
2018-05-04,6.89
2018-05-07,7.24
2018-05-08,7.09
2018-05-09,7.04
2018-05-10,7.05
2018-05-11,6.99
2018-05-14,7.2
2018-05-15,7.28
2018-05-16,7.41
2018-05-17,7.52
2018-05-18,7.83
2018-05-21,7.64
2018-05-22,7.51
2018-05-23,7.43
2018-05-24,7.43
2018-05-25,7.1
2018-05-29,7.43
2018-05-30,7.79
2018-05-31,7.77
2018-06-01,7.95
2018-06-04,7.83
2018-06-05,7.82
2018-06-06,7.85
2018-06-07,8.0
2018-06-08,7.95
2018-06-11,8.11
2018-06-12,8.15
2018-06-13,8.18
2018-06-14,8.05
2018-06-15,7.75
2018-06-18,8.16
2018-06-19,8.17
2018-06-20,8.13
2018-06-21,7.81
2018-06-22,8.45
2018-06-25,8.08
2018-06-26,7.87
2018-06-27,7.99
2018-06-28,8.26
2018-06-29,8.27
2018-07-02,7.86
2018-07-03,8.03
2018-07-05,8.2
2018-07-06,8.67
2018-07-09,8.9
2018-07-10,8.77
2018-07-11,8.61
2018-07-12,8.53
2018-07-13,8.45
2018-07-16,8.2
2018-07-17,8.17
2018-07-18,8.16
2018-07-19,8.14
2018-07-20,7.94
2018-07-23,7.78
2018-07-24,7.76
2018-07-25,7.92
2018-07-26,7.77
2018-07-27,7.62
2018-07-30,7.69
2018-07-31,7.58
2018-08-01,7.68
2018-08-02,7.68
2018-08-03,7.64
2018-08-06,7.62
2018-08-07,8.04
2018-08-08,8.08
2018-08-09,7.99
2018-08-10,8.46
2018-08-13,8.36
2018-08-14,8.41
2018-08-15,7.68
2018-08-16,7.77
2018-08-17,7.88
2018-08-20,8.08
2018-08-21,8.28
2018-08-22,8.45
2018-08-23,8.44
2018-08-24,8.61
2018-08-27,8.7
2018-08-28,8.79
2018-08-29,8.91
2018-08-30,9.13
2018-08-31,9.04
2018-09-04,8.9
2018-09-05,8.69
2018-09-06,8.39
2018-09-07,8.37
2018-09-10,8.29
2018-09-11,8.57
2018-09-12,8.71
2018-09-13,8.8
2018-09-14,9.06
2018-09-17,9.0
2018-09-18,9.31
2018-09-19,9.36
2018-09-20,9.45
2018-09-21,9.51
2018-09-24,9.48
2018-09-25,9.65
2018-09-26,9.32
2018-09-27,9.31
2018-09-28,9.35
2018-10-01,9.6
2018-10-02,9.55
2018-10-03,9.71
2018-10-04,9.25
2018-10-05,9.21
2018-10-08,9.2
2018-10-09,9.24
2018-10-10,8.53
2018-10-11,8.28
2018-10-12,8.24
2018-10-15,8.18
2018-10-16,8.32
2018-10-17,8.12
2018-10-18,7.77
2018-10-19,7.69
2018-10-22,7.53
2018-10-23,6.92
2018-10-24,6.45
2018-10-25,6.57
2018-10-26,6.51
2018-10-29,6.12
2018-10-30,6.37
2018-10-31,6.49
2018-11-01,6.76
2018-11-02,6.5
2018-11-05,6.29
2018-11-06,5.93
2018-11-07,6.12
2018-11-08,5.91
2018-11-09,6.04
2018-11-12,5.59
2018-11-13,5.35
2018-11-14,5.67
2018-11-15,5.67
2018-11-16,5.55
2018-11-19,5.78
2018-11-20,5.27
2018-11-21,5.84
2018-11-23,5.68
2018-11-26,5.77
2018-11-27,5.65
2018-11-28,5.57
2018-11-29,5.52
2018-11-30,5.38
2018-12-03,5.82
2018-12-04,5.24
2018-12-06,5.17
2018-12-07,5.04
2018-12-10,4.73
2018-12-11,4.67
2018-12-12,4.65
2018-12-13,4.5
2018-12-14,4.28
2018-12-17,4.16
2018-12-18,3.83
2018-12-19,3.77
2018-12-20,3.72
2018-12-21,3.89
2018-12-24,3.65
2018-12-26,4.12
2018-12-27,4.15
2018-12-28,3.98
2018-12-31,4.07
2019-01-02,4.12
2019-01-03,4.22
2019-01-04,4.6
2019-01-07,4.7
2019-01-08,4.63
2019-01-09,4.95
2019-01-10,5.11
2019-01-11,5.22
2019-01-14,4.92
2019-01-15,5.15
2019-01-16,5.1
2019-01-17,5.09
2019-01-18,5.09
2019-01-22,4.81
2019-01-23,4.76
2019-01-24,4.78
2019-01-25,4.91
2019-01-28,4.95
2019-01-29,4.95
2019-01-30,5.13
2019-01-31,5.13
2019-02-01,5.2
2019-02-04,5.31
2019-02-05,5.27
2019-02-06,5.24
2019-02-07,5.12
2019-02-08,5.11
2019-02-11,5.27
2019-02-12,5.48
2019-02-13,5.52
2019-02-14,5.77
2019-02-15,5.94
2019-02-19,5.62
2019-02-20,5.82
2019-02-21,5.69
2019-02-22,5.8
2019-02-25,6.36
2019-02-26,6.51
2019-02-27,6.78
2019-02-28,6.4
2019-03-01,6.42
2019-03-04,6.43
2019-03-05,6.35
2019-03-06,6.23
2019-03-07,6.09
2019-03-08,5.8
2019-03-11,6.1
2019-03-12,6.17
2019-03-13,6.17
2019-03-14,6.15
2019-03-15,5.93
2019-03-18,6.0
2019-03-19,5.95
2019-03-20,6.02
2019-03-21,6.15
2019-03-22,5.85
2019-03-25,5.86
2019-03-26,6.12
2019-03-27,5.91
2019-03-28,5.97
2019-03-29,6.23
2019-04-01,6.47
2019-04-02,6.59
2019-04-03,6.44
2019-04-04,6.59
2019-04-05,6.96
2019-04-08,6.75
2019-04-09,6.48
2019-04-10,6.45
2019-04-11,6.4
2019-04-12,6.58
2019-04-15,6.68
2019-04-16,6.87
2019-04-17,6.87
2019-04-18,6.83
2019-04-22,6.98
2019-04-23,6.86
2019-04-24,6.71
2019-04-25,6.37
2019-04-26,6.41
2019-04-29,6.37
2019-04-30,6.69
2019-05-01,6.63
2019-05-02,6.41
2019-05-03,6.6
2019-05-06,6.46
2019-05-07,6.55
2019-05-08,6.67
2019-05-09,6.6
2019-05-10,6.6
2019-05-13,6.57
2019-05-14,6.5
2019-05-15,6.71
2019-05-16,6.73
2019-05-17,6.5
2019-05-20,6.52
2019-05-21,6.66
2019-05-22,6.56
2019-05-23,6.1
2019-05-24,6.16
2019-05-28,6.22
2019-05-29,6.45
2019-05-30,6.09
2019-05-31,6.16
2019-06-03,6.2
2019-06-04,6.09
2019-06-05,5.58
2019-06-06,5.68
2019-06-07,5.82
2019-06-10,5.64
2019-06-11,5.81
2019-06-12,5.69
2019-06-13,5.89
2019-06-14,5.79
2019-06-17,5.99
2019-06-18,6.19
2019-06-19,5.98
2019-06-20,6.26
2019-06-21,6.32
2019-06-24,6.26
2019-06-25,6.19
2019-06-26,6.19
2019-06-27,6.21
2019-06-28,6.27
2019-07-01,6.41
2019-07-02,5.99
2019-07-03,5.96
2019-07-05,6.02
2019-07-08,5.98
2019-07-09,5.93
2019-07-10,5.94
2019-07-11,5.8
2019-07-12,5.84
2019-07-15,5.73
2019-07-16,5.61
2019-07-17,5.57
2019-07-18,5.69
2019-07-19,5.72
2019-07-22,5.78
2019-07-23,5.78
2019-07-24,5.76
2019-07-25,5.64
2019-07-26,5.65
2019-07-29,5.65
2019-07-30,6.02
2019-07-31,6.01
2019-08-01,5.87
2019-08-02,5.64
2019-08-05,5.73
2019-08-06,6.11
2019-08-07,6.32
2019-08-08,6.3
2019-08-09,6.21
2019-08-12,6.37
2019-08-13,6.48
2019-08-14,6.36
2019-08-15,6.11
2019-08-16,6.26
2019-08-19,6.35
2019-08-20,6.39
2019-08-21,6.4
2019-08-22,6.33
2019-08-23,5.88
2019-08-26,5.9
2019-08-27,5.92
2019-08-28,6.05
2019-08-29,6.42
2019-08-30,6.32
2019-09-03,6.06
2019-09-04,6.24
2019-09-05,6.29
2019-09-06,6.18
2019-09-09,6.47
2019-09-10,6.47
2019-09-11,6.32
2019-09-12,6.13
2019-09-13,6.28
2019-09-16,6.88
2019-09-17,6.53
2019-09-18,6.57
2019-09-19,6.56
2019-09-20,6.66
2019-09-23,6.69
2019-09-24,6.72
2019-09-25,6.69
2019-09-26,6.54
2019-09-27,6.3
2019-09-30,6.24
2019-10-01,6.02
2019-10-02,5.65
2019-10-03,5.7
2019-10-04,5.45
2019-10-07,5.41
2019-10-08,5.28
2019-10-09,5.32
2019-10-10,5.35
2019-10-11,5.6
2019-10-14,5.59
2019-10-15,5.48
2019-10-16,5.51
2019-10-17,5.55
2019-10-18,5.58
2019-10-21,5.53
2019-10-22,5.73
2019-10-23,5.83
2019-10-24,5.8
2019-10-25,5.88
2019-10-28,5.99
2019-10-29,6.24
2019-10-30,6.12
2019-10-31,6.2
2019-11-01,6.32
2019-11-04,6.66
2019-11-05,6.86
2019-11-06,6.83
2019-11-07,7.33
2019-11-08,7.33
2019-11-11,7.31
2019-11-12,7.48
2019-11-13,7.31
2019-11-14,7.08
2019-11-15,7.22
2019-11-18,6.97
2019-11-19,6.88
2019-11-20,6.94
2019-11-21,7.21
2019-11-22,6.95
2019-11-25,6.86
2019-11-26,6.41
2019-11-27,6.24
2019-11-29,5.97
2019-12-02,5.9
2019-12-03,5.97
2019-12-04,6.14
2019-12-05,6.0
2019-12-06,6.04
2019-12-09,5.19
2019-12-10,5.05
2019-12-11,5.16
2019-12-12,5.33
2019-12-13,5.29
2019-12-16,5.49
2019-12-17,5.7
2019-12-18,5.51
2019-12-19,5.41
2019-12-20,5.5
2019-12-23,5.5
2019-12-24,5.55
2019-12-26,5.6
2019-12-27,5.61
2019-12-30,5.56
2019-12-31,5.7
2020-01-02,5.65
2020-01-03,5.98
2020-01-06,6.1
2020-01-07,6.22
2020-01-08,6.04
2020-01-09,6.25
2020-01-10,6.26
2020-01-13,6.26
2020-01-14,6.52
2020-01-15,6.68
2020-01-16,6.57
2020-01-17,6.57
2020-01-21,6.46
2020-01-22,6.23
2020-01-23,6.17
2020-01-24,5.98
2020-01-27,5.85
2020-01-28,5.96
2020-01-29,5.62
2020-01-30,5.44
2020-01-31,5.11
2020-02-03,5.09
2020-02-04,5.24
2020-02-05,5.56
2020-02-06,5.44
2020-02-07,5.32
2020-02-10,5.25
2020-02-11,5.24
2020-02-12,5.4
2020-02-13,5.38
2020-02-14,5.39
2020-02-18,5.25
2020-02-19,5.22
2020-02-20,5.28
2020-02-21,4.97
2020-02-24,4.04
2020-02-25,3.74
2020-02-26,3.41
2020-02-27,3.03
2020-02-28,3.05
2020-03-02,2.91
2020-03-03,2.65
2020-03-04,2.61
2020-03-05,2.43
2020-03-06,1.95
2020-03-09,0.8
2020-03-10,1.19
2020-03-11,1.21
2020-03-12,1.14
2020-03-13,1.12
2020-03-16,0.67
2020-03-17,0.69
2020-03-18,0.56
2020-03-19,0.53
2020-03-20,0.61
2020-03-23,0.7
2020-03-24,0.81
2020-03-25,0.98
2020-03-26,1.01
2020-03-27,0.86
2020-03-30,0.86
2020-03-31,0.9
2020-04-01,0.77
2020-04-02,0.83
2020-04-03,0.9
2020-04-06,1.06
2020-04-07,0.91
2020-04-08,0.92
2020-04-09,0.93
2020-04-13,0.9
2020-04-14,0.89
2020-04-15,0.87
2020-04-16,0.88
2020-04-17,0.95
2020-04-20,0.97
2020-04-21,1.03
2020-04-22,1.15
2020-04-23,1.21
2020-04-24,1.18
2020-04-27,1.21
2020-04-28,1.3
2020-04-29,1.44
2020-04-30,1.65
2020-05-01,1.46
2020-05-04,1.65
2020-05-05,1.5
2020-05-06,1.46
2020-05-07,1.38
2020-05-08,1.49
