Date,NMIH
2018-11-09,20.450001
2018-11-12,20.51
2018-11-13,20.690001000000002
2018-11-14,20.129998999999998
2018-11-15,20.65
2018-11-16,20.26
2018-11-19,19.59
2018-11-20,18.719998999999998
2018-11-21,18.98
2018-11-23,18.99
2018-11-26,19.450001
2018-11-27,19.040001
2018-11-28,19.809998999999998
2018-11-29,19.6
2018-11-30,19.540001
2018-12-03,20.450001
2018-12-04,18.76
2018-12-06,18.969998999999998
2018-12-07,18.280001000000002
2018-12-10,18.129998999999998
2018-12-11,18.700001
2018-12-12,18.780001000000002
2018-12-13,18.559998999999998
2018-12-14,18.030001000000002
2018-12-17,17.780001000000002
2018-12-18,17.59
2018-12-19,16.799999
2018-12-20,16.5
2018-12-21,16.190001000000002
2018-12-24,16.030001000000002
2018-12-26,17.33
2018-12-27,17.440001000000002
2018-12-28,17.59
2018-12-31,17.85
2019-01-02,17.860001
2019-01-03,17.469998999999998
2019-01-04,18.139999
2019-01-07,18.26
2019-01-08,18.5
2019-01-09,18.549999
2019-01-10,19.110001
2019-01-11,19.08
2019-01-14,19.1
2019-01-15,19.459999
2019-01-16,19.84
2019-01-17,19.799999
2019-01-18,20.0
2019-01-22,19.85
2019-01-23,20.530001000000002
2019-01-24,20.879998999999998
2019-01-25,21.700001
2019-01-28,21.549999
2019-01-29,21.76
2019-01-30,21.67
2019-01-31,22.0
2019-02-01,22.219998999999998
2019-02-04,22.299999
2019-02-05,21.940001000000002
2019-02-06,21.950001
2019-02-07,21.98
2019-02-08,21.879998999999998
2019-02-11,22.16
2019-02-12,22.6
2019-02-13,22.190001000000002
2019-02-14,22.790001
2019-02-15,23.790001
2019-02-19,24.360001
2019-02-20,24.75
2019-02-21,24.639999
2019-02-22,24.73
2019-02-25,24.209999
2019-02-26,24.309998999999998
2019-02-27,24.389999
2019-02-28,24.15
2019-03-01,24.42
2019-03-04,24.33
2019-03-05,24.530001000000002
2019-03-06,24.790001
2019-03-07,24.73
2019-03-08,24.74
2019-03-11,25.48
2019-03-12,25.91
2019-03-13,26.15
2019-03-14,25.93
2019-03-15,25.73
2019-03-18,26.190001000000002
2019-03-19,25.93
2019-03-20,25.780001000000002
2019-03-21,26.469998999999998
2019-03-22,25.299999
2019-03-25,25.1
2019-03-26,25.59
2019-03-27,25.52
2019-03-28,26.23
2019-03-29,25.870001000000002
2019-04-01,26.68
2019-04-02,27.049999
2019-04-03,26.200001
2019-04-04,26.639999
2019-04-05,26.92
2019-04-08,27.629998999999998
2019-04-09,26.549999
2019-04-10,27.0
2019-04-11,27.01
2019-04-12,26.959999
2019-04-15,26.99
2019-04-16,27.34
2019-04-17,27.08
2019-04-18,26.49
2019-04-22,26.82
2019-04-23,27.33
2019-04-24,27.709999
2019-04-25,27.969998999999998
2019-04-26,28.139999
2019-04-29,28.040001
2019-04-30,28.08
2019-05-01,27.84
2019-05-02,28.08
2019-05-03,27.4
2019-05-06,28.139999
2019-05-07,27.43
2019-05-08,27.280001000000002
2019-05-09,27.559998999999998
2019-05-10,27.440001000000002
2019-05-13,25.92
2019-05-14,26.639999
2019-05-15,26.91
2019-05-16,27.219998999999998
2019-05-17,27.24
2019-05-20,27.75
2019-05-21,28.24
2019-05-22,28.219998999999998
2019-05-23,27.540001
2019-05-24,27.83
2019-05-28,28.040001
2019-05-29,28.08
2019-05-30,27.889999
2019-05-31,27.26
2019-06-03,26.790001
2019-06-04,27.700001
2019-06-05,28.190001000000002
2019-06-06,28.32
2019-06-07,29.18
2019-06-10,30.290001
2019-06-11,28.98
2019-06-12,29.01
2019-06-13,28.790001
2019-06-14,28.84
2019-06-17,29.059998999999998
2019-06-18,29.85
2019-06-19,30.610001
2019-06-20,30.790001
2019-06-21,29.65
2019-06-24,28.950001
2019-06-25,27.73
2019-06-26,28.07
2019-06-27,28.389999
2019-06-28,28.389999
2019-07-01,28.77
2019-07-02,28.700001
2019-07-03,28.66
2019-07-05,28.9
2019-07-08,28.49
2019-07-09,28.120001000000002
2019-07-10,28.209999
2019-07-11,28.26
2019-07-12,29.08
2019-07-15,27.389999
2019-07-16,27.309998999999998
2019-07-17,26.969998999999998
2019-07-18,27.309998999999998
2019-07-19,26.52
2019-07-22,26.52
2019-07-23,26.889999
2019-07-24,27.780001000000002
2019-07-25,26.0
2019-07-26,24.629998999999998
2019-07-29,25.200001
2019-07-30,25.299999
2019-07-31,24.879998999999998
2019-08-01,25.5
2019-08-02,25.98
2019-08-05,25.09
2019-08-06,26.01
2019-08-07,26.639999
2019-08-08,27.49
2019-08-09,27.41
2019-08-12,27.23
2019-08-13,27.440001000000002
2019-08-14,26.719998999999998
2019-08-15,27.07
2019-08-16,27.809998999999998
2019-08-19,27.91
2019-08-20,27.23
2019-08-21,27.450001
2019-08-22,28.370001000000002
2019-08-23,28.0
2019-08-26,28.52
2019-08-27,27.82
2019-08-28,28.209999
2019-08-29,28.65
2019-08-30,28.34
2019-09-03,28.08
2019-09-04,27.889999
2019-09-05,27.950001
2019-09-06,27.51
2019-09-09,27.76
2019-09-10,26.91
2019-09-11,27.18
2019-09-12,27.129998999999998
2019-09-13,26.42
2019-09-16,27.360001
2019-09-17,27.889999
2019-09-18,27.200001
2019-09-19,27.42
2019-09-20,28.049999
2019-09-23,27.74
2019-09-24,27.290001
2019-09-25,28.0
2019-09-26,27.870001000000002
2019-09-27,26.950001
2019-09-30,26.26
2019-10-01,26.559998999999998
2019-10-02,26.309998999999998
2019-10-03,26.41
2019-10-04,27.23
2019-10-07,27.07
2019-10-08,26.280001000000002
2019-10-09,26.709999
2019-10-10,26.495001000000002
2019-10-11,26.950001
2019-10-14,26.93
2019-10-15,28.379998999999998
2019-10-16,27.959999
2019-10-17,27.99
2019-10-18,27.82
2019-10-21,29.379998999999998
2019-10-22,29.799999
2019-10-23,29.879998999999998
2019-10-24,29.49
2019-10-25,29.41
2019-10-28,29.370001000000002
2019-10-29,29.08
2019-10-30,29.48
2019-10-31,29.25
2019-11-01,29.245001000000002
2019-11-04,29.43
2019-11-05,29.35
2019-11-06,29.120001000000002
2019-11-07,31.995001000000002
2019-11-08,32.91
2019-11-11,32.419998
2019-11-12,33.59
2019-11-13,34.369999
2019-11-14,33.889998999999996
2019-11-15,34.09
2019-11-18,33.57
2019-11-19,33.439999
2019-11-20,32.810001
2019-11-21,32.970001
2019-11-22,33.110001000000004
2019-11-25,33.360001000000004
2019-11-26,33.580002
2019-11-27,34.060001
2019-11-29,33.57
2019-12-02,32.650002
2019-12-03,32.27
2019-12-04,32.66
2019-12-05,32.939999
2019-12-06,33.439999
2019-12-09,33.610001000000004
2019-12-10,33.98
2019-12-11,33.73
2019-12-12,33.189999
2019-12-13,33.240002000000004
2019-12-16,33.580002
2019-12-17,34.0
2019-12-18,34.445
2019-12-19,34.759997999999996
2019-12-20,34.43
2019-12-23,34.16
2019-12-24,34.07
2019-12-26,33.259997999999996
2019-12-27,33.57
2019-12-30,32.990002000000004
2019-12-31,33.18
2020-01-02,32.27
2020-01-03,32.349998
2020-01-06,32.209998999999996
2020-01-07,31.780001000000002
2020-01-08,32.080002
2020-01-09,32.099998
2020-01-10,32.02
2020-01-13,32.279999
2020-01-14,32.150002
2020-01-15,32.779999
2020-01-16,33.150002
2020-01-17,33.529999
2020-01-21,33.060001
2020-01-22,33.32
2020-01-23,32.759997999999996
2020-01-24,32.66
2020-01-27,32.150002
2020-01-28,32.650002
2020-01-29,32.66
2020-01-30,32.610001000000004
2020-01-31,31.92
2020-02-03,32.790001000000004
2020-02-04,33.169998
2020-02-05,33.34
2020-02-06,33.529999
2020-02-07,33.799999
2020-02-10,34.200001
2020-02-11,35.57
2020-02-12,31.0
2020-02-13,29.33
2020-02-14,29.65
2020-02-18,29.49
2020-02-19,29.66
2020-02-20,29.059998999999998
2020-02-21,28.475
2020-02-24,27.450001
2020-02-25,26.559998999999998
2020-02-26,26.4
2020-02-27,24.940001000000002
2020-02-28,23.34
2020-03-02,24.629998999999998
2020-03-03,24.35
2020-03-04,25.309998999999998
2020-03-05,24.809998999999998
2020-03-06,24.51
2020-03-09,22.290001
2020-03-10,23.200001
2020-03-11,20.690001000000002
2020-03-12,19.59
2020-03-13,19.1
2020-03-16,16.99
2020-03-17,17.83
2020-03-18,13.62
2020-03-19,13.07
2020-03-20,11.29
2020-03-23,9.58
2020-03-24,10.72
2020-03-25,11.84
2020-03-26,13.9
2020-03-27,13.59
2020-03-30,12.84
2020-03-31,11.61
2020-04-01,10.9
2020-04-02,10.85
2020-04-03,9.73
2020-04-06,10.65
2020-04-07,11.43
2020-04-08,12.3
2020-04-09,12.84
2020-04-13,11.99
2020-04-14,12.08
2020-04-15,11.45
2020-04-16,10.9
2020-04-17,11.955
2020-04-20,10.71
2020-04-21,10.17
2020-04-22,10.14
2020-04-23,11.22
2020-04-24,11.51
2020-04-27,12.08
2020-04-28,12.82
2020-04-29,14.56
2020-04-30,13.52
2020-05-01,12.63
2020-05-04,13.06
2020-05-05,13.25
2020-05-06,13.28
2020-05-07,14.85
2020-05-08,14.45
