Date,FBHS
2018-07-12,54.490002000000004
2018-07-13,55.18
2018-07-16,55.130001
2018-07-17,56.18
2018-07-18,56.52
2018-07-19,56.75
2018-07-20,56.23
2018-07-23,55.34
2018-07-24,55.360001000000004
2018-07-25,53.93
2018-07-26,53.970001
2018-07-27,57.330002
2018-07-30,56.509997999999996
2018-07-31,58.0
2018-08-01,56.959998999999996
2018-08-02,57.5
2018-08-03,57.52
2018-08-06,57.349998
2018-08-07,57.25
2018-08-08,56.110001000000004
2018-08-09,55.959998999999996
2018-08-10,54.630001
2018-08-13,53.639998999999996
2018-08-14,54.169998
2018-08-15,54.240002000000004
2018-08-16,54.93
2018-08-17,54.93
2018-08-20,54.860001000000004
2018-08-21,55.93
2018-08-22,54.880001
2018-08-23,54.169998
2018-08-24,54.290001000000004
2018-08-27,54.82
2018-08-28,54.709998999999996
2018-08-29,53.990002000000004
2018-08-30,53.27
2018-08-31,52.98
2018-09-04,52.919998
2018-09-05,53.869999
2018-09-06,53.900002
2018-09-07,54.119999
2018-09-10,54.950001
2018-09-11,55.43
2018-09-12,55.459998999999996
2018-09-13,55.080002
2018-09-14,55.259997999999996
2018-09-17,55.25
2018-09-18,55.080002
2018-09-19,55.419998
2018-09-20,55.130001
2018-09-21,55.220001
2018-09-24,54.59
2018-09-25,54.389998999999996
2018-09-26,53.349998
2018-09-27,53.209998999999996
2018-09-28,52.360001000000004
2018-10-01,52.279999
2018-10-02,52.889998999999996
2018-10-03,53.259997999999996
2018-10-04,52.5
2018-10-05,51.610001000000004
2018-10-08,51.740002000000004
2018-10-09,49.970001
2018-10-10,49.139998999999996
2018-10-11,48.0
2018-10-12,47.630001
2018-10-15,47.970001
2018-10-16,48.900002
2018-10-17,48.060001
2018-10-18,46.630001
2018-10-19,46.419998
2018-10-22,45.759997999999996
2018-10-23,46.57
2018-10-24,45.200001
2018-10-25,46.77
2018-10-26,41.580002
2018-10-29,41.41
2018-10-30,44.169998
2018-10-31,44.830002
2018-11-01,46.93
2018-11-02,45.700001
2018-11-05,45.700001
2018-11-06,45.139998999999996
2018-11-07,45.5
2018-11-08,44.07
2018-11-09,43.490002000000004
2018-11-12,42.82
2018-11-13,43.150002
2018-11-14,42.459998999999996
2018-11-15,43.040001000000004
2018-11-16,42.610001000000004
2018-11-19,42.759997999999996
2018-11-20,42.73
2018-11-21,43.290001000000004
2018-11-23,43.200001
2018-11-26,43.959998999999996
2018-11-27,43.16
2018-11-28,44.209998999999996
2018-11-29,43.419998
2018-11-30,43.799999
2018-12-03,44.91
2018-12-04,42.23
2018-12-06,42.540001000000004
2018-12-07,42.59
2018-12-10,42.830002
2018-12-11,41.75
2018-12-12,42.119999
2018-12-13,40.990002000000004
2018-12-14,40.419998
2018-12-17,39.630001
2018-12-18,39.59
2018-12-19,39.25
2018-12-20,37.84
2018-12-21,37.130001
2018-12-24,35.959998999999996
2018-12-26,37.389998999999996
2018-12-27,37.900002
2018-12-28,37.619999
2018-12-31,37.990002000000004
2019-01-02,38.5
2019-01-03,37.66
2019-01-04,39.880001
2019-01-07,40.799999
2019-01-08,40.939999
2019-01-09,42.16
2019-01-10,42.580002
2019-01-11,42.860001000000004
2019-01-14,42.709998999999996
2019-01-15,42.040001000000004
2019-01-16,41.43
2019-01-17,42.23
2019-01-18,43.060001
2019-01-22,41.77
2019-01-23,41.16
2019-01-24,42.0
2019-01-25,41.950001
2019-01-28,42.439999
2019-01-29,43.060001
2019-01-30,43.540001000000004
2019-01-31,45.299999
2019-02-01,44.900002
2019-02-04,45.720001
2019-02-05,45.32
2019-02-06,44.799999
2019-02-07,44.75
2019-02-08,44.75
2019-02-11,45.169998
2019-02-12,47.07
2019-02-13,47.439999
2019-02-14,47.040001000000004
2019-02-15,47.400002
2019-02-19,48.060001
2019-02-20,47.830002
2019-02-21,47.990002000000004
2019-02-22,48.650002
2019-02-25,48.400002
2019-02-26,48.029999
2019-02-27,48.18
2019-02-28,47.119999
2019-03-01,47.560001
2019-03-04,48.07
2019-03-05,46.990002000000004
2019-03-06,46.82
2019-03-07,46.040001000000004
2019-03-08,46.209998999999996
2019-03-11,46.209998999999996
2019-03-12,46.330002
2019-03-13,46.259997999999996
2019-03-14,45.73
2019-03-15,45.939999
2019-03-18,46.439999
2019-03-19,46.130001
2019-03-20,45.560001
2019-03-21,46.380001
2019-03-22,45.009997999999996
2019-03-25,45.509997999999996
2019-03-26,45.810001
2019-03-27,46.060001
2019-03-28,46.75
2019-03-29,47.610001000000004
2019-04-01,47.889998999999996
2019-04-02,47.560001
2019-04-03,48.209998999999996
2019-04-04,48.919998
2019-04-05,50.259997999999996
2019-04-08,50.490002000000004
2019-04-09,49.400002
2019-04-10,49.669998
2019-04-11,49.110001000000004
2019-04-12,49.130001
2019-04-15,49.41
2019-04-16,49.369999
2019-04-17,48.529999
2019-04-18,48.970001
2019-04-22,48.330002
2019-04-23,49.360001000000004
2019-04-24,49.849998
2019-04-25,52.049999
2019-04-26,52.360001000000004
2019-04-29,52.599998
2019-04-30,52.779999
2019-05-01,52.759997999999996
2019-05-02,53.830002
2019-05-03,55.580002
2019-05-06,55.16
2019-05-07,54.43
2019-05-08,54.189999
2019-05-09,54.02
2019-05-10,54.150002
2019-05-13,52.369999
2019-05-14,53.0
2019-05-15,53.169998
2019-05-16,53.209998999999996
2019-05-17,52.790001000000004
2019-05-20,52.32
2019-05-21,53.349998
2019-05-22,52.73
2019-05-23,52.439999
2019-05-24,52.970001
2019-05-28,51.02
2019-05-29,50.27
2019-05-30,50.459998999999996
2019-05-31,48.060001
2019-06-03,49.119999
2019-06-04,51.189999
2019-06-05,52.150002
2019-06-06,52.080002
2019-06-07,51.990002000000004
2019-06-10,52.689999
2019-06-11,52.259997999999996
2019-06-12,51.889998999999996
2019-06-13,53.189999
2019-06-14,54.009997999999996
2019-06-17,53.400002
2019-06-18,54.66
2019-06-19,54.599998
2019-06-20,55.68
2019-06-21,55.040001000000004
2019-06-24,55.380001
2019-06-25,55.130001
2019-06-26,55.240002000000004
2019-06-27,55.959998999999996
2019-06-28,57.130001
2019-07-01,57.439999
2019-07-02,56.43
2019-07-03,56.860001000000004
2019-07-05,56.52
2019-07-08,55.939999
2019-07-09,55.700001
2019-07-10,54.990002000000004
2019-07-11,54.91
2019-07-12,56.130001
2019-07-15,56.360001000000004
2019-07-16,56.549999
2019-07-17,55.459998999999996
2019-07-18,54.580002
2019-07-19,53.650002
2019-07-22,52.439999
2019-07-23,53.419998
2019-07-24,54.830002
2019-07-25,55.77
2019-07-26,55.529999
2019-07-29,54.849998
2019-07-30,55.970001
2019-07-31,54.939999
2019-08-01,52.93
2019-08-02,51.66
2019-08-05,50.490002000000004
2019-08-06,51.48
2019-08-07,51.970001
2019-08-08,53.040001000000004
2019-08-09,51.860001000000004
2019-08-12,50.900002
2019-08-13,51.639998999999996
2019-08-14,49.849998
2019-08-15,49.73
2019-08-16,50.52
2019-08-19,51.18
2019-08-20,50.919998
2019-08-21,52.080002
2019-08-22,52.23
2019-08-23,49.560001
2019-08-26,50.23
2019-08-27,49.439999
2019-08-28,49.720001
2019-08-29,50.889998999999996
2019-08-30,51.060001
2019-09-03,49.02
2019-09-04,49.91
2019-09-05,51.529999
2019-09-06,51.57
2019-09-09,52.139998999999996
2019-09-10,53.52
2019-09-11,54.740002000000004
2019-09-12,54.25
2019-09-13,54.450001
2019-09-16,53.450001
2019-09-17,52.740002000000004
2019-09-18,52.860001000000004
2019-09-19,53.060001
2019-09-20,52.75
2019-09-23,53.189999
2019-09-24,53.34
2019-09-25,53.93
2019-09-26,54.299999
2019-09-27,54.48
2019-09-30,54.700001
2019-10-01,54.400002
2019-10-02,54.439999
2019-10-03,54.919998
2019-10-04,56.119999
2019-10-07,56.23
2019-10-08,55.240002000000004
2019-10-09,55.73
2019-10-10,55.68
2019-10-11,56.619999
2019-10-14,56.099998
2019-10-15,57.009997999999996
2019-10-16,57.240002000000004
2019-10-17,58.450001
2019-10-18,58.919998
2019-10-21,58.240002000000004
2019-10-22,58.470001
2019-10-23,58.380001
2019-10-24,60.77
2019-10-25,60.360001000000004
2019-10-28,60.669998
2019-10-29,60.73
2019-10-30,60.869999
2019-10-31,60.049999
2019-11-01,61.400002
2019-11-04,61.959998999999996
2019-11-05,62.0
2019-11-06,61.82
2019-11-07,61.560001
2019-11-08,62.060001
2019-11-11,61.669998
2019-11-12,62.380001
2019-11-13,62.68
2019-11-14,63.150002
2019-11-15,63.060001
2019-11-18,63.57
2019-11-19,62.240002000000004
2019-11-20,61.950001
2019-11-21,62.560001
2019-11-22,62.950001
2019-11-25,63.77
2019-11-26,64.800003
2019-11-27,64.379997
2019-11-29,63.259997999999996
2019-12-02,62.43
2019-12-03,62.23
2019-12-04,63.16
2019-12-05,63.900002
2019-12-06,64.599998
2019-12-09,64.099998
2019-12-10,64.0
2019-12-11,65.160004
2019-12-12,65.519997
2019-12-13,65.089996
2019-12-16,65.459999
2019-12-17,65.980003
2019-12-18,65.739998
2019-12-19,65.260002
2019-12-20,65.300003
2019-12-23,64.470001
2019-12-24,65.309998
2019-12-26,65.489998
2019-12-27,65.589996
2019-12-30,65.379997
2019-12-31,65.339996
2020-01-02,65.809998
2020-01-03,65.389999
2020-01-06,65.889999
2020-01-07,65.559998
2020-01-08,66.790001
2020-01-09,66.629997
2020-01-10,66.959999
2020-01-13,68.099998
2020-01-14,68.019997
2020-01-15,69.07
2020-01-16,69.599998
2020-01-17,69.410004
2020-01-21,69.900002
2020-01-22,69.980003
2020-01-23,70.559998
2020-01-24,69.510002
2020-01-27,67.459999
2020-01-28,67.889999
2020-01-29,67.260002
2020-01-30,71.010002
2020-01-31,68.709999
2020-02-03,68.980003
2020-02-04,71.239998
2020-02-05,72.059998
2020-02-06,71.540001
2020-02-07,70.75
2020-02-10,71.730003
2020-02-11,72.370003
2020-02-12,72.480003
2020-02-13,72.639999
2020-02-14,72.989998
2020-02-18,72.610001
2020-02-19,72.33000200000001
2020-02-20,72.989998
2020-02-21,71.029999
2020-02-24,69.339996
2020-02-25,67.110001
2020-02-26,64.83000200000001
2020-02-27,62.299999
2020-02-28,61.75
2020-03-02,63.669998
2020-03-03,62.82
2020-03-04,67.18
2020-03-05,63.869999
2020-03-06,60.419998
2020-03-09,56.169998
2020-03-10,59.360001000000004
2020-03-11,54.939999
2020-03-12,47.650002
2020-03-13,48.599998
2020-03-16,40.900002
2020-03-17,41.700001
2020-03-18,36.5
2020-03-19,37.720001
2020-03-20,36.599998
2020-03-23,34.830002
2020-03-24,40.369999
2020-03-25,42.41
2020-03-26,44.450001
2020-03-27,43.439999
2020-03-30,44.509997999999996
2020-03-31,43.25
2020-04-01,39.380001
2020-04-02,38.459998999999996
2020-04-03,35.419998
2020-04-06,40.619999
2020-04-07,43.650002
2020-04-08,47.290001000000004
2020-04-09,50.830002
2020-04-13,46.860001000000004
2020-04-14,46.150002
2020-04-15,43.330002
2020-04-16,43.790001000000004
2020-04-17,46.599998
2020-04-20,43.919998
2020-04-21,42.25
2020-04-22,43.080002
2020-04-23,43.799999
2020-04-24,43.720001
2020-04-27,46.82
2020-04-28,49.66
2020-04-29,51.529999
2020-04-30,48.200001
2020-05-01,51.5
2020-05-04,51.110001000000004
2020-05-05,53.07
2020-05-06,51.939999
2020-05-07,53.830002
2020-05-08,56.09
