Date,CZR
2017-01-13,8.95
2017-01-17,8.95
2017-01-18,8.8
2017-01-19,8.95
2017-01-20,8.95
2017-01-23,9.1
2017-01-24,9.2
2017-01-25,9.15
2017-01-26,9.15
2017-01-27,9.15
2017-01-30,8.85
2017-01-31,8.95
2017-02-01,9.1
2017-02-02,9.2
2017-02-03,9.2
2017-02-06,8.95
2017-02-07,8.8
2017-02-08,8.7
2017-02-09,8.8
2017-02-10,8.65
2017-02-13,8.8
2017-02-14,8.8
2017-02-15,9.2
2017-02-16,9.15
2017-02-17,9.2
2017-02-21,9.1
2017-02-22,9.05
2017-02-23,9.3
2017-02-24,9.15
2017-02-27,9.45
2017-02-28,9.45
2017-03-01,9.7
2017-03-02,9.55
2017-03-03,9.7
2017-03-06,9.7
2017-03-07,9.65
2017-03-08,9.5
2017-03-09,9.35
2017-03-10,9.15
2017-03-13,9.35
2017-03-14,9.45
2017-03-15,9.45
2017-03-16,9.45
2017-03-17,9.45
2017-03-20,9.5
2017-03-21,9.45
2017-03-22,9.35
2017-03-23,9.45
2017-03-24,9.2
2017-03-27,9.25
2017-03-28,9.3
2017-03-29,9.4
2017-03-30,9.5
2017-03-31,9.55
2017-04-03,9.4
2017-04-04,9.4
2017-04-05,9.4
2017-04-06,9.55
2017-04-07,9.65
2017-04-10,9.75
2017-04-11,9.8
2017-04-12,9.55
2017-04-13,9.5
2017-04-17,9.55
2017-04-18,9.65
2017-04-19,9.55
2017-04-20,9.6
2017-04-21,9.7
2017-04-24,9.95
2017-04-25,10.0
2017-04-26,10.5
2017-04-27,10.95
2017-04-28,11.1
2017-05-01,11.2
2017-05-02,11.4
2017-05-03,11.35
2017-05-04,11.15
2017-05-05,11.05
2017-05-08,10.9
2017-05-09,10.85
2017-05-10,10.75
2017-05-11,11.05
2017-05-12,11.2
2017-05-15,11.35
2017-05-16,11.3
2017-05-17,11.0
2017-05-18,10.9
2017-05-19,10.9
2017-05-22,11.05
2017-05-23,11.1
2017-05-24,11.15
2017-05-25,11.2
2017-05-26,11.35
2017-05-30,11.1
2017-05-31,10.95
2017-06-01,11.55
2017-06-02,12.45
2017-06-05,12.53
2017-06-06,12.35
2017-06-07,12.75
2017-06-08,12.8
2017-06-09,12.45
2017-06-12,12.4
2017-06-13,12.75
2017-06-14,12.65
2017-06-15,12.25
2017-06-16,12.3
2017-06-19,12.55
2017-06-20,12.25
2017-06-21,12.35
2017-06-22,12.55
2017-06-23,12.45
2017-06-26,12.55
2017-06-27,12.35
2017-06-28,12.55
2017-06-29,12.25
2017-06-30,12.0
2017-07-03,11.9
2017-07-05,12.05
2017-07-06,11.9
2017-07-07,12.1
2017-07-10,12.25
2017-07-11,12.25
2017-07-12,12.35
2017-07-13,12.5
2017-07-14,12.5
2017-07-17,12.5
2017-07-18,13.15
2017-07-19,12.85
2017-07-20,12.7
2017-07-21,12.7
2017-07-24,12.9
2017-07-25,12.85
2017-07-26,12.8
2017-07-27,12.75
2017-07-28,12.4
2017-07-31,12.35
2017-08-01,12.2
2017-08-02,12.1
2017-08-03,12.2
2017-08-04,12.25
2017-08-07,12.05
2017-08-08,12.05
2017-08-09,11.98
2017-08-10,11.95
2017-08-11,12.15
2017-08-14,12.0
2017-08-15,12.05
2017-08-16,12.05
2017-08-17,11.65
2017-08-18,11.3
2017-08-21,11.5
2017-08-22,11.5
2017-08-23,11.2
2017-08-24,11.3
2017-08-25,11.3
2017-08-28,11.3
2017-08-29,11.15
2017-08-30,11.2
2017-08-31,11.6
2017-09-01,11.75
2017-09-05,11.65
2017-09-06,11.55
2017-09-07,11.65
2017-09-08,11.5
2017-09-11,11.7
2017-09-12,11.7
2017-09-13,11.7
2017-09-14,11.85
2017-09-15,11.95
2017-09-18,12.25
2017-09-19,12.4
2017-09-20,12.65
2017-09-21,12.75
2017-09-22,12.7
2017-09-25,12.5
2017-09-26,12.4
2017-09-27,12.7
2017-09-28,13.05
2017-09-29,13.35
2017-10-02,13.35
2017-10-03,13.05
2017-10-04,13.4
2017-10-05,13.1
2017-10-06,12.8
2017-10-09,12.65
2017-10-10,12.35
2017-10-11,12.25
2017-10-12,12.3
2017-10-13,12.15
2017-10-16,11.85
2017-10-17,11.9
2017-10-18,12.3
2017-10-19,12.05
2017-10-20,12.2
2017-10-23,12.5
2017-10-24,12.35
2017-10-25,12.3
2017-10-26,12.3
2017-10-27,12.55
2017-10-30,12.6
2017-10-31,12.95
2017-11-01,12.95
2017-11-02,12.95
2017-11-03,12.95
2017-11-06,13.1
2017-11-07,12.95
2017-11-08,13.05
2017-11-09,12.7
2017-11-10,12.5
2017-11-13,12.4
2017-11-14,12.4
2017-11-15,12.85
2017-11-16,12.75
2017-11-17,12.33
2017-11-20,12.95
2017-11-21,13.05
2017-11-22,13.15
2017-11-24,13.4
2017-11-27,13.15
2017-11-28,13.25
2017-11-29,13.1
2017-11-30,13.25
2017-12-01,13.25
2017-12-04,12.93
2017-12-05,12.65
2017-12-06,12.5
2017-12-07,12.55
2017-12-08,12.6
2017-12-11,12.75
2017-12-12,12.5
2017-12-13,12.6
2017-12-14,12.6
2017-12-15,12.55
2017-12-18,12.6
2017-12-19,12.7
2017-12-20,12.7
2017-12-21,12.75
2017-12-22,12.55
2017-12-26,12.35
2017-12-27,12.5
2017-12-28,12.55
2017-12-29,12.65
2018-01-02,12.45
2018-01-03,12.48
2018-01-04,12.9
2018-01-05,12.85
2018-01-08,12.65
2018-01-09,12.75
2018-01-10,13.0
2018-01-11,13.15
2018-01-12,13.05
2018-01-16,13.0
2018-01-17,13.4
2018-01-18,13.95
2018-01-19,13.75
2018-01-22,13.9
2018-01-23,13.9
2018-01-24,13.9
2018-01-25,13.85
2018-01-26,13.95
2018-01-29,14.05
2018-01-30,13.85
2018-01-31,13.95
2018-02-01,14.35
2018-02-02,13.9
2018-02-05,13.25
2018-02-06,13.5
2018-02-07,13.55
2018-02-08,12.8
2018-02-09,12.35
2018-02-12,12.3
2018-02-13,12.25
2018-02-14,12.8
2018-02-15,13.15
2018-02-16,13.2
2018-02-20,13.15
2018-02-21,13.0
2018-02-22,13.05
2018-02-23,13.1
2018-02-26,13.2
2018-02-27,12.8
2018-02-28,12.7
2018-03-01,12.35
2018-03-02,12.25
2018-03-05,12.25
2018-03-06,12.35
2018-03-07,12.5
2018-03-08,12.6
2018-03-09,12.7
2018-03-12,12.6
2018-03-13,12.45
2018-03-14,12.65
2018-03-15,12.4
2018-03-16,12.75
2018-03-19,12.3
2018-03-20,12.15
2018-03-21,12.2
2018-03-22,11.8
2018-03-23,11.25
2018-03-26,11.18
2018-03-27,11.0
2018-03-28,10.9
2018-03-29,11.25
2018-04-02,10.8
2018-04-03,10.65
2018-04-04,11.05
2018-04-05,11.5
2018-04-06,11.0
2018-04-09,10.7
2018-04-10,11.0
2018-04-11,10.9
2018-04-12,11.3
2018-04-13,11.0
2018-04-16,11.35
2018-04-17,11.55
2018-04-18,11.75
2018-04-19,11.65
2018-04-20,11.5
2018-04-23,11.6
2018-04-24,11.5
2018-04-25,11.5
2018-04-26,11.4
2018-04-27,11.2
2018-04-30,11.35
2018-05-01,11.7
2018-05-02,11.5
2018-05-03,11.7
2018-05-04,11.75
2018-05-07,12.05
2018-05-08,11.8
2018-05-09,11.95
2018-05-10,12.1
2018-05-11,11.9
2018-05-14,12.55
2018-05-15,12.7
2018-05-16,13.2
2018-05-17,13.15
2018-05-18,12.85
2018-05-21,12.85
2018-05-22,12.7
2018-05-23,12.45
2018-05-24,12.55
2018-05-25,12.5
2018-05-29,12.3
2018-05-30,12.35
2018-05-31,12.15
2018-06-01,12.0
2018-06-04,12.0
2018-06-05,11.7
2018-06-06,12.15
2018-06-07,12.0
2018-06-08,11.75
2018-06-11,11.95
2018-06-12,11.93
2018-06-13,11.6
2018-06-14,11.6
2018-06-15,11.35
2018-06-18,11.75
2018-06-19,11.4
2018-06-20,11.35
2018-06-21,11.35
2018-06-22,11.3
2018-06-25,10.8
2018-06-26,10.9
2018-06-27,10.65
2018-06-28,10.6
2018-06-29,10.7
2018-07-02,10.45
2018-07-03,10.55
2018-07-05,10.8
2018-07-06,11.28
2018-07-09,11.35
2018-07-10,11.4
2018-07-11,11.15
2018-07-12,11.5
2018-07-13,11.5
2018-07-16,11.65
2018-07-17,11.48
2018-07-18,11.5
2018-07-19,11.55
2018-07-20,11.7
2018-07-23,11.55
2018-07-24,11.7
2018-07-25,11.6
2018-07-26,11.45
2018-07-27,11.25
2018-07-30,11.0
2018-07-31,11.3
2018-08-01,9.63
2018-08-02,9.7
2018-08-03,9.35
2018-08-06,9.8
2018-08-07,9.75
2018-08-08,9.8
2018-08-09,9.9
2018-08-10,9.8
2018-08-13,9.75
2018-08-14,9.6
2018-08-15,9.3
2018-08-16,9.6
2018-08-17,10.0
2018-08-20,10.05
2018-08-21,10.15
2018-08-22,10.35
2018-08-23,10.3
2018-08-24,10.35
2018-08-27,10.38
2018-08-28,10.4
2018-08-29,10.6
2018-08-30,10.3
2018-08-31,10.2
2018-09-04,9.9
2018-09-05,10.05
2018-09-06,9.6
2018-09-07,9.7
2018-09-10,9.85
2018-09-11,10.05
2018-09-12,10.35
2018-09-13,10.45
2018-09-14,10.65
2018-09-17,10.6
2018-09-18,10.8
2018-09-19,10.95
2018-09-20,10.95
2018-09-21,10.8
2018-09-24,10.4
2018-09-25,10.35
2018-09-26,10.2
2018-09-27,10.15
2018-09-28,10.25
2018-10-01,10.15
2018-10-02,10.33
2018-10-03,10.32
2018-10-04,10.17
2018-10-05,9.7
2018-10-08,9.55
2018-10-09,9.71
2018-10-10,9.1
2018-10-11,8.89
2018-10-12,9.03
2018-10-15,8.85
2018-10-16,9.09
2018-10-17,10.2
2018-10-18,10.25
2018-10-19,10.2
2018-10-22,9.49
2018-10-23,9.03
2018-10-24,8.47
2018-10-25,9.04
2018-10-26,8.8
2018-10-29,8.21
2018-10-30,8.13
2018-10-31,8.59
2018-11-01,8.85
2018-11-02,9.53
2018-11-05,9.5
2018-11-06,9.41
2018-11-07,9.52
2018-11-08,9.01
2018-11-09,8.51
2018-11-12,8.18
2018-11-13,8.14
2018-11-14,8.16
2018-11-15,8.5
2018-11-16,8.51
2018-11-19,8.25
2018-11-20,7.84
2018-11-21,8.19
2018-11-23,8.22
2018-11-26,8.56
2018-11-27,8.59
2018-11-28,8.67
2018-11-29,8.66
2018-11-30,8.52
2018-12-03,8.37
2018-12-04,7.96
2018-12-06,7.95
2018-12-07,7.58
2018-12-10,7.23
2018-12-11,7.17
2018-12-12,7.48
2018-12-13,7.42
2018-12-14,7.45
2018-12-17,7.12
2018-12-18,7.0
2018-12-19,6.55
2018-12-20,6.38
2018-12-21,6.03
2018-12-24,5.9
2018-12-26,6.6
2018-12-27,6.71
2018-12-28,6.63
2018-12-31,6.79
2019-01-02,6.92
2019-01-03,6.74
2019-01-04,7.04
2019-01-07,7.16
2019-01-08,7.49
2019-01-09,7.78
2019-01-10,7.99
2019-01-11,8.71
2019-01-14,8.75
2019-01-15,8.75
2019-01-16,8.73
2019-01-17,8.81
2019-01-18,8.95
2019-01-22,8.66
2019-01-23,8.66
2019-01-24,8.65
2019-01-25,8.87
2019-01-28,8.75
2019-01-29,8.61
2019-01-30,8.96
2019-01-31,9.14
2019-02-01,9.26
2019-02-04,9.22
2019-02-05,9.3
2019-02-06,9.25
2019-02-07,9.25
2019-02-08,9.32
2019-02-11,9.4
2019-02-12,9.41
2019-02-13,9.4
2019-02-14,9.4
2019-02-15,9.15
2019-02-19,9.62
2019-02-20,9.62
2019-02-21,9.43
2019-02-22,9.05
2019-02-25,8.96
2019-02-26,8.72
2019-02-27,8.45
2019-02-28,8.62
2019-03-01,8.97
2019-03-04,8.75
2019-03-05,8.87
2019-03-06,8.69
2019-03-07,8.58
2019-03-08,8.45
2019-03-11,8.67
2019-03-12,8.5
2019-03-13,8.35
2019-03-14,8.16
2019-03-15,8.08
2019-03-18,8.45
2019-03-19,8.52
2019-03-20,8.37
2019-03-21,8.89
2019-03-22,8.67
2019-03-25,8.56
2019-03-26,8.45
2019-03-27,8.46
2019-03-28,8.71
2019-03-29,8.69
2019-04-01,8.84
2019-04-02,8.83
2019-04-03,8.85
2019-04-04,9.08
2019-04-05,9.19
2019-04-08,9.11
2019-04-09,8.79
2019-04-10,9.05
2019-04-11,9.4
2019-04-12,9.47
2019-04-15,9.38
2019-04-16,9.52
2019-04-17,9.47
2019-04-18,9.56
2019-04-22,9.47
2019-04-23,9.47
2019-04-24,9.46
2019-04-25,9.42
2019-04-26,9.59
2019-04-29,9.56
2019-04-30,9.36
2019-05-01,9.1
2019-05-02,9.15
2019-05-03,9.35
2019-05-06,9.25
2019-05-07,9.03
2019-05-08,8.92
2019-05-09,9.09
2019-05-10,9.25
2019-05-13,8.88
2019-05-14,9.09
2019-05-15,9.18
2019-05-16,9.25
2019-05-17,9.03
2019-05-20,9.03
2019-05-21,9.11
2019-05-22,9.11
2019-05-23,9.06
2019-05-24,9.02
2019-05-28,8.93
2019-05-29,9.15
2019-05-30,9.06
2019-05-31,8.79
2019-06-03,8.61
2019-06-04,9.0
2019-06-05,9.02
2019-06-06,9.13
2019-06-07,9.48
2019-06-10,9.78
2019-06-11,9.7
2019-06-12,9.8
2019-06-13,9.81
2019-06-14,9.82
2019-06-17,9.85
2019-06-18,9.95
2019-06-19,10.07
2019-06-20,10.05
2019-06-21,9.99
2019-06-24,11.44
2019-06-25,11.56
2019-06-26,11.62
2019-06-27,11.66
2019-06-28,11.82
2019-07-01,11.99
2019-07-02,12.09
2019-07-03,12.14
2019-07-05,12.18
2019-07-08,12.11
2019-07-09,12.09
2019-07-10,11.98
2019-07-11,11.85
2019-07-12,11.84
2019-07-15,11.84
2019-07-16,11.92
2019-07-17,11.91
2019-07-18,11.86
2019-07-19,11.8
2019-07-22,11.74
2019-07-23,11.84
2019-07-24,11.95
2019-07-25,11.9
2019-07-26,11.99
2019-07-29,11.86
2019-07-30,12.09
2019-07-31,11.84
2019-08-01,11.8
2019-08-02,11.74
2019-08-05,11.59
2019-08-06,11.52
2019-08-07,11.59
2019-08-08,11.65
2019-08-09,11.52
2019-08-12,11.43
2019-08-13,11.6
2019-08-14,11.46
2019-08-15,11.45
2019-08-16,11.55
2019-08-19,11.48
2019-08-20,11.49
2019-08-21,11.6
2019-08-22,11.57
2019-08-23,11.31
2019-08-26,11.48
2019-08-27,11.34
2019-08-28,11.43
2019-08-29,11.52
2019-08-30,11.51
2019-09-03,11.19
2019-09-04,11.44
2019-09-05,11.51
2019-09-06,11.51
2019-09-09,11.55
2019-09-10,11.67
2019-09-11,11.85
2019-09-12,11.86
2019-09-13,11.9
2019-09-16,11.92
2019-09-17,11.88
2019-09-18,11.91
2019-09-19,11.89
2019-09-20,11.9
2019-09-23,11.85
2019-09-24,11.73
2019-09-25,11.7
2019-09-26,11.59
2019-09-27,11.53
2019-09-30,11.66
2019-10-01,11.73
2019-10-02,11.7
2019-10-03,11.66
2019-10-04,11.66
2019-10-07,11.75
2019-10-08,11.62
2019-10-09,11.65
2019-10-10,11.75
2019-10-11,11.95
2019-10-14,11.96
2019-10-15,12.01
2019-10-16,12.02
2019-10-17,12.01
2019-10-18,12.05
2019-10-21,12.07
2019-10-22,12.1
2019-10-23,12.14
2019-10-24,12.18
2019-10-25,12.22
2019-10-28,12.25
2019-10-29,12.24
2019-10-30,12.18
2019-10-31,12.28
2019-11-01,12.35
2019-11-04,12.38
2019-11-05,12.32
2019-11-06,12.42
2019-11-07,12.75
2019-11-08,12.72
2019-11-11,12.84
2019-11-12,12.81
2019-11-13,12.76
2019-11-14,12.86
2019-11-15,12.96
2019-11-18,13.05
2019-11-19,13.06
2019-11-20,13.06
2019-11-21,12.99
2019-11-22,13.0
2019-11-25,13.09
2019-11-26,13.08
2019-11-27,13.06
2019-11-29,13.04
2019-12-02,12.93
2019-12-03,12.95
2019-12-04,12.93
2019-12-05,12.88
2019-12-06,13.04
2019-12-09,12.97
2019-12-10,13.02
2019-12-11,13.02
2019-12-12,13.19
2019-12-13,13.18
2019-12-16,13.25
2019-12-17,13.36
2019-12-18,13.39
2019-12-19,13.47
2019-12-20,13.46
2019-12-23,13.58
2019-12-24,13.6
2019-12-26,13.6
2019-12-27,13.62
2019-12-30,13.54
2019-12-31,13.6
2020-01-02,13.6
2020-01-03,13.47
2020-01-06,13.54
2020-01-07,13.56
2020-01-08,13.64
2020-01-09,13.64
2020-01-10,13.54
2020-01-13,13.61
2020-01-14,13.57
2020-01-15,13.56
2020-01-16,13.76
2020-01-17,13.8
2020-01-21,13.62
2020-01-22,13.73
2020-01-23,13.74
2020-01-24,13.6
2020-01-27,13.5
2020-01-28,13.6
2020-01-29,13.76
2020-01-30,13.79
2020-01-31,13.67
2020-02-03,13.82
2020-02-04,13.96
2020-02-05,14.05
2020-02-06,14.03
2020-02-07,13.92
2020-02-10,14.12
2020-02-11,14.26
2020-02-12,14.36
2020-02-13,14.46
2020-02-14,14.59
2020-02-18,14.56
2020-02-19,14.61
2020-02-20,14.63
2020-02-21,14.5
2020-02-24,14.02
2020-02-25,13.31
2020-02-26,12.95
2020-02-27,12.75
2020-02-28,12.71
2020-03-02,12.4
2020-03-03,11.97
2020-03-04,11.95
2020-03-05,11.25
2020-03-06,11.09
2020-03-09,10.04
2020-03-10,10.68
2020-03-11,9.8
2020-03-12,7.89
2020-03-13,8.49
2020-03-16,6.08
2020-03-17,5.1
2020-03-18,3.52
2020-03-19,5.02
2020-03-20,5.45
2020-03-23,6.03
2020-03-24,6.18
2020-03-25,7.13
2020-03-26,7.04
2020-03-27,6.85
2020-03-30,6.42
2020-03-31,6.76
2020-04-01,6.63
2020-04-02,6.46
2020-04-03,6.28
2020-04-06,7.01
2020-04-07,7.35
2020-04-08,7.44
2020-04-09,7.93
2020-04-13,7.88
2020-04-14,8.05
2020-04-15,7.57
2020-04-16,7.7
2020-04-17,8.13
2020-04-20,8.03
2020-04-21,7.9
2020-04-22,8.05
2020-04-23,8.07
2020-04-24,8.87
2020-04-27,9.24
2020-04-28,9.49
2020-04-29,9.81
2020-04-30,9.66
2020-05-01,9.34
2020-05-04,9.49
2020-05-05,9.4
2020-05-06,9.34
2020-05-07,9.48
2020-05-08,9.7
