Date,MX
2016-02-24,4.93
2016-02-25,5.02
2016-02-26,5.11
2016-02-29,5.23
2016-03-01,5.22
2016-03-02,5.11
2016-03-03,5.16
2016-03-04,5.29
2016-03-07,5.8
2016-03-08,5.13
2016-03-09,5.54
2016-03-10,5.53
2016-03-11,5.53
2016-03-14,5.52
2016-03-15,5.23
2016-03-16,5.21
2016-03-17,5.26
2016-03-18,5.51
2016-03-21,5.22
2016-03-22,5.07
2016-03-23,5.1
2016-03-24,5.05
2016-03-28,4.93
2016-03-29,5.24
2016-03-30,5.26
2016-03-31,5.44
2016-04-01,5.52
2016-04-04,5.36
2016-04-05,5.24
2016-04-06,5.44
2016-04-07,5.45
2016-04-08,5.38
2016-04-11,5.47
2016-04-12,5.29
2016-04-13,5.4
2016-04-14,5.33
2016-04-15,5.29
2016-04-18,5.13
2016-04-19,4.92
2016-04-20,5.16
2016-04-21,5.21
2016-04-22,5.22
2016-04-25,5.12
2016-04-26,5.14
2016-04-27,5.15
2016-04-28,5.04
2016-04-29,5.16
2016-05-02,5.1
2016-05-03,5.05
2016-05-04,4.86
2016-05-05,4.75
2016-05-06,5.09
2016-05-09,5.01
2016-05-10,5.19
2016-05-11,5.01
2016-05-12,4.87
2016-05-13,4.97
2016-05-16,5.01
2016-05-17,4.95
2016-05-18,4.93
2016-05-19,4.95
2016-05-20,5.07
2016-05-23,5.06
2016-05-24,5.1
2016-05-25,5.13
2016-05-26,5.16
2016-05-27,5.41
2016-05-31,5.55
2016-06-01,5.67
2016-06-02,5.71
2016-06-03,5.82
2016-06-06,5.78
2016-06-07,5.9
2016-06-08,5.91
2016-06-09,5.77
2016-06-10,5.54
2016-06-13,5.59
2016-06-14,5.52
2016-06-15,5.68
2016-06-16,5.68
2016-06-17,5.72
2016-06-20,5.66
2016-06-21,5.69
2016-06-22,5.73
2016-06-23,5.99
2016-06-24,5.71
2016-06-27,5.15
2016-06-28,5.28
2016-06-29,5.51
2016-06-30,5.66
2016-07-01,5.53
2016-07-05,5.44
2016-07-06,5.52
2016-07-07,5.59
2016-07-08,5.59
2016-07-11,5.51
2016-07-12,5.6
2016-07-13,5.73
2016-07-14,5.71
2016-07-15,5.7
2016-07-18,5.69
2016-07-19,5.7
2016-07-20,5.71
2016-07-21,5.68
2016-07-22,5.65
2016-07-25,5.67
2016-07-26,5.77
2016-07-27,5.76
2016-07-28,5.84
2016-07-29,5.95
2016-08-01,5.93
2016-08-02,5.97
2016-08-03,6.14
2016-08-04,7.28
2016-08-05,7.51
2016-08-08,7.39
2016-08-09,7.33
2016-08-10,7.42
2016-08-11,7.43
2016-08-12,7.52
2016-08-15,7.86
2016-08-16,7.71
2016-08-17,7.7
2016-08-18,7.98
2016-08-19,8.25
2016-08-22,8.47
2016-08-23,8.7
2016-08-24,8.46
2016-08-25,8.55
2016-08-26,8.71
2016-08-29,8.8
2016-08-30,8.56
2016-08-31,8.61
2016-09-01,8.6
2016-09-02,8.72
2016-09-06,8.74
2016-09-07,9.02
2016-09-08,8.69
2016-09-09,8.25
2016-09-12,8.32
2016-09-13,8.06
2016-09-14,8.24
2016-09-15,8.33
2016-09-16,8.2
2016-09-19,8.12
2016-09-20,8.03
2016-09-21,7.97
2016-09-22,7.94
2016-09-23,7.94
2016-09-26,7.92
2016-09-27,7.86
2016-09-28,7.99
2016-09-29,8.13
2016-09-30,8.34
2016-10-03,8.17
2016-10-04,8.15
2016-10-05,8.57
2016-10-06,8.68
2016-10-07,8.69
2016-10-10,8.7
2016-10-11,8.32
2016-10-12,8.49
2016-10-13,8.27
2016-10-14,8.31
2016-10-17,8.2
2016-10-18,8.25
2016-10-19,8.3
2016-10-20,8.45
2016-10-21,8.5
2016-10-24,8.4
2016-10-25,8.2
2016-10-26,8.45
2016-10-27,8.45
2016-10-28,6.2
2016-10-31,6.2
2016-11-01,5.95
2016-11-02,5.45
2016-11-03,5.25
2016-11-04,5.55
2016-11-07,5.75
2016-11-08,5.6
2016-11-09,5.7
2016-11-10,5.8
2016-11-11,5.55
2016-11-14,5.35
2016-11-15,5.45
2016-11-16,5.5
2016-11-17,5.6
2016-11-18,6.0
2016-11-21,6.4
2016-11-22,6.7
2016-11-23,6.8
2016-11-25,6.95
2016-11-28,6.7
2016-11-29,6.7
2016-11-30,6.45
2016-12-01,6.3
2016-12-02,6.2
2016-12-05,6.3
2016-12-06,6.35
2016-12-07,6.3
2016-12-08,6.5
2016-12-09,6.4
2016-12-12,6.15
2016-12-13,6.3
2016-12-14,6.2
2016-12-15,6.1
2016-12-16,6.0
2016-12-19,6.35
2016-12-20,6.4
2016-12-21,6.2
2016-12-22,6.3
2016-12-23,6.2
2016-12-27,6.3
2016-12-28,6.35
2016-12-29,6.4
2016-12-30,6.2
2017-01-03,6.3
2017-01-04,6.5
2017-01-05,6.5
2017-01-06,6.35
2017-01-09,6.1
2017-01-10,6.35
2017-01-11,6.7
2017-01-12,6.65
2017-01-13,7.35
2017-01-17,7.45
2017-01-18,7.75
2017-01-19,8.25
2017-01-20,7.95
2017-01-23,8.2
2017-01-24,8.15
2017-01-25,8.2
2017-01-26,8.3
2017-01-27,8.65
2017-01-30,8.6
2017-01-31,8.6
2017-02-01,8.65
2017-02-02,8.75
2017-02-03,8.75
2017-02-06,8.7
2017-02-07,8.55
2017-02-08,8.45
2017-02-09,8.2
2017-02-10,7.45
2017-02-13,7.5
2017-02-14,7.7
2017-02-15,7.45
2017-02-16,7.55
2017-02-17,7.55
2017-02-21,7.5
2017-02-22,7.4
2017-02-23,7.25
2017-02-24,7.6
2017-02-27,7.45
2017-02-28,7.35
2017-03-01,7.4
2017-03-02,7.4
2017-03-03,7.35
2017-03-06,7.4
2017-03-07,7.5
2017-03-08,7.3
2017-03-09,7.35
2017-03-10,7.4
2017-03-13,7.5
2017-03-14,7.6
2017-03-15,7.65
2017-03-16,8.2
2017-03-17,8.35
2017-03-20,8.7
2017-03-21,8.85
2017-03-22,8.65
2017-03-23,8.7
2017-03-24,9.05
2017-03-27,9.05
2017-03-28,9.25
2017-03-29,9.55
2017-03-30,9.6
2017-03-31,9.55
2017-04-03,9.3
2017-04-04,9.2
2017-04-05,8.85
2017-04-06,9.0
2017-04-07,9.05
2017-04-10,8.9
2017-04-11,8.65
2017-04-12,8.65
2017-04-13,8.4
2017-04-17,8.4
2017-04-18,8.3
2017-04-19,8.4
2017-04-20,8.25
2017-04-21,8.35
2017-04-24,8.15
2017-04-25,8.15
2017-04-26,8.1
2017-04-27,8.35
2017-04-28,8.5
2017-05-01,8.7
2017-05-02,8.4
2017-05-03,8.25
2017-05-04,9.65
2017-05-05,10.05
2017-05-08,9.7
2017-05-09,9.45
2017-05-10,9.05
2017-05-11,9.15
2017-05-12,9.15
2017-05-15,9.2
2017-05-16,9.2
2017-05-17,8.75
2017-05-18,8.55
2017-05-19,8.75
2017-05-22,8.55
2017-05-23,8.75
2017-05-24,8.65
2017-05-25,8.6
2017-05-26,8.6
2017-05-30,8.55
2017-05-31,8.55
2017-06-01,8.75
2017-06-02,8.8
2017-06-05,8.8
2017-06-06,8.85
2017-06-07,8.9
2017-06-08,9.2
2017-06-09,9.4
2017-06-12,9.1
2017-06-13,9.2
2017-06-14,9.2
2017-06-15,9.0
2017-06-16,9.0
2017-06-19,9.2
2017-06-20,9.3
2017-06-21,9.35
2017-06-22,9.5
2017-06-23,9.7
2017-06-26,9.85
2017-06-27,9.9
2017-06-28,10.0
2017-06-29,9.8
2017-06-30,9.8
2017-07-03,9.6
2017-07-05,9.65
2017-07-06,9.5
2017-07-07,9.9
2017-07-10,10.0
2017-07-11,10.0
2017-07-12,10.35
2017-07-13,10.9
2017-07-14,11.0
2017-07-17,11.0
2017-07-18,10.95
2017-07-19,11.0
2017-07-20,11.35
2017-07-21,11.8
2017-07-24,11.6
2017-07-25,11.45
2017-07-26,11.6
2017-07-27,11.15
2017-07-28,11.35
2017-07-31,10.9
2017-08-01,10.95
2017-08-02,10.7
2017-08-03,10.85
2017-08-04,12.45
2017-08-07,11.9
2017-08-08,12.05
2017-08-09,11.8
2017-08-10,10.5
2017-08-11,10.25
2017-08-14,10.5
2017-08-15,10.9
2017-08-16,11.15
2017-08-17,10.95
2017-08-18,10.85
2017-08-21,10.7
2017-08-22,10.95
2017-08-23,11.15
2017-08-24,11.15
2017-08-25,11.15
2017-08-28,11.2
2017-08-29,11.1
2017-08-30,11.25
2017-08-31,11.4
2017-09-01,11.95
2017-09-05,11.9
2017-09-06,11.8
2017-09-07,11.45
2017-09-08,11.1
2017-09-11,11.3
2017-09-12,11.5
2017-09-13,11.35
2017-09-14,11.25
2017-09-15,11.1
2017-09-18,11.5
2017-09-19,11.3
2017-09-20,11.0
2017-09-21,11.1
2017-09-22,11.25
2017-09-25,10.5
2017-09-26,10.7
2017-09-27,11.2
2017-09-28,11.2
2017-09-29,11.35
2017-10-02,11.5
2017-10-03,11.4
2017-10-04,11.4
2017-10-05,11.5
2017-10-06,11.6
2017-10-09,11.75
2017-10-10,11.8
2017-10-11,11.4
2017-10-12,11.15
2017-10-13,11.0
2017-10-16,10.8
2017-10-17,10.65
2017-10-18,10.45
2017-10-19,10.35
2017-10-20,10.45
2017-10-23,10.25
2017-10-24,10.25
2017-10-25,10.05
2017-10-26,10.5
2017-10-27,10.5
2017-10-30,10.35
2017-10-31,10.35
2017-11-01,10.4
2017-11-02,11.35
2017-11-03,10.8
2017-11-06,11.1
2017-11-07,11.4
2017-11-08,11.6
2017-11-09,12.1
2017-11-10,12.15
2017-11-13,13.0
2017-11-14,12.85
2017-11-15,13.15
2017-11-16,12.8
2017-11-17,12.25
2017-11-20,12.85
2017-11-21,12.7
2017-11-22,12.75
2017-11-24,13.0
2017-11-27,12.6
2017-11-28,12.6
2017-11-29,12.1
2017-11-30,12.25
2017-12-01,12.25
2017-12-04,11.5
2017-12-05,11.55
2017-12-06,11.15
2017-12-07,11.5
2017-12-08,11.35
2017-12-11,11.35
2017-12-12,11.2
2017-12-13,10.9
2017-12-14,11.0
2017-12-15,10.65
2017-12-18,10.65
2017-12-19,10.4
2017-12-20,10.05
2017-12-21,9.95
2017-12-22,9.65
2017-12-26,10.0
2017-12-27,10.1
2017-12-28,10.0
2017-12-29,9.95
2018-01-02,10.15
2018-01-03,10.55
2018-01-04,10.6
2018-01-05,10.7
2018-01-08,10.95
2018-01-09,10.9
2018-01-10,10.85
2018-01-11,11.05
2018-01-12,11.25
2018-01-16,11.2
2018-01-17,11.55
2018-01-18,12.8
2018-01-19,12.9
2018-01-22,12.9
2018-01-23,12.95
2018-01-24,12.5
2018-01-25,12.45
2018-01-26,12.7
2018-01-29,12.55
2018-01-30,12.3
2018-01-31,12.5
2018-02-01,12.6
2018-02-02,11.5
2018-02-05,11.05
2018-02-06,11.2
2018-02-07,9.85
2018-02-08,9.85
2018-02-09,9.0
2018-02-12,9.2
2018-02-13,9.0
2018-02-14,9.45
2018-02-15,9.65
2018-02-16,9.45
2018-02-20,9.5
2018-02-21,9.2
2018-02-22,9.15
2018-02-23,9.15
2018-02-26,9.75
2018-02-27,9.65
2018-02-28,9.55
2018-03-01,9.4
2018-03-02,9.6
2018-03-05,9.7
2018-03-06,10.1
2018-03-07,10.05
2018-03-08,10.2
2018-03-09,10.15
2018-03-12,10.25
2018-03-13,10.45
2018-03-14,10.55
2018-03-15,10.45
2018-03-16,10.4
2018-03-19,10.05
2018-03-20,10.1
2018-03-21,10.3
2018-03-22,10.1
2018-03-23,9.8
2018-03-26,10.1
2018-03-27,9.95
2018-03-28,9.4
2018-03-29,9.6
2018-04-02,9.45
2018-04-03,9.3
2018-04-04,9.3
2018-04-05,9.25
2018-04-06,9.1
2018-04-09,9.25
2018-04-10,9.55
2018-04-11,9.6
2018-04-12,9.9
2018-04-13,9.75
2018-04-16,9.5
2018-04-17,9.8
2018-04-18,9.75
2018-04-19,9.55
2018-04-20,9.4
2018-04-23,9.25
2018-04-24,9.0
2018-04-25,9.0
2018-04-26,9.2
2018-04-27,9.35
2018-04-30,9.35
2018-05-01,10.9
2018-05-02,10.55
2018-05-03,10.5
2018-05-04,10.7
2018-05-07,10.7
2018-05-08,10.5
2018-05-09,10.6
2018-05-10,10.7
2018-05-11,10.85
2018-05-14,10.8
2018-05-15,10.7
2018-05-16,10.8
2018-05-17,10.85
2018-05-18,10.85
2018-05-21,11.1
2018-05-22,11.25
2018-05-23,11.0
2018-05-24,10.95
2018-05-25,11.1
2018-05-29,11.2
2018-05-30,11.25
2018-05-31,11.1
2018-06-01,11.3
2018-06-04,11.15
2018-06-05,11.2
2018-06-06,11.15
2018-06-07,11.1
2018-06-08,11.05
2018-06-11,10.95
2018-06-12,10.95
2018-06-13,11.0
2018-06-14,11.2
2018-06-15,11.1
2018-06-18,10.9
2018-06-19,10.75
2018-06-20,10.85
2018-06-21,10.45
2018-06-22,10.3
2018-06-25,10.0
2018-06-26,10.3
2018-06-27,10.05
2018-06-28,10.05
2018-06-29,10.25
2018-07-02,10.35
2018-07-03,10.4
2018-07-05,10.4
2018-07-06,10.3
2018-07-09,10.95
2018-07-10,11.45
2018-07-11,11.45
2018-07-12,11.35
2018-07-13,11.3
2018-07-16,11.15
2018-07-17,11.35
2018-07-18,11.3
2018-07-19,11.15
2018-07-20,11.15
2018-07-23,11.15
2018-07-24,11.15
2018-07-25,11.15
2018-07-26,11.3
2018-07-27,11.15
2018-07-30,11.2
2018-07-31,11.6
2018-08-01,12.0
2018-08-02,12.0
2018-08-03,12.2
2018-08-06,12.3
2018-08-07,12.15
2018-08-08,12.1
2018-08-09,12.35
2018-08-10,12.0
2018-08-13,11.65
2018-08-14,11.45
2018-08-15,11.3
2018-08-16,11.4
2018-08-17,11.3
2018-08-20,11.15
2018-08-21,11.25
2018-08-22,11.3
2018-08-23,11.3
2018-08-24,11.1
2018-08-27,11.35
2018-08-28,11.45
2018-08-29,11.2
2018-08-30,11.05
2018-08-31,11.0
2018-09-04,11.0
2018-09-05,11.05
2018-09-06,10.85
2018-09-07,10.7
2018-09-10,10.6
2018-09-11,10.15
2018-09-12,9.85
2018-09-13,9.95
2018-09-14,10.1
2018-09-17,9.95
2018-09-18,9.9
2018-09-19,9.8
2018-09-20,9.75
2018-09-21,9.85
2018-09-24,9.95
2018-09-25,9.7
2018-09-26,9.65
2018-09-27,9.8
2018-09-28,9.9
2018-10-01,9.84
2018-10-02,9.95
2018-10-03,10.1
2018-10-04,9.94
2018-10-05,9.69
2018-10-08,9.63
2018-10-09,9.33
2018-10-10,9.09
2018-10-11,8.92
2018-10-12,8.79
2018-10-15,8.7
2018-10-16,9.02
2018-10-17,9.42
2018-10-18,9.41
2018-10-19,8.96
2018-10-22,8.91
2018-10-23,9.11
2018-10-24,8.51
2018-10-25,8.55
2018-10-26,8.14
2018-10-29,8.04
2018-10-30,8.24
2018-10-31,8.08
2018-11-01,8.36
2018-11-02,8.27
2018-11-05,8.24
2018-11-06,8.21
2018-11-07,8.19
2018-11-08,8.17
2018-11-09,7.99
2018-11-12,7.51
2018-11-13,7.5
2018-11-14,7.27
2018-11-15,7.69
2018-11-16,7.63
2018-11-19,7.16
2018-11-20,7.1
2018-11-21,6.94
2018-11-23,6.9
2018-11-26,6.88
2018-11-27,6.86
2018-11-28,6.93
2018-11-29,6.9
2018-11-30,6.92
2018-12-03,7.07
2018-12-04,6.85
2018-12-06,6.58
2018-12-07,6.39
2018-12-10,6.33
2018-12-11,6.68
2018-12-12,6.69
2018-12-13,7.04
2018-12-14,6.78
2018-12-17,6.72
2018-12-18,7.02
2018-12-19,6.7
2018-12-20,6.38
2018-12-21,6.16
2018-12-24,5.99
2018-12-26,6.17
2018-12-27,6.53
2018-12-28,6.43
2018-12-31,6.21
2019-01-02,6.65
2019-01-03,6.39
2019-01-04,6.5
2019-01-07,6.63
2019-01-08,6.57
2019-01-09,6.87
2019-01-10,6.57
2019-01-11,6.56
2019-01-14,6.42
2019-01-15,6.55
2019-01-16,6.61
2019-01-17,6.51
2019-01-18,6.37
2019-01-22,6.24
2019-01-23,6.24
2019-01-24,6.31
2019-01-25,6.46
2019-01-28,6.22
2019-01-29,6.11
2019-01-30,5.85
2019-01-31,5.98
2019-02-01,6.56
2019-02-04,6.55
2019-02-05,6.51
2019-02-06,7.16
2019-02-07,6.89
2019-02-08,6.81
2019-02-11,6.78
2019-02-12,7.13
2019-02-13,7.09
2019-02-14,7.0
2019-02-15,6.82
2019-02-19,8.65
2019-02-20,8.35
2019-02-21,7.66
2019-02-22,7.7
2019-02-25,7.75
2019-02-26,7.72
2019-02-27,7.79
2019-02-28,7.77
2019-03-01,7.87
2019-03-04,7.92
2019-03-05,7.88
2019-03-06,7.68
2019-03-07,7.52
2019-03-08,7.51
2019-03-11,7.52
2019-03-12,7.5
2019-03-13,7.5
2019-03-14,7.55
2019-03-15,7.6
2019-03-18,7.55
2019-03-19,7.7
2019-03-20,7.7
2019-03-21,8.15
2019-03-22,7.69
2019-03-25,7.6
2019-03-26,7.57
2019-03-27,7.48
2019-03-28,7.42
2019-03-29,7.4
2019-04-01,7.64
2019-04-02,7.76
2019-04-03,7.94
2019-04-04,7.97
2019-04-05,8.17
2019-04-08,8.3
2019-04-09,8.21
2019-04-10,8.41
2019-04-11,8.5
2019-04-12,8.26
2019-04-15,8.16
2019-04-16,8.16
2019-04-17,8.23
2019-04-18,8.36
2019-04-22,9.28
2019-04-23,9.88
2019-04-24,9.5
2019-04-25,9.12
2019-04-26,9.34
2019-04-29,9.14
2019-04-30,8.85
2019-05-01,9.96
2019-05-02,9.98
2019-05-03,9.97
2019-05-06,9.93
2019-05-07,9.92
2019-05-08,9.98
2019-05-09,9.85
2019-05-10,9.88
2019-05-13,9.53
2019-05-14,9.56
2019-05-15,9.47
2019-05-16,9.44
2019-05-17,9.11
2019-05-20,8.25
2019-05-21,8.45
2019-05-22,8.36
2019-05-23,7.95
2019-05-24,7.93
2019-05-28,8.04
2019-05-29,8.14
2019-05-30,8.15
2019-05-31,8.11
2019-06-03,8.27
2019-06-04,9.14
2019-06-05,8.78
2019-06-06,8.74
2019-06-07,8.74
2019-06-10,8.81
2019-06-11,8.83
2019-06-12,9.9
2019-06-13,10.19
2019-06-14,10.14
2019-06-17,10.22
2019-06-18,10.31
2019-06-19,10.63
2019-06-20,10.81
2019-06-21,10.98
2019-06-24,10.73
2019-06-25,10.55
2019-06-26,10.28
2019-06-27,10.3
2019-06-28,10.35
2019-07-01,10.61
2019-07-02,10.78
2019-07-03,10.3
2019-07-05,10.21
2019-07-08,10.01
2019-07-09,9.91
2019-07-10,9.97
2019-07-11,10.12
2019-07-12,10.19
2019-07-15,10.02
2019-07-16,10.0
2019-07-17,10.04
2019-07-18,10.2
2019-07-19,10.27
2019-07-22,10.28
2019-07-23,10.26
2019-07-24,10.9
2019-07-25,10.49
2019-07-26,10.52
2019-07-29,10.83
2019-07-30,10.59
2019-07-31,11.05
2019-08-01,11.25
2019-08-02,11.39
2019-08-05,10.62
2019-08-06,10.52
2019-08-07,10.59
2019-08-08,10.69
2019-08-09,10.51
2019-08-12,10.15
2019-08-13,10.02
2019-08-14,10.05
2019-08-15,10.25
2019-08-16,10.68
2019-08-19,10.7
2019-08-20,10.57
2019-08-21,10.91
2019-08-22,11.05
2019-08-23,10.59
2019-08-26,10.55
2019-08-27,10.33
2019-08-28,10.02
2019-08-29,9.96
2019-08-30,10.11
2019-09-03,10.03
2019-09-04,10.29
2019-09-05,10.54
2019-09-06,10.55
2019-09-09,10.77
2019-09-10,10.78
2019-09-11,11.33
2019-09-12,11.25
2019-09-13,11.19
2019-09-16,11.15
2019-09-17,10.83
2019-09-18,10.81
2019-09-19,10.84
2019-09-20,10.71
2019-09-23,10.71
2019-09-24,10.52
2019-09-25,10.65
2019-09-26,10.43
2019-09-27,10.2
2019-09-30,10.14
2019-10-01,10.15
2019-10-02,10.02
2019-10-03,9.98
2019-10-04,10.22
2019-10-07,10.59
2019-10-08,10.38
2019-10-09,10.21
2019-10-10,10.33
2019-10-11,10.75
2019-10-14,10.95
2019-10-15,11.01
2019-10-16,11.07
2019-10-17,11.74
2019-10-18,11.95
2019-10-21,12.2
2019-10-22,12.16
2019-10-23,11.98
2019-10-24,12.51
2019-10-25,12.89
2019-10-28,13.3
2019-10-29,13.04
2019-10-30,12.78
2019-10-31,12.77
2019-11-01,12.92
2019-11-04,12.87
2019-11-05,12.85
2019-11-06,12.72
2019-11-07,12.8
2019-11-08,12.39
2019-11-11,12.1
2019-11-12,12.11
2019-11-13,12.18
2019-11-14,12.22
2019-11-15,12.5
2019-11-18,12.4
2019-11-19,11.9
2019-11-20,11.91
2019-11-21,11.64
2019-11-22,11.9
2019-11-25,11.99
2019-11-26,11.74
2019-11-27,11.65
2019-11-29,11.39
2019-12-02,11.2
2019-12-03,11.08
2019-12-04,11.35
2019-12-05,11.35
2019-12-06,11.74
2019-12-09,11.53
2019-12-10,11.46
2019-12-11,11.59
2019-12-12,11.43
2019-12-13,11.57
2019-12-16,11.45
2019-12-17,11.84
2019-12-18,11.83
2019-12-19,11.69
2019-12-20,11.75
2019-12-23,11.93
2019-12-24,11.72
2019-12-26,11.83
2019-12-27,11.69
2019-12-30,11.62
2019-12-31,11.61
2020-01-02,11.81
2020-01-03,11.52
2020-01-06,11.86
2020-01-07,12.1
2020-01-08,12.4
2020-01-09,12.19
2020-01-10,12.15
2020-01-13,12.58
2020-01-14,13.97
2020-01-15,13.96
2020-01-16,14.18
2020-01-17,14.06
2020-01-21,15.33
2020-01-22,15.57
2020-01-23,15.47
2020-01-24,14.71
2020-01-27,14.02
2020-01-28,13.95
2020-01-29,13.72
2020-01-30,13.79
2020-01-31,13.45
2020-02-03,14.06
2020-02-04,14.46
2020-02-05,14.68
2020-02-06,14.88
2020-02-07,14.13
2020-02-10,14.24
2020-02-11,14.56
2020-02-12,14.71
2020-02-13,14.82
2020-02-14,14.85
2020-02-18,14.25
2020-02-19,14.45
2020-02-20,15.03
2020-02-21,14.51
2020-02-24,13.48
2020-02-25,12.58
2020-02-26,12.15
2020-02-27,11.41
2020-02-28,11.43
2020-03-02,11.22
2020-03-03,11.0
2020-03-04,11.16
2020-03-05,10.88
2020-03-06,10.16
2020-03-09,9.17
2020-03-10,10.34
2020-03-11,9.69
2020-03-12,8.24
2020-03-13,8.44
2020-03-16,7.03
2020-03-17,7.4
2020-03-18,7.51
2020-03-19,8.51
2020-03-20,7.8
2020-03-23,8.3
2020-03-24,8.95
2020-03-25,9.17
2020-03-26,9.71
2020-03-27,9.26
2020-03-30,9.38
2020-03-31,11.05
2020-04-01,10.96
2020-04-02,10.96
2020-04-03,10.93
2020-04-06,11.67
2020-04-07,11.65
2020-04-08,11.81
2020-04-09,11.19
2020-04-13,11.69
2020-04-14,11.73
2020-04-15,11.45
2020-04-16,11.07
2020-04-17,11.14
2020-04-20,10.94
2020-04-21,10.64
2020-04-22,11.13
2020-04-23,11.54
2020-04-24,11.51
2020-04-27,11.57
2020-04-28,11.19
2020-04-29,12.15
2020-04-30,11.57
2020-05-01,10.74
2020-05-04,10.6
2020-05-05,11.11
2020-05-06,11.54
2020-05-07,11.83
2020-05-08,11.44
