num,name,all_name,sector,industry_group,industry,sub_industry
374,PFE,Pfizer Inc.,Health Care,Pharmaceuticals & Biotechnology & Life Sciences,Pharmaceuticals,Pharmaceuticals
505,ZTS,Zoetis,Health Care,Pharmaceuticals & Biotechnology & Life Sciences,Pharmaceuticals,Pharmaceuticals
72,BA,Boeing Company,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
211,GD,General Dynamics,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
240,HWM,Howmet Aerospace,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
244,HII,Huntington Ingalls Industries,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
284,LHX,L3Harris Technologies,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
297,LMT,Lockheed Martin Corp.,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
349,NOC,Northrop Grumman,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
397,RTX,Raytheon Technologies,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
443,TXT,Textron Inc.,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
449,TDG,TransDigm Group,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
140,DE,Deere & Co.,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
81,CHRW,C. H. Robinson Worldwide,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
183,EXPD,Expeditors,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
190,FDX,FedEx Corporation,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
462,UPS,United Parcel Service,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
15,ALK,Alaska Air Group Inc,Industrials,Transportation,Airlines,Airlines
30,AAL,American Airlines Group,Industrials,Transportation,Airlines,Airlines
141,DAL,Delta Air Lines Inc.,Industrials,Transportation,Airlines,Airlines
424,LUV,Southwest Airlines,Industrials,Transportation,Airlines,Airlines
460,UAL,United Airlines Holdings,Industrials,Transportation,Airlines,Airlines
20,ALLE,Allegion,Industrials,Capital Goods,Building Products,Building Products
45,AOS,A.O. Smith Corp,Industrials,Capital Goods,Building Products,Building Products
89,CARR,Carrier Global,Industrials,Capital Goods,Building Products,Building Products
188,FAST,Fastenal Co,Industrials,Capital Goods,Building Products,Building Products
203,FBHS,Fortune Brands Home & Security,Industrials,Capital Goods,Building Products,Building Products
269,JCI,Johnson Controls International,Industrials,Capital Goods,Building Products,Building Products
308,MAS,Masco Corp.,Industrials,Capital Goods,Building Products,Building Products
448,TT,Trane Technologies plc,Industrials,Capital Goods,Building Products,Building Products
265,J,Jacobs Engineering Group,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
392,PWR,Quanta Services Inc.,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
90,CAT,Caterpillar Inc.,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks
363,PCAR,PACCAR Inc.,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks
479,WAB,Wabtec Corporation,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks
108,CTAS,Cintas Corporation,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Diversified Support Services
127,CPRT,Copart Inc,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Diversified Support Services
38,AME,AMETEK Inc.,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment
164,ETN,Eaton Corporation,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment
170,EMR,Emerson Electric Company,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment
405,ROK,Rockwell Automation Inc.,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment
402,RSG,Republic Services Inc,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services
406,ROL,Rollins Inc.,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services
483,WM,Waste Management Inc.,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services
404,RHI,Robert Half International,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services
1,MMM,3M Company,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
212,GE,General Electric,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
237,HON,Honeywell Int'l Inc.,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
407,ROP,Roper Technologies,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
134,CMI,Cummins Inc.,Industrials,Capital Goods,Machinery,Industrial Machinery
155,DOV,Dover Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery
198,FLS,Flowserve Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery
202,FTV,Fortive Corp,Industrials,Capital Goods,Machinery,Industrial Machinery
220,GWW,Grainger (W.W.) Inc.,Industrials,Capital Goods,Machinery,Industrial Machinery
245,IEX,IDEX Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery
248,ITW,Illinois Tool Works,Industrials,Capital Goods,Machinery,Industrial Machinery
251,IR,Ingersoll Rand,Industrials,Capital Goods,Machinery,Industrial Machinery
362,OTIS,Otis Worldwide,Industrials,Capital Goods,Machinery,Industrial Machinery
365,PH,Parker-Hannifin,Industrials,Capital Goods,Machinery,Industrial Machinery
369,PNR,Pentair plc,Industrials,Capital Goods,Machinery,Industrial Machinery
422,SNA,Snap-on,Industrials,Capital Goods,Machinery,Industrial Machinery
425,SWK,Stanley Black & Decker,Industrials,Capital Goods,Machinery,Industrial Machinery
500,XYL,Xylem Inc.,Industrials,Capital Goods,Machinery,Industrial Machinery
133,CSX,CSX Corp.,Industrials,Transportation,Road & Rail,Railroads
272,KSU,Kansas City Southern,Industrials,Transportation,Road & Rail,Railroads
347,NSC,Norfolk Southern Corp.,Industrials,Transportation,Road & Rail,Railroads
459,UNP,Union Pacific Corp,Industrials,Transportation,Road & Rail,Railroads
173,EFX,Equifax Inc.,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services
247,INFO,IHS Markit Ltd.,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services
342,NLSN,Nielsen Holdings,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services
471,VRSK,Verisk Analytics,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services
463,URI,"United Rentals, Inc.",Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors
266,JBHT,J. B. Hunt Transport Services,Industrials,Transportation,Road & Rail,Trucking
358,ODFL,Old Dominion Freight Line,Industrials,Transportation,Road & Rail,Trucking
7,ADBE,Adobe Inc.,Information Technology,Software & Services,Software,Application Software
42,ANSS,ANSYS,Information Technology,Software & Services,Software,Application Software
57,ADSK,Autodesk Inc.,Information Technology,Software & Services,Software,Application Software
83,CDNS,Cadence Design Systems,Information Technology,Software & Services,Software,Application Software
112,CTXS,Citrix Systems,Information Technology,Software & Services,Software,Application Software
258,INTU,Intuit Inc.,Information Technology,Software & Services,Software,Application Software
350,NLOK,NortonLifeLock,Information Technology,Software & Services,Software,Application Software
361,ORCL,Oracle Corp.,Information Technology,Software & Services,Software,Application Software
367,PAYC,Paycom,Information Technology,Software & Services,Software,Application Software
411,CRM,Salesforce.com,Information Technology,Software & Services,Software,Application Software
432,SNPS,Synopsys Inc.,Information Technology,Software & Services,Software,Application Software
52,ANET,Arista Networks,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
109,CSCO,Cisco Systems,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
186,FFIV,F5 Networks,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
271,JNPR,Juniper Networks,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
330,MSI,Motorola Solutions Inc.,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
21,ADS,Alliance Data Systems,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
79,BR,Broadridge Financial Solutions,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
191,FIS,Fidelity National Information Services,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
195,FISV,Fiserv Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
196,FLT,FleetCor Technologies Inc,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
218,GPN,Global Payments Inc.,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
264,JKHY,Jack Henry & Associates,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
309,MA,Mastercard Inc.,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
366,PAYX,Paychex Inc.,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
368,PYPL,PayPal,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
475,V,Visa Inc.,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
490,WU,Western Union Co,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
40,APH,Amphenol Corp,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components
128,GLW,Corning Inc.,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components
197,FLIR,FLIR Systems,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
275,KEYS,Keysight Technologies,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
502,ZBRA,Zebra Technologies,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
261,IPGP,IPG Photonics Corp.,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
439,TEL,TE Connectivity Ltd.,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
14,AKAM,Akamai Technologies Inc,Information Technology,Software & Services,IT Services,Internet Services & Infrastructure
58,ADP,Automatic Data Processing,Information Technology,Software & Services,IT Services,Internet Services & Infrastructure
470,VRSN,Verisign Inc.,Information Technology,Software & Services,IT Services,Internet Services & Infrastructure
5,ACN,Accenture plc,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
117,CTSH,Cognizant Technology Solutions,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
161,DXC,DXC Technology,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
210,IT,Gartner Inc,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
254,IBM,International Business Machines,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
290,LDOS,Leidos Holdings,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
49,AMAT,Applied Materials Inc.,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
279,KLAC,KLA Corporation,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
286,LRCX,Lam Research,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
8,AMD,Advanced Micro Devices Inc,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
41,ADI,"Analog Devices, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
78,AVGO,Broadcom Inc.,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
252,INTC,Intel Corp.,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
311,MXIM,Maxim Integrated Products Inc,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
319,MCHP,Microchip Technology,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
320,MU,Micron Technology,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
354,NVDA,Nvidia Corporation,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
391,QRVO,Qorvo,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
393,QCOM,QUALCOMM Inc.,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
420,SWKS,Skyworks Solutions,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
442,TXN,Texas Instruments,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
499,XLNX,Xilinx,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
201,FTNT,Fortinet,Information Technology,Software & Services,Software,Systems Software
321,MSFT,Microsoft Corp.,Information Technology,Software & Services,Software,Systems Software
417,NOW,ServiceNow,Information Technology,Software & Services,Software,Systems Software
93,CDW,CDW,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors
48,AAPL,Apple Inc.,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
232,HPE,Hewlett Packard Enterprise,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
241,HPQ,HP Inc.,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
335,NTAP,NetApp,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
414,STX,Seagate Technology,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
489,WDC,Western Digital,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
498,XRX,Xerox,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
156,DOW,Dow Inc.,Materials,Materials,Chemicals,Commodity Chemicals
307,MLM,Martin Marietta Materials,Materials,Materials,Construction Materials,Construction Materials
477,VMC,Vulcan Materials,Materials,Materials,Construction Materials,Construction Materials
207,FCX,Freeport-McMoRan Inc.,Materials,Materials,Metals & Mining,Copper
163,EMN,Eastman Chemical,Materials,Materials,Chemicals,Diversified Chemicals
99,CF,CF Industries Holdings Inc,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals
129,CTVA,Corteva,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals
199,FMC,FMC Corporation,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals
329,MOS,The Mosaic Company,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals
338,NEM,Newmont Corporation,Materials,Materials,Metals & Mining,Gold
13,APD,Air Products & Chemicals Inc,Materials,Materials,Chemicals,Industrial Gases
294,LIN,Linde plc,Materials,Materials,Chemicals,Industrial Gases
63,BLL,Ball Corp,Materials,Materials,Containers & Packaging,Metal & Glass Containers
28,AMCR,Amcor plc,Materials,Materials,Containers & Packaging,Paper Packaging
61,AVY,Avery Dennison Corp,Materials,Materials,Containers & Packaging,Paper Packaging
255,IP,International Paper,Materials,Materials,Containers & Packaging,Paper Packaging
364,PKG,Packaging Corporation of America,Materials,Materials,Containers & Packaging,Paper Packaging
415,SEE,Sealed Air,Materials,Materials,Containers & Packaging,Paper Packaging
491,WRK,WestRock,Materials,Materials,Containers & Packaging,Paper Packaging
16,ALB,Albemarle Corp,Materials,Materials,Chemicals,Specialty Chemicals
94,CE,Celanese,Materials,Materials,Chemicals,Specialty Chemicals
160,DD,DuPont de Nemours Inc,Materials,Materials,Chemicals,Specialty Chemicals
166,ECL,Ecolab Inc.,Materials,Materials,Chemicals,Specialty Chemicals
257,IFF,Intl Flavors & Fragrances,Materials,Materials,Chemicals,Specialty Chemicals
300,LYB,LyondellBasell,Materials,Materials,Chemicals,Specialty Chemicals
380,PPG,PPG Industries,Materials,Materials,Chemicals,Specialty Chemicals
418,SHW,Sherwin-Williams,Materials,Materials,Chemicals,Specialty Chemicals
353,NUE,Nucor Corp.,Materials,Materials,Metals & Mining,Steel
228,PEAK,Healthpeak Properties,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
469,VTR,Ventas Inc,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
487,WELL,Welltower Inc.,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
239,HST,Host Hotels & Resorts,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Hotel & Resort REITs
159,DRE,Duke Realty Corp,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs
385,PLD,Prologis,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs
17,ARE,Alexandria Real Estate Equities,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
75,BXP,Boston Properties,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
421,SLG,SL Green Realty,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
476,VNO,Vornado Realty Trust,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
92,CBRE,CBRE Group,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services
47,AIV,Apartment Investment & Management,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
60,AVB,AvalonBay Communities,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
175,EQR,Equity Residential,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
176,ESS,"Essex Property Trust, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
322,MAA,Mid-America Apartments,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
454,UDR,"UDR, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
189,FRT,Federal Realty Investment Trust,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
277,KIM,Kimco Realty,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
398,O,Realty Income Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
399,REG,Regency Centers Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
419,SPG,Simon Property Group Inc,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
34,AMT,American Tower Corp.,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
132,CCI,Crown Castle International Corp.,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
146,DLR,Digital Realty Trust Inc,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
174,EQIX,Equinix,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
184,EXR,Extra Space Storage,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
263,IRM,Iron Mountain Incorporated,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
388,PSA,Public Storage,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
412,SBAC,SBA Communications,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
492,WY,Weyerhaeuser,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
22,LNT,Alliant Energy Corp,Utilities,Utilities,Electric Utilities,Electric Utilities
31,AEP,American Electric Power,Utilities,Utilities,Electric Utilities,Electric Utilities
124,ED,Consolidated Edison,Utilities,Utilities,Electric Utilities,Electric Utilities
153,D,Dominion Energy,Utilities,Utilities,Electric Utilities,Electric Utilities
158,DUK,Duke Energy,Utilities,Utilities,Electric Utilities,Electric Utilities
167,EIX,Edison Int'l,Utilities,Utilities,Electric Utilities,Electric Utilities
171,ETR,Entergy Corp.,Utilities,Utilities,Electric Utilities,Electric Utilities
178,EVRG,Evergy,Utilities,Utilities,Electric Utilities,Electric Utilities
193,FE,FirstEnergy Corp,Utilities,Utilities,Electric Utilities,Electric Utilities
381,PPL,PPL Corp.,Utilities,Utilities,Electric Utilities,Electric Utilities
387,PEG,Public Serv. Enterprise Inc.,Utilities,Utilities,Electric Utilities,Electric Utilities
423,SO,Southern Company,Utilities,Utilities,Electric Utilities,Electric Utilities
485,WEC,WEC Energy Group,Utilities,Utilities,Electric Utilities,Electric Utilities
56,ATO,Atmos Energy,Utilities,Utilities,Gas Utilities,Gas Utilities
10,AES,AES Corp,Utilities,Utilities,Independent Power & Renewable Electricity Producers,Independent Power Producers & Energy Traders
352,NRG,NRG Energy,Utilities,Utilities,Independent Power & Renewable Electricity Producers,Independent Power Producers & Energy Traders
29,AEE,Ameren Corp,Utilities,Utilities,Multi-Utilities,Multi-Utilities
96,CNP,CenterPoint Energy,Utilities,Utilities,Multi-Utilities,Multi-Utilities
115,CMS,CMS Energy,Utilities,Utilities,Multi-Utilities,Multi-Utilities
157,DTE,DTE Energy Co.,Utilities,Utilities,Multi-Utilities,Multi-Utilities
179,ES,Eversource Energy,Utilities,Utilities,Multi-Utilities,Multi-Utilities
181,EXC,Exelon Corp.,Utilities,Utilities,Multi-Utilities,Multi-Utilities
341,NEE,NextEra Energy,Utilities,Utilities,Multi-Utilities,Multi-Utilities
344,NI,NiSource Inc.,Utilities,Utilities,Multi-Utilities,Multi-Utilities
377,PNW,Pinnacle West Capital,Utilities,Utilities,Multi-Utilities,Multi-Utilities
416,SRE,Sempra Energy,Utilities,Utilities,Multi-Utilities,Multi-Utilities
497,XEL,Xcel Energy Inc,Utilities,Utilities,Multi-Utilities,Multi-Utilities
35,AWK,American Water Works Company Inc,Utilities,Utilities,Multi-Utilities,Water Utilities
