,Mkt-RF,SMB,HML,RMW,CMA,RF,R_ME,R_IA,R_ROE,R_EG,rSP500,HiTec,NASDQ
201704,1.09,0.49,-1.87,2,-1.55,0.05,0.5831,-1.5535,1.0088,1.6976,0.009091209,2.79,0.027095948
201705,1.06,-3.05,-3.78,1.21,-1.88,0.06,-2.5542,-1.6642,1.3102,2.6021,0.011576251,4.27,0.036763486
201706,0.78,2.48,1.35,-2.01,-0.07,0.06,3.0582,-0.4968,-1.2898,-1.9382,0.004813775,-2.1,-0.024509378
201707,1.87,-1.59,-0.29,-0.71,-0.15,0.07,-1.1228,-0.4286,1.5346,1.0357,0.019348826,3.79,0.041334065
201708,0.16,-1.85,-2.24,0.28,-2.42,0.09,-1.3984,-2.8241,0.4656,1.6153,0.000546433,3.04,0.018412235
201709,2.51,4.84,3.03,-1.18,1.63,0.09,4.9016,3.1284,0.4497,-1.8701,0.019302979,0.58,-0.001553
201710,2.25,-1.97,-0.05,1.04,-3.33,0.09,-1.0351,-2.8548,2.1725,3.1841,0.022188135,6.86,0.045032071
201711,3.12,-0.43,-0.04,3.12,0,0.08,0.2014,-0.4969,1.8734,1.1491,0.003720043,1.04,0.018724314
201712,1.06,-1.04,0.14,0.65,1.65,0.09,-0.9112,1.7456,0.32,-1.1263,0.034342557,-0.22,0.004847942
201801,5.58,-3.15,-1.37,-0.5,-0.89,0.11,-2.7743,-1.2889,-1.311,2.8559,0.056178704,7.58,0.086543773
201802,-3.65,0.32,-1.19,0.52,-2.25,0.11,0.1904,-1.6939,-0.7678,4.4879,-0.038947372,-0.04,-0.013751143
201803,-2.35,3.54,-0.12,-0.51,0,0.12,2.8151,-0.1073,0.1924,0.4606,-0.026884499,-3.29,-0.03987063
201804,0.29,0.97,0.54,-2.09,1.18,0.14,0.2795,1.5935,-0.0284,-0.6367,0.002718775,-0.14,0.003713639
201805,2.65,4.72,-3.16,-1.95,-1.42,0.14,4.8832,-1.0828,-1.8755,2.3931,0.021608342,6.93,0.054826482
201806,0.48,0.86,-2.38,0.71,0.33,0.14,0.6138,-0.409,1.4412,0.1827,0.004842436,-0.34,0.010486891
201807,3.19,-1.92,0.43,1.61,0.43,0.16,-1.3208,0.4854,1.9596,1.4113,0.036021556,2.27,0.02715319
201808,3.44,0.65,-4.08,-0.28,-2.5,0.16,1.4262,-2.331,0.3653,4.6197,0.030263211,7.32,0.058430724
201809,0.06,-2.52,-1.3,0.59,1.24,0.15,-3.1119,1.4117,0.5948,0.7674,0.004294287,-0.26,-0.003514237
201810,-7.68,-4.51,3.44,0.87,3.45,0.19,-4.77,4.1298,1.2871,-0.5494,-0.069403356,-8.78,-0.086599387
201811,1.69,-0.82,0.25,-0.6,0.32,0.18,-0.6804,-0.9417,0.97,2.908,0.017859357,-1.63,-0.002596537
201812,-9.55,-3.05,-1.47,-0.13,0.16,0.19,-3.0503,-0.8273,1.3549,2.7543,-0.091776895,-8.13,-0.089083132
201901,8.41,3.09,-0.62,-0.69,-1.36,0.21,2.0427,-1.0012,-3.9832,-7.056,0.078684402,9.58,0.091133072
201902,3.4,1.78,-2.84,0.24,-1.47,0.18,1.1534,-2.567,0.5759,1.2837,0.029728889,5.56,0.027608855
201903,1.1,-3.54,-4.07,0.93,-1.02,0.19,-3.3272,-0.5068,-0.0365,0.687,0.017924256,3.72,0.039625087
201904,3.96,-1.13,1.93,1.75,-2.17,0.21,-0.2216,-2.5239,2.0847,1.1669,0.039313498,6.03,0.054574128
201905,-6.94,-1.47,-2.39,-0.35,1.78,0.21,-1.9477,1.5123,0.6852,0.1557,-0.065777731,-8.52,-0.08398167
201906,6.93,0.37,-1.08,0.94,-0.38,0.18,-0.5105,-0.256,-0.1243,-0.233,0.068930164,7.87,0.076195731
201907,1.19,-1.91,0.14,-0.08,0.36,0.19,-1.6312,0.1712,0.5053,1.128,0.013128152,3.61,0.023164887
201908,-2.58,-3.3,-4.99,0.37,-0.96,0.16,-4.2469,-0.9351,1.7673,1.6305,-0.018091627,-2.79,-0.02010246
201909,1.44,0.32,6.71,1.97,3.55,0.18,1.3935,3.0078,1.6828,-2.0098,0.017181178,1.14,0.007599817
201910,2.06,0.21,-2.07,0.43,-0.96,0.15,0.8401,-0.5515,0.6286,1.717,0.020431771,3.35,0.043148852
201911,3.87,0.5,-1.86,-1.5,-1.29,0.12,-0.0261,-1.0127,-1.1667,-0.3332,0.034047037,5.11,0.039566592
201912,2.77,0.96,1.83,0.21,1.31,0.14,1.2822,1.836,-1.32,-0.7981,0.028589819,3.73,0.039196
202001,-0.11,-4.4,-6.27,-1.23,-2.34,0.13,,,,,-0.001628093,3.24,0.029593195
202002,-8.13,-0.07,-4.01,-1.64,-2.53,0.12,,,,,-0.084110484,-6.98,-0.058908871
202003,-13.39,-8.43,-14.11,-1.32,1.26,0.12,,,,,-0.125119282,-9.96,-0.076618187
202004,,,,,,,,,,,,15.27,0.151917805
