"Date","AA","ABH","ABT","AGX","ALR","ALTR","AZN","BB","BCE","BNS","BRK","BRO","C","CBI","CRESY","CSX","CTB","CTL","DELL","DRC","DSSI","DXM","EROS","FIT","FLR","FTR","GCI","GE","GM","GSK","HP","IBM","IBN","ICO","INTC","IPI","JEC","JEF","JNJ","KG","KLIC","KW","LRN","MCFT","MDLZ","MGA","MHK","MMI","MON","MU","MYRG","NEU","NTES","NWPX","NXY","NYCB","NYT","ORI","OSTK","PFE","PGH","PGR","PKX","RAIL","RE","RFP","RPXC","RYAAY","RYAM","SBNY","SD","SLCA","SPMD","STEI","TRQ","TSM","USB","VRUS","WFC","WMT"
2013-11-01,0,0,0,0,0,0,0,29.81,0.9,0,0.27,0,0.08,0,0.56,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.69,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,7.58,0.56,0,0,0,0,0,35.95,0,0,0,0,15.21,0,0,0,0,0,0.09,0,0.24,0
2013-12-01,0,0,0,0,0,0,0,29.81,0.9,0,0.27,0,0.08,0,0.56,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.69,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,7.58,0.56,0,0,0,0,0,35.95,0,0,0,0,15.21,0,0,0,0,0,0.09,0,0.24,0
2014-01-01,0,0,0,0,0,0,0,26.68,0.82,0,0.3,0,0.07,0,0.47,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,4.44,0.53,0,0,0,0,0,41.27,0,0,0,0,14.12,0,0,0,0,0,0.09,0,0.24,0
2014-02-01,0,0,0,0,0,0,0,26.68,0.82,0,0.3,0,0.07,0,0.47,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,4.44,0.53,0,0,0,0,0,41.27,0,0,0,0,14.12,0,0,0,0,0,0.09,0,0.24,0
2014-03-01,0,0,0,0,0,0,0,26.68,0.82,0,0.3,0,0.07,0,0.47,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,4.44,0.53,0,0,0,0,0,41.27,0,0,0,0,14.12,0,0,0,0,0,0.09,0,0.24,0
2014-04-01,0,0,0,0,0,0,0,32.99,0.84,0,0.29,0,0.07,0,0.65,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,3.46,0.48,0,0,0,0,0,33.64,0,0,0,0,16.03,0,0,0,0,0,0.09,0,0.25,0
2014-05-01,0,0,0,0,0,0,0,32.99,0.84,0,0.29,0,0.07,0,0.65,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,3.46,0.48,0,0,0,0,0,33.64,0,0,0,0,16.03,0,0,0,0,0,0.09,0,0.25,0
2014-06-01,0,0,0,0,0,0,0,32.99,0.84,0,0.29,0,0.07,0,0.65,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,3.46,0.48,0,0,0,0,0,33.64,0,0,0,0,16.03,0,0,0,0,0,0.09,0,0.25,0
2014-07-01,0,0,0,0,0,0,0,31.68,0.78,0,0.31,0,0.07,0,0.54,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,13.84,0,0,0,0,0,0,0.6,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0.47,0,0,0,0,0,31.03,0,0,0,0,9.49,0,0,0,0,0,0.09,0,0.25,0
2014-08-01,0,0,0,0,0,0,0,31.68,0.78,0,0.31,0,0.07,0,0.54,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,13.84,0,0,0,0,0,0,0.6,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0.47,0,0,0,0,0,31.03,0,0,0,0,9.49,0,0,0,0,0,0.09,0,0.25,0
2014-09-01,0,0,0,0,0,0,0,31.68,0.78,0,0.31,0,0.07,0,0.54,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,13.84,0,0,0,0,0,0,0.6,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0.47,0,0,0,0,0,31.03,0,0,0,0,9.49,0,0,0,0,0,0.09,0,0.25,0
2014-10-01,0,0,0,0,0,0,0,33.16,0.8,0,0.33,0,0.07,0,0.47,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,14.16,0,0,0,0,0,0,0.56,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.47,0,0,0,0,0,33.08,0,0,0,0,5.96,0,0,0,0,0,0.07,0,0.25,0
2014-11-01,0,0,0,0,0,0,0,33.16,0.8,0,0.33,0,0.07,0,0.47,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,14.16,0,0,0,0,0,0,0.56,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.47,0,0,0,0,0,33.08,0,0,0,0,5.96,0,0,0,0,0,0.07,0,0.25,0
2014-12-01,0,0,0,0,0,0,0,33.16,0.8,0,0.33,0,0.07,0,0.47,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,14.16,0,0,0,0,0,0,0.56,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.47,0,0,0,0,0,33.08,0,0,0,0,5.96,0,0,0,0,0,0.07,0,0.25,0
2015-01-01,0,0,0,0,0,0,0,29.33,0.8,0,0.31,0,0.07,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,15.41,0,0,0,0,0,0,0.59,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0,5.43,0.58,0,0,0,0,0,35.26,0,0,0,0,6.38,0,0,0,0,0,0.07,0,0.27,0
2015-02-01,0,0,0,0,0,0,0,29.33,0.8,0,0.31,0,0.07,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,15.41,0,0,0,0,0,0,0.59,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0,5.43,0.58,0,0,0,0,0,35.26,0,0,0,0,6.38,0,0,0,0,0,0.07,0,0.27,0
2015-03-01,0,0,0,0,0,0,0,29.33,0.8,0,0.31,0,0.07,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,15.41,0,0,0,0,0,0,0.59,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0,5.43,0.58,0,0,0,0,0,35.26,0,0,0,0,6.38,0,0,0,0,0,0.07,0,0.27,0
2015-04-01,0,0,0,0,0,0,0,27.97,0.84,0,0.3,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26,0,0,0,0,0,0,0.59,0,0,16.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,5.26,0.58,0,0,0,0,0,23.94,0,0,0,0,3.26,0,0,0,0,0,0,0,0.29,0
2015-05-01,0,0,0,0,0,0,0,27.97,0.84,0,0.3,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26,0,0,0,0,0,0,0.59,0,0,16.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,5.26,0.58,0,0,0,0,0,23.94,0,0,0,0,3.26,0,0,0,0,0,0,0,0.29,0
2015-06-01,0,0,0,0,0,0,0,27.97,0.84,0,0.3,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26,0,0,0,0,0,0,0.59,0,0,16.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,5.26,0.58,0,0,0,0,0,23.94,0,0,0,0,3.26,0,0,0,0,0,0,0,0.29,0
2015-07-01,0,0,0,0,0,0.09,0,26.45,1.01,0,0.37,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,0,0,0,0,0,0,0.71,0,0,18.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,5.05,0.68,0,0,0.62,0,0,22.29,0,0,0,0,1.43,0,0,0,0,0,0.09,0,0.33,0
2015-08-01,0,0,0,0,0,0.09,0,26.45,1.01,0,0.37,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,0,0,0,0,0,0,0.71,0,0,18.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,5.05,0.68,0,0,0.62,0,0,22.29,0,0,0,0,1.43,0,0,0,0,0,0.09,0,0.33,0
2015-09-01,0,0,0,0,0,0.09,0,26.45,1.01,0,0.37,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,0,0,0,0,0,0,0.71,0,0,18.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,5.05,0.68,0,0,0.62,0,0,22.29,0,0,0,0,1.43,0,0,0,0,0,0.09,0,0.33,0
2015-10-01,0,0,0,0,0,0,0,35.17,0.84,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,1.52,15.22,0,0,0,0,0,0,0.69,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0.55,0,0,0.55,0,0,17.8,0,0,0,0,0.91,0,0,0,0.24,0,0.08,0,0.31,0
2015-11-01,0,0,0,0,0,0,0,35.17,0.84,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,1.52,15.22,0,0,0,0,0,0,0.69,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0.55,0,0,0.55,0,0,17.8,0,0,0,0,0.91,0,0,0,0.24,0,0.08,0,0.31,0
2015-12-01,0,0,0,0,0,0,0,35.17,0.84,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,1.52,15.22,0,0,0,0,0,0,0.69,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0.55,0,0,0.55,0,0,17.8,0,0,0,0,0.91,0,0,0,0.24,0,0.08,0,0.31,0
2016-01-01,0,0,0,0,0,0,0,33.65,1.09,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,1.83,18.33,0.95,0,0,0,0,0.43,0.8,0,0,17.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,0.55,0,0,0.81,0,0,14.19,0,0,0,0,0,0,0,0,0.26,0,0.08,0,0.3,0
2016-02-01,0,0,0,0,0,0,0,33.65,1.09,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,1.83,18.33,0.95,0,0,0,0,0.43,0.8,0,0,17.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,0.55,0,0,0.81,0,0,14.19,0,0,0,0,0,0,0,0,0.26,0,0.08,0,0.3,0
2016-03-01,0,0,0,0,0,0,0,33.65,1.09,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,1.83,18.33,0.95,0,0,0,0,0.43,0.8,0,0,17.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,0.55,0,0,0.81,0,0,14.19,0,0,0,0,0,0,0,0,0.26,0,0.08,0,0.3,0
2016-04-01,0,0,0,0,0,0,0,30.36,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,20.05,0,0,0,0,0,0.5,0.97,0,0,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0.72,0,0,0.83,0,0,15.67,0,0,0.09,0,0,0,0,0,0.38,0,0.09,0,0.32,0
2016-05-01,0,0,0,0,0,0,0,30.36,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,20.05,0,0,0,0,0,0.5,0.97,0,0,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0.72,0,0,0.83,0,0,15.67,0,0,0.09,0,0,0,0,0,0.38,0,0.09,0,0.32,0
2016-06-01,0,0,0,0,0,0,0,30.36,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,20.05,0,0,0,0,0,0.5,0.97,0,0,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0.72,0,0,0.83,0,0,15.67,0,0,0.09,0,0,0,0,0,0.38,0,0.09,0,0.32,0
2016-07-01,0,0,0,0,0,0,0,33.58,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,19.51,0,0,0,0,0,0.51,0.88,0,0,18.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0.64,0,0,0.88,0,0,13,0,0,0.08,0,0,0,0,0,0.31,0,0.09,0,0.28,0
2016-08-01,0,0,0,0,0,0,0,33.58,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,19.51,0,0,0,0,0,0.51,0.88,0,0,18.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0.64,0,0,0.88,0,0,13,0,0,0.08,0,0,0,0,0,0.31,0,0.09,0,0.28,0
2016-09-01,0,0,0,0,0,0,0,33.58,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,19.51,0,0,0,0,0,0.51,0.88,0,0,18.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0.64,0,0,0.88,0,0,13,0,0,0.08,0,0,0,0,0,0.31,0,0.09,0,0.28,0
2016-10-01,0,0,0,0,0,0,0,27.52,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,19.35,0,0,0,0,0,0.6,1.49,0,0,21.57,0,0,0,0,0,0,0.06,0,0,0,0.06,0,0,0,0,0,4.77,0.58,0,0,0.86,0,0,13.99,0,0,0,0,0,0,0,0,0.32,0,1.79,0,0.31,0
2016-11-01,0,0,0,0,0,0,0,27.52,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,19.35,0,0,0,0,0,0.6,1.49,0,0,21.57,0,0,0,0,0,0,0.06,0,0,0,0.06,0,0,0,0,0,4.77,0.58,0,0,0.86,0,0,13.99,0,0,0,0,0,0,0,0,0.32,0,1.79,0,0.31,0
2016-12-01,0,0,0,0,0,0,0,27.52,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,19.35,0,0,0,0,0,0.6,1.49,0,0,21.57,0,0,0,0,0,0,0.06,0,0,0,0.06,0,0,0,0,0,4.77,0.58,0,0,0.86,0,0,13.99,0,0,0,0,0,0,0,0,0.32,0,1.79,0,0.31,0
2017-01-01,0,0,0,0,0,0,0,29.2,0,0,0.31,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,19.15,0,0,0,2.3,0,0.63,1.52,0,0,22.03,0,0,0,0,0,0,0.06,0,0,0,0.07,0,0,0,0,0,0,0.58,0,0,1,0,0,13.32,0,0,0,0,0,0,0,0,0.28,0,1.7,0,0.27,0
2017-02-01,0,0,0,0,0,0,0,29.2,0,0,0.31,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,19.15,0,0,0,2.3,0,0.63,1.52,0,0,22.03,0,0,0,0,0,0,0.06,0,0,0,0.07,0,0,0,0,0,0,0.58,0,0,1,0,0,13.32,0,0,0,0,0,0,0,0,0.28,0,1.7,0,0.27,0
2017-03-01,0,0,0,0,0,0,0,29.2,0,0,0.31,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,19.15,0,0,0,2.3,0,0.63,1.52,0,0,22.03,0,0,0,0,0,0,0.06,0,0,0,0.07,0,0,0,0,0,0,0.58,0,0,1,0,0,13.32,0,0,0,0,0,0,0,0,0.28,0,1.7,0,0.27,0
2017-04-01,0,0,0,0,0,0,0,41.29,0,0,0.37,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,9.02,0,0,0,3.32,0,0.69,1.77,0,0,20.73,0,0,0,0,0,0,0.07,0,0,0,0.08,0,0,0,0,0,0,0.62,0,0,1.06,0,0,11.77,0,0,0,0,0,0,0,0,0.27,0,1.88,0,0.27,0
2017-05-01,0,0,0,0,0,0,0,41.29,0,0,0.37,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,9.02,0,0,0,3.32,0,0.69,1.77,0,0,20.73,0,0,0,0,0,0,0.07,0,0,0,0.08,0,0,0,0,0,0,0.62,0,0,1.06,0,0,11.77,0,0,0,0,0,0,0,0,0.27,0,1.88,0,0.27,0
2017-06-01,0,0,0,0,0,0,0,41.29,0,0,0.37,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,9.02,0,0,0,3.32,0,0.69,1.77,0,0,20.73,0,0,0,0,0,0,0.07,0,0,0,0.08,0,0,0,0,0,0,0.62,0,0,1.06,0,0,11.77,0,0,0,0,0,0,0,0,0.27,0,1.88,0,0.27,0
2017-07-01,0,0,0,0.34,1.52,0,0,42.71,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,3.34,0,0,0,5.94,0,0,1.61,0,0,18.66,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.61,0.26,0,1.09,0,0,12.5,0.33,0,0,0,0,0,0,0,0.29,0,0,0,0.25,0
2017-08-01,0,0,0,0.34,1.52,0,0,42.71,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,3.34,0,0,0,5.94,0,0,1.61,0,0,18.66,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.61,0.26,0,1.09,0,0,12.5,0.33,0,0,0,0,0,0,0,0.29,0,0,0,0.25,0
2017-09-01,0,0,0,0.34,1.52,0,0,42.71,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,3.34,0,0,0,5.94,0,0,1.61,0,0,18.66,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.61,0.26,0,1.09,0,0,12.5,0.33,0,0,0,0,0,0,0,0.29,0,0,0,0.25,0
2017-10-01,0,0,0,0.24,0,0,0,36.82,0,0,0,0,0,0.97,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.87,0,0,0,5.58,0,0,1.49,0,0,15.07,0,0,0,0,0,0,0,0,0.2,0,0,0.24,0,0,0,0,0,0.54,0,0,1.06,0,0,23.69,0.38,0,0,0,0,0,0,0,0.28,0,0,0,0.2,0
2017-11-01,0,0,0,0.24,0,0,0,36.82,0,0,0,0,0,0.97,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.87,0,0,0,5.58,0,0,1.49,0,0,15.07,0,0,0,0,0,0,0,0,0.2,0,0,0.24,0,0,0,0,0,0.54,0,0,1.06,0,0,23.69,0.38,0,0,0,0,0,0,0,0.28,0,0,0,0.2,0
2017-12-01,0,0,0,0.24,0,0,0,36.82,0,0,0,0,0,0.97,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.87,0,0,0,5.58,0,0,1.49,0,0,15.07,0,0,0,0,0,0,0,0,0.2,0,0,0.24,0,0,0,0,0,0.54,0,0,1.06,0,0,23.69,0.38,0,0,0,0,0,0,0,0.28,0,0,0,0.2,0
2018-01-01,0,0,0,0.29,0,0,0,40.15,0,0,0,0,0,0.91,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0.31,0,0,1.71,3.05,0,0,0,4.52,0.18,0,1.42,0,0.22,17.33,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,1.11,0.18,0,18.84,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,0,0,0,0.29,0,0,0,40.15,0,0,0,0,0,0.91,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0.31,0,0,1.71,3.05,0,0,0,4.52,0.18,0,1.42,0,0.22,17.33,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,1.11,0.18,0,18.84,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,0,0,0,0.29,0,0,0,40.15,0,0,0,0,0,0.91,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0.31,0,0,1.71,3.05,0,0,0,4.52,0.18,0,1.42,0,0.22,17.33,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,1.11,0.18,0,18.84,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,0,0,0,0.33,0,0,0,36.15,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0.87,0.25,0,1.76,2.98,0,0,0,0,0.2,0,1.43,0,0.23,22.61,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.12,0.24,0,25.25,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0
2018-05-01,0,0,0,0.33,0,0,0,36.15,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0.87,0.25,0,1.76,2.98,0,0,0,0,0.2,0,1.43,0,0.23,22.61,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.12,0.24,0,25.25,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0
2018-06-01,0,0,0,0.33,0,0,0,36.15,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0.87,0.25,0,1.76,2.98,0,0,0,0,0.2,0,1.43,0,0.23,22.61,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.12,0.24,0,25.25,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0
2018-07-01,0,0,0,0.25,0,0,0,31.01,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0.12,0,0,0.71,0.74,0,1.38,0,0,0,0,0,0.18,0,1.18,0,0.17,16.73,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.73,0.17,0,23.1,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0
2018-08-01,0,0,0,0.25,0,0,0,31.01,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0.12,0,0,0.71,0.74,0,1.38,0,0,0,0,0,0.18,0,1.18,0,0.17,16.73,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.73,0.17,0,23.1,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0
2018-09-01,0,0,0,0.25,0,0,0,31.01,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0.12,0,0,0.71,0.74,0,1.38,0,0,0,0,0,0.18,0,1.18,0,0.17,16.73,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.73,0.17,0,23.1,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0
2018-10-01,0,0,0,0.3,0,0,0,26.13,0,0.97,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0.83,0.99,0,1.3,0,0,0,0,0,0.26,0,1.49,0,0.21,19.06,0,0,0,0,0,0,0,0.12,0,0,0.15,0.29,0,0,0,0,0,0,0,0,0.82,0,0,19.08,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0
2018-11-01,0,0,0,0.3,0,0,0,26.13,0,0.97,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0.83,0.99,0,1.3,0,0,0,0,0,0.26,0,1.49,0,0.21,19.06,0,0,0,0,0,0,0,0.12,0,0,0.15,0.29,0,0,0,0,0,0,0,0,0.82,0,0,19.08,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0
2018-12-01,0,0,0,0.3,0,0,0,26.13,0,0.97,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0.83,0.99,0,1.3,0,0,0,0,0,0.26,0,1.49,0,0.21,19.06,0,0,0,0,0,0,0,0.12,0,0,0.15,0.29,0,0,0,0,0,0,0,0,0.82,0,0,19.08,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0
2019-01-01,0,0,0,0.24,0,0,0,25.83,0,0.72,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0.76,0.76,0,0.43,0,0,0,0,0,0.19,0,1.12,0,0.16,15.61,0,0,0,0,0,0,0,0.67,0,0,0.11,0.18,0,0,0,0,0,0,0,0,0,0,0,13.21,0,0,0,0.18,0,0.13,0,0,0,0,0,0,0,0
2019-02-01,0,0,0,0.24,0,0,0,25.83,0,0.72,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0.76,0.76,0,0.43,0,0,0,0,0,0.19,0,1.12,0,0.16,15.61,0,0,0,0,0,0,0,0.67,0,0,0.11,0.18,0,0,0,0,0,0,0,0,0,0,0,13.21,0,0,0,0.18,0,0.13,0,0,0,0,0,0,0,0
2019-03-01,0,0,0,0.24,0,0,0,25.83,0,0.72,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0.76,0.76,0,0.43,0,0,0,0,0,0.19,0,1.12,0,0.16,15.61,0,0,0,0,0,0,0,0.67,0,0,0.11,0.18,0,0,0,0,0,0,0,0,0,0,0,13.21,0,0,0,0.18,0,0.13,0,0,0,0,0,0,0,0
2019-04-01,0,0,0,0.2,0,0,0,19.71,0,0.75,0,0,0,0,0,0,0,1.57,0,0,0.75,0,0,0,0,0,0,0.83,0.82,0,0.41,0,0,0,0,0,0.22,0,1.16,0,0.17,15.48,0,0,0,0,0,0,0,0.65,0,0,0.12,0.2,0,0,0,0,0,0,0,0,0,0,0,12.43,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0
2019-05-01,0,0,0,0.2,0,0,0,19.71,0,0.75,0,0,0,0,0,0,0,1.57,0,0,0.75,0,0,0,0,0,0,0.83,0.82,0,0.41,0,0,0,0,0,0.22,0,1.16,0,0.17,15.48,0,0,0,0,0,0,0,0.65,0,0,0.12,0.2,0,0,0,0,0,0,0,0,0,0,0,12.43,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0
2019-06-01,0,0,0,0.2,0,0,0,19.71,0,0.75,0,0,0,0,0,0,0,1.57,0,0,0.75,0,0,0,0,0,0,0.83,0.82,0,0.41,0,0,0,0,0,0.22,0,1.16,0,0.17,15.48,0,0,0,0,0,0,0,0.65,0,0,0.12,0.2,0,0,0,0,0,0,0,0,0,0,0,12.43,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0
