"Date","ABT","ADM","AMX","AN","APD","ARCO","BAX","BP","BRK","BYND","CAT","CCI","CNI","CNR","COST","CSX","CX","DDAIF","ECL","EXPD","FDX","FMX","GS","JNJ","KO","KOF","LBTYA","LBTYK","LILA","LILAK","MCD","MRK","MSFT","MTB","PFE","PG","RSG","SGP","TM","TSCO","TTF","TV","UPS","WBA","WM","WMT","XOM"
2015-05-01,0,0,0,0.7,0,0.09,0,1.76,54.87,0,5.61,2.52,5.81,0,0,0,0,0,2.9,0,3.03,0,0,0,0,2.9,0.67,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,2.58,1.72,5.07,4.83,0
2015-06-01,0,0,0,0.7,0,0.09,0,1.76,54.87,0,5.61,2.52,5.81,0,0,0,0,0,2.9,0,3.03,0,0,0,0,2.9,0.67,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,2.58,1.72,5.07,4.83,0
2015-07-01,0,0,0,0.64,0,0.05,0,1.09,60.05,0,4.27,2.44,5.64,0,0,0,0,0,2.78,0,2.53,0,0,0,0,2.5,0.53,0.87,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,2.55,2.59,1.68,5.38,4.36,0
2015-08-01,0,0,0,0.64,0,0.05,0,1.09,60.05,0,4.27,2.44,5.64,0,0,0,0,0,2.78,0,2.53,0,0,0,0,2.5,0.53,0.87,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,2.55,2.59,1.68,5.38,4.36,0
2015-09-01,0,0,0,0.64,0,0.05,0,1.09,60.05,0,4.27,2.44,5.64,0,0,0,0,0,2.78,0,2.53,0,0,0,0,2.5,0.53,0.87,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,2.55,2.59,1.68,5.38,4.36,0
2015-10-01,0,0,0,0.68,0,0.06,0,0,58.94,0,4.59,2.77,5.74,0,0,0,0,0,3,0,2.7,0,0,0,0,2.64,0.54,0.89,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,2.76,2.61,1.78,5.97,4.27,0
2015-11-01,0,0,0,0.68,0,0.06,0,0,58.94,0,4.59,2.77,5.74,0,0,0,0,0,3,0,2.7,0,0,0,0,2.64,0.54,0.89,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,2.76,2.61,1.78,5.97,4.27,0
2015-12-01,0,0,0,0.68,0,0.06,0,0,58.94,0,4.59,2.77,5.74,0,0,0,0,0,3,0,2.7,0,0,0,0,2.64,0.54,0.89,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,2.76,2.61,1.78,5.97,4.27,0
2016-01-01,0,0,0,0.52,0,0.07,0,0,57.27,0,5.01,2.68,6.22,0,0,0,0,0,2.83,0,2.86,0,0,0,0,3,0.47,0.8,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,2.7,2.78,1.7,6.4,4.62,0
2016-02-01,0,0,0,0.52,0,0.07,0,0,57.27,0,5.01,2.68,6.22,0,0,0,0,0,2.83,0,2.86,0,0,0,0,3,0.47,0.8,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,2.7,2.78,1.7,6.4,4.62,0
2016-03-01,0,0,0,0.52,0,0.07,0,0,57.27,0,5.01,2.68,6.22,0,0,0,0,0,2.83,0,2.86,0,0,0,0,3,0.47,0.8,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,2.7,2.78,1.7,6.4,4.62,0
2016-04-01,0,0,0,0.53,0,0.09,0,0,55.42,0,5.08,3.22,6.01,0,0,0,0,0,3.08,0,2.73,0,0,0,0,3.07,0.37,0.62,0.07,0.12,0,0,0,0,0,0,0,0,0,0,0,2.61,2.9,1.72,7.34,5.04,0
2016-05-01,0,0,0,0.53,0,0.09,0,0,55.42,0,5.08,3.22,6.01,0,0,0,0,0,3.08,0,2.73,0,0,0,0,3.07,0.37,0.62,0.07,0.12,0,0,0,0,0,0,0,0,0,0,0,2.61,2.9,1.72,7.34,5.04,0
2016-06-01,0,0,0,0.53,0,0.09,0,0,55.42,0,5.08,3.22,6.01,0,0,0,0,0,3.08,0,2.73,0,0,0,0,3.07,0.37,0.62,0.07,0.12,0,0,0,0,0,0,0,0,0,0,0,2.61,2.9,1.72,7.34,5.04,0
2016-07-01,0,0,0,0.5,0,0.09,0,0,58.21,0,5.42,2.72,6.07,0,0,0,0,0,2.88,0,2.86,0,0,0,0,2.53,0.39,0.65,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,2.35,2.68,1.52,6.44,4.53,0
2016-08-01,0,0,0,0.5,0,0.09,0,0,58.21,0,5.42,2.72,6.07,0,0,0,0,0,2.88,0,2.86,0,0,0,0,2.53,0.39,0.65,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,2.35,2.68,1.52,6.44,4.53,0
2016-09-01,0,0,0,0.5,0,0.09,0,0,58.21,0,5.42,2.72,6.07,0,0,0,0,0,2.88,0,2.86,0,0,0,0,2.53,0.39,0.65,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,2.35,2.68,1.52,6.44,4.53,0
2016-10-01,0,0,0,0.49,0,0.09,0,0,59.43,0,5.49,2.43,6.07,0,0,0,0,0,2.69,0,2.96,0,0,0,0,2.08,0.34,0.57,0.04,0.07,0,0,0,0,0,0,0,0,0,0,0,1.85,2.73,1.51,6.95,4.22,0
2016-11-01,0,0,0,0.49,0,0.09,0,0,59.43,0,5.49,2.43,6.07,0,0,0,0,0,2.69,0,2.96,0,0,0,0,2.08,0.34,0.57,0.04,0.07,0,0,0,0,0,0,0,0,0,0,0,1.85,2.73,1.51,6.95,4.22,0
2016-12-01,0,0,0,0.49,0,0.09,0,0,59.43,0,5.49,2.43,6.07,0,0,0,0,0,2.69,0,2.96,0,0,0,0,2.08,0.34,0.57,0.04,0.07,0,0,0,0,0,0,0,0,0,0,0,1.85,2.73,1.51,6.95,4.22,0
2017-01-01,0,0,0,0.43,0,0.13,0,0,56.86,0,5.54,2.67,6.71,0,0,0,0,0,2.9,0,3.13,0,0,0,0,2.36,0.4,0.68,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,2.32,2.57,1.53,7.2,4.43,0
2017-02-01,0,0,0,0.43,0,0.13,0,0,56.86,0,5.54,2.67,6.71,0,0,0,0,0,2.9,0,3.13,0,0,0,0,2.36,0.4,0.68,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,2.32,2.57,1.53,7.2,4.43,0
2017-03-01,0,0,0,0.43,0,0.13,0,0,56.86,0,5.54,2.67,6.71,0,0,0,0,0,2.9,0,3.13,0,0,0,0,2.36,0.4,0.68,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,2.32,2.57,1.53,7.2,4.43,0
2017-04-01,0,0,0,0.35,0,0.1,0,0,43.53,0,5.24,2.31,6.01,0,0,0,0,0,2.51,0,2.85,0,0,0,0,2.28,0.29,0.49,0.03,0.06,0,0,19.1,0,0,0,0,0,0,0,0,1.78,2.17,1.18,5.92,3.8,0
2017-05-01,0,0,0,0.35,0,0.1,0,0,43.53,0,5.24,2.31,6.01,0,0,0,0,0,2.51,0,2.85,0,0,0,0,2.28,0.29,0.49,0.03,0.06,0,0,19.1,0,0,0,0,0,0,0,0,1.78,2.17,1.18,5.92,3.8,0
2017-06-01,0,0,0,0.35,0,0.1,0,0,43.53,0,5.24,2.31,6.01,0,0,0,0,0,2.51,0,2.85,0,0,0,0,2.28,0.29,0.49,0.03,0.06,0,0,19.1,0,0,0,0,0,0,0,0,1.78,2.17,1.18,5.92,3.8,0
2017-07-01,0,0,0,0.35,0,0.12,0,0,48.82,0,5.45,2.07,5.51,0,0,0,0,0,2.18,0,2.65,0,0,0,0,1.86,0.28,0.46,0.03,0.06,0,0,16.2,0,0,0,0,0,0,0,0,1.62,2.11,1.04,5.66,3.52,0
2017-08-01,0,0,0,0.35,0,0.12,0,0,48.82,0,5.45,2.07,5.51,0,0,0,0,0,2.18,0,2.65,0,0,0,0,1.86,0.28,0.46,0.03,0.06,0,0,16.2,0,0,0,0,0,0,0,0,1.62,2.11,1.04,5.66,3.52,0
2017-09-01,0,0,0,0.35,0,0.12,0,0,48.82,0,5.45,2.07,5.51,0,0,0,0,0,2.18,0,2.65,0,0,0,0,1.86,0.28,0.46,0.03,0.06,0,0,16.2,0,0,0,0,0,0,0,0,1.62,2.11,1.04,5.66,3.52,0
2017-10-01,0,0,0,0.37,0,0.12,0,0,47.61,0,6.7,2.24,5.34,0,0,0,0,0,2.21,0,2.85,0,0,0,0,1.63,0.29,0.47,0.03,0.05,0,0,15.51,0,0,0,0,0,0,0,0,1.19,2.04,0.95,6.08,4.33,0
2017-11-01,0,0,0,0.37,0,0.12,0,0,47.61,0,6.7,2.24,5.34,0,0,0,0,0,2.21,0,2.85,0,0,0,0,1.63,0.29,0.47,0.03,0.05,0,0,15.51,0,0,0,0,0,0,0,0,1.19,2.04,0.95,6.08,4.33,0
2017-12-01,0,0,0,0.37,0,0.12,0,0,47.61,0,6.7,2.24,5.34,0,0,0,0,0,2.21,0,2.85,0,0,0,0,1.63,0.29,0.47,0.03,0.05,0,0,15.51,0,0,0,0,0,0,0,0,1.19,2.04,0.95,6.08,4.33,0
2018-01-01,0,0,0,0.36,0,0.11,0,0,47.78,0,6.79,2.39,5.12,0,0,0,0,0,2.45,0,2.97,0,0,0,0,1.69,0.27,0.45,0.03,0.05,0,0,14.93,0,0,0,0,0,0,0,0,1.1,1.94,0.93,6.41,4.22,0
2018-02-01,0,0,0,0.36,0,0.11,0,0,47.78,0,6.79,2.39,5.12,0,0,0,0,0,2.45,0,2.97,0,0,0,0,1.69,0.27,0.45,0.03,0.05,0,0,14.93,0,0,0,0,0,0,0,0,1.1,1.94,0.93,6.41,4.22,0
2018-03-01,0,0,0,0.36,0,0.11,0,0,47.78,0,6.79,2.39,5.12,0,0,0,0,0,2.45,0,2.97,0,0,0,0,1.69,0.27,0.45,0.03,0.05,0,0,14.93,0,0,0,0,0,0,0,0,1.1,1.94,0.93,6.41,4.22,0
2018-04-01,0,0,0,0.42,0,0.1,0,0,45.21,0,6.91,2.6,6.33,0,0,0,0,0,2.77,0,3.11,0,0,0,0,1.59,0.26,0.44,0.03,0.06,0,0,14.27,0,0,0,0,0,0,0,0,1.45,2.17,0.94,6.85,4.49,0
2018-05-01,0,0,0,0.42,0,0.1,0,0,45.21,0,6.91,2.6,6.33,0,0,0,0,0,2.77,0,3.11,0,0,0,0,1.59,0.26,0.44,0.03,0.06,0,0,14.27,0,0,0,0,0,0,0,0,1.45,2.17,0.94,6.85,4.49,0
2018-06-01,0,0,0,0.42,0,0.1,0,0,45.21,0,6.91,2.6,6.33,0,0,0,0,0,2.77,0,3.11,0,0,0,0,1.59,0.26,0.44,0.03,0.06,0,0,14.27,0,0,0,0,0,0,0,0,1.45,2.17,0.94,6.85,4.49,0
2018-07-01,0,0,0,0.31,0,0.07,0,0,51.49,0,6.65,2.3,5.96,0,0,0,0,0,2.65,0,2.82,0,0,0,0,1.47,0.24,0.4,0.03,0.05,0,0,10.63,0,0,0,0,0,0,0,0,1.16,2.05,0.98,6.52,4.22,0
2018-08-01,0,0,0,0.31,0,0.07,0,0,51.49,0,6.65,2.3,5.96,0,0,0,0,0,2.65,0,2.82,0,0,0,0,1.47,0.24,0.4,0.03,0.05,0,0,10.63,0,0,0,0,0,0,0,0,1.16,2.05,0.98,6.52,4.22,0
2018-09-01,0,0,0,0.31,0,0.07,0,0,51.49,0,6.65,2.3,5.96,0,0,0,0,0,2.65,0,2.82,0,0,0,0,1.47,0.24,0.4,0.03,0.05,0,0,10.63,0,0,0,0,0,0,0,0,1.16,2.05,0.98,6.52,4.22,0
2018-10-01,0,0,0,0.31,0,0.11,0,0,53.15,0,6.53,2.64,5.79,0,0,0,0,0,2.93,0,2.23,0,0,0,0,1.72,0.21,0.34,0.02,0.04,0,0,7.41,0,0,0,0,0,0,0,0,0.97,2.01,1.08,7.56,4.93,0
2018-11-01,0,0,0,0.31,0,0.11,0,0,53.15,0,6.53,2.64,5.79,0,0,0,0,0,2.93,0,2.23,0,0,0,0,1.72,0.21,0.34,0.02,0.04,0,0,7.41,0,0,0,0,0,0,0,0,0.97,2.01,1.08,7.56,4.93,0
2018-12-01,0,0,0,0.31,0,0.11,0,0,53.15,0,6.53,2.64,5.79,0,0,0,0,0,2.93,0,2.23,0,0,0,0,1.72,0.21,0.34,0.02,0.04,0,0,7.41,0,0,0,0,0,0,0,0,0.97,2.01,1.08,7.56,4.93,0
2019-01-01,0,0,0,0.32,0,0.11,0,0,50.09,0,7.3,3.27,7.34,0,0,0,0,0,3.69,0,2.63,0,0,0,0,1.96,0.25,0.42,0.03,0.06,0,0,4.52,0,0,0,0,0,0,0,0,0.89,2.42,0,9.27,5.42,0
2019-02-01,0,0,0,0.32,0,0.11,0,0,50.09,0,7.3,3.27,7.34,0,0,0,0,0,3.69,0,2.63,0,0,0,0,1.96,0.25,0.42,0.03,0.06,0,0,4.52,0,0,0,0,0,0,0,0,0.89,2.42,0,9.27,5.42,0
2019-03-01,0,0,0,0.32,0,0.11,0,0,50.09,0,7.3,3.27,7.34,0,0,0,0,0,3.69,0,2.63,0,0,0,0,1.96,0.25,0.42,0.03,0.06,0,0,4.52,0,0,0,0,0,0,0,0,0.89,2.42,0,9.27,5.42,0
2019-04-01,0,0,0,0,0,0.11,0,0,50.61,0,7.74,3.51,7.99,0,0,0,0,0,4.35,0,2.5,0,0,0,0,1.95,0.29,0.49,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0.72,2.36,0,10.84,6.47,0
2019-05-01,0,0,0,0,0,0.11,0,0,50.61,0,7.74,3.51,7.99,0,0,0,0,0,4.35,0,2.5,0,0,0,0,1.95,0.29,0.49,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0.72,2.36,0,10.84,6.47,0
2019-06-01,0,0,0,0,0,0.11,0,0,50.61,0,7.74,3.51,7.99,0,0,0,0,0,4.35,0,2.5,0,0,0,0,1.95,0.29,0.49,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0.72,2.36,0,10.84,6.47,0
2019-07-01,0,0,0,0,0,0.1,0,0,53.82,0.07,6.7,3.49,7.25,0,0,0,0,0,4.07,0,2.07,0,0,0,0,1.77,0.25,0.41,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0.78,2.55,0,10.1,6.49,0
2019-08-01,0,0,0,0,0,0.1,0,0,53.82,0.07,6.7,3.49,7.25,0,0,0,0,0,4.07,0,2.07,0,0,0,0,1.77,0.25,0.41,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0.78,2.55,0,10.1,6.49,0
2019-09-01,0,0,0,0,0,0.1,0,0,53.82,0.07,6.7,3.49,7.25,0,0,0,0,0,4.07,0,2.07,0,0,0,0,1.77,0.25,0.41,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0.78,2.55,0,10.1,6.49,0
2019-10-01,0,0,0,0,0,0.12,0,0,52.94,0,7.79,3.55,7.25,0,0,0,0,0,3.95,0,2.14,0,0,0,0,1.76,0.23,0.37,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0.93,2.48,0,9.94,6.46,0
2019-11-01,0,0,0,0,0,0.12,0,0,52.94,0,7.79,3.55,7.25,0,0,0,0,0,3.95,0,2.14,0,0,0,0,1.76,0.23,0.37,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0.93,2.48,0,9.94,6.46,0
2019-12-01,0,0,0,0,0,0.12,0,0,52.94,0,7.79,3.55,7.25,0,0,0,0,0,3.95,0,2.14,0,0,0,0,1.76,0.23,0.37,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0.93,2.48,0,9.94,6.46,0
