"Date","ABR","ACT","ADBE","AER","AGN","AIG","AMCX","APL","ASH","ASPS","ATLS","BKNG","BLL","BSX","C","CCL","CI","CIM","COF","CVS","CZR","DD","DISH","DOW","DVMT","EBAY","EMN","ESRX","ET","ETE","ETFC","ETP","FANG","FB","FISV","FNF","FOXA","GCI","GLPI","GM","GOOGL","HAL","HCA","HES","HUM","KAR","KEA","KMI","LORL","LYB","MCK","MET","MGM","MMR","MPC","MSFT","MSI","MXL","NAVI","NBR","NLSN","NRG","NRZ","NYX","OCN","OMF","PE","PFE","PFSI","PVH","PYPL","QCOM","RIG","RLGY","S","SBGI","SD","SHPG","SIRI","SLM","SNR","SYF","TMO","TRGP","TRN","TRWH","UAL","UNH","VVV","WBA","WPX","XL"
2017-11-01,0,0,0,3.08,0,0,5.92,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,3.47,2.01,0,1.96,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,6.49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.63,0,1.87,0,0,0,0,0,0,0,0,1.97,0,0,2.25,0,0,0,0,0,2.38,0,5.77,0,0,0,0,0,0,1.84,0,5.74,0,2.11,0,2.44,0
2017-12-01,0,0,0,3.08,0,0,5.92,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,3.47,2.01,0,1.96,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,6.49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.63,0,1.87,0,0,0,0,0,0,0,0,1.97,0,0,2.25,0,0,0,0,0,2.38,0,5.77,0,0,0,0,0,0,1.84,0,5.74,0,2.11,0,2.44,0
2018-01-01,0,0,1.93,2.61,0,0,5.99,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,3.63,0,2.01,0,2.18,0,0,0,0,2.27,0,2.37,0,0,2.3,0,0,0,0,0,2.22,0,2.3,0,0,0,2.12,0,0,1.75,0,7.07,0,0,0,2.33,0
2018-02-01,0,0,1.93,2.61,0,0,5.99,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,3.63,0,2.01,0,2.18,0,0,0,0,2.27,0,2.37,0,0,2.3,0,0,0,0,0,2.22,0,2.3,0,0,0,2.12,0,0,1.75,0,7.07,0,0,0,2.33,0
2018-03-01,0,0,1.93,2.61,0,0,5.99,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,3.63,0,2.01,0,2.18,0,0,0,0,2.27,0,2.37,0,0,2.3,0,0,0,0,0,2.22,0,2.3,0,0,0,2.12,0,0,1.75,0,7.07,0,0,0,2.33,0
2018-04-01,0,0,2.01,2.12,0,0,5.94,0,3.29,0,0,0,0,0,2.19,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,0,0,2.44,1.92,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,2.18,0,0,0,0,2.03,0,2.5,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,1.96,1.86,0,2.26,0,6.52,0,0,0,2.46,0
2018-05-01,0,0,2.01,2.12,0,0,5.94,0,3.29,0,0,0,0,0,2.19,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,0,0,2.44,1.92,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,2.18,0,0,0,0,2.03,0,2.5,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,1.96,1.86,0,2.26,0,6.52,0,0,0,2.46,0
2018-06-01,0,0,2.01,2.12,0,0,5.94,0,3.29,0,0,0,0,0,2.19,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,0,0,2.44,1.92,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,2.18,0,0,0,0,2.03,0,2.5,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,1.96,1.86,0,2.26,0,6.52,0,0,0,2.46,0
2018-07-01,0,0,0,0,0,0,7.13,0,3.97,0,0,0,0,0,2.82,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,0,0,0,2.49,0,1.86,0,0,0,0,0,0,4.56,0,0,0,2.78,4.35,1.96,0,0,2.46,0,2.49,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,2.62,0,2.84,0,10.1,2.15,0,0,3.42,0
2018-08-01,0,0,0,0,0,0,7.13,0,3.97,0,0,0,0,0,2.82,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,0,0,0,2.49,0,1.86,0,0,0,0,0,0,4.56,0,0,0,2.78,4.35,1.96,0,0,2.46,0,2.49,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,2.62,0,2.84,0,10.1,2.15,0,0,3.42,0
2018-09-01,0,0,0,0,0,0,7.13,0,3.97,0,0,0,0,0,2.82,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,0,0,0,2.49,0,1.86,0,0,0,0,0,0,4.56,0,0,0,2.78,4.35,1.96,0,0,2.46,0,2.49,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,2.62,0,2.84,0,10.1,2.15,0,0,3.42,0
2018-10-01,0,0,0,0,0,0,4.33,0,5.32,0,0,0,0,0,3.9,0,4.6,0,0,5.1,0,4.89,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,8.41,0,0,0,0,0,0,0,2.85,0,0,0,0,0,2.39,2.44,0,0,0,0,5.99,3.99,0,0,0,0,2.95,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,3.87,0,9.5,0,0,0,3.75,0
2018-11-01,0,0,0,0,0,0,4.33,0,5.32,0,0,0,0,0,3.9,0,4.6,0,0,5.1,0,4.89,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,8.41,0,0,0,0,0,0,0,2.85,0,0,0,0,0,2.39,2.44,0,0,0,0,5.99,3.99,0,0,0,0,2.95,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,3.87,0,9.5,0,0,0,3.75,0
2018-12-01,0,0,0,0,0,0,4.33,0,5.32,0,0,0,0,0,3.9,0,4.6,0,0,5.1,0,4.89,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,8.41,0,0,0,0,0,0,0,2.85,0,0,0,0,0,2.39,2.44,0,0,0,0,5.99,3.99,0,0,0,0,2.95,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,3.87,0,9.5,0,0,0,3.75,0
2019-01-01,2.12,0,0,0,0,0,2.8,0,3.66,0,0,0,0,0,2.91,0,5.36,5.53,0,0,0,3.58,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,2,3.8,2.68,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,2.56,2.2,5.67,0,0,0,3.15,0
2019-02-01,2.12,0,0,0,0,0,2.8,0,3.66,0,0,0,0,0,2.91,0,5.36,5.53,0,0,0,3.58,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,2,3.8,2.68,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,2.56,2.2,5.67,0,0,0,3.15,0
2019-03-01,2.12,0,0,0,0,0,2.8,0,3.66,0,0,0,0,0,2.91,0,5.36,5.53,0,0,0,3.58,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,2,3.8,2.68,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,2.56,2.2,5.67,0,0,0,3.15,0
2019-04-01,0,0,0,0,0,0,2.61,0,3.64,0,0,0,0,0,3.19,0,5.11,5.35,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,2.23,3.4,2.15,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,2.91,2.12,6.04,2.05,0,0,3.21,0
2019-05-01,0,0,0,0,0,0,2.61,0,3.64,0,0,0,0,0,3.19,0,5.11,5.35,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,2.23,3.4,2.15,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,2.91,2.12,6.04,2.05,0,0,3.21,0
2019-06-01,0,0,0,0,0,0,2.61,0,3.64,0,0,0,0,0,3.19,0,5.11,5.35,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,2.23,3.4,2.15,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,2.91,2.12,6.04,2.05,0,0,3.21,0
2019-07-01,1.94,0,0,0,0,0,0,0,3.59,0,0,0,0,0,3.19,1.62,4.98,5.62,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,13.09,0,0,0,0,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,1.66,0,2.46,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,3.37,1.65,6.18,1.85,0,0,4.11,0
2019-08-01,1.94,0,0,0,0,0,0,0,3.59,0,0,0,0,0,3.19,1.62,4.98,5.62,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,13.09,0,0,0,0,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,1.66,0,2.46,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,3.37,1.65,6.18,1.85,0,0,4.11,0
2019-09-01,1.94,0,0,0,0,0,0,0,3.59,0,0,0,0,0,3.19,1.62,4.98,5.62,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,13.09,0,0,0,0,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,1.66,0,2.46,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,3.37,1.65,6.18,1.85,0,0,4.11,0
2019-10-01,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,3.31,2.07,6.02,3.99,0,0,0,2.75,0,0,0,0,0,0,3.47,0,0,0,2.01,0,12.91,0,0,2.6,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,2.29,0,2.52,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,3.4,0,5.53,2.25,0,0,4.78,0
2019-11-01,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,3.31,2.07,6.02,3.99,0,0,0,2.75,0,0,0,0,0,0,3.47,0,0,0,2.01,0,12.91,0,0,2.6,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,2.29,0,2.52,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,3.4,0,5.53,2.25,0,0,4.78,0
2019-12-01,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,3.31,2.07,6.02,3.99,0,0,0,2.75,0,0,0,0,0,0,3.47,0,0,0,2.01,0,12.91,0,0,2.6,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,2.29,0,2.52,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,3.4,0,5.53,2.25,0,0,4.78,0
