Date,MCFT
2020-04-23,8.67
2020-04-24,9.29
2020-04-27,10.355
2020-04-28,11.15
2020-04-29,11.41
2020-04-30,10.45
2020-05-01,10.47
2020-05-04,10.32
2020-05-05,10.12
2020-05-06,9.76
2020-05-07,10.54
2020-05-08,10.88
