Date,EIGI
2018-10-12,8.57
2018-10-15,8.61
2018-10-16,9.05
2018-10-17,8.98
2018-10-18,8.53
2018-10-19,8.39
2018-10-22,8.53
2018-10-23,8.49
2018-10-24,8.07
2018-10-25,8.5
2018-10-26,9.55
2018-10-29,9.64
2018-10-30,9.9
2018-10-31,9.87
2018-11-01,9.92
2018-11-02,9.89
2018-11-05,9.78
2018-11-06,9.53
2018-11-07,8.73
2018-11-08,8.5
2018-11-09,8.64
2018-11-12,8.58
2018-11-13,8.85
2018-11-14,8.62
2018-11-15,8.75
2018-11-16,8.69
2018-11-19,8.2
2018-11-20,8.1
2018-11-21,8.09
2018-11-23,8.25
2018-11-26,8.2
2018-11-27,8.1
2018-11-28,8.36
2018-11-29,8.3
2018-11-30,8.3
2018-12-03,8.42
2018-12-04,8.29
2018-12-06,8.3
2018-12-07,8.19
2018-12-10,8.38
2018-12-11,8.31
2018-12-12,8.29
2018-12-13,7.9
2018-12-14,7.25
2018-12-17,7.13
2018-12-18,7.03
2018-12-19,6.71
2018-12-20,6.54
2018-12-21,6.14
2018-12-24,6.07
2018-12-26,6.25
2018-12-27,6.48
2018-12-28,6.55
2018-12-31,6.65
2019-01-02,6.69
2019-01-03,6.46
2019-01-04,7.01
2019-01-07,7.0
2019-01-08,7.14
2019-01-09,7.09
2019-01-10,7.25
2019-01-11,7.35
2019-01-14,7.29
2019-01-15,7.25
2019-01-16,7.43
2019-01-17,7.63
2019-01-18,7.72
2019-01-22,7.61
2019-01-23,7.52
2019-01-24,7.8
2019-01-25,7.98
2019-01-28,7.88
2019-01-29,7.87
2019-01-30,8.13
2019-01-31,8.1
2019-02-01,7.99
2019-02-04,8.03
2019-02-05,8.21
2019-02-06,7.99
2019-02-07,7.79
2019-02-08,7.59
2019-02-11,7.42
2019-02-12,7.31
2019-02-13,7.44
2019-02-14,7.39
2019-02-15,7.4
2019-02-19,7.14
2019-02-20,7.07
2019-02-21,7.03
2019-02-22,7.13
2019-02-25,7.06
2019-02-26,7.01
2019-02-27,7.03
2019-02-28,7.0
2019-03-01,7.16
2019-03-04,7.12
2019-03-05,7.07
2019-03-06,7.06
2019-03-07,7.0
2019-03-08,6.9
2019-03-11,7.27
2019-03-12,7.29
2019-03-13,7.23
2019-03-14,6.94
2019-03-15,7.01
2019-03-18,7.08
2019-03-19,6.58
2019-03-20,6.61
2019-03-21,6.74
2019-03-22,6.81
2019-03-25,6.92
2019-03-26,7.12
2019-03-27,7.09
2019-03-28,7.22
2019-03-29,7.25
2019-04-01,7.43
2019-04-02,7.4
2019-04-03,7.27
2019-04-04,6.95
2019-04-05,7.02
2019-04-08,7.04
2019-04-09,6.81
2019-04-10,6.79
2019-04-11,6.49
2019-04-12,6.82
2019-04-15,6.75
2019-04-16,6.5
2019-04-17,6.3
2019-04-18,6.32
2019-04-22,6.16
2019-04-23,6.34
2019-04-24,6.2
2019-04-25,6.26
2019-04-26,6.38
2019-04-29,6.27
2019-04-30,5.53
2019-05-01,5.21
2019-05-02,4.88
2019-05-03,5.1
2019-05-06,5.23
2019-05-07,5.1
2019-05-08,5.15
2019-05-09,5.1
2019-05-10,5.11
2019-05-13,5.0
2019-05-14,4.96
2019-05-15,4.95
2019-05-16,4.88
2019-05-17,4.73
2019-05-20,4.81
2019-05-21,4.9
2019-05-22,4.87
2019-05-23,4.73
2019-05-24,4.69
2019-05-28,4.46
2019-05-29,4.4
2019-05-30,4.39
2019-05-31,4.45
2019-06-03,4.31
2019-06-04,4.37
2019-06-05,4.36
2019-06-06,4.31
2019-06-07,4.48
2019-06-10,4.43
2019-06-11,4.58
2019-06-12,4.49
2019-06-13,4.57
2019-06-14,4.51
2019-06-17,5.54
2019-06-18,5.43
2019-06-19,5.22
2019-06-20,5.44
2019-06-21,5.34
2019-06-24,4.96
2019-06-25,4.95
2019-06-26,4.82
2019-06-27,4.83
2019-06-28,4.8
2019-07-01,4.78
2019-07-02,4.82
2019-07-03,4.83
2019-07-05,4.89
2019-07-08,4.63
2019-07-09,4.96
2019-07-10,4.88
2019-07-11,4.89
2019-07-12,4.88
2019-07-15,4.85
2019-07-16,4.86
2019-07-17,4.54
2019-07-18,4.29
2019-07-19,4.23
2019-07-22,4.44
2019-07-23,4.49
2019-07-24,4.67
2019-07-25,4.49
2019-07-26,4.52
2019-07-29,4.5
2019-07-30,4.56
2019-07-31,4.74
2019-08-01,5.29
2019-08-02,5.07
2019-08-05,4.87
2019-08-06,4.7
2019-08-07,4.81
2019-08-08,5.11
2019-08-09,4.79
2019-08-12,4.73
2019-08-13,4.72
2019-08-14,4.36
2019-08-15,4.33
2019-08-16,4.53
2019-08-19,4.66
2019-08-20,4.87
2019-08-21,4.98
2019-08-22,5.01
2019-08-23,4.75
2019-08-26,4.96
2019-08-27,5.11
2019-08-28,5.15
2019-08-29,5.05
2019-08-30,5.04
2019-09-03,5.0
2019-09-04,5.27
2019-09-05,5.43
2019-09-06,5.41
2019-09-09,5.67
2019-09-10,5.92
2019-09-11,6.05
2019-09-12,6.06
2019-09-13,5.69
2019-09-16,4.57
2019-09-17,4.44
2019-09-18,4.19
2019-09-19,3.85
2019-09-20,4.01
2019-09-23,4.01
2019-09-24,3.84
2019-09-25,3.94
2019-09-26,3.865
2019-09-27,3.71
2019-09-30,3.75
2019-10-01,3.68
2019-10-02,3.69
2019-10-03,3.75
2019-10-04,3.87
2019-10-07,3.93
2019-10-08,3.84
2019-10-09,3.79
2019-10-10,3.75
2019-10-11,3.92
2019-10-14,3.885
2019-10-15,3.87
2019-10-16,4.06
2019-10-17,4.28
2019-10-18,4.345
2019-10-21,4.27
2019-10-22,4.3
2019-10-23,4.38
2019-10-24,4.24
2019-10-25,4.39
2019-10-28,4.31
2019-10-29,4.44
2019-10-30,4.48
2019-10-31,3.92
2019-11-01,3.8
2019-11-04,3.92
2019-11-05,4.11
2019-11-06,4.09
2019-11-07,4.12
2019-11-08,4.15
2019-11-11,4.16
2019-11-12,4.14
2019-11-13,4.01
2019-11-14,4.02
2019-11-15,4.01
2019-11-18,3.87
2019-11-19,3.87
2019-11-20,3.69
2019-11-21,3.6
2019-11-22,3.65
2019-11-25,3.615
2019-11-26,3.71
2019-11-27,4.09
2019-11-29,4.05
2019-12-02,3.97
2019-12-03,3.92
2019-12-04,4.11
2019-12-05,4.04
2019-12-06,4.12
2019-12-09,4.1
2019-12-10,4.24
2019-12-11,4.15
2019-12-12,4.22
2019-12-13,4.23
2019-12-16,4.3
2019-12-17,4.31
2019-12-18,4.47
2019-12-19,4.4
2019-12-20,4.45
2019-12-23,4.58
2019-12-24,4.6
2019-12-26,4.61
2019-12-27,4.74
2019-12-30,4.61
2019-12-31,4.7
2020-01-02,4.62
2020-01-03,4.79
2020-01-06,4.78
2020-01-07,4.84
2020-01-08,4.92
2020-01-09,4.98
2020-01-10,5.03
2020-01-13,5.06
2020-01-14,5.1
2020-01-15,5.16
2020-01-16,5.16
2020-01-17,5.15
2020-01-21,5.1
2020-01-22,5.1
2020-01-23,4.96
2020-01-24,4.88
2020-01-27,4.55
2020-01-28,4.54
2020-01-29,4.57
2020-01-30,4.69
2020-01-31,4.72
2020-02-03,4.8
2020-02-04,4.65
2020-02-05,4.76
2020-02-06,5.27
2020-02-07,5.21
2020-02-10,4.83
2020-02-11,4.84
2020-02-12,4.695
2020-02-13,4.62
2020-02-14,4.54
2020-02-18,4.71
2020-02-19,4.76
2020-02-20,4.92
2020-02-21,4.74
2020-02-24,4.405
2020-02-25,4.275
2020-02-26,4.03
2020-02-27,3.72
2020-02-28,3.73
2020-03-02,3.69
2020-03-03,3.6
2020-03-04,3.56
2020-03-05,3.18
2020-03-06,3.02
2020-03-09,2.53
2020-03-10,2.41
2020-03-11,2.54
2020-03-12,2.15
2020-03-13,2.29
2020-03-16,1.66
2020-03-17,2.0
2020-03-18,1.55
2020-03-19,1.55
2020-03-20,1.49
2020-03-23,1.86
2020-03-24,1.88
2020-03-25,2.01
2020-03-26,2.03
2020-03-27,1.91
2020-03-30,1.89
2020-03-31,1.93
2020-04-01,1.76
2020-04-02,1.77
2020-04-03,1.73
2020-04-06,2.01
2020-04-07,1.98
2020-04-08,2.14
2020-04-09,2.24
2020-04-13,2.14
2020-04-14,2.2
2020-04-15,2.23
2020-04-16,2.24
2020-04-17,2.4
2020-04-20,2.52
2020-04-21,2.66
2020-04-22,2.9
2020-04-23,2.64
2020-04-24,2.63
2020-04-27,2.8
2020-04-28,2.9
2020-04-29,2.76
2020-04-30,2.565
2020-05-01,2.32
2020-05-04,2.35
2020-05-05,2.25
2020-05-06,2.27
2020-05-07,2.33
2020-05-08,2.49
