Date,GCI
2018-11-15,13.84
2018-11-16,13.7
2018-11-19,13.47
2018-11-20,13.09
2018-11-21,13.21
2018-11-23,13.38
2018-11-26,13.29
2018-11-27,13.13
2018-11-28,13.23
2018-11-29,13.39
2018-11-30,13.2
2018-12-03,13.3
2018-12-04,12.86
2018-12-06,12.76
2018-12-07,12.75
2018-12-10,12.61
2018-12-11,12.54
2018-12-12,12.59
2018-12-13,12.33
2018-12-14,12.22
2018-12-17,12.06
2018-12-18,12.12
2018-12-19,12.09
2018-12-20,11.96
2018-12-21,11.29
2018-12-24,11.04
2018-12-26,11.36
2018-12-27,11.37
2018-12-28,11.47
2018-12-31,11.57
2019-01-02,12.22
2019-01-03,11.97
2019-01-04,12.35
2019-01-07,12.6
2019-01-08,12.73
2019-01-09,12.93
2019-01-10,12.97
2019-01-11,13.06
2019-01-14,13.08
2019-01-15,13.1
2019-01-16,13.15
2019-01-17,13.33
2019-01-18,13.25
2019-01-22,13.08
2019-01-23,13.17
2019-01-24,13.32
2019-01-25,13.41
2019-01-28,13.48
2019-01-29,13.69
2019-01-30,13.76
2019-01-31,13.67
2019-02-01,13.64
2019-02-04,13.8
2019-02-05,13.63
2019-02-06,13.71
2019-02-07,13.44
2019-02-08,13.39
2019-02-11,13.4
2019-02-12,13.51
2019-02-13,13.41
2019-02-14,13.42
2019-02-15,13.63
2019-02-19,13.65
2019-02-20,13.8
2019-02-21,13.74
2019-02-22,14.0
2019-02-25,13.77
2019-02-26,13.65
2019-02-27,13.11
2019-02-28,13.32
2019-03-01,13.29
2019-03-04,12.97
2019-03-05,12.72
2019-03-06,12.49
2019-03-07,12.33
2019-03-08,12.14
2019-03-11,12.01
2019-03-12,12.17
2019-03-13,12.0
2019-03-14,12.03
2019-03-15,12.0
2019-03-18,12.07
2019-03-19,11.87
2019-03-20,11.88
2019-03-21,11.88
2019-03-22,11.47
2019-03-25,11.19
2019-03-26,11.06
2019-03-27,11.01
2019-03-28,10.84
2019-03-29,10.5
2019-04-01,10.68
2019-04-02,10.61
2019-04-03,10.75
2019-04-04,10.84
2019-04-05,11.0
2019-04-08,10.98
2019-04-09,10.91
2019-04-10,11.12
2019-04-11,11.13
2019-04-12,10.91
2019-04-15,10.84
2019-04-16,10.89
2019-04-17,10.89
2019-04-18,10.7
2019-04-22,10.7
2019-04-23,10.78
2019-04-24,10.71
2019-04-25,10.52
2019-04-26,10.6
2019-04-29,10.75
2019-04-30,10.69
2019-05-01,10.63
2019-05-02,10.28
2019-05-03,10.39
2019-05-06,10.36
2019-05-07,10.23
2019-05-08,10.26
2019-05-09,10.07
2019-05-10,9.99
2019-05-13,9.74
2019-05-14,9.87
2019-05-15,10.01
2019-05-16,10.06
2019-05-17,9.96
2019-05-20,9.95
2019-05-21,9.7
2019-05-22,9.33
2019-05-23,9.22
2019-05-24,9.0
2019-05-28,8.78
2019-05-29,8.6
2019-05-30,9.0
2019-05-31,9.23
2019-06-03,9.25
2019-06-04,9.28
2019-06-05,9.18
2019-06-06,9.4
2019-06-07,9.57
2019-06-10,9.68
2019-06-11,9.66
2019-06-12,9.23
2019-06-13,9.33
2019-06-14,9.32
2019-06-17,9.39
2019-06-18,9.53
2019-06-19,9.5
2019-06-20,9.55
2019-06-21,9.55
2019-06-24,9.43
2019-06-25,9.26
2019-06-26,9.18
2019-06-27,9.41
2019-06-28,9.44
2019-07-01,9.25
2019-07-02,9.16
2019-07-03,9.15
2019-07-05,9.33
2019-07-08,9.28
2019-07-09,9.16
2019-07-10,9.25
2019-07-11,9.2
2019-07-12,9.46
2019-07-15,9.41
2019-07-16,9.34
2019-07-17,9.03
2019-07-18,9.07
2019-07-19,9.81
2019-07-22,10.28
2019-07-23,10.32
2019-07-24,10.42
2019-07-25,10.17
2019-07-26,10.34
2019-07-29,10.41
2019-07-30,10.66
2019-07-31,10.77
2019-08-01,10.64
2019-08-02,10.7
2019-08-05,9.89
2019-08-06,8.05
2019-08-07,7.11
2019-08-08,8.81
2019-08-09,8.08
2019-08-12,7.97
2019-08-13,7.93
2019-08-14,8.14
2019-08-15,8.17
2019-08-16,8.5
2019-08-19,8.5
2019-08-20,8.46
2019-08-21,8.34
2019-08-22,8.41
2019-08-23,8.35
2019-08-26,8.54
2019-08-27,8.43
2019-08-28,8.46
2019-08-29,8.52
2019-08-30,8.78
2019-09-03,8.71
2019-09-04,9.05
2019-09-05,9.08
2019-09-06,8.97
2019-09-09,9.07
2019-09-10,9.2
2019-09-11,9.27
2019-09-12,9.19
2019-09-13,9.2
2019-09-16,8.94
2019-09-17,8.84
2019-09-18,8.68
2019-09-19,9.2
2019-09-20,9.36
2019-09-23,9.69
2019-09-24,9.4
2019-09-25,9.36
2019-09-26,8.79
2019-09-27,8.93
2019-09-30,8.81
2019-10-01,8.58
2019-10-02,8.7
2019-10-03,8.49
2019-10-04,8.52
2019-10-07,8.41
2019-10-08,8.24
2019-10-09,8.08
2019-10-10,7.71
2019-10-11,8.12
2019-10-14,8.17
2019-10-15,8.5
2019-10-16,8.58
2019-10-17,8.8
2019-10-18,8.89
2019-10-21,8.94
2019-10-22,8.9
2019-10-23,9.05
2019-10-24,8.99
2019-10-25,9.1
2019-10-28,9.37
2019-10-29,9.31
2019-10-30,9.09
2019-10-31,8.81
2019-11-01,8.48
2019-11-04,8.29
2019-11-05,8.18
2019-11-06,7.79
2019-11-07,7.62
2019-11-08,7.54
2019-11-11,6.91
2019-11-12,7.13
2019-11-13,6.68
2019-11-14,6.57
2019-11-15,6.36
2019-11-18,6.32
2019-11-19,6.28
2019-11-20,6.7
2019-11-21,6.37
2019-11-22,6.49
2019-11-25,6.59
2019-11-26,6.46
2019-11-27,6.26
2019-11-29,6.36
2019-12-02,6.49
2019-12-03,6.52
2019-12-04,6.5
2019-12-05,6.17
2019-12-06,6.02
2019-12-09,6.11
2019-12-10,5.89
2019-12-11,5.94
2019-12-12,6.07
2019-12-13,6.0
2019-12-16,6.05
2019-12-17,6.2
2019-12-18,6.27
2019-12-19,6.22
2019-12-20,6.35
2019-12-23,6.4
2019-12-24,6.32
2019-12-26,6.27
2019-12-27,6.2
2019-12-30,6.11
2019-12-31,6.38
2020-01-02,6.37
2020-01-03,6.26
2020-01-06,6.2
2020-01-07,6.16
2020-01-08,6.09
2020-01-09,5.94
2020-01-10,5.81
2020-01-13,6.06
2020-01-14,6.17
2020-01-15,6.82
2020-01-16,6.99
2020-01-17,6.96
2020-01-21,6.9
2020-01-22,6.85
2020-01-23,6.85
2020-01-24,6.65
2020-01-27,6.33
2020-01-28,6.46
2020-01-29,6.34
2020-01-30,6.39
2020-01-31,6.11
2020-02-03,6.17
2020-02-04,6.26
2020-02-05,6.49
2020-02-06,6.47
2020-02-07,6.25
2020-02-10,6.13
2020-02-11,6.35
2020-02-12,6.46
2020-02-13,6.38
2020-02-14,6.24
2020-02-18,6.27
2020-02-19,6.45
2020-02-20,6.11
2020-02-21,5.93
2020-02-24,5.55
2020-02-25,5.09
2020-02-26,4.89
2020-02-27,4.8
2020-02-28,4.2
2020-03-02,3.92
2020-03-03,3.98
2020-03-04,4.15
2020-03-05,3.85
2020-03-06,4.07
2020-03-09,3.09
2020-03-10,3.53
2020-03-11,3.5
2020-03-12,3.32
2020-03-13,3.42
2020-03-16,2.6
2020-03-17,2.35
2020-03-18,1.25
2020-03-19,1.6
2020-03-20,1.61
2020-03-23,1.65
2020-03-24,1.97
2020-03-25,1.71
2020-03-26,2.01
2020-03-27,1.99
2020-03-30,1.94
2020-03-31,1.48
2020-04-01,1.19
2020-04-02,0.97
2020-04-03,0.82
2020-04-06,0.67
2020-04-07,0.64
2020-04-08,0.74
2020-04-09,0.93
2020-04-13,0.98
2020-04-14,1.0
2020-04-15,0.95
2020-04-16,0.88
2020-04-17,0.9
2020-04-20,0.8
2020-04-21,0.78
2020-04-22,0.75
2020-04-23,0.77
2020-04-24,0.72
2020-04-27,0.88
2020-04-28,0.86
2020-04-29,0.92
2020-04-30,1.13
2020-05-01,1.1
2020-05-04,1.06
2020-05-05,1.1
2020-05-06,1.07
2020-05-07,0.98
2020-05-08,1.09
