Date,ET
2010-12-06,9.8225
2010-12-07,9.8
2010-12-08,9.7775
2010-12-09,9.8125
2010-12-10,9.8675
2010-12-13,9.8375
2010-12-14,9.77
2010-12-15,9.4775
2010-12-16,9.4575
2010-12-17,9.31
2010-12-20,9.3575
2010-12-21,9.39
2010-12-22,9.515
2010-12-23,9.5525
2010-12-27,9.5325
2010-12-28,9.58
2010-12-29,9.615
2010-12-30,9.7975
2010-12-31,9.7675
2011-01-03,9.7575
2011-01-04,9.7625
2011-01-05,9.775
2011-01-06,9.735
2011-01-07,9.67
2011-01-10,9.7275
2011-01-11,9.75
2011-01-12,9.7725
2011-01-13,9.85
2011-01-14,9.825
2011-01-18,9.72
2011-01-19,9.6475
2011-01-20,9.49
2011-01-21,9.51
2011-01-24,9.62
2011-01-25,9.6175
2011-01-26,9.7
2011-01-27,9.6975
2011-01-28,9.67
2011-01-31,9.7225
2011-02-01,9.77
2011-02-02,9.8825
2011-02-03,9.785
2011-02-04,9.7
2011-02-07,9.6875
2011-02-08,9.7075
2011-02-09,9.7475
2011-02-10,9.72
2011-02-11,9.755
2011-02-14,9.9225
2011-02-15,10.135
2011-02-16,10.2125
2011-02-17,10.05
2011-02-18,10.0375
2011-02-22,9.8925
2011-02-23,9.8625
2011-02-24,9.955
2011-02-25,10.0075
2011-02-28,10.0475
2011-03-01,10.02
2011-03-02,9.9375
2011-03-03,9.9475
2011-03-04,9.94
2011-03-07,9.89
2011-03-08,9.8875
2011-03-09,9.85
2011-03-10,9.8025
2011-03-11,9.9275
2011-03-14,9.8425
2011-03-15,9.785
2011-03-16,9.89
2011-03-17,10.075
2011-03-18,10.25
2011-03-21,10.4225
2011-03-22,10.4975
2011-03-23,10.7225
2011-03-24,10.8975
2011-03-25,10.9625
2011-03-28,10.875
2011-03-29,10.8325
2011-03-30,11.0475
2011-03-31,11.25
2011-04-01,11.2375
2011-04-04,11.1275
2011-04-05,11.17
2011-04-06,11.345
2011-04-07,11.3575
2011-04-08,11.365
2011-04-11,11.1925
2011-04-12,11.15
2011-04-13,11.2625
2011-04-14,11.2925
2011-04-15,11.25
2011-04-18,11.0875
2011-04-19,11.1125
2011-04-20,11.2275
2011-04-21,11.2575
2011-04-25,11.25
2011-04-26,11.4025
2011-04-27,11.5575
2011-04-28,11.48
2011-04-29,11.4925
2011-05-02,11.3725
2011-05-03,11.0875
2011-05-04,10.91
2011-05-05,10.4175
2011-05-06,10.71
2011-05-09,10.57
2011-05-10,10.5225
2011-05-11,10.25
2011-05-12,10.3
2011-05-13,10.04
2011-05-16,10.1375
2011-05-17,9.965
2011-05-18,10.09
2011-05-19,10.25
2011-05-20,10.3325
2011-05-23,10.1275
2011-05-24,10.015
2011-05-25,10.1375
2011-05-26,10.385
2011-05-27,10.4325
2011-05-31,10.535
2011-06-01,10.5325
2011-06-02,10.8025
2011-06-03,10.8
2011-06-06,10.6525
2011-06-07,10.5975
2011-06-08,10.59
2011-06-09,10.885
2011-06-10,10.8025
2011-06-13,10.6475
2011-06-14,10.6775
2011-06-15,10.6175
2011-06-16,11.49
2011-06-17,11.06
2011-06-20,11.1875
2011-06-21,11.52
2011-06-22,11.4725
2011-06-23,11.3925
2011-06-24,10.765
2011-06-27,10.8875
2011-06-28,10.9975
2011-06-29,11.1125
2011-06-30,11.24
2011-07-01,11.17
2011-07-05,11.2475
2011-07-06,11.2075
2011-07-07,11.25
2011-07-08,11.25
2011-07-11,11.2475
2011-07-12,11.2275
2011-07-13,11.195
2011-07-14,11.02
2011-07-15,10.94
2011-07-18,11.0075
2011-07-19,10.8825
2011-07-20,10.7675
2011-07-21,10.5225
2011-07-22,10.3775
2011-07-25,10.435
2011-07-26,10.365
2011-07-27,10.17
2011-07-28,10.24
2011-07-29,10.3325
2011-08-01,10.3875
2011-08-02,10.3
2011-08-03,10.19
2011-08-04,9.4275
2011-08-05,9.225
2011-08-08,8.725
2011-08-09,9.3775
2011-08-10,9.505
2011-08-11,9.74
2011-08-12,9.4275
2011-08-15,9.8275
2011-08-16,9.855
2011-08-17,10.015
2011-08-18,9.78
2011-08-19,9.425
2011-08-22,9.095
2011-08-23,9.205
2011-08-24,9.205
2011-08-25,9.2075
2011-08-26,9.36
2011-08-29,9.635
2011-08-30,9.675
2011-08-31,9.56
2011-09-01,9.56
2011-09-02,9.4275
2011-09-06,9.2775
2011-09-07,9.5
2011-09-08,9.61
2011-09-09,9.4925
2011-09-12,9.4225
2011-09-13,9.3875
2011-09-14,9.3975
2011-09-15,9.5575
2011-09-16,9.365
2011-09-19,9.63
2011-09-20,9.625
2011-09-21,9.3575
2011-09-22,9.085
2011-09-23,9.0225
2011-09-26,9.13
2011-09-27,9.1125
2011-09-28,8.9525
2011-09-29,8.8375
2011-09-30,8.695
2011-10-03,8.2575
2011-10-04,8.0175
2011-10-05,8.2475
2011-10-06,8.685
2011-10-07,8.56
2011-10-10,8.7475
2011-10-11,9.0025
2011-10-12,8.935
2011-10-13,8.7375
2011-10-14,8.9275
2011-10-17,9.0875
2011-10-18,9.0975
2011-10-19,9.09
2011-10-20,9.0775
2011-10-21,9.16
2011-10-24,9.405
2011-10-25,9.37
2011-10-26,9.6425
2011-10-27,9.63
2011-10-28,9.645
2011-10-31,9.5625
2011-11-01,9.2675
2011-11-02,9.085
2011-11-03,9.2775
2011-11-04,9.395
2011-11-07,9.575
2011-11-08,9.6725
2011-11-09,9.26
2011-11-10,9.4675
2011-11-11,9.45
2011-11-14,9.405
2011-11-15,9.4875
2011-11-16,9.345
2011-11-17,9.39
2011-11-18,9.39
2011-11-21,9.1225
2011-11-22,8.905
2011-11-23,8.715
2011-11-25,8.74
2011-11-28,8.76
2011-11-29,8.66
2011-11-30,8.8225
2011-12-01,9.0775
2011-12-02,9.1075
2011-12-05,9.4075
2011-12-06,9.4875
2011-12-07,9.5125
2011-12-08,9.4475
2011-12-09,9.6475
2011-12-12,9.495
2011-12-13,9.4425
2011-12-14,9.295
2011-12-15,9.585
2011-12-16,9.71
2011-12-19,9.8425
2011-12-20,9.9275
2011-12-21,9.955
2011-12-22,9.835
2011-12-23,9.95
2011-12-27,10.3
2011-12-28,10.1275
2011-12-29,10.2
2011-12-30,10.145
2012-01-03,10.135
2012-01-04,10.25
2012-01-05,10.215
2012-01-06,10.225
2012-01-09,10.145
2012-01-10,10.125
2012-01-11,9.985
2012-01-12,10.17
2012-01-13,10.305
2012-01-17,10.375
2012-01-18,10.58
2012-01-19,10.5475
2012-01-20,10.57
2012-01-23,10.72
2012-01-24,10.675
2012-01-25,10.8
2012-01-26,10.675
2012-01-27,10.65
2012-01-30,10.615
2012-01-31,10.6875
2012-02-01,10.75
2012-02-02,10.7575
2012-02-03,10.635
2012-02-06,10.5825
2012-02-07,10.5125
2012-02-08,10.5
2012-02-09,10.6225
2012-02-10,10.45
2012-02-13,10.6425
2012-02-14,10.56
2012-02-15,10.47
2012-02-16,10.7875
2012-02-17,10.965
2012-02-21,10.8675
2012-02-22,10.77
2012-02-23,10.8275
2012-02-24,11.01
2012-02-27,11.0275
2012-02-28,10.965
2012-02-29,10.8725
2012-03-01,10.76
2012-03-02,10.69
2012-03-05,10.635
2012-03-06,10.4525
2012-03-07,10.6625
2012-03-08,10.7375
2012-03-09,10.755
2012-03-12,10.5825
2012-03-13,10.5875
2012-03-14,10.595
2012-03-15,10.93
2012-03-16,10.99
2012-03-19,11.065
2012-03-20,10.9125
2012-03-21,10.81
2012-03-22,10.69
2012-03-23,10.62
2012-03-26,10.33
2012-03-27,10.2475
2012-03-28,10.0675
2012-03-29,10.1225
2012-03-30,10.075
2012-04-02,10.3
2012-04-03,10.38
2012-04-04,10.145
2012-04-05,10.21
2012-04-09,10.0125
2012-04-10,9.75
2012-04-11,9.7525
2012-04-12,9.85
2012-04-13,9.76
2012-04-16,9.615
2012-04-17,9.665
2012-04-18,9.75
2012-04-19,9.8975
2012-04-20,9.975
2012-04-23,9.955
2012-04-24,10.02
2012-04-25,10.025
2012-04-26,10.04
2012-04-27,10.02
2012-04-30,10.49
2012-05-01,10.6925
2012-05-02,10.36
2012-05-03,10.125
2012-05-04,10.1475
2012-05-07,10.0425
2012-05-08,9.975
2012-05-09,9.9725
2012-05-10,10.1175
2012-05-11,10.0875
2012-05-14,9.8325
2012-05-15,9.7375
2012-05-16,9.6975
2012-05-17,9.61
2012-05-18,9.1125
2012-05-21,9.265
2012-05-22,9.44
2012-05-23,9.4075
2012-05-24,9.4475
2012-05-25,9.4175
2012-05-29,9.3975
2012-05-30,9.2375
2012-05-31,9.0825
2012-06-01,8.8525
2012-06-04,8.6
2012-06-05,8.9925
2012-06-06,9.2875
2012-06-07,9.25
2012-06-08,9.3875
2012-06-11,9.405
2012-06-12,9.505
2012-06-13,9.6225
2012-06-14,9.6525
2012-06-15,9.8375
2012-06-18,9.875
2012-06-19,9.9825
2012-06-20,10.0775
2012-06-21,9.8525
2012-06-22,9.8025
2012-06-25,9.6875
2012-06-26,9.7125
2012-06-27,9.985
2012-06-28,9.96
2012-06-29,10.255
2012-07-02,10.1775
2012-07-03,10.23
2012-07-05,10.1725
2012-07-06,10.1875
2012-07-09,10.095
2012-07-10,10.1275
2012-07-11,10.0625
2012-07-12,10.0625
2012-07-13,10.17
2012-07-16,10.39
2012-07-17,10.425
2012-07-18,10.455
2012-07-19,10.475
2012-07-20,10.815
2012-07-23,10.7125
2012-07-24,10.565
2012-07-25,10.34
2012-07-26,10.4725
2012-07-27,10.54
2012-07-30,10.6525
2012-07-31,10.735
2012-08-01,10.705
2012-08-02,10.385
2012-08-03,10.55
2012-08-06,10.56
2012-08-07,10.6075
2012-08-08,10.5325
2012-08-09,10.6425
2012-08-10,10.56
2012-08-13,10.3925
2012-08-14,10.355
2012-08-15,10.4375
2012-08-16,10.675
2012-08-17,10.8175
2012-08-20,10.8225
2012-08-21,10.7975
2012-08-22,10.745
2012-08-23,10.63
2012-08-24,10.64
2012-08-27,10.8075
2012-08-28,10.8275
2012-08-29,10.96
2012-08-30,10.9375
2012-08-31,10.9875
2012-09-04,11.1375
2012-09-05,11.12
2012-09-06,11.25
2012-09-07,11.25
2012-09-10,11.2275
2012-09-11,11.175
2012-09-12,11.2125
2012-09-13,11.2575
2012-09-14,11.295
2012-09-17,11.255
2012-09-18,11.37
2012-09-19,11.4375
2012-09-20,11.3625
2012-09-21,11.3025
2012-09-24,11.24
2012-09-25,11.2525
2012-09-26,11.25
2012-09-27,11.335
2012-09-28,11.3
2012-10-01,11.425
2012-10-02,11.3275
2012-10-03,11.225
2012-10-04,11.165
2012-10-05,11.4375
2012-10-08,11.395
2012-10-09,11.4375
2012-10-10,11.4225
2012-10-11,11.335
2012-10-12,11.33
2012-10-15,11.245
2012-10-16,11.28
2012-10-17,11.3275
2012-10-18,11.2125
2012-10-19,11.2425
2012-10-22,11.15
2012-10-23,11.16
2012-10-24,11.295
2012-10-25,11.1725
2012-10-26,11.0025
2012-10-31,11.0025
2012-11-01,11.09
2012-11-02,11.07
2012-11-05,11.065
2012-11-06,11.26
2012-11-07,11.1875
2012-11-08,11.2425
2012-11-09,11.2325
2012-11-12,11.235
2012-11-13,11.2825
2012-11-14,10.8075
2012-11-15,10.6525
2012-11-16,10.9575
2012-11-19,11.12
2012-11-20,11.0375
2012-11-21,11.185
2012-11-23,11.28
2012-11-26,11.2125
2012-11-27,11.1525
2012-11-28,11.3675
2012-11-29,11.345
2012-11-30,11.3675
2012-12-03,11.305
2012-12-04,11.1425
2012-12-05,11.3525
2012-12-06,11.51
2012-12-07,11.775
2012-12-10,11.8875
2012-12-11,11.9475
2012-12-12,11.8725
2012-12-13,11.6775
2012-12-14,11.605
2012-12-17,11.7625
2012-12-18,11.7475
2012-12-19,11.8
2012-12-20,11.7725
2012-12-21,11.675
2012-12-24,11.44
2012-12-26,11.24
2012-12-27,11.17
2012-12-28,11.1
2012-12-31,11.37
2013-01-02,11.915
2013-01-03,11.8725
2013-01-04,11.875
2013-01-07,12.01
2013-01-08,12.0
2013-01-09,12.0475
2013-01-10,12.2775
2013-01-11,12.2025
2013-01-14,12.2325
2013-01-15,12.2825
2013-01-16,12.185
2013-01-17,12.255
2013-01-18,12.2275
2013-01-22,12.2275
2013-01-23,12.13
2013-01-24,12.1225
2013-01-25,12.2375
2013-01-28,12.315
2013-01-29,12.375
2013-01-30,12.3725
2013-01-31,12.64
2013-02-01,12.7425
2013-02-04,12.61
2013-02-05,12.525
2013-02-06,12.335
2013-02-07,12.2575
2013-02-08,12.1475
2013-02-11,12.355
2013-02-12,12.3575
2013-02-13,12.57
2013-02-14,12.4925
2013-02-15,12.51
2013-02-19,12.7975
2013-02-20,12.68
2013-02-21,12.675
2013-02-22,12.935
2013-02-25,12.9025
2013-02-26,12.79
2013-02-27,13.1175
2013-02-28,13.2975
2013-03-01,13.5125
2013-03-04,13.8975
2013-03-05,14.1275
2013-03-06,14.1
2013-03-07,14.2875
2013-03-08,14.4825
2013-03-11,14.3325
2013-03-12,14.2225
2013-03-13,14.0275
2013-03-14,13.985
2013-03-15,14.225
2013-03-18,14.06
2013-03-19,14.2075
2013-03-20,14.2775
2013-03-21,14.4675
2013-03-22,14.535
2013-03-25,14.475
2013-03-26,14.4825
2013-03-27,14.395
2013-03-28,14.62
2013-04-01,14.555
2013-04-02,14.375
2013-04-03,14.2075
2013-04-04,14.3025
2013-04-05,14.21
2013-04-08,14.465
2013-04-09,14.5
2013-04-10,14.7525
2013-04-11,15.005
2013-04-12,14.83
2013-04-15,14.5325
2013-04-16,14.73
2013-04-17,14.555
2013-04-18,14.58
2013-04-19,14.8225
2013-04-22,14.7775
2013-04-23,14.7125
2013-04-24,14.725
2013-04-25,14.7425
2013-04-26,14.7175
2013-04-29,14.7925
2013-04-30,14.67
2013-05-01,14.705
2013-05-02,14.4875
2013-05-03,14.7
2013-05-06,14.6875
2013-05-07,14.6975
2013-05-08,14.8375
2013-05-09,15.09
2013-05-10,14.995
2013-05-13,14.8125
2013-05-14,14.725
2013-05-15,14.8275
2013-05-16,14.6725
2013-05-17,14.7725
2013-05-20,14.9075
2013-05-21,15.225
2013-05-22,15.0625
2013-05-23,15.025
2013-05-24,14.9275
2013-05-28,15.0
2013-05-29,14.8075
2013-05-30,14.56
2013-05-31,14.29
2013-06-03,14.5775
2013-06-04,14.5375
2013-06-05,14.3775
2013-06-06,14.355
2013-06-07,14.5175
2013-06-10,14.325
2013-06-11,14.4125
2013-06-12,14.4925
2013-06-13,14.475
2013-06-14,14.25
2013-06-17,14.1175
2013-06-18,14.1675
2013-06-19,14.065
2013-06-20,13.5025
2013-06-21,13.9175
2013-06-24,14.0
2013-06-25,14.49
2013-06-26,14.76
2013-06-27,14.94
2013-06-28,14.955
2013-07-01,15.2125
2013-07-02,14.9725
2013-07-03,14.8575
2013-07-05,14.98
2013-07-08,14.9875
2013-07-09,15.6075
2013-07-10,16.0425
2013-07-11,16.2425
2013-07-12,16.1625
2013-07-15,15.795
2013-07-16,15.445
2013-07-17,15.6875
2013-07-18,15.5025
2013-07-19,15.49
2013-07-22,15.6075
2013-07-23,15.75
2013-07-24,15.7975
2013-07-25,15.685
2013-07-26,15.96
2013-07-29,15.91
2013-07-30,16.120001000000002
2013-07-31,16.684998999999998
2013-08-01,16.352501
2013-08-02,16.227501
2013-08-05,16.27
2013-08-06,16.252501000000002
2013-08-07,16.5525
2013-08-08,16.557501000000002
2013-08-09,16.512501
2013-08-12,16.3225
2013-08-13,16.3125
2013-08-14,16.407498999999998
2013-08-15,16.3025
2013-08-16,16.3675
2013-08-19,16.004998999999998
2013-08-20,16.17
2013-08-21,16.025
2013-08-22,15.78
2013-08-23,15.8525
2013-08-26,15.7575
2013-08-27,15.9675
2013-08-28,15.9425
2013-08-29,16.102501
2013-08-30,16.0825
2013-09-03,16.165001
2013-09-04,15.9075
2013-09-05,15.75
2013-09-06,15.8775
2013-09-09,16.137501
2013-09-10,16.01
2013-09-11,15.81
2013-09-12,15.7825
2013-09-13,15.675
2013-09-16,15.5675
2013-09-17,15.68
2013-09-18,15.8675
2013-09-19,16.0725
2013-09-20,15.8025
2013-09-23,15.4425
2013-09-24,15.67
2013-09-25,15.795
2013-09-26,15.9225
2013-09-27,16.225
2013-09-30,16.445
2013-10-01,16.565001000000002
2013-10-02,16.43
2013-10-03,16.540001
2013-10-04,16.627501000000002
2013-10-07,16.545
2013-10-08,16.32
2013-10-09,16.2125
2013-10-10,16.5275
2013-10-11,16.6525
2013-10-14,16.690001000000002
2013-10-15,16.307501000000002
2013-10-16,16.465
2013-10-17,16.525
2013-10-18,16.530001000000002
2013-10-21,16.772499
2013-10-22,17.120001000000002
2013-10-23,17.092501000000002
2013-10-24,17.309998999999998
2013-10-25,17.1425
2013-10-28,17.0175
2013-10-29,17.2075
2013-10-30,17.0
2013-10-31,16.897499
2013-11-01,17.047501
2013-11-04,17.135
2013-11-05,17.252501000000002
2013-11-06,17.2125
2013-11-07,17.307501000000002
2013-11-08,17.184998999999998
2013-11-11,17.525
2013-11-12,17.577499
2013-11-13,17.3025
2013-11-14,17.32
2013-11-15,17.5275
2013-11-18,17.57
2013-11-19,17.34
2013-11-20,18.32
2013-11-21,19.182501000000002
2013-11-22,19.0275
2013-11-25,19.004998999999998
2013-11-26,18.8475
2013-11-27,18.695
2013-11-29,18.692498999999998
2013-12-02,18.5075
2013-12-03,18.432501000000002
2013-12-04,18.355
2013-12-05,18.682501000000002
2013-12-06,18.747498999999998
2013-12-09,18.700001
2013-12-10,19.18
2013-12-11,18.92
2013-12-12,19.065001000000002
2013-12-13,19.485001
2013-12-16,19.555
2013-12-17,19.577499
2013-12-18,19.65
2013-12-19,19.785
2013-12-20,20.3475
2013-12-23,20.622498999999998
2013-12-24,20.52
2013-12-26,20.512501
2013-12-27,20.362499
2013-12-30,20.512501
2013-12-31,20.434998999999998
2014-01-02,20.3475
2014-01-03,20.205
2014-01-06,19.93
2014-01-07,19.764999
2014-01-08,19.622498999999998
2014-01-09,20.5
2014-01-10,20.594998999999998
2014-01-13,20.715
2014-01-14,21.01
2014-01-15,21.012501
2014-01-16,21.16
2014-01-17,21.025
2014-01-21,21.057501000000002
2014-01-22,21.219998999999998
2014-01-23,21.1975
2014-01-24,20.9375
2014-01-27,20.32
2014-01-28,20.575001
2014-01-29,20.485001
2014-01-30,20.635
2014-01-31,20.860001
2014-02-03,20.594998999999998
2014-02-04,20.285
2014-02-05,19.870001000000002
2014-02-06,20.125
2014-02-07,20.58
2014-02-10,20.705
2014-02-11,20.594998999999998
2014-02-12,21.385
2014-02-13,22.02
2014-02-14,21.57
2014-02-18,21.764999
2014-02-19,21.344998999999998
2014-02-20,21.264999
2014-02-21,21.48
2014-02-24,21.764999
2014-02-25,21.745001000000002
2014-02-26,22.01
2014-02-27,21.924999
2014-02-28,21.825001
2014-03-03,22.495001000000002
2014-03-04,22.584999
2014-03-05,22.74
2014-03-06,22.985001
2014-03-07,22.610001
2014-03-10,22.27
2014-03-11,22.549999
2014-03-12,22.700001
2014-03-13,22.764999
2014-03-14,23.195
2014-03-17,23.135
2014-03-18,23.184998999999998
2014-03-19,23.035
2014-03-20,23.285
2014-03-21,23.15
2014-03-24,22.700001
2014-03-25,23.215
2014-03-26,23.415001
2014-03-27,22.9
2014-03-28,23.355
2014-03-31,23.375
2014-04-01,23.809998999999998
2014-04-02,23.955
2014-04-03,23.985001
2014-04-04,23.715
2014-04-07,23.030001000000002
2014-04-08,23.190001000000002
2014-04-09,24.205
2014-04-10,23.924999
2014-04-11,23.905001000000002
2014-04-14,23.905001000000002
2014-04-15,24.120001000000002
2014-04-16,24.18
2014-04-17,24.18
2014-04-21,24.275
2014-04-22,24.129998999999998
2014-04-23,23.870001000000002
2014-04-24,23.74
2014-04-25,23.424999
2014-04-28,23.370001000000002
2014-04-29,23.48
2014-04-30,23.295
2014-05-01,23.4
2014-05-02,23.395
2014-05-05,23.379998999999998
2014-05-06,23.645
2014-05-07,24.715
2014-05-08,24.705
2014-05-09,24.77
2014-05-12,25.09
2014-05-13,25.049999
2014-05-14,25.200001
2014-05-15,25.07
2014-05-16,25.540001
2014-05-19,24.969998999999998
2014-05-20,24.955
2014-05-21,25.07
2014-05-22,25.395
2014-05-23,25.715
2014-05-27,25.514999
2014-05-28,25.549999
2014-05-29,25.34
2014-05-30,25.48
2014-06-02,25.825001
2014-06-03,25.645
2014-06-04,26.110001
2014-06-05,26.809998999999998
2014-06-06,27.135
2014-06-09,27.395
2014-06-10,26.965
2014-06-11,26.495001000000002
2014-06-12,26.43
2014-06-13,26.205
2014-06-16,26.91
2014-06-17,27.120001000000002
2014-06-18,26.915001
2014-06-19,26.860001
2014-06-20,27.305
2014-06-23,27.445
2014-06-24,27.165001
2014-06-25,29.08
2014-06-26,28.995001000000002
2014-06-27,29.205
2014-06-30,29.469998999999998
2014-07-01,29.485001
2014-07-02,29.275
2014-07-03,29.129998999999998
2014-07-07,28.955
2014-07-08,28.41
2014-07-09,28.58
2014-07-10,28.459999
2014-07-11,28.76
2014-07-14,28.67
2014-07-15,28.67
2014-07-16,28.9
2014-07-17,28.605
2014-07-18,28.809998999999998
2014-07-21,28.84
2014-07-22,29.375
2014-07-23,29.264999
2014-07-24,29.780001000000002
2014-07-25,29.889999
2014-07-28,29.475
2014-07-29,29.065001000000002
2014-07-30,28.35
2014-07-31,27.195
2014-08-01,27.0
2014-08-04,27.715
2014-08-05,27.200001
2014-08-06,27.290001
2014-08-07,27.885
2014-08-08,27.855
2014-08-11,28.105
2014-08-12,28.049999
2014-08-13,28.415001
2014-08-14,28.879998999999998
2014-08-15,28.959999
2014-08-18,28.459999
2014-08-19,28.719998999999998
2014-08-20,28.674999
2014-08-21,28.715
2014-08-22,28.565001000000002
2014-08-25,29.275
2014-08-26,29.635
2014-08-27,30.0
2014-08-28,30.584999
2014-08-29,30.325001
2014-09-02,30.360001
2014-09-03,31.25
2014-09-04,30.625
2014-09-05,30.969998999999998
2014-09-08,30.965
2014-09-09,31.195
2014-09-10,31.33
2014-09-11,31.184998999999998
2014-09-12,30.225
2014-09-15,29.924999
2014-09-16,30.125
2014-09-17,30.200001
2014-09-18,30.41
2014-09-19,31.0
2014-09-22,30.4
2014-09-23,29.905001000000002
2014-09-24,30.615
2014-09-25,29.860001
2014-09-26,30.455
2014-09-29,31.01
2014-09-30,30.844998999999998
2014-10-01,30.695
2014-10-02,29.495001000000002
2014-10-03,29.305
2014-10-06,28.525
2014-10-07,27.955
2014-10-08,28.165001
2014-10-09,26.450001
2014-10-10,25.77
2014-10-13,23.485001
2014-10-14,23.905001000000002
2014-10-15,26.125
2014-10-16,28.370001000000002
2014-10-17,28.825001
2014-10-20,28.865
2014-10-21,29.620001000000002
2014-10-22,29.120001000000002
2014-10-23,28.855
2014-10-24,28.645
2014-10-27,27.700001
2014-10-28,28.495001000000002
2014-10-29,28.965
2014-10-30,28.98
2014-10-31,29.18
2014-11-03,29.68
2014-11-04,28.895
2014-11-05,29.200001
2014-11-06,29.895
2014-11-07,31.030001000000002
2014-11-10,30.99
2014-11-11,31.02
2014-11-12,30.975
2014-11-13,30.459999
2014-11-14,30.844998999999998
2014-11-17,31.355
2014-11-18,32.240002000000004
2014-11-19,31.950001
2014-11-20,31.635
2014-11-21,31.91
2014-11-24,31.870001000000002
2014-11-25,31.799999
2014-11-26,32.02
2014-11-28,29.695
2014-12-01,28.5
2014-12-02,29.059998999999998
2014-12-03,29.805
2014-12-04,29.305
2014-12-05,28.565001000000002
2014-12-08,26.48
2014-12-09,26.915001
2014-12-10,26.26
2014-12-11,25.870001000000002
2014-12-12,25.945
2014-12-15,25.125
2014-12-16,25.235001
2014-12-17,27.455
2014-12-18,27.860001
2014-12-19,28.17
2014-12-22,28.174999
2014-12-23,28.51
2014-12-24,28.525
2014-12-26,28.459999
2014-12-29,28.875
2014-12-30,28.65
2014-12-31,28.690001000000002
2015-01-02,29.280001000000002
2015-01-05,27.0
2015-01-06,25.525
2015-01-07,25.895
2015-01-08,26.075001
2015-01-09,26.264999
2015-01-12,25.65
2015-01-13,25.27
2015-01-14,25.870001000000002
2015-01-15,25.594998999999998
2015-01-16,26.43
2015-01-20,26.375
2015-01-21,26.895
2015-01-22,27.0
2015-01-23,27.004998999999998
2015-01-26,29.35
2015-01-27,30.040001
2015-01-28,29.129998999999998
2015-01-29,28.584999
2015-01-30,29.709999
2015-02-02,29.950001
2015-02-03,29.639999
2015-02-04,28.23
2015-02-05,28.58
2015-02-06,29.459999
2015-02-09,28.940001000000002
2015-02-10,28.940001000000002
2015-02-11,28.82
2015-02-12,29.15
2015-02-13,29.875
2015-02-17,30.245001000000002
2015-02-18,30.07
2015-02-19,30.49
2015-02-20,31.695
2015-02-23,31.625
2015-02-24,31.575001
2015-02-25,31.99
2015-02-26,31.469998999999998
2015-02-27,31.934998999999998
2015-03-02,31.75
2015-03-03,31.950001
2015-03-04,32.200001
2015-03-05,32.110001000000004
2015-03-06,31.834999
2015-03-09,31.514999
2015-03-10,31.215
2015-03-11,30.879998999999998
2015-03-12,30.695
2015-03-13,30.205
2015-03-16,30.35
2015-03-17,31.26
2015-03-18,32.060001
2015-03-19,31.285
2015-03-20,31.945
2015-03-23,32.294998
2015-03-24,31.440001000000002
2015-03-25,31.075001
2015-03-26,30.995001000000002
2015-03-27,31.1
2015-03-30,31.915001
2015-03-31,31.68
2015-04-01,31.815001000000002
2015-04-02,31.879998999999998
2015-04-06,31.950001
2015-04-07,31.639999
2015-04-08,32.669998
2015-04-09,32.849998
2015-04-10,33.0
2015-04-13,32.715
2015-04-14,33.275002
2015-04-15,33.299999
2015-04-16,33.134997999999996
2015-04-17,32.525002
2015-04-20,32.494999
2015-04-21,32.375
2015-04-22,32.465
2015-04-23,33.0
2015-04-24,33.064999
2015-04-27,33.105
2015-04-28,33.009997999999996
2015-04-29,33.41
2015-04-30,33.330002
2015-05-01,34.084998999999996
2015-05-04,34.009997999999996
2015-05-05,33.41
2015-05-06,32.775002
2015-05-07,33.52
2015-05-08,34.195
2015-05-11,34.25
2015-05-12,34.294998
2015-05-13,34.595001
2015-05-14,34.580002
2015-05-15,34.435001
2015-05-18,34.259997999999996
2015-05-19,34.275002
2015-05-20,34.330002
2015-05-21,34.650002
2015-05-22,34.884997999999996
2015-05-26,34.584998999999996
2015-05-27,34.73
2015-05-28,34.165001000000004
2015-05-29,34.334998999999996
2015-06-01,34.080002
2015-06-02,34.044998
2015-06-03,33.259997999999996
2015-06-04,33.169998
2015-06-05,33.974998
2015-06-08,33.889998999999996
2015-06-09,34.139998999999996
2015-06-10,34.240002000000004
2015-06-11,34.259997999999996
2015-06-12,34.514998999999996
2015-06-15,35.240002000000004
2015-06-16,34.955002
2015-06-17,34.924999
2015-06-18,34.834998999999996
2015-06-19,34.195
2015-06-22,32.529999
2015-06-23,32.035
2015-06-24,32.369999
2015-06-25,31.59
2015-06-26,32.580002
2015-06-29,32.110001000000004
2015-06-30,32.084998999999996
2015-07-01,31.540001
2015-07-02,32.360001000000004
2015-07-06,31.985001
2015-07-07,31.795
2015-07-08,31.49
2015-07-09,32.259997999999996
2015-07-10,32.700001
2015-07-13,32.785
2015-07-14,32.645
2015-07-15,32.255001
2015-07-16,32.099998
2015-07-17,31.209999
2015-07-20,30.700001
2015-07-21,30.145
2015-07-22,29.67
2015-07-23,29.639999
2015-07-24,29.48
2015-07-27,28.959999
2015-07-28,30.18
2015-07-29,30.65
2015-07-30,30.0
2015-07-31,30.08
2015-08-03,29.65
2015-08-04,29.190001000000002
2015-08-05,27.940001000000002
2015-08-06,27.780001000000002
2015-08-07,27.389999
2015-08-10,28.43
2015-08-11,28.73
2015-08-12,29.25
2015-08-13,29.49
2015-08-14,29.85
2015-08-17,30.73
2015-08-18,30.15
2015-08-19,29.75
