Date,WK
2019-10-03,43.700001
2019-10-04,44.209998999999996
2019-10-07,44.439999
2019-10-08,44.040001000000004
2019-10-09,45.02
2019-10-10,44.630001
2019-10-11,44.919998
2019-10-14,44.959998999999996
2019-10-15,45.189999
2019-10-16,41.299999
2019-10-17,41.150002
2019-10-18,40.080002
2019-10-21,40.439999
2019-10-22,39.299999
2019-10-23,39.27
2019-10-24,40.669998
2019-10-25,41.23
2019-10-28,41.830002
2019-10-29,41.810001
2019-10-30,42.259997999999996
2019-10-31,41.669998
2019-11-01,41.869999
2019-11-04,41.25
2019-11-05,41.23
2019-11-06,40.869999
2019-11-07,38.490002000000004
2019-11-08,40.639998999999996
2019-11-11,41.32
2019-11-12,41.759997999999996
2019-11-13,40.540001000000004
2019-11-14,40.740002000000004
2019-11-15,42.25
2019-11-18,42.290001000000004
2019-11-19,42.560001
2019-11-20,43.470001
2019-11-21,42.700001
2019-11-22,42.25
2019-11-25,43.66
2019-11-26,43.93
2019-11-27,44.009997999999996
2019-11-29,43.369999
2019-12-02,41.619999
2019-12-03,42.279999
2019-12-04,42.32
2019-12-05,42.34
2019-12-06,43.709998999999996
2019-12-09,42.919998
2019-12-10,41.869999
2019-12-11,41.529999
2019-12-12,40.720001
2019-12-13,40.810001
2019-12-16,41.060001
2019-12-17,40.830002
2019-12-18,41.400002
2019-12-19,42.200001
2019-12-20,42.470001
2019-12-23,41.470001
2019-12-24,42.009997999999996
2019-12-26,41.740002000000004
2019-12-27,41.59
2019-12-30,42.0
2019-12-31,42.049999
2020-01-02,43.360001000000004
2020-01-03,43.200001
2020-01-06,43.450001
2020-01-07,43.810001
2020-01-08,44.09
2020-01-09,44.73
2020-01-10,45.349998
2020-01-13,46.200001
2020-01-14,45.799999
2020-01-15,45.200001
2020-01-16,45.68
2020-01-17,45.150002
2020-01-21,44.810001
2020-01-22,44.27
2020-01-23,45.290001000000004
2020-01-24,45.41
2020-01-27,44.970001
2020-01-28,45.970001
2020-01-29,45.740002000000004
2020-01-30,47.09
2020-01-31,45.490002000000004
2020-02-03,46.16
2020-02-04,46.75
2020-02-05,46.029999
2020-02-06,46.34
2020-02-07,47.029999
2020-02-10,47.080002
2020-02-11,46.57
2020-02-12,46.290001000000004
2020-02-13,47.169998
2020-02-14,47.57
2020-02-18,47.759997999999996
2020-02-19,48.790001000000004
2020-02-20,48.310001
2020-02-21,47.110001000000004
2020-02-24,44.880001
2020-02-25,44.950001
2020-02-26,44.970001
2020-02-27,43.25
2020-02-28,42.740002000000004
2020-03-02,42.560001
2020-03-03,42.080002
2020-03-04,43.860001000000004
2020-03-05,43.900002
2020-03-06,41.16
2020-03-09,37.049999
2020-03-10,36.34
2020-03-11,33.889998999999996
2020-03-12,30.33
2020-03-13,29.799999
2020-03-16,25.66
2020-03-17,25.309998999999998
2020-03-18,24.82
2020-03-19,29.6
2020-03-20,29.34
2020-03-23,31.34
2020-03-24,34.91
2020-03-25,33.5
2020-03-26,35.490002000000004
2020-03-27,35.310001
2020-03-30,34.169998
2020-03-31,32.330002
2020-04-01,30.92
2020-04-02,31.059998999999998
2020-04-03,30.83
2020-04-06,33.080002
2020-04-07,32.950001
2020-04-08,34.740002000000004
2020-04-09,34.540001000000004
2020-04-13,32.459998999999996
2020-04-14,32.98
2020-04-15,32.509997999999996
2020-04-16,32.279999
2020-04-17,33.509997999999996
2020-04-20,33.580002
2020-04-21,32.029999
2020-04-22,32.18
2020-04-23,33.32
2020-04-24,34.130001
2020-04-27,34.82
2020-04-28,35.950001
2020-04-29,37.380001
2020-04-30,38.349998
2020-05-01,35.889998999999996
2020-05-04,37.73
2020-05-05,37.990002000000004
2020-05-06,39.75
2020-05-07,40.779999
2020-05-08,42.349998
