Date,EROS
2018-10-05,12.74
2018-10-08,12.51
2018-10-09,12.5
2018-10-10,11.38
2018-10-11,10.18
2018-10-12,10.4
2018-10-15,10.71
2018-10-16,11.16
2018-10-17,11.21
2018-10-18,10.83
2018-10-19,10.54
2018-10-22,10.87
2018-10-23,10.51
2018-10-24,9.74
2018-10-25,9.85
2018-10-26,9.85
2018-10-29,9.34
2018-10-30,9.12
2018-10-31,9.98
2018-11-01,10.27
2018-11-02,10.27
2018-11-05,10.04
2018-11-06,10.2
2018-11-07,10.36
2018-11-08,10.43
2018-11-09,10.41
2018-11-12,10.15
2018-11-13,10.2
2018-11-14,10.3
2018-11-15,10.51
2018-11-16,10.95
2018-11-19,9.36
2018-11-20,8.25
2018-11-21,8.81
2018-11-23,8.86
2018-11-26,9.23
2018-11-27,8.71
2018-11-28,8.83
2018-11-29,9.27
2018-11-30,9.13
2018-12-03,9.4
2018-12-04,9.02
2018-12-06,8.88
2018-12-07,8.74
2018-12-10,8.63
2018-12-11,8.57
2018-12-12,8.49
2018-12-13,8.19
2018-12-14,8.2
2018-12-17,7.83
2018-12-18,7.91
2018-12-19,7.5
2018-12-20,7.04
2018-12-21,7.35
2018-12-24,7.66
2018-12-26,8.39
2018-12-27,8.59
2018-12-28,8.31
2018-12-31,8.29
2019-01-02,8.32
2019-01-03,8.19
2019-01-04,8.78
2019-01-07,9.08
2019-01-08,9.28
2019-01-09,9.17
2019-01-10,9.13
2019-01-11,9.28
2019-01-14,9.21
2019-01-15,9.26
2019-01-16,9.1
2019-01-17,9.09
2019-01-18,8.9
2019-01-22,8.94
2019-01-23,9.19
2019-01-24,9.25
2019-01-25,9.61
2019-01-28,9.43
2019-01-29,9.1
2019-01-30,9.39
2019-01-31,9.53
2019-02-01,9.68
2019-02-04,9.86
2019-02-05,9.67
2019-02-06,9.31
2019-02-07,9.46
2019-02-08,9.41
2019-02-11,9.49
2019-02-12,9.55
2019-02-13,9.63
2019-02-14,9.99
2019-02-15,9.87
2019-02-19,10.26
2019-02-20,9.89
2019-02-21,10.28
2019-02-22,9.73
2019-02-25,10.1
2019-02-26,10.01
2019-02-27,9.77
2019-02-28,9.61
2019-03-01,9.72
2019-03-04,9.6
2019-03-05,10.0
2019-03-06,10.05
2019-03-07,9.7
2019-03-08,9.94
2019-03-11,10.38
2019-03-12,10.51
2019-03-13,10.44
2019-03-14,10.45
2019-03-15,10.14
2019-03-18,10.2
2019-03-19,10.15
2019-03-20,10.2
2019-03-21,10.41
2019-03-22,10.26
2019-03-25,9.91
2019-03-26,9.68
2019-03-27,9.26
2019-03-28,9.01
2019-03-29,9.14
2019-04-01,8.97
2019-04-02,8.86
2019-04-03,8.9
2019-04-04,8.79
2019-04-05,8.85
2019-04-08,8.82
2019-04-09,8.68
2019-04-10,8.71
2019-04-11,8.73
2019-04-12,8.69
2019-04-15,8.59
2019-04-16,8.39
2019-04-17,8.3
2019-04-18,8.23
2019-04-22,8.0
2019-04-23,8.67
2019-04-24,8.56
2019-04-25,8.67
2019-04-26,8.76
2019-04-29,8.64
2019-04-30,8.68
2019-05-01,8.51
2019-05-02,8.59
2019-05-03,8.58
2019-05-06,8.51
2019-05-07,8.2
2019-05-08,8.2
2019-05-09,8.37
2019-05-10,8.36
2019-05-13,7.74
2019-05-14,7.97
2019-05-15,8.06
2019-05-16,8.1
2019-05-17,8.06
2019-05-20,8.04
2019-05-21,7.96
2019-05-22,7.92
2019-05-23,7.44
2019-05-24,7.77
2019-05-28,7.72
2019-05-29,7.71
2019-05-30,7.7
2019-05-31,7.73
2019-06-03,7.66
2019-06-04,7.61
2019-06-05,7.3
2019-06-06,3.71
2019-06-07,3.3
2019-06-10,3.15
2019-06-11,2.77
2019-06-12,2.84
2019-06-13,2.74
2019-06-14,2.75
2019-06-17,2.65
2019-06-18,2.77
2019-06-19,2.69
2019-06-20,2.5
2019-06-21,2.38
2019-06-24,2.38
2019-06-25,2.18
2019-06-26,1.69
2019-06-27,1.36
2019-06-28,1.35
2019-07-01,1.5
2019-07-02,1.77
2019-07-03,1.63
2019-07-05,1.78
2019-07-08,1.82
2019-07-09,1.66
2019-07-10,1.7
2019-07-11,1.64
2019-07-12,1.82
2019-07-15,1.61
2019-07-16,1.63
2019-07-17,1.53
2019-07-18,1.61
2019-07-19,1.58
2019-07-22,1.48
2019-07-23,1.55
2019-07-24,1.6
2019-07-25,1.67
2019-07-26,1.67
2019-07-29,1.67
2019-07-30,1.75
2019-07-31,1.66
2019-08-01,1.54
2019-08-02,1.54
2019-08-05,1.49
2019-08-06,1.36
2019-08-07,1.43
2019-08-08,1.36
2019-08-09,1.28
2019-08-12,1.31
2019-08-13,1.36
2019-08-14,1.3
2019-08-15,1.27
2019-08-16,1.3
2019-08-19,1.39
2019-08-20,1.35
2019-08-21,1.35
2019-08-22,1.32
2019-08-23,1.24
2019-08-26,1.35
2019-08-27,1.35
2019-08-28,1.48
2019-08-29,1.66
2019-08-30,1.69
2019-09-03,1.81
2019-09-04,1.79
2019-09-05,1.72
2019-09-06,1.86
2019-09-09,1.88
2019-09-10,2.21
2019-09-11,2.23
2019-09-12,2.26
2019-09-13,2.45
2019-09-16,2.39
2019-09-17,2.59
2019-09-18,2.54
2019-09-19,3.51
2019-09-20,2.99
2019-09-23,3.06
2019-09-24,2.81
2019-09-25,2.84
2019-09-26,1.99
2019-09-27,1.79
2019-09-30,1.91
2019-10-01,1.76
2019-10-02,1.66
2019-10-03,1.7
2019-10-04,1.66
2019-10-07,1.73
2019-10-08,1.46
2019-10-09,1.4
2019-10-10,1.36
2019-10-11,1.36
2019-10-14,1.3
2019-10-15,1.47
2019-10-16,1.48
2019-10-17,1.66
2019-10-18,1.76
2019-10-21,1.73
2019-10-22,1.68
2019-10-23,1.8
2019-10-24,1.91
2019-10-25,1.89
2019-10-28,2.12
2019-10-29,2.32
2019-10-30,2.3
2019-10-31,2.24
2019-11-01,2.31
2019-11-04,2.43
2019-11-05,2.55
2019-11-06,2.33
2019-11-07,2.27
2019-11-08,2.51
2019-11-11,2.34
2019-11-12,2.3
2019-11-13,2.0
2019-11-14,1.91
2019-11-15,2.13
2019-11-18,2.34
2019-11-19,2.25
2019-11-20,2.25
2019-11-21,2.12
2019-11-22,2.22
2019-11-25,2.28
2019-11-26,2.44
2019-11-27,2.54
2019-11-29,2.67
2019-12-02,2.55
2019-12-03,2.49
2019-12-04,2.62
2019-12-05,2.45
2019-12-06,2.61
2019-12-09,3.04
2019-12-10,3.03
2019-12-11,3.25
2019-12-12,3.28
2019-12-13,3.14
2019-12-16,3.03
2019-12-17,3.21
2019-12-18,3.14
2019-12-19,3.16
2019-12-20,3.18
2019-12-23,3.14
2019-12-24,3.2
2019-12-26,3.23
2019-12-27,3.18
2019-12-30,3.14
2019-12-31,3.39
2020-01-02,3.48
2020-01-03,3.94
2020-01-06,3.66
2020-01-07,3.91
2020-01-08,3.74
2020-01-09,3.69
2020-01-10,3.65
2020-01-13,3.63
2020-01-14,3.85
2020-01-15,4.04
2020-01-16,4.1
2020-01-17,4.44
2020-01-21,4.42
2020-01-22,4.38
2020-01-23,4.24
2020-01-24,3.87
2020-01-27,3.75
2020-01-28,3.64
2020-01-29,3.31
2020-01-30,2.74
2020-01-31,2.41
2020-02-03,2.65
2020-02-04,2.67
2020-02-05,3.14
2020-02-06,2.96
2020-02-07,2.87
2020-02-10,2.88
2020-02-11,2.82
2020-02-12,2.88
2020-02-13,2.86
2020-02-14,2.81
2020-02-18,2.78
2020-02-19,2.92
2020-02-20,2.78
2020-02-21,2.63
2020-02-24,2.48
2020-02-25,2.39
2020-02-26,2.35
2020-02-27,2.29
2020-02-28,2.31
2020-03-02,2.09
2020-03-03,2.14
2020-03-04,2.37
2020-03-05,2.52
2020-03-06,2.33
2020-03-09,1.95
2020-03-10,2.1
2020-03-11,1.85
2020-03-12,1.37
2020-03-13,1.54
2020-03-16,1.37
2020-03-17,1.5
2020-03-18,1.47
2020-03-19,1.54
2020-03-20,1.63
2020-03-23,1.77
2020-03-24,1.78
2020-03-25,1.75
2020-03-26,1.76
2020-03-27,1.71
2020-03-30,1.66
2020-03-31,1.65
2020-04-01,1.46
2020-04-02,1.46
2020-04-03,1.43
2020-04-06,1.53
2020-04-07,1.53
2020-04-08,1.73
2020-04-09,1.99
2020-04-13,2.12
2020-04-14,2.17
2020-04-15,2.05
2020-04-16,1.96
2020-04-17,3.05
2020-04-20,2.5
2020-04-21,2.31
2020-04-22,2.71
2020-04-23,2.64
2020-04-24,2.51
2020-04-27,2.62
2020-04-28,2.58
2020-04-29,2.72
2020-04-30,2.55
2020-05-01,2.45
2020-05-04,2.45
2020-05-05,2.47
2020-05-06,2.57
2020-05-07,2.9
2020-05-08,3.23
