Date,TPH
2018-01-03,19.09
2018-01-04,19.030001000000002
2018-01-05,19.42
2018-01-08,19.34
2018-01-09,19.35
2018-01-10,18.98
2018-01-11,19.33
2018-01-12,19.23
2018-01-16,18.82
2018-01-17,18.98
2018-01-18,18.59
2018-01-19,18.809998999999998
2018-01-22,18.83
2018-01-23,18.870001000000002
2018-01-24,18.639999
2018-01-25,18.219998999999998
2018-01-26,17.940001000000002
2018-01-29,17.1
2018-01-30,16.82
2018-01-31,16.309998999999998
2018-02-01,16.82
2018-02-02,16.25
2018-02-05,15.69
2018-02-06,16.719998999999998
2018-02-07,16.709999
2018-02-08,16.16
2018-02-09,16.25
2018-02-12,16.59
2018-02-13,16.74
2018-02-14,17.18
2018-02-15,17.35
2018-02-16,17.75
2018-02-20,17.42
2018-02-21,17.360001
2018-02-22,16.940001000000002
2018-02-23,16.389999
2018-02-26,16.58
2018-02-27,15.97
2018-02-28,15.33
2018-03-01,15.51
2018-03-02,15.56
2018-03-05,15.76
2018-03-06,16.08
2018-03-07,16.07
2018-03-08,16.139999
2018-03-09,16.41
2018-03-12,16.6
2018-03-13,16.68
2018-03-14,16.42
2018-03-15,16.219998999999998
2018-03-16,16.559998999999998
2018-03-19,16.51
2018-03-20,16.379998999999998
2018-03-21,16.73
2018-03-22,16.389999
2018-03-23,16.23
2018-03-26,16.530001000000002
2018-03-27,16.4
2018-03-28,16.049999
2018-03-29,16.43
2018-04-02,15.74
2018-04-03,16.07
2018-04-04,17.17
2018-04-05,17.459999
2018-04-06,16.91
2018-04-09,16.85
2018-04-10,16.92
2018-04-11,16.77
2018-04-12,16.709999
2018-04-13,16.790001
2018-04-16,17.059998999999998
2018-04-17,17.219998999999998
2018-04-18,17.25
2018-04-19,16.459999
2018-04-20,16.219998999999998
2018-04-23,16.16
2018-04-24,16.24
2018-04-25,16.77
2018-04-26,17.08
2018-04-27,17.73
2018-04-30,17.110001
2018-05-01,17.4
2018-05-02,16.959999
2018-05-03,17.17
2018-05-04,17.5
2018-05-07,17.610001
2018-05-08,17.65
2018-05-09,17.0
2018-05-10,16.99
2018-05-11,17.1
2018-05-14,16.98
2018-05-15,15.95
2018-05-16,16.35
2018-05-17,16.85
2018-05-18,17.030001000000002
2018-05-21,17.16
2018-05-22,16.620001000000002
2018-05-23,17.01
2018-05-24,17.129998999999998
2018-05-25,17.66
2018-05-29,17.58
2018-05-30,17.629998999999998
2018-05-31,17.26
2018-06-01,17.290001
2018-06-04,17.5
2018-06-05,17.559998999999998
2018-06-06,17.92
2018-06-07,17.809998999999998
2018-06-08,18.27
2018-06-11,17.959999
2018-06-12,18.469998999999998
2018-06-13,17.15
2018-06-14,17.110001
2018-06-15,16.959999
2018-06-18,16.76
2018-06-19,16.809998999999998
2018-06-20,16.860001
2018-06-21,16.85
2018-06-22,16.889999
2018-06-25,16.459999
2018-06-26,16.549999
2018-06-27,16.200001
2018-06-28,16.18
2018-06-29,16.360001
2018-07-02,16.23
2018-07-03,16.459999
2018-07-05,16.57
2018-07-06,16.68
2018-07-09,16.9
2018-07-10,16.82
2018-07-11,16.799999
2018-07-12,16.9
2018-07-13,16.799999
2018-07-16,16.92
2018-07-17,17.4
2018-07-18,17.15
2018-07-19,17.139999
2018-07-20,16.620001000000002
2018-07-23,16.370001000000002
2018-07-24,15.94
2018-07-25,15.7
2018-07-26,15.58
2018-07-27,14.38
2018-07-30,14.15
2018-07-31,14.17
2018-08-01,14.26
2018-08-02,14.23
2018-08-03,14.13
2018-08-06,14.05
2018-08-07,14.5
2018-08-08,14.44
2018-08-09,14.42
2018-08-10,14.25
2018-08-13,13.7
2018-08-14,13.93
2018-08-15,13.87
2018-08-16,13.98
2018-08-17,14.08
2018-08-20,14.24
2018-08-21,14.91
2018-08-22,14.7
2018-08-23,14.5
2018-08-24,14.52
2018-08-27,14.84
2018-08-28,14.78
2018-08-29,14.42
2018-08-30,14.41
2018-08-31,14.49
2018-09-04,14.45
2018-09-05,14.38
2018-09-06,14.22
2018-09-07,14.07
2018-09-10,14.1
2018-09-11,14.23
2018-09-12,14.35
2018-09-13,14.27
2018-09-14,14.39
2018-09-17,13.73
2018-09-18,13.84
2018-09-19,13.89
2018-09-20,13.38
2018-09-21,13.26
2018-09-24,13.22
2018-09-25,13.38
2018-09-26,12.74
2018-09-27,12.61
2018-09-28,12.4
2018-10-01,12.28
2018-10-02,12.62
2018-10-03,12.26
2018-10-04,12.08
2018-10-05,12.2
2018-10-08,12.33
2018-10-09,11.99
2018-10-10,11.8
2018-10-11,11.57
2018-10-12,11.35
2018-10-15,11.4
2018-10-16,11.81
2018-10-17,11.58
2018-10-18,11.25
2018-10-19,11.18
2018-10-22,10.69
2018-10-23,10.96
2018-10-24,11.16
2018-10-25,11.03
2018-10-26,11.51
2018-10-29,10.87
2018-10-30,11.72
2018-10-31,11.9
2018-11-01,12.34
2018-11-02,12.58
2018-11-05,12.95
2018-11-06,12.95
2018-11-07,12.48
2018-11-08,12.15
2018-11-09,11.92
2018-11-12,11.88
2018-11-13,12.18
2018-11-14,12.08
2018-11-15,11.66
2018-11-16,12.04
2018-11-19,12.1
2018-11-20,12.23
2018-11-21,12.28
2018-11-23,12.38
2018-11-26,12.44
2018-11-27,12.58
2018-11-28,12.81
2018-11-29,12.75
2018-11-30,12.48
2018-12-03,12.55
2018-12-04,11.91
2018-12-06,12.39
2018-12-07,12.16
2018-12-10,11.5
2018-12-11,11.4
2018-12-12,11.71
2018-12-13,11.38
2018-12-14,11.22
2018-12-17,11.44
2018-12-18,11.66
2018-12-19,11.59
2018-12-20,11.48
2018-12-21,10.83
2018-12-24,10.58
2018-12-26,11.07
2018-12-27,11.0
2018-12-28,11.07
2018-12-31,10.93
2019-01-02,11.36
2019-01-03,11.35
2019-01-04,11.77
2019-01-07,12.06
2019-01-08,12.15
2019-01-09,12.6
2019-01-10,12.64
2019-01-11,12.63
2019-01-14,12.57
2019-01-15,12.61
2019-01-16,12.53
2019-01-17,12.57
2019-01-18,12.54
2019-01-22,12.07
2019-01-23,12.24
2019-01-24,12.39
2019-01-25,12.34
2019-01-28,12.26
2019-01-29,12.45
2019-01-30,12.76
2019-01-31,13.45
2019-02-01,13.52
2019-02-04,13.44
2019-02-05,13.32
2019-02-06,12.96
2019-02-07,12.97
2019-02-08,12.79
2019-02-11,12.73
2019-02-12,13.4
2019-02-13,13.2
2019-02-14,13.08
2019-02-15,13.09
2019-02-19,13.17
2019-02-20,13.11
2019-02-21,13.22
2019-02-22,13.43
2019-02-25,13.22
2019-02-26,13.05
2019-02-27,13.0
2019-02-28,12.6
2019-03-01,12.53
2019-03-04,12.88
2019-03-05,12.44
2019-03-06,12.26
2019-03-07,12.68
2019-03-08,12.86
2019-03-11,13.22
2019-03-12,13.03
2019-03-13,12.86
2019-03-14,12.85
2019-03-15,12.8
2019-03-18,12.88
2019-03-19,12.46
2019-03-20,12.27
2019-03-21,12.46
2019-03-22,12.38
2019-03-25,12.72
2019-03-26,12.81
2019-03-27,13.22
2019-03-28,13.0
2019-03-29,12.64
2019-04-01,12.85
2019-04-02,12.71
2019-04-03,12.88
2019-04-04,13.41
2019-04-05,13.79
2019-04-08,13.79
2019-04-09,13.62
2019-04-10,13.79
2019-04-11,13.88
2019-04-12,13.87
2019-04-15,13.84
2019-04-16,14.02
2019-04-17,13.99
2019-04-18,14.23
2019-04-22,13.94
2019-04-23,14.16
2019-04-24,14.28
2019-04-25,13.19
2019-04-26,13.17
2019-04-29,12.78
2019-04-30,13.05
2019-05-01,13.17
2019-05-02,13.41
2019-05-03,13.74
2019-05-06,13.66
2019-05-07,13.32
2019-05-08,13.1
2019-05-09,13.21
2019-05-10,13.2
2019-05-13,13.17
2019-05-14,13.66
2019-05-15,13.85
2019-05-16,13.86
2019-05-17,13.6
2019-05-20,13.12
2019-05-21,13.36
2019-05-22,13.14
2019-05-23,12.87
2019-05-24,13.19
2019-05-28,12.85
2019-05-29,12.63
2019-05-30,12.62
2019-05-31,12.3
2019-06-03,12.37
2019-06-04,12.67
2019-06-05,12.65
2019-06-06,12.48
2019-06-07,12.64
2019-06-10,12.62
2019-06-11,12.58
2019-06-12,12.59
2019-06-13,12.62
2019-06-14,12.61
2019-06-17,12.09
2019-06-18,12.13
2019-06-19,12.05
2019-06-20,12.31
2019-06-21,11.69
2019-06-24,11.8
2019-06-25,11.47
2019-06-26,11.3
2019-06-27,11.72
2019-06-28,11.97
2019-07-01,12.04
2019-07-02,12.32
2019-07-03,12.42
2019-07-05,12.19
2019-07-08,12.23
2019-07-09,12.07
2019-07-10,12.25
2019-07-11,12.26
2019-07-12,12.58
2019-07-15,12.42
2019-07-16,12.58
2019-07-17,12.74
2019-07-18,12.65
2019-07-19,12.66
2019-07-22,12.6
2019-07-23,12.46
2019-07-24,12.82
2019-07-25,13.38
2019-07-26,13.59
2019-07-29,13.56
2019-07-30,13.98
2019-07-31,13.69
2019-08-01,13.68
2019-08-02,13.68
2019-08-05,13.36
2019-08-06,13.46
2019-08-07,13.65
2019-08-08,13.78
2019-08-09,13.55
2019-08-12,13.5
2019-08-13,13.67
2019-08-14,13.51
2019-08-15,13.39
2019-08-16,13.57
2019-08-19,13.84
2019-08-20,13.9
2019-08-21,13.89
2019-08-22,13.96
2019-08-23,13.66
2019-08-26,13.73
2019-08-27,13.66
2019-08-28,13.82
2019-08-29,13.92
2019-08-30,14.0
2019-09-03,13.95
2019-09-04,14.08
2019-09-05,13.9
2019-09-06,13.85
2019-09-09,13.88
2019-09-10,14.24
2019-09-11,14.65
2019-09-12,14.86
2019-09-13,14.73
2019-09-16,14.47
2019-09-17,14.87
2019-09-18,15.06
2019-09-19,14.94
2019-09-20,14.87
2019-09-23,14.9
2019-09-24,14.75
2019-09-25,14.83
2019-09-26,14.85
2019-09-27,14.84
2019-09-30,15.04
2019-10-01,14.82
2019-10-02,14.5
2019-10-03,14.59
2019-10-04,14.89
2019-10-07,14.61
2019-10-08,14.4
2019-10-09,14.36
2019-10-10,14.4
2019-10-11,14.42
2019-10-14,14.48
2019-10-15,15.19
2019-10-16,15.49
2019-10-17,15.83
2019-10-18,16.049999
2019-10-21,16.030001000000002
2019-10-22,15.97
2019-10-23,16.120001000000002
2019-10-24,16.07
2019-10-25,16.02
2019-10-28,15.68
2019-10-29,15.55
2019-10-30,15.57
2019-10-31,15.74
2019-11-01,15.84
2019-11-04,15.74
2019-11-05,15.4
2019-11-06,15.63
2019-11-07,15.07
2019-11-08,15.03
2019-11-11,15.14
2019-11-12,15.19
2019-11-13,15.62
2019-11-14,15.54
2019-11-15,15.34
2019-11-18,15.32
2019-11-19,15.18
2019-11-20,15.27
2019-11-21,15.21
2019-11-22,15.11
2019-11-25,15.33
2019-11-26,15.61
2019-11-27,15.6
2019-11-29,15.58
2019-12-02,15.2
2019-12-03,15.33
2019-12-04,15.35
2019-12-05,15.5
2019-12-06,15.65
2019-12-09,15.75
2019-12-10,15.83
2019-12-11,15.97
2019-12-12,15.7
2019-12-13,15.71
2019-12-16,15.46
2019-12-17,15.45
2019-12-18,15.53
2019-12-19,15.32
2019-12-20,15.77
2019-12-23,15.55
2019-12-24,15.68
2019-12-26,15.58
2019-12-27,15.64
2019-12-30,15.57
2019-12-31,15.58
2020-01-02,15.68
2020-01-03,15.61
2020-01-06,15.81
2020-01-07,15.67
2020-01-08,15.75
2020-01-09,15.71
2020-01-10,15.64
2020-01-13,15.62
2020-01-14,15.78
2020-01-15,16.25
2020-01-16,16.450001
2020-01-17,16.299999
2020-01-21,16.52
2020-01-22,16.469998999999998
2020-01-23,16.639999
2020-01-24,16.33
2020-01-27,16.290001
2020-01-28,16.68
2020-01-29,16.58
2020-01-30,16.6
2020-01-31,16.26
2020-02-03,16.459999
2020-02-04,16.24
2020-02-05,16.870001000000002
2020-02-06,16.85
2020-02-07,16.879998999999998
2020-02-10,17.040001
2020-02-11,17.290001
2020-02-12,17.33
2020-02-13,17.42
2020-02-14,17.5
2020-02-18,17.23
2020-02-19,18.040001
2020-02-20,18.389999
2020-02-21,18.370001000000002
2020-02-24,17.91
2020-02-25,16.940001000000002
2020-02-26,16.459999
2020-02-27,15.9
2020-02-28,15.33
2020-03-02,15.78
2020-03-03,15.84
2020-03-04,16.57
2020-03-05,15.91
2020-03-06,15.37
2020-03-09,14.13
2020-03-10,14.5
2020-03-11,13.63
2020-03-12,11.34
2020-03-13,11.96
2020-03-16,8.99
2020-03-17,7.89
2020-03-18,6.14
2020-03-19,6.94
2020-03-20,6.97
2020-03-23,6.71
2020-03-24,8.53
2020-03-25,9.71
2020-03-26,9.76
2020-03-27,9.21
2020-03-30,9.03
2020-03-31,8.77
2020-04-01,7.87
2020-04-02,7.63
2020-04-03,7.59
2020-04-06,9.45
2020-04-07,9.5
2020-04-08,10.68
2020-04-09,11.06
2020-04-13,10.18
2020-04-14,10.43
2020-04-15,9.7
2020-04-16,9.67
2020-04-17,10.28
2020-04-20,9.83
2020-04-21,9.58
2020-04-22,9.61
2020-04-23,9.65
2020-04-24,10.25
2020-04-27,10.62
2020-04-28,11.35
2020-04-29,12.2
2020-04-30,11.48
2020-05-01,10.95
2020-05-04,11.01
2020-05-05,11.22
2020-05-06,11.22
2020-05-07,11.49
2020-05-08,12.05
