Date,SPWH
2019-05-07,4.32
2019-05-08,4.34
2019-05-09,4.37
2019-05-10,4.41
2019-05-13,4.22
2019-05-14,4.21
2019-05-15,4.26
2019-05-16,4.11
2019-05-17,4.05
2019-05-20,4.06
2019-05-21,4.24
2019-05-22,4.04
2019-05-23,3.96
2019-05-24,4.13
2019-05-28,4.07
2019-05-29,3.92
2019-05-30,3.86
2019-05-31,3.68
2019-06-03,3.69
2019-06-04,3.72
2019-06-05,3.58
2019-06-06,3.59
2019-06-07,3.49
2019-06-10,3.61
2019-06-11,3.55
2019-06-12,3.49
2019-06-13,3.64
2019-06-14,3.75
2019-06-17,3.76
2019-06-18,3.85
2019-06-19,3.76
2019-06-20,3.75
2019-06-21,3.81
2019-06-24,3.72
2019-06-25,3.7
2019-06-26,3.75
2019-06-27,3.71
2019-06-28,3.78
2019-07-01,3.93
2019-07-02,3.99
2019-07-03,4.34
2019-07-05,4.19
2019-07-08,4.2
2019-07-09,4.17
2019-07-10,4.17
2019-07-11,4.4
2019-07-12,4.55
2019-07-15,4.37
2019-07-16,4.51
2019-07-17,4.46
2019-07-18,4.36
2019-07-19,4.26
2019-07-22,4.15
2019-07-23,4.16
2019-07-24,4.15
2019-07-25,4.11
2019-07-26,4.26
2019-07-29,4.27
2019-07-30,4.35
2019-07-31,4.49
2019-08-01,4.09
2019-08-02,4.08
2019-08-05,3.94
2019-08-06,4.01
2019-08-07,3.91
2019-08-08,4.01
2019-08-09,3.85
2019-08-12,3.8
2019-08-13,3.92
2019-08-14,3.73
2019-08-15,3.59
2019-08-16,3.68
2019-08-19,3.76
2019-08-20,3.67
2019-08-21,3.63
2019-08-22,3.78
2019-08-23,3.62
2019-08-26,3.81
2019-08-27,3.69
2019-08-28,3.93
2019-08-29,4.08
2019-08-30,4.22
2019-09-03,4.23
2019-09-04,4.37
2019-09-05,4.6
2019-09-06,4.81
2019-09-09,4.85
2019-09-10,5.07
2019-09-11,4.98
2019-09-12,5.01
2019-09-13,5.13
2019-09-16,4.91
2019-09-17,4.84
2019-09-18,4.68
2019-09-19,4.46
2019-09-20,4.65
2019-09-23,4.815
2019-09-24,4.88
2019-09-25,5.05
2019-09-26,5.16
2019-09-27,5.19
2019-09-30,5.18
2019-10-01,5.41
2019-10-02,5.23
2019-10-03,5.24
2019-10-04,5.305
2019-10-07,5.33
2019-10-08,5.34
2019-10-09,5.74
2019-10-10,6.295
2019-10-11,6.29
2019-10-14,6.24
2019-10-15,6.14
2019-10-16,6.22
2019-10-17,6.31
2019-10-18,6.26
2019-10-21,6.55
2019-10-22,6.45
2019-10-23,6.57
2019-10-24,6.63
2019-10-25,6.75
2019-10-28,6.77
2019-10-29,6.65
2019-10-30,6.76
2019-10-31,6.81
2019-11-01,6.95
2019-11-04,7.005
2019-11-05,7.22
2019-11-06,7.31
2019-11-07,7.22
2019-11-08,7.27
2019-11-11,7.28
2019-11-12,7.125
2019-11-13,7.14
2019-11-14,7.125
2019-11-15,7.145
2019-11-18,7.09
2019-11-19,7.03
2019-11-20,7.09
2019-11-21,6.99
2019-11-22,7.15
2019-11-25,7.39
2019-11-26,7.45
2019-11-27,7.5
2019-11-29,7.31
2019-12-02,7.425
2019-12-03,7.15
2019-12-04,7.33
2019-12-05,8.05
2019-12-06,8.2
2019-12-09,7.96
2019-12-10,7.99
2019-12-11,7.835
2019-12-12,8.03
2019-12-13,8.05
2019-12-16,8.09
2019-12-17,7.96
2019-12-18,7.99
2019-12-19,8.09
2019-12-20,8.19
2019-12-23,8.3
2019-12-24,8.3
2019-12-26,8.26
2019-12-27,8.04
2019-12-30,8.08
2019-12-31,8.03
2020-01-02,7.635
2020-01-03,7.65
2020-01-06,8.22
2020-01-07,8.44
2020-01-08,8.64
2020-01-09,7.98
2020-01-10,6.63
2020-01-13,6.35
2020-01-14,6.295
2020-01-15,6.35
2020-01-16,6.52
2020-01-17,6.72
2020-01-21,6.52
2020-01-22,6.25
2020-01-23,6.37
2020-01-24,6.46
2020-01-27,6.44
2020-01-28,6.42
2020-01-29,6.58
2020-01-30,6.54
2020-01-31,6.48
2020-02-03,6.27
2020-02-04,5.97
2020-02-05,6.34
2020-02-06,6.37
2020-02-07,6.17
2020-02-10,6.19
2020-02-11,6.3
2020-02-12,6.5
2020-02-13,6.65
2020-02-14,6.58
2020-02-18,6.51
2020-02-19,6.4
2020-02-20,6.52
2020-02-21,6.53
2020-02-24,6.12
2020-02-25,6.03
2020-02-26,6.05
2020-02-27,6.07
2020-02-28,6.0
2020-03-02,5.88
2020-03-03,5.86
2020-03-04,6.26
2020-03-05,5.96
2020-03-06,5.65
2020-03-09,5.04
2020-03-10,5.0
2020-03-11,4.82
2020-03-12,4.3
2020-03-13,4.58
2020-03-16,4.88
2020-03-17,5.76
2020-03-18,5.62
2020-03-19,5.99
2020-03-20,5.1
2020-03-23,5.58
2020-03-24,5.63
2020-03-25,5.63
2020-03-26,5.61
2020-03-27,5.96
2020-03-30,6.24
2020-03-31,6.16
2020-04-01,5.63
2020-04-02,5.85
2020-04-03,5.5
2020-04-06,6.38
2020-04-07,5.99
2020-04-08,6.6
2020-04-09,6.8
2020-04-13,6.6
2020-04-14,6.58
2020-04-15,6.63
2020-04-16,6.98
2020-04-17,7.03
2020-04-20,6.85
2020-04-21,6.71
2020-04-22,6.49
2020-04-23,6.48
2020-04-24,6.57
2020-04-27,7.22
2020-04-28,7.51
2020-04-29,7.43
2020-04-30,7.16
2020-05-01,7.26
2020-05-04,7.41
2020-05-05,7.36
2020-05-06,7.41
2020-05-07,7.3
2020-05-08,7.67
