Date,ATMI
2017-10-20,
2017-10-23,0.258
2017-10-24,0.258
2017-10-25,0.262
2017-10-26,0.262
2017-10-27,
2017-10-30,0.259
2017-10-31,0.259
2017-11-01,0.258
2017-11-02,0.258
2017-11-03,
2017-11-06,0.261
2017-11-07,0.261
2017-11-08,0.257
2017-11-09,0.257
2017-11-10,
2017-11-13,0.257
2017-11-14,0.257
2017-11-15,0.255
2017-11-16,0.255
2017-11-17,
2017-11-20,0.255
2017-11-21,0.255
2017-11-22,0.255
2017-11-24,
2017-11-27,0.269
2017-11-28,0.27
2017-11-29,0.27
2017-11-30,0.271
2017-12-01,
2017-12-04,
2017-12-05,
2017-12-06,0.271
2017-12-07,0.271
2017-12-08,
2017-12-11,0.271
2017-12-12,0.271
2017-12-13,0.271
2017-12-14,0.271
2017-12-15,
2017-12-18,0.271
2017-12-19,0.271
2017-12-20,0.271
2017-12-21,0.271
2017-12-22,
2017-12-26,0.274
2017-12-27,0.275
2017-12-28,0.275
2017-12-29,
2018-01-02,0.28
2018-01-03,0.28
2018-01-04,0.28
2018-01-05,
2018-01-08,0.28
2018-01-09,0.28
2018-01-10,0.28
2018-01-11,0.28
2018-01-12,
2018-01-16,0.28
2018-01-17,0.28
2018-01-18,0.28
2018-01-19,
2018-01-22,0.29
2018-01-23,0.29
2018-01-24,0.302
2018-01-25,0.308
2018-01-26,
2018-01-29,0.308
2018-01-30,0.31
2018-01-31,0.31
2018-02-01,0.31
2018-02-02,
2018-02-05,0.312
2018-02-06,0.312
2018-02-07,0.31
2018-02-08,0.31
2018-02-09,
2018-02-12,0.31
2018-02-13,0.31
2018-02-14,0.31
2018-02-15,0.312
2018-02-16,
2018-02-20,0.312
2018-02-21,0.318
2018-02-22,0.318
2018-02-23,
2018-02-26,0.318
2018-02-27,0.318
2018-02-28,0.318
2018-03-01,0.318
2018-03-02,
2018-03-05,0.318
2018-03-06,0.318
2018-03-07,0.318
2018-03-08,0.318
2018-03-09,
2018-03-12,0.318
2018-03-13,0.314
2018-03-14,0.314
2018-03-15,0.324
2018-03-16,
2018-03-19,0.33
2018-03-20,0.33
2018-03-21,0.33
2018-03-22,0.338
2018-03-23,
2018-03-26,0.338
2018-03-27,0.338
2018-03-28,0.316
2018-03-29,0.32
2018-04-02,0.33
2018-04-03,0.33
2018-04-04,0.33
2018-04-05,0.328
2018-04-06,
2018-04-09,0.33
2018-04-10,0.33
2018-04-11,0.33
2018-04-12,0.332
2018-04-13,
2018-04-16,0.332
2018-04-17,0.332
2018-04-18,0.332
2018-04-19,0.332
2018-04-20,
2018-04-23,0.332
2018-04-24,0.332
2018-04-25,0.332
2018-04-26,0.326
2018-04-27,
2018-04-30,0.324
2018-05-01,0.324
2018-05-02,0.324
2018-05-03,0.324
2018-05-04,
2018-05-07,0.32
2018-05-08,0.32
2018-05-09,0.32
2018-05-10,0.32
2018-05-11,
2018-05-14,0.318
2018-05-15,0.318
2018-05-16,0.318
2018-05-17,0.318
2018-05-18,
2018-05-21,0.308
2018-05-22,0.308
2018-05-23,0.308
2018-05-24,0.308
2018-05-25,
2018-05-29,0.308
2018-05-30,0.312
2018-05-31,0.312
2018-06-01,
2018-06-04,0.312
2018-06-05,0.312
2018-06-06,0.312
2018-06-07,0.312
2018-06-08,
2018-06-11,0.312
2018-06-12,0.312
2018-06-13,0.312
2018-06-14,0.312
2018-06-15,
2018-06-18,0.312
2018-06-19,0.312
2018-06-20,0.312
2018-06-21,0.312
2018-06-22,
2018-06-25,0.304
2018-06-26,0.304
2018-06-27,0.304
2018-06-28,0.3
2018-06-29,
2018-07-02,0.3
2018-07-03,0.3
2018-07-05,0.3
2018-07-06,
2018-07-09,0.3
2018-07-10,0.3
2018-07-11,0.3
2018-07-12,0.3
2018-07-13,
2018-07-16,0.3
2018-07-17,0.29
2018-07-18,0.29
2018-07-19,0.29
2018-07-20,
2018-07-23,0.29
2018-07-24,0.29
2018-07-25,0.286
2018-07-26,0.286
2018-07-27,
2018-07-30,0.286
2018-07-31,0.286
2018-08-01,0.286
2018-08-02,0.286
2018-08-03,
2018-08-06,0.286
2018-08-07,0.286
2018-08-08,0.286
2018-08-09,0.286
2018-08-10,
2018-08-13,0.286
2018-08-14,0.286
2018-08-15,0.286
2018-08-16,0.286
2018-08-17,
2018-08-20,0.286
2018-08-21,0.286
2018-08-22,0.286
2018-08-23,0.286
2018-08-24,
2018-08-27,0.286
2018-08-28,0.28
2018-08-29,0.28
2018-08-30,0.271
2018-08-31,
2018-09-04,0.271
2018-09-05,0.271
2018-09-06,0.271
2018-09-07,
2018-09-10,0.272
2018-09-11,0.272
2018-09-12,0.272
2018-09-13,0.282
2018-09-14,
2018-09-17,0.282
2018-09-18,0.282
2018-09-19,0.282
2018-09-20,0.282
2018-09-21,
2018-09-24,0.28
2018-09-25,0.28
2018-09-26,0.28
2018-09-27,0.28
2018-09-28,
2018-10-01,0.281
2018-10-02,0.281
2018-10-03,0.28
2018-10-04,0.28
2018-10-05,
2018-10-08,0.28
2018-10-09,0.28
2018-10-10,0.28
2018-10-11,0.279
2018-10-12,
2018-10-15,0.279
2018-10-16,0.279
2018-10-17,0.279
2018-10-18,0.279
2018-10-19,
2018-10-22,0.279
2018-10-23,0.279
2018-10-24,0.279
2018-10-25,0.279
2018-10-26,
2018-10-29,0.279
2018-10-30,0.279
2018-10-31,0.279
2018-11-01,0.279
2018-11-02,
2018-11-05,0.279
2018-11-06,0.279
2018-11-07,0.279
2018-11-08,0.279
2018-11-09,
2018-11-12,0.279
2018-11-13,0.279
2018-11-14,0.279
2018-11-15,0.279
2018-11-16,
2018-11-19,0.279
2018-11-20,0.279
2018-11-21,0.279
2018-11-23,
2018-11-26,0.279
2018-11-27,0.279
2018-11-28,0.279
2018-11-29,0.279
2018-11-30,
2018-12-03,0.279
2018-12-04,0.279
2018-12-06,0.279
2018-12-07,
2018-12-10,0.279
2018-12-11,0.279
2018-12-12,0.279
2018-12-13,0.279
2018-12-14,
2018-12-17,0.279
2018-12-18,0.279
2018-12-19,0.279
2018-12-20,0.279
2018-12-21,
2018-12-24,0.279
2018-12-26,0.279
2018-12-27,0.279
2018-12-28,
2018-12-31,0.279
2019-01-02,0.279
2019-01-03,0.279
2019-01-04,
2019-01-07,0.277
2019-01-08,0.277
2019-01-09,0.277
2019-01-10,0.277
2019-01-11,
2019-01-14,0.277
2019-01-15,0.277
2019-01-16,0.277
2019-01-17,0.277
2019-01-18,
2019-01-22,0.277
2019-01-23,0.277
2019-01-24,0.277
2019-01-25,
2019-01-28,0.277
2019-01-29,0.277
2019-01-30,0.277
2019-01-31,0.277
2019-02-01,
2019-02-04,0.277
2019-02-05,0.277
2019-02-06,0.277
2019-02-07,0.277
2019-02-08,
2019-02-11,0.277
2019-02-12,0.277
2019-02-13,0.277
2019-02-14,0.277
2019-02-15,
2019-02-19,0.277
2019-02-20,0.277
2019-02-21,0.277
2019-02-22,
2019-02-25,0.277
2019-02-26,0.277
2019-02-27,0.277
2019-02-28,0.277
2019-03-01,
2019-03-04,0.277
2019-03-05,0.27
2019-03-06,0.27
2019-03-07,0.27
2019-03-08,
2019-03-11,0.27
2019-03-12,0.27
2019-03-13,0.27
2019-03-14,0.27
2019-03-15,
2019-03-18,0.27
2019-03-19,0.27
2019-03-20,0.27
2019-03-21,0.27
2019-03-22,
2019-03-25,0.27
2019-03-26,0.27
2019-03-27,0.27
2019-03-28,0.27
2019-03-29,
2019-04-01,0.27
2019-04-02,0.27
2019-04-03,0.27
2019-04-04,0.27
2019-04-05,
2019-04-08,0.27
2019-04-09,0.27
2019-04-10,0.27
2019-04-11,0.27
2019-04-12,
2019-04-15,0.27
2019-04-16,0.27
2019-04-17,0.27
2019-04-18,0.27
2019-04-22,0.27
2019-04-23,0.27
2019-04-24,0.27
2019-04-25,0.27
2019-04-26,
2019-04-29,0.27
2019-04-30,0.27
2019-05-01,0.27
2019-05-02,0.27
2019-05-03,
2019-05-06,0.27
2019-05-07,0.27
2019-05-08,0.27
2019-05-09,0.27
2019-05-10,
2019-05-13,0.27
2019-05-14,0.27
2019-05-15,0.27
2019-05-16,0.27
2019-05-17,
2019-05-20,0.27
2019-05-21,0.27
2019-05-22,0.27
2019-05-23,0.27
2019-05-24,
2019-05-28,0.27
2019-05-29,0.27
2019-05-30,0.27
2019-05-31,
2019-06-03,0.27
2019-06-04,0.27
2019-06-05,0.27
2019-06-06,0.27
2019-06-07,
2019-06-10,0.27
2019-06-11,0.27
2019-06-12,0.27
2019-06-13,0.27
2019-06-14,
2019-06-17,0.27
2019-06-18,0.27
2019-06-19,0.27
2019-06-20,0.27
2019-06-21,
2019-06-24,0.229
2019-06-25,0.229
2019-06-26,0.229
2019-06-27,0.229
2019-06-28,
2019-07-01,0.229
2019-07-02,0.229
2019-07-03,0.229
2019-07-05,
2019-07-08,0.229
2019-07-09,0.229
2019-07-10,0.229
2019-07-11,0.229
2019-07-12,
2019-07-15,0.229
2019-07-16,0.229
2019-07-17,0.229
2019-07-18,0.229
2019-07-19,
2019-07-22,0.229
2019-07-23,0.229
2019-07-24,0.229
2019-07-25,0.229
2019-07-26,
2019-07-29,0.229
2019-07-30,0.229
2019-07-31,0.229
2019-08-01,0.229
2019-08-02,
2019-08-05,0.229
2019-08-06,0.229
2019-08-07,0.229
2019-08-08,0.229
2019-08-09,
2019-08-12,0.229
2019-08-13,0.229
2019-08-14,0.229
2019-08-15,0.229
2019-08-16,
2019-08-19,0.229
2019-08-20,0.229
2019-08-21,0.229
2019-08-22,0.229
2019-08-23,
2019-08-26,0.229
2019-08-27,0.229
2019-08-28,0.229
2019-08-29,0.229
2019-08-30,
2019-09-03,0.229
2019-09-04,0.229
2019-09-05,0.229
2019-09-06,
2019-09-09,0.229
2019-09-10,0.229
2019-09-11,0.229
2019-09-12,0.229
2019-09-13,
2019-09-16,0.229
2019-09-17,0.229
2019-09-18,0.209
2019-09-19,0.209
2019-09-20,
2019-09-23,0.209
2019-09-24,0.209
2019-09-25,0.209
2019-09-26,0.209
2019-09-27,
2019-09-30,0.209
2019-10-01,0.209
2019-10-02,0.209
2019-10-03,0.209
2019-10-04,
2019-10-07,0.209
2019-10-08,0.209
2019-10-09,0.189
2019-10-10,0.189
2019-10-11,
2019-10-14,0.189
2019-10-15,0.186
2019-10-16,0.186
2019-10-17,0.186
2019-10-18,
2019-10-21,0.186
2019-10-22,0.186
2019-10-23,0.186
2019-10-24,0.186
2019-10-25,
2019-10-28,0.186
2019-10-29,0.186
2019-10-30,0.186
2019-10-31,0.186
2019-11-01,
2019-11-04,0.186
2019-11-05,0.186
2019-11-06,0.186
2019-11-07,0.186
2019-11-08,
2019-11-11,0.186
2019-11-12,0.186
2019-11-13,0.186
2019-11-14,0.149
2019-11-15,
2019-11-18,0.135
2019-11-19,0.136
2019-11-20,0.138
2019-11-21,0.136
2019-11-22,
2019-11-25,0.135
2019-11-26,0.134
2019-11-27,0.134
2019-11-29,
2019-12-02,0.134
2019-12-03,0.133
2019-12-04,0.133
2019-12-05,0.131
2019-12-06,
2019-12-09,0.13
2019-12-10,0.13
2019-12-11,0.13
2019-12-12,0.13
2019-12-13,
2019-12-16,0.121
2019-12-17,0.121
2019-12-18,0.121
2019-12-19,0.121
2019-12-20,
2019-12-23,0.121
2019-12-24,0.121
2019-12-26,0.126
2019-12-27,
2019-12-30,0.12
2019-12-31,0.118
2020-01-02,0.133
2020-01-03,
2020-01-06,0.134
2020-01-07,0.134
2020-01-08,0.13
2020-01-09,0.133
2020-01-10,
2020-01-13,0.133
2020-01-14,0.133
2020-01-15,0.133
2020-01-16,0.129
2020-01-17,
2020-01-21,0.128
2020-01-22,0.126
2020-01-23,0.126
2020-01-24,
2020-01-27,0.126
2020-01-28,0.125
2020-01-29,0.125
2020-01-30,0.125
2020-01-31,
2020-02-03,0.126
2020-02-04,0.13
2020-02-05,0.128
2020-02-06,0.127
2020-02-07,
2020-02-10,0.127
2020-02-11,0.126
2020-02-12,0.124
2020-02-13,0.123
2020-02-14,
2020-02-18,0.128
2020-02-19,0.128
2020-02-20,0.127
2020-02-21,
2020-02-24,0.124
2020-02-25,0.123
2020-02-26,0.123
2020-02-27,0.123
2020-02-28,
2020-03-02,0.115
2020-03-03,0.121
2020-03-04,0.121
2020-03-05,0.121
2020-03-06,
2020-03-09,0.111
2020-03-10,0.11
2020-03-11,0.11
2020-03-12,0.102
2020-03-13,
2020-03-16,0.095
2020-03-17,0.095
2020-03-18,0.095
2020-03-19,0.095
2020-03-20,
2020-03-23,0.095
2020-03-24,0.095
2020-03-25,0.101
2020-03-26,0.1
2020-03-27,
2020-03-30,0.1
2020-03-31,0.1
2020-04-01,0.1
2020-04-02,0.1
2020-04-03,
2020-04-06,0.097
2020-04-07,0.097
2020-04-08,0.096
2020-04-09,0.094
2020-04-13,0.094
2020-04-14,0.1
2020-04-15,0.098
2020-04-16,0.099
2020-04-17,
2020-04-20,0.099
2020-04-21,0.099
2020-04-22,0.096
2020-04-23,0.095
2020-04-24,
2020-04-27,0.092
2020-04-28,0.096
2020-04-29,0.096
2020-04-30,0.097
2020-05-01,
2020-05-04,0.096
2020-05-05,0.096
2020-05-06,0.096
2020-05-07,0.096
2020-05-08,
