Date,BSBR
2019-11-13,10.76
2019-11-14,10.87
2019-11-15,11.0
2019-11-18,10.81
2019-11-19,10.75
2019-11-20,10.67
2019-11-21,10.88
2019-11-22,10.97
2019-11-25,10.84
2019-11-26,10.56
2019-11-27,10.42
2019-11-29,10.39
2019-12-02,10.5
2019-12-03,10.57
2019-12-04,10.71
2019-12-05,10.78
2019-12-06,10.74
2019-12-09,10.71
2019-12-10,10.69
2019-12-11,10.73
2019-12-12,10.86
2019-12-13,10.8
2019-12-16,11.04
2019-12-17,11.03
2019-12-18,11.36
2019-12-19,11.49
2019-12-20,11.48
2019-12-23,11.56
2019-12-24,11.55
2019-12-26,11.85
2019-12-27,11.89
2019-12-30,12.21
2019-12-31,12.13
2020-01-02,12.64
2020-01-03,12.59
2020-01-06,11.64
2020-01-07,11.57
2020-01-08,11.5
2020-01-09,11.29
2020-01-10,11.13
2020-01-13,11.17
2020-01-14,11.13
2020-01-15,10.71
2020-01-16,10.78
2020-01-17,11.08
2020-01-21,10.35
2020-01-22,10.4
2020-01-23,10.63
2020-01-24,10.5
2020-01-27,10.32
2020-01-28,10.33
2020-01-29,10.07
2020-01-30,10.09
2020-01-31,9.7
2020-02-03,9.85
2020-02-04,9.86
2020-02-05,9.93
2020-02-06,9.69
2020-02-07,9.69
2020-02-10,9.87
2020-02-11,9.8
2020-02-12,9.76
2020-02-13,9.57
2020-02-14,9.49
2020-02-18,9.29
2020-02-19,9.41
2020-02-20,9.38
2020-02-21,9.29
2020-02-24,8.72
2020-02-25,8.62
2020-02-26,8.57
2020-02-27,8.5
2020-02-28,8.71
2020-03-02,8.77
2020-03-03,8.55
2020-03-04,8.38
2020-03-05,8.14
2020-03-06,7.87
2020-03-09,6.8
2020-03-10,7.25
2020-03-11,6.52
2020-03-12,5.55
2020-03-13,6.33
2020-03-16,5.22
2020-03-17,5.5
2020-03-18,4.8
2020-03-19,5.0
2020-03-20,4.99
2020-03-23,4.67
2020-03-24,5.47
2020-03-25,5.87
2020-03-26,5.98
2020-03-27,5.36
2020-03-30,5.41
2020-03-31,5.17
2020-04-01,4.68
2020-04-02,4.84
2020-04-03,4.47
2020-04-06,4.93
2020-04-07,5.19
2020-04-08,5.36
2020-04-09,5.44
2020-04-13,5.29
2020-04-14,5.41
2020-04-15,5.14
2020-04-16,4.91
2020-04-17,5.07
2020-04-20,4.84
2020-04-21,4.64
2020-04-22,4.66
2020-04-23,4.52
2020-04-24,4.14
2020-04-27,4.31
2020-04-28,4.89
2020-04-29,5.25
2020-04-30,4.92
2020-05-01,4.69
2020-05-04,4.66
2020-05-05,4.55
2020-05-06,4.37
2020-05-07,4.12
2020-05-08,4.35
