Date,PANL
2019-01-09,2.91
2019-01-10,3.1
2019-01-11,3.01
2019-01-14,3.06
2019-01-15,2.925
2019-01-16,3.0
2019-01-17,2.91
2019-01-18,3.1
2019-01-22,3.03
2019-01-23,3.03
2019-01-24,2.97
2019-01-25,3.02
2019-01-28,3.09
2019-01-29,2.95
2019-01-30,3.1
2019-01-31,3.05
2019-02-01,3.0
2019-02-04,3.05
2019-02-05,2.91
2019-02-06,2.99
2019-02-07,3.03
2019-02-08,3.1
2019-02-11,3.13
2019-02-12,3.15
2019-02-13,3.33
2019-02-14,3.33
2019-02-15,3.29
2019-02-19,3.44
2019-02-20,3.37
2019-02-21,3.5
2019-02-22,3.57
2019-02-25,3.63
2019-02-26,3.47
2019-02-27,3.55
2019-02-28,3.62
2019-03-01,3.48
2019-03-04,3.4
2019-03-05,3.39
2019-03-06,3.33
2019-03-07,3.39
2019-03-08,3.4
2019-03-11,3.4
2019-03-12,3.3
2019-03-13,3.39
2019-03-14,3.54
2019-03-15,3.51
2019-03-18,3.5
2019-03-19,3.37
2019-03-20,3.42
2019-03-21,3.26
2019-03-22,3.216
2019-03-25,3.16
2019-03-26,3.2
2019-03-27,3.125
2019-03-28,3.22
2019-03-29,3.07
2019-04-01,3.27
2019-04-02,3.41
2019-04-03,3.24
2019-04-04,3.25
2019-04-05,3.25
2019-04-08,3.23
2019-04-09,3.325
2019-04-10,3.15
2019-04-11,3.27
2019-04-12,3.28
2019-04-15,3.43
2019-04-16,3.4
2019-04-17,3.39
2019-04-18,3.45
2019-04-22,3.3
2019-04-23,3.45
2019-04-24,3.37
2019-04-25,3.48
2019-04-26,3.48
2019-04-29,3.45
2019-04-30,3.48
2019-05-01,3.47
2019-05-02,3.3
2019-05-03,3.44
2019-05-06,3.36
2019-05-07,3.28
2019-05-08,3.39
2019-05-09,3.23
2019-05-10,3.42
2019-05-13,3.48
2019-05-14,3.4
2019-05-15,3.5
2019-05-16,3.45
2019-05-17,3.45
2019-05-20,3.49
2019-05-21,3.485
2019-05-22,3.51
2019-05-23,3.54
2019-05-24,3.59
2019-05-28,3.72
2019-05-29,3.59
2019-05-30,3.6
2019-05-31,3.45
2019-06-03,3.39
2019-06-04,3.52
2019-06-05,3.595
2019-06-06,3.86
2019-06-07,3.7
2019-06-10,3.37
2019-06-11,3.4
2019-06-12,3.26
2019-06-13,3.32
2019-06-14,3.3
2019-06-17,3.4
2019-06-18,3.303
2019-06-19,3.47
2019-06-20,3.48
2019-06-21,3.32
2019-06-24,3.35
2019-06-25,3.29
2019-06-26,3.33
2019-06-27,3.29
2019-06-28,3.35
2019-07-01,3.4
2019-07-02,3.4
2019-07-03,3.4
2019-07-05,3.55
2019-07-08,3.59
2019-07-09,3.4
2019-07-10,3.44
2019-07-11,3.42
2019-07-12,3.41
2019-07-15,3.5
2019-07-16,3.42
2019-07-17,3.41
2019-07-18,3.43
2019-07-19,3.48
2019-07-22,3.45
2019-07-23,3.512
2019-07-24,3.48
2019-07-25,3.44
2019-07-26,3.4
2019-07-29,3.44
2019-07-30,3.49
2019-07-31,3.54
2019-08-01,3.58
2019-08-02,3.58
2019-08-05,3.4
2019-08-06,3.52
2019-08-07,3.45
2019-08-08,3.4
2019-08-09,3.44
2019-08-12,3.45
2019-08-13,3.32
2019-08-14,3.18
2019-08-15,3.0
2019-08-16,3.12
2019-08-19,3.12
2019-08-20,3.25
2019-08-21,3.12
2019-08-22,3.25
2019-08-23,3.08
2019-08-26,3.09
2019-08-27,3.05
2019-08-28,3.17
2019-08-29,3.1
2019-08-30,3.12
2019-09-03,3.09
2019-09-04,3.05
2019-09-05,3.12
2019-09-06,3.13
2019-09-09,3.2
2019-09-10,3.25
2019-09-11,3.225
2019-09-12,3.3
2019-09-13,3.27
2019-09-16,3.27
2019-09-17,3.23
2019-09-18,3.22
2019-09-19,3.27
2019-09-20,3.27
2019-09-23,3.27
2019-09-24,3.26
2019-09-25,3.23
2019-09-26,3.23
2019-09-27,3.21
2019-09-30,3.21
2019-10-01,3.2
2019-10-02,3.21
2019-10-03,3.202
2019-10-04,3.21
2019-10-07,3.2
2019-10-08,3.24
2019-10-09,3.21
2019-10-10,3.19
2019-10-11,3.22
2019-10-14,3.23
2019-10-15,3.21
2019-10-16,3.235
2019-10-17,3.231
2019-10-18,3.286
2019-10-21,3.25
2019-10-22,3.26
2019-10-23,3.25
2019-10-24,3.25
2019-10-25,3.232
2019-10-28,3.21
2019-10-29,3.2
2019-10-30,3.225
2019-10-31,3.25
2019-11-01,3.244
2019-11-04,3.3
2019-11-05,3.32
2019-11-06,3.32
2019-11-07,3.26
2019-11-08,3.12
2019-11-11,3.15
2019-11-12,3.18
2019-11-13,3.18
2019-11-14,3.15
2019-11-15,3.13
2019-11-18,3.15
2019-11-19,3.15
2019-11-20,3.03
2019-11-21,3.052
2019-11-22,3.04
2019-11-25,3.13
2019-11-26,3.05
2019-11-27,3.045
2019-11-29,3.04
2019-12-02,3.05
2019-12-03,3.01
2019-12-04,3.01
2019-12-05,3.02
2019-12-06,3.02
2019-12-09,3.05
2019-12-10,3.01
2019-12-11,2.98
2019-12-12,2.95
2019-12-13,2.95
2019-12-16,2.92
2019-12-17,2.94
2019-12-18,2.9
2019-12-19,3.15
2019-12-20,3.05
2019-12-23,2.99
2019-12-24,2.99
2019-12-26,2.95
2019-12-27,2.96
2019-12-30,2.93
2019-12-31,2.95
2020-01-02,2.93
2020-01-03,2.95
2020-01-06,2.949
2020-01-07,2.92
2020-01-08,2.965
2020-01-09,2.92
2020-01-10,2.95
2020-01-13,2.93
2020-01-14,2.93
2020-01-15,2.94
2020-01-16,2.96
2020-01-17,3.14
2020-01-21,3.075
2020-01-22,3.03
2020-01-23,2.93
2020-01-24,2.93
2020-01-27,3.075
2020-01-28,3.028
2020-01-29,2.98
2020-01-30,3.04
2020-01-31,2.92
2020-02-03,2.95
2020-02-04,2.92
2020-02-05,2.955
2020-02-06,3.105
2020-02-07,3.09
2020-02-10,3.12
2020-02-11,3.08
2020-02-12,3.1
2020-02-13,3.099
2020-02-14,3.08
2020-02-18,2.955
2020-02-19,2.93
2020-02-20,2.91
2020-02-21,2.93
2020-02-24,2.89
2020-02-25,2.87
2020-02-26,2.807
2020-02-27,2.74
2020-02-28,2.75
2020-03-02,2.7
2020-03-03,2.74
2020-03-04,2.73
2020-03-05,2.68
2020-03-06,2.71
2020-03-09,2.645
2020-03-10,2.63
2020-03-11,2.44
2020-03-12,2.28
2020-03-13,2.2
2020-03-16,2.0
2020-03-17,1.96
2020-03-18,1.71
2020-03-19,1.62
2020-03-20,1.7
2020-03-23,1.65
2020-03-24,1.825
2020-03-25,1.85
2020-03-26,1.96
2020-03-27,1.91
2020-03-30,1.97
2020-03-31,2.0
2020-04-01,1.95
2020-04-02,1.88
2020-04-03,1.875
2020-04-06,1.85
2020-04-07,1.93
2020-04-08,1.92
2020-04-09,1.93
2020-04-13,1.93
2020-04-14,2.03
2020-04-15,1.99
2020-04-16,1.93
2020-04-17,2.03
2020-04-20,2.05
2020-04-21,2.0
2020-04-22,2.0
2020-04-23,2.15
2020-04-24,2.2
2020-04-27,2.2
2020-04-28,2.17
2020-04-29,2.3
2020-04-30,2.38
2020-05-01,2.31
2020-05-04,2.28
2020-05-05,2.33
2020-05-06,2.28
2020-05-07,2.45
2020-05-08,2.45
