Date,GNE
2016-11-14,6.13
2016-11-15,6.01
2016-11-16,6.21
2016-11-17,6.01
2016-11-18,6.21
2016-11-21,6.16
2016-11-22,6.32
2016-11-23,6.37
2016-11-25,6.39
2016-11-28,6.16
2016-11-29,6.23
2016-11-30,5.75
2016-12-01,5.74
2016-12-02,5.66
2016-12-05,5.61
2016-12-06,5.54
2016-12-07,5.41
2016-12-08,5.48
2016-12-09,6.09
2016-12-12,5.85
2016-12-13,5.91
2016-12-14,5.91
2016-12-15,5.98
2016-12-16,6.11
2016-12-19,6.0
2016-12-20,5.92
2016-12-21,6.0
2016-12-22,6.02
2016-12-23,6.18
2016-12-27,6.23
2016-12-28,6.08
2016-12-29,5.8
2016-12-30,5.75
2017-01-03,5.87
2017-01-04,6.07
2017-01-05,5.92
2017-01-06,5.81
2017-01-09,5.83
2017-01-10,5.77
2017-01-11,5.8
2017-01-12,5.73
2017-01-13,5.84
2017-01-17,6.09
2017-01-18,6.05
2017-01-19,5.98
2017-01-20,5.9
2017-01-23,5.87
2017-01-24,5.88
2017-01-25,5.77
2017-01-26,5.68
2017-01-27,5.72
2017-01-30,5.68
2017-01-31,5.77
2017-02-01,5.83
2017-02-02,5.73
2017-02-03,5.77
2017-02-06,5.76
2017-02-07,5.77
2017-02-08,5.7
2017-02-09,5.58
2017-02-10,5.73
2017-02-13,5.72
2017-02-14,5.61
2017-02-15,5.84
2017-02-16,5.96
2017-02-17,5.78
2017-02-21,5.71
2017-02-22,5.75
2017-02-23,5.64
2017-02-24,5.61
2017-02-27,5.64
2017-02-28,5.45
2017-03-01,5.54
2017-03-02,5.38
2017-03-03,5.41
2017-03-06,5.31
2017-03-07,5.39
2017-03-08,6.0
2017-03-09,6.0
2017-03-10,6.17
2017-03-13,5.93
2017-03-14,5.94
2017-03-15,5.99
2017-03-16,6.03
2017-03-17,6.04
2017-03-20,5.99
2017-03-21,5.88
2017-03-22,5.54
2017-03-23,5.7
2017-03-24,5.92
2017-03-27,6.18
2017-03-28,6.25
2017-03-29,6.89
2017-03-30,7.09
2017-03-31,7.24
2017-04-03,7.4
2017-04-04,7.43
2017-04-05,7.17
2017-04-06,7.23
2017-04-07,7.25
2017-04-10,7.23
2017-04-11,7.48
2017-04-12,7.21
2017-04-13,7.21
2017-04-17,7.77
2017-04-18,7.72
2017-04-19,7.7
2017-04-20,7.82
2017-04-21,8.07
2017-04-24,8.13
2017-04-25,7.97
2017-04-26,8.04
2017-04-27,8.07
2017-04-28,7.95
2017-05-01,8.09
2017-05-02,7.58
2017-05-03,7.48
2017-05-04,7.25
2017-05-05,7.31
2017-05-08,7.71
2017-05-09,7.81
2017-05-10,7.54
2017-05-11,7.46
2017-05-12,7.38
2017-05-15,7.45
2017-05-16,7.45
2017-05-17,7.43
2017-05-18,7.41
2017-05-19,7.44
2017-05-22,7.52
2017-05-23,7.7
2017-05-24,7.65
2017-05-25,7.74
2017-05-26,7.92
2017-05-30,7.85
2017-05-31,7.69
2017-06-01,7.89
2017-06-02,7.98
2017-06-05,7.77
2017-06-06,7.8
2017-06-07,7.61
2017-06-08,7.77
2017-06-09,7.93
2017-06-12,7.73
2017-06-13,7.89
2017-06-14,7.7
2017-06-15,7.73
2017-06-16,7.9
2017-06-19,7.8
2017-06-20,7.83
2017-06-21,7.23
2017-06-22,7.43
2017-06-23,7.68
2017-06-26,7.55
2017-06-27,7.64
2017-06-28,7.77
2017-06-29,7.66
2017-06-30,7.62
2017-07-03,7.16
2017-07-05,6.86
2017-07-06,7.06
2017-07-07,6.93
2017-07-10,6.88
2017-07-11,6.71
2017-07-12,6.84
2017-07-13,6.66
2017-07-14,6.67
2017-07-17,6.74
2017-07-18,6.66
2017-07-19,6.85
2017-07-20,6.86
2017-07-21,6.85
2017-07-24,6.59
2017-07-25,6.85
2017-07-26,6.84
2017-07-27,6.78
2017-07-28,6.63
2017-07-31,6.63
2017-08-01,6.61
2017-08-02,6.49
2017-08-03,6.42
2017-08-04,6.17
2017-08-07,6.19
2017-08-08,6.13
2017-08-09,6.07
2017-08-10,6.04
2017-08-11,5.9
2017-08-14,6.06
2017-08-15,5.99
2017-08-16,5.94
2017-08-17,5.82
2017-08-18,5.75
2017-08-21,5.74
2017-08-22,6.0
2017-08-23,5.92
2017-08-24,6.07
2017-08-25,5.92
2017-08-28,5.94
2017-08-29,5.9
2017-08-30,6.18
2017-08-31,6.15
2017-09-01,5.95
2017-09-05,6.02
2017-09-06,6.04
2017-09-07,6.18
2017-09-08,6.18
2017-09-11,6.19
2017-09-12,5.98
2017-09-13,6.03
2017-09-14,6.06
2017-09-15,6.05
2017-09-18,6.04
2017-09-19,6.01
2017-09-20,6.16
2017-09-21,6.23
2017-09-22,6.78
2017-09-25,6.84
2017-09-26,7.04
2017-09-27,6.97
2017-09-28,6.79
2017-09-29,6.55
2017-10-02,6.63
2017-10-03,6.58
2017-10-04,6.54
2017-10-05,6.6
2017-10-06,6.6
2017-10-09,6.6
2017-10-10,6.65
2017-10-11,6.62
2017-10-12,6.4
2017-10-13,6.35
2017-10-16,6.35
2017-10-17,6.39
2017-10-18,6.28
2017-10-19,6.09
2017-10-20,6.05
2017-10-23,5.87
2017-10-24,5.84
2017-10-25,5.72
2017-10-26,5.77
2017-10-27,5.63
2017-10-30,5.53
2017-10-31,5.72
2017-11-01,5.32
2017-11-02,5.35
2017-11-03,5.58
2017-11-06,5.36
2017-11-07,5.6
2017-11-08,5.82
2017-11-09,5.72
2017-11-10,5.47
2017-11-13,5.15
2017-11-14,5.43
2017-11-15,5.39
2017-11-16,5.43
2017-11-17,4.86
2017-11-20,4.34
2017-11-21,4.32
2017-11-22,4.46
2017-11-24,4.48
2017-11-27,4.39
2017-11-28,4.32
2017-11-29,4.38
2017-11-30,4.33
2017-12-01,4.34
2017-12-04,4.37
2017-12-05,4.33
2017-12-06,4.26
2017-12-07,4.25
2017-12-08,4.26
2017-12-11,4.49
2017-12-12,4.32
2017-12-13,4.37
2017-12-14,4.44
2017-12-15,4.53
2017-12-18,4.77
2017-12-19,4.81
2017-12-20,4.81
2017-12-21,4.74
2017-12-22,4.75
2017-12-26,4.61
2017-12-27,4.69
2017-12-28,4.73
2017-12-29,4.36
2018-01-02,4.63
2018-01-03,4.44
2018-01-04,4.53
2018-01-05,4.53
2018-01-08,4.43
2018-01-09,4.41
2018-01-10,4.39
2018-01-11,4.57
2018-01-12,4.6
2018-01-16,4.43
2018-01-17,4.49
2018-01-18,4.45
2018-01-19,4.76
2018-01-22,4.74
2018-01-23,4.57
2018-01-24,4.37
2018-01-25,4.41
2018-01-26,4.42
2018-01-29,4.42
2018-01-30,4.37
2018-01-31,4.37
2018-02-01,4.31
2018-02-02,4.18
2018-02-05,4.16
2018-02-06,4.19
2018-02-07,4.3
2018-02-08,4.16
2018-02-09,4.26
2018-02-12,4.36
2018-02-13,4.37
2018-02-14,4.34
2018-02-15,4.32
2018-02-16,4.42
2018-02-20,4.42
2018-02-21,4.52
2018-02-22,4.59
2018-02-23,4.57
2018-02-26,4.53
2018-02-27,4.56
2018-02-28,4.45
2018-03-01,4.44
2018-03-02,4.5
2018-03-05,4.56
2018-03-06,4.61
2018-03-07,4.7
2018-03-08,4.86
2018-03-09,5.0
2018-03-12,5.03
2018-03-13,5.0
2018-03-14,4.94
2018-03-15,4.94
2018-03-16,4.91
2018-03-19,4.74
2018-03-20,4.65
2018-03-21,4.77
2018-03-22,4.75
2018-03-23,4.74
2018-03-26,4.9
2018-03-27,4.8
2018-03-28,4.92
2018-03-29,4.99
2018-04-02,4.83
2018-04-03,4.67
2018-04-04,4.68
2018-04-05,3.98
2018-04-06,4.0
2018-04-09,3.95
2018-04-10,3.95
2018-04-11,3.96
2018-04-12,3.93
2018-04-13,3.88
2018-04-16,3.92
2018-04-17,4.08
2018-04-18,4.28
2018-04-19,4.32
2018-04-20,4.3
2018-04-23,4.14
2018-04-24,4.25
2018-04-25,4.25
2018-04-26,4.27
2018-04-27,4.18
2018-04-30,4.16
2018-05-01,4.29
2018-05-02,4.51
2018-05-03,4.81
2018-05-04,5.13
2018-05-07,5.28
2018-05-08,4.91
2018-05-09,5.13
2018-05-10,5.24
2018-05-11,5.22
2018-05-14,5.06
2018-05-15,5.12
2018-05-16,5.3
2018-05-17,5.33
2018-05-18,5.3
2018-05-21,5.24
2018-05-22,5.23
2018-05-23,5.22
2018-05-24,5.16
2018-05-25,5.29
2018-05-29,5.42
2018-05-30,5.68
2018-05-31,5.58
2018-06-01,5.39
2018-06-04,5.26
2018-06-05,5.37
2018-06-06,5.16
2018-06-07,5.26
2018-06-08,5.16
2018-06-11,5.28
2018-06-12,5.15
2018-06-13,5.21
2018-06-14,5.05
2018-06-15,5.11
2018-06-18,5.14
2018-06-19,5.16
2018-06-20,5.05
2018-06-21,5.09
2018-06-22,5.2
2018-06-25,4.92
2018-06-26,5.1
2018-06-27,5.07
2018-06-28,4.93
2018-06-29,4.96
2018-07-02,5.44
2018-07-03,5.72
2018-07-05,5.75
2018-07-06,5.9
2018-07-09,6.03
2018-07-10,5.94
2018-07-11,6.25
2018-07-12,6.17
2018-07-13,5.99
2018-07-16,5.97
2018-07-17,6.1
2018-07-18,6.04
2018-07-19,6.14
2018-07-20,6.1
2018-07-23,6.12
2018-07-24,5.97
2018-07-25,5.52
2018-07-26,5.72
2018-07-27,5.51
2018-07-30,5.27
2018-07-31,5.2
2018-08-01,5.17
2018-08-02,5.34
2018-08-03,5.35
2018-08-06,5.38
2018-08-07,5.32
2018-08-08,5.17
2018-08-09,5.44
2018-08-10,5.37
2018-08-13,5.27
2018-08-14,5.29
2018-08-15,5.3
2018-08-16,5.71
2018-08-17,5.75
2018-08-20,5.78
2018-08-21,5.73
2018-08-22,5.73
2018-08-23,5.52
2018-08-24,5.46
2018-08-27,5.47
2018-08-28,5.48
2018-08-29,5.41
2018-08-30,5.39
2018-08-31,5.41
2018-09-04,5.33
2018-09-05,5.39
2018-09-06,5.24
2018-09-07,5.35
2018-09-10,5.36
2018-09-11,5.43
2018-09-12,5.43
2018-09-13,5.41
2018-09-14,5.45
2018-09-17,5.54
2018-09-18,5.46
2018-09-19,5.53
2018-09-20,5.53
2018-09-21,5.5
2018-09-24,5.44
2018-09-25,5.37
2018-09-26,5.29
2018-09-27,5.4
2018-09-28,5.4
2018-10-01,5.48
2018-10-02,5.57
2018-10-03,5.66
2018-10-04,5.86
2018-10-05,5.69
2018-10-08,5.66
2018-10-09,5.82
2018-10-10,5.93
2018-10-11,5.8
2018-10-12,5.94
2018-10-15,5.97
2018-10-16,6.03
2018-10-17,6.08
2018-10-18,6.0
2018-10-19,5.87
2018-10-22,5.86
2018-10-23,5.69
2018-10-24,5.67
2018-10-25,5.53
2018-10-26,5.29
2018-10-29,5.31
2018-10-30,5.3
2018-10-31,5.3
2018-11-01,5.49
2018-11-02,5.52
2018-11-05,5.47
2018-11-06,6.24
2018-11-07,6.51
2018-11-08,6.85
2018-11-09,6.91
2018-11-12,6.96
2018-11-13,6.81
2018-11-14,6.67
2018-11-15,6.52
2018-11-16,6.42
2018-11-19,6.5
2018-11-20,6.33
2018-11-21,6.37
2018-11-23,6.34
2018-11-26,6.25
2018-11-27,6.23
2018-11-28,6.25
2018-11-29,6.37
2018-11-30,6.38
2018-12-03,6.88
2018-12-04,7.17
2018-12-06,7.44
2018-12-07,7.6
2018-12-10,7.78
2018-12-11,7.4
2018-12-12,7.65
2018-12-13,7.32
2018-12-14,7.37
2018-12-17,6.88
2018-12-18,6.75
2018-12-19,6.72
2018-12-20,6.73
2018-12-21,6.74
2018-12-24,5.96
2018-12-26,6.1
2018-12-27,5.98
2018-12-28,6.11
2018-12-31,6.03
2019-01-02,6.41
2019-01-03,6.55
2019-01-04,6.96
2019-01-07,7.33
2019-01-08,7.37
2019-01-09,7.8
2019-01-10,8.01
2019-01-11,8.14
2019-01-14,8.74
2019-01-15,9.12
2019-01-16,9.5
2019-01-17,9.71
2019-01-18,8.82
2019-01-22,8.17
2019-01-23,8.4
2019-01-24,8.74
2019-01-25,8.88
2019-01-28,8.85
2019-01-29,8.85
2019-01-30,8.54
2019-01-31,8.42
2019-02-01,8.15
2019-02-04,8.33
2019-02-05,8.39
2019-02-06,8.24
2019-02-07,8.19
2019-02-08,7.97
2019-02-11,8.05
2019-02-12,7.91
2019-02-13,7.87
2019-02-14,7.82
2019-02-15,7.89
2019-02-19,7.99
2019-02-20,8.31
2019-02-21,8.64
2019-02-22,8.85
2019-02-25,9.1
2019-02-26,9.02
2019-02-27,9.02
2019-02-28,9.08
2019-03-01,8.66
2019-03-04,8.65
2019-03-05,8.68
2019-03-06,8.56
2019-03-07,8.53
2019-03-08,8.22
2019-03-11,8.43
2019-03-12,8.3
2019-03-13,8.11
2019-03-14,8.17
2019-03-15,8.43
2019-03-18,8.45
2019-03-19,8.45
2019-03-20,8.19
2019-03-21,8.5
2019-03-22,8.42
2019-03-25,8.5
2019-03-26,8.57
2019-03-27,8.62
2019-03-28,8.63
2019-03-29,8.5
2019-04-01,8.45
2019-04-02,8.45
2019-04-03,8.25
2019-04-04,8.2
2019-04-05,8.35
2019-04-08,8.38
2019-04-09,8.49
2019-04-10,8.6
2019-04-11,8.43
2019-04-12,8.27
2019-04-15,8.27
2019-04-16,8.24
2019-04-17,8.37
2019-04-18,8.37
2019-04-22,8.48
2019-04-23,8.46
2019-04-24,8.45
2019-04-25,8.29
2019-04-26,8.43
2019-04-29,8.53
2019-04-30,8.69
2019-05-01,8.64
2019-05-02,8.65
2019-05-03,8.75
2019-05-06,8.74
2019-05-07,9.1
2019-05-08,9.4
2019-05-09,9.29
2019-05-10,9.76
2019-05-13,9.98
2019-05-14,10.03
2019-05-15,10.12
2019-05-16,9.94
2019-05-17,9.7
2019-05-20,9.83
2019-05-21,10.08
2019-05-22,9.88
2019-05-23,9.6
2019-05-24,9.45
2019-05-28,9.45
2019-05-29,9.34
2019-05-30,9.38
2019-05-31,9.34
2019-06-03,9.47
2019-06-04,9.5
2019-06-05,9.59
2019-06-06,9.79
2019-06-07,9.6
2019-06-10,9.33
2019-06-11,9.43
2019-06-12,9.66
2019-06-13,9.79
2019-06-14,9.77
2019-06-17,9.75
2019-06-18,9.94
2019-06-19,10.37
2019-06-20,10.78
2019-06-21,10.8
2019-06-24,10.9
2019-06-25,10.89
2019-06-26,10.29
2019-06-27,10.46
2019-06-28,10.65
2019-07-01,11.15
2019-07-02,11.4
2019-07-03,11.56
2019-07-05,11.8
2019-07-08,11.9
2019-07-09,11.39
2019-07-10,11.22
2019-07-11,11.37
2019-07-12,11.09
2019-07-15,11.22
2019-07-16,11.17
2019-07-17,11.17
2019-07-18,11.17
2019-07-19,10.91
2019-07-22,10.73
2019-07-23,10.64
2019-07-24,10.7
2019-07-25,10.61
2019-07-26,10.79
2019-07-29,10.82
2019-07-30,11.18
2019-07-31,11.02
2019-08-01,10.89
2019-08-02,10.66
2019-08-05,7.59
2019-08-06,6.76
2019-08-07,7.01
2019-08-08,7.15
2019-08-09,7.33
2019-08-12,7.21
2019-08-13,7.56
2019-08-14,7.18
2019-08-15,7.03
2019-08-16,7.15
2019-08-19,7.27
2019-08-20,7.44
2019-08-21,7.46
2019-08-22,7.36
2019-08-23,7.25
2019-08-26,7.38
2019-08-27,7.31
2019-08-28,7.21
2019-08-29,7.31
2019-08-30,7.16
2019-09-03,7.03
2019-09-04,7.21
2019-09-05,7.13
2019-09-06,7.11
2019-09-09,6.86
2019-09-10,7.1
2019-09-11,7.38
2019-09-12,7.42
2019-09-13,7.4
2019-09-16,7.66
2019-09-17,7.6
2019-09-18,7.43
2019-09-19,7.5
2019-09-20,7.52
2019-09-23,7.6
2019-09-24,7.54
2019-09-25,7.32
2019-09-26,7.49
2019-09-27,7.25
2019-09-30,7.46
2019-10-01,7.39
2019-10-02,7.59
2019-10-03,7.42
2019-10-04,7.48
2019-10-07,7.54
2019-10-08,7.63
2019-10-09,7.68
2019-10-10,7.55
2019-10-11,7.32
2019-10-14,7.57
2019-10-15,7.4
2019-10-16,7.43
2019-10-17,7.37
2019-10-18,7.43
2019-10-21,7.49
2019-10-22,7.62
2019-10-23,7.62
2019-10-24,7.57
2019-10-25,7.43
2019-10-28,7.54
2019-10-29,7.55
2019-10-30,7.67
2019-10-31,7.45
2019-11-01,7.4
2019-11-04,7.29
2019-11-05,7.03
2019-11-06,7.15
2019-11-07,6.83
2019-11-08,7.2
2019-11-11,7.9
2019-11-12,7.96
2019-11-13,8.18
2019-11-14,8.19
2019-11-15,8.31
2019-11-18,8.33
2019-11-19,8.32
2019-11-20,8.35
2019-11-21,8.32
2019-11-22,8.29
2019-11-25,8.29
2019-11-26,8.21
2019-11-27,8.3
2019-11-29,8.09
2019-12-02,8.19
2019-12-03,8.31
2019-12-04,8.27
2019-12-05,8.24
2019-12-06,8.35
2019-12-09,8.38
2019-12-10,8.43
2019-12-11,8.14
2019-12-12,8.31
2019-12-13,8.01
2019-12-16,8.11
2019-12-17,8.03
2019-12-18,8.14
2019-12-19,8.1
2019-12-20,8.12
2019-12-23,8.09
2019-12-24,8.04
2019-12-26,8.08
2019-12-27,7.97
2019-12-30,7.83
2019-12-31,7.73
2020-01-02,7.58
2020-01-03,7.6
2020-01-06,7.61
2020-01-07,7.65
2020-01-08,7.47
2020-01-09,7.49
2020-01-10,7.42
2020-01-13,7.49
2020-01-14,7.53
2020-01-15,7.57
2020-01-16,7.67
2020-01-17,7.51
2020-01-21,7.57
2020-01-22,7.55
2020-01-23,7.5
2020-01-24,7.33
2020-01-27,7.31
2020-01-28,7.29
2020-01-29,7.29
2020-01-30,7.4
2020-01-31,7.23
2020-02-03,7.39
2020-02-04,7.36
2020-02-05,7.57
2020-02-06,7.62
2020-02-07,7.59
2020-02-10,7.53
2020-02-11,7.56
2020-02-12,7.64
2020-02-13,7.92
2020-02-14,7.85
2020-02-18,8.01
2020-02-19,8.26
2020-02-20,8.37
2020-02-21,8.35
2020-02-24,7.91
2020-02-25,7.82
2020-02-26,7.52
2020-02-27,7.21
2020-02-28,6.92
2020-03-02,7.27
2020-03-03,7.21
2020-03-04,7.24
2020-03-05,6.97
2020-03-06,6.74
2020-03-09,5.61
2020-03-10,5.98
2020-03-11,5.88
2020-03-12,5.83
2020-03-13,5.9
2020-03-16,5.51
2020-03-17,6.61
2020-03-18,6.16
2020-03-19,6.41
2020-03-20,6.57
2020-03-23,6.37
2020-03-24,6.29
2020-03-25,6.22
2020-03-26,6.55
2020-03-27,6.86
2020-03-30,7.12
2020-03-31,7.18
2020-04-01,6.94
2020-04-02,6.99
2020-04-03,6.75
2020-04-06,7.21
2020-04-07,7.5
2020-04-08,7.78
2020-04-09,7.97
2020-04-13,7.85
2020-04-14,7.84
2020-04-15,8.22
2020-04-16,8.19
2020-04-17,8.26
2020-04-20,8.02
2020-04-21,7.89
2020-04-22,7.94
2020-04-23,7.8
2020-04-24,7.75
2020-04-27,7.96
2020-04-28,7.92
2020-04-29,7.92
2020-04-30,7.88
2020-05-01,7.72
2020-05-04,7.5
2020-05-05,7.53
2020-05-06,7.33
2020-05-07,7.93
2020-05-08,7.98
