Date,SFI
2015-07-01,22347.800781
2015-07-02,22000.0
2015-07-06,22434.800781
2015-07-07,22782.599609
2015-07-08,22869.599609
2015-07-09,22956.5
2015-07-10,23217.400391
2015-07-13,23304.300781
2015-07-14,23217.400391
2015-07-15,23391.300781
2015-07-16,23391.300781
2015-07-17,23478.300781
2015-07-20,23304.300781
2015-07-21,23304.300781
2015-07-22,23304.300781
2015-07-23,23130.400391
2015-07-24,23043.5
2015-07-27,23043.5
2015-07-28,22782.599609
2015-07-29,22956.5
2015-07-30,22869.599609
2015-07-31,22782.599609
2015-08-03,22173.900391
2015-08-04,22869.599609
2015-08-05,22782.599609
2015-08-06,22782.599609
2015-08-07,22608.699219
2015-08-10,22347.800781
2015-08-11,23043.5
2015-08-12,23304.300781
2015-08-13,23043.5
2015-08-14,24434.800781
2015-08-17,24087.0
2015-08-18,23478.300781
2015-08-19,23739.099609
2015-08-20,23478.300781
2015-08-21,23217.400391
2015-08-24,23043.5
2015-08-25,22000.0
2015-08-26,23478.300781
2015-08-27,23913.0
2015-08-28,23304.300781
2015-08-31,23739.099609
2015-09-01,24173.900391
2015-09-02,24173.900391
2015-09-03,24173.900391
2015-09-04,24173.900391
2015-09-08,24087.0
2015-09-09,24087.0
2015-09-10,23913.0
2015-09-11,23826.099609
2015-09-14,24173.900391
2015-09-15,24173.900391
2015-09-16,24173.900391
2015-09-17,24087.0
2015-09-18,23826.099609
2015-09-21,24347.800781
2015-09-22,24087.0
2015-09-23,24347.800781
2015-09-24,24087.0
2015-09-25,24173.900391
2015-09-28,24173.900391
2015-09-29,24173.900391
2015-09-30,24173.900391
2015-10-01,24173.900391
2015-10-02,24173.900391
2015-10-05,24608.699219
2015-10-06,24782.599609
2015-10-07,25652.199219
2015-10-08,25217.400391
2015-10-09,25217.400391
2015-10-12,24521.699219
2015-10-13,24695.699219
2015-10-14,25043.5
2015-10-15,25130.400391
2015-10-16,25478.300781
2015-10-19,25652.199219
2015-10-20,27391.300781
2015-10-21,26608.699219
2015-10-22,27565.199219
2015-10-23,27652.199219
2015-10-26,27565.199219
2015-10-27,29478.300781
2015-10-28,30434.800781
2015-10-29,30087.0
2015-10-30,28869.599608999997
2015-11-02,26956.5
2015-11-03,27391.300781
2015-11-04,26087.0
2015-11-05,26260.900391
2015-11-06,26521.699219
2015-11-09,27043.5
2015-11-10,27391.300781
2015-11-11,26869.599608999997
2015-11-12,26956.5
2015-11-13,27304.300781
2015-11-16,27043.5
2015-11-17,26956.5
2015-11-18,27652.199219
2015-11-19,26956.5
2015-11-20,27304.300781
2015-11-23,27130.400391000003
2015-11-24,27304.300781
2015-11-25,26956.5
2015-11-27,27217.400391000003
2015-11-30,27130.400391000003
2015-12-01,27130.400391000003
2015-12-02,27043.5
2015-12-03,27217.400391000003
2015-12-04,27304.300781
2015-12-07,28260.900391000003
2015-12-08,28087.0
2015-12-09,27391.300781
2015-12-10,27391.300781
2015-12-11,28173.900391000003
2015-12-14,27826.099608999997
2015-12-15,28260.900391000003
2015-12-16,28087.0
2015-12-17,27826.099608999997
2015-12-18,28260.900391000003
2015-12-21,27826.099608999997
2015-12-22,27826.099608999997
2015-12-23,27826.099608999997
2015-12-24,28956.5
2015-12-28,28521.699219
2015-12-29,27826.099608999997
2015-12-30,27826.099608999997
2015-12-31,27739.099608999997
2016-01-04,27739.099608999997
2016-01-05,27739.099608999997
2016-01-06,27739.099608999997
2016-01-07,27913.0
2016-01-08,27739.099608999997
2016-01-11,27652.199219
2016-01-12,26695.699219
2016-01-13,26869.599608999997
2016-01-14,26782.599609
2016-01-15,26869.599608999997
2016-01-19,26521.699219
2016-01-20,26347.800781
2016-01-21,26347.800781
2016-01-22,26347.800781
2016-01-25,26956.5
2016-01-26,26087.0
2016-01-27,26173.900391
2016-01-28,26695.699219
2016-01-29,27826.099608999997
2016-02-01,26087.0
2016-02-02,26087.0
2016-02-03,25739.099609
2016-02-04,25652.199219
2016-02-05,26782.599609
2016-02-08,26782.599609
2016-02-09,26782.599609
2016-02-10,26782.599609
2016-02-11,26782.599609
2016-02-12,26782.599609
2016-02-16,26956.5
2016-02-17,27304.300781
2016-02-18,26782.599609
2016-02-19,26260.900391
2016-02-22,26087.0
2016-02-23,25391.300781
2016-02-24,25652.199219
2016-02-25,25652.199219
2016-02-26,26173.900391
2016-02-29,26260.900391
2016-03-01,26087.0
2016-03-02,25652.199219
2016-03-03,25652.199219
2016-03-04,25304.300781
2016-03-07,25217.400391
2016-03-08,25130.400391
2016-03-09,25217.400391
2016-03-10,24956.5
2016-03-11,25304.300781
2016-03-14,25217.400391
2016-03-15,24782.599609
2016-03-16,24782.599609
2016-03-17,25217.400391
2016-03-18,25217.400391
2016-03-21,24695.699219
2016-03-22,25565.199219
2016-03-23,24695.699219
2016-03-24,24695.699219
2016-03-28,25652.199219
2016-03-29,25391.300781
2016-03-30,25652.199219
2016-03-31,25652.199219
2016-04-01,25217.400391
2016-04-04,25913.0
2016-04-05,25913.0
2016-04-06,25217.400391
2016-04-07,25913.0
2016-04-08,25913.0
2016-04-11,26087.0
2016-04-12,26087.0
2016-04-13,25826.099609
2016-04-14,26173.900391
2016-04-15,26000.0
2016-04-18,26000.0
2016-04-19,26521.699219
2016-04-20,26347.800781
2016-04-21,26869.599608999997
2016-04-22,26260.900391
2016-04-25,25652.199219
2016-04-26,25652.199219
2016-04-27,25826.099609
2016-04-28,26087.0
2016-04-29,26000.0
2016-05-02,26000.0
2016-05-03,26000.0
2016-05-04,25565.199219
2016-05-05,25043.5
2016-05-06,24956.5
2016-05-09,24956.5
2016-05-10,24956.5
2016-05-11,24956.5
2016-05-12,25130.400391
2016-05-13,25130.400391
2016-05-16,25043.5
2016-05-17,25130.400391
2016-05-18,25043.5
2016-05-19,24956.5
2016-05-20,24956.5
2016-05-23,24869.599609
2016-05-24,25130.400391
2016-05-25,25043.5
2016-05-26,24869.599609
2016-05-27,24869.599609
2016-05-31,24347.800781
2016-06-01,24260.900391
2016-06-02,24087.0
2016-06-03,24087.0
2016-06-06,23652.199219
2016-06-07,23739.099609
2016-06-08,23652.199219
2016-06-09,23565.199219
2016-06-10,23739.099609
2016-06-13,23739.099609
2016-06-14,23478.300781
2016-06-15,23478.300781
2016-06-16,23478.300781
2016-06-17,23217.400391
2016-06-20,23304.300781
2016-06-21,23304.300781
2016-06-22,23652.199219
2016-06-23,23565.199219
2016-06-24,23304.300781
2016-06-27,22608.699219
2016-06-28,23130.400391
2016-06-29,23826.099609
2016-06-30,22956.5
2016-07-01,24347.800781
2016-07-05,24695.699219
2016-07-06,23478.300781
2016-07-07,24347.800781
2016-07-08,24260.900391
2016-07-11,24521.699219
2016-07-12,24347.800781
2016-07-13,24260.900391
2016-07-14,25652.199219
2016-07-15,24869.599609
2016-07-18,25565.199219
2016-07-19,25217.400391
2016-07-20,24782.599609
2016-07-21,24956.5
2016-07-22,24434.800781
2016-07-25,25130.400391
2016-07-26,24695.699219
2016-07-27,24695.699219
2016-07-28,24347.800781
2016-07-29,24695.699219
2016-08-01,24695.699219
2016-08-02,24347.800781
2016-08-03,24608.699219
2016-08-04,25565.199219
2016-08-05,25478.300781
2016-08-08,25565.199219
2016-08-09,26521.699219
2016-08-10,26956.5
2016-08-11,26956.5
2016-08-12,27304.300781
2016-08-15,27043.5
2016-08-16,26956.5
2016-08-17,27304.300781
2016-08-18,27217.400391000003
2016-08-19,27304.300781
2016-08-22,27478.300781
2016-08-23,27478.300781
2016-08-24,27130.400391000003
2016-08-25,28434.800781
2016-08-26,28521.699219
2016-08-29,27652.199219
2016-08-30,27826.099608999997
2016-08-31,28173.900391000003
2016-09-01,28173.900391000003
2016-09-02,28173.900391000003
2016-09-06,28521.699219
2016-09-07,28521.699219
2016-09-08,28521.699219
2016-09-09,28695.699219
2016-09-12,28608.699219
2016-09-13,28608.699219
2016-09-14,28434.800781
2016-09-15,28434.800781
2016-09-16,28521.699219
2016-09-19,28695.699219
2016-09-20,28695.699219
2016-09-21,28956.5
2016-09-22,28695.699219
2016-09-23,28869.599608999997
2016-09-26,29130.400391000003
2016-09-27,28695.699219
2016-09-28,29000.0
2016-09-29,29260.900391000003
2016-09-30,29565.199219
2016-10-03,29565.199219
2016-10-04,29478.300781
2016-10-05,29478.300781
2016-10-06,29478.300781
2016-10-07,28695.699219
2016-10-10,29130.400391000003
2016-10-11,27826.099608999997
2016-10-12,27565.199219
2016-10-13,28173.900391000003
2016-10-14,28173.900391000003
2016-10-17,28173.900391000003
2016-10-18,26782.599609
2016-10-19,27391.300781
2016-10-20,27391.300781
2016-10-21,27826.099608999997
2016-10-24,27391.300781
2016-10-25,29304.300781
2016-10-26,29130.400391000003
2016-10-27,28260.900391000003
2016-10-28,28260.900391000003
2016-10-31,28608.699219
2016-11-01,28608.699219
2016-11-02,27391.300781
2016-11-03,28260.900391000003
2016-11-04,27826.099608999997
2016-11-07,27826.099608999997
2016-11-08,28695.699219
2016-11-09,27826.099608999997
2016-11-10,27826.099608999997
2016-11-11,27652.199219
2016-11-14,28173.900391000003
2016-11-15,28521.699219
2016-11-16,28521.699219
2016-11-17,28521.699219
2016-11-18,28782.599608999997
2016-11-21,28695.699219
2016-11-22,28695.699219
2016-11-23,28347.800781
2016-11-25,28608.699219
2016-11-28,27565.199219
2016-11-29,28260.900391000003
2016-11-30,28260.900391000003
2016-12-01,27826.099608999997
2016-12-02,27695.699219
2016-12-05,28260.900391000003
2016-12-06,27391.300781
2016-12-07,26869.599608999997
2016-12-08,26956.5
2016-12-09,26956.5
2016-12-12,27739.099608999997
2016-12-13,25913.0
2016-12-14,27043.5
2016-12-15,26956.5
2016-12-16,26869.599608999997
2016-12-19,26869.599608999997
2016-12-20,26869.599608999997
2016-12-21,26869.599608999997
2016-12-22,26000.0
2016-12-23,25652.199219
2016-12-27,27391.300781
2016-12-28,26956.5
2016-12-29,26087.0
2016-12-30,25913.0
2017-01-03,25826.099609
2017-01-04,25652.199219
2017-01-05,25652.199219
2017-01-06,24347.800781
2017-01-09,25217.400391
2017-01-10,26869.599608999997
2017-01-11,25217.400391
2017-01-12,26391.300781
2017-01-13,25652.199219
2017-01-17,25826.099609
2017-01-18,24782.599609
2017-01-19,25043.5
2017-01-20,24782.599609
2017-01-23,25217.400391
2017-01-24,25217.400391
2017-01-25,26913.0
2017-01-26,26913.0
2017-01-27,26913.0
2017-01-30,26913.0
2017-01-31,26913.0
2017-02-01,26913.0
2017-02-02,26913.0
2017-02-03,25826.099609
2017-02-06,26173.900391
2017-02-07,26434.800781
2017-02-08,26000.0
2017-02-09,26347.800781
2017-02-10,26695.699219
2017-02-13,26087.0
2017-02-14,26260.900391
2017-02-15,26260.900391
2017-02-16,26434.800781
2017-02-17,27391.300781
2017-02-21,26956.5
2017-02-22,27652.199219
2017-02-23,26608.699219
2017-02-24,27304.300781
2017-02-27,27130.400391000003
2017-02-28,27130.400391000003
2017-03-01,27130.400391000003
2017-03-02,26521.699219
2017-03-03,26956.5
2017-03-06,27739.099608999997
2017-03-07,27826.099608999997
2017-03-08,28260.900391000003
2017-03-09,27739.099608999997
2017-03-10,26956.5
2017-03-13,26347.800781
2017-03-14,27913.0
2017-03-15,27913.0
2017-03-16,26695.699219
2017-03-17,27652.199219
2017-03-20,27652.199219
2017-03-21,27826.099608999997
2017-03-22,27391.300781
2017-03-23,27826.099608999997
2017-03-24,27739.099608999997
2017-03-27,26956.5
2017-03-28,26956.5
2017-03-29,27782.599608999997
2017-03-30,27782.599608999997
2017-03-31,27739.099608999997
2017-04-03,27391.300781
2017-04-04,27347.800781
2017-04-05,27391.300781
2017-04-06,27391.300781
2017-04-07,26347.800781
2017-04-10,26087.0
2017-04-11,26521.699219
2017-04-12,26869.599608999997
2017-04-13,26869.599608999997
2017-04-17,26695.699219
2017-04-18,26782.599609
2017-04-19,26782.599609
2017-04-20,27130.400391000003
2017-04-21,27739.099608999997
2017-04-24,27652.199219
2017-04-25,27652.199219
2017-04-26,26782.599609
2017-04-27,27826.099608999997
2017-04-28,27826.099608999997
2017-05-01,27826.099608999997
2017-05-02,27826.099608999997
2017-05-03,27826.099608999997
2017-05-04,26347.800781
2017-05-05,26347.800781
2017-05-08,26087.0
2017-05-09,26521.699219
2017-05-10,26521.699219
2017-05-11,26087.0
2017-05-12,26521.699219
2017-05-15,26434.800781
2017-05-16,26087.0
2017-05-17,26347.800781
2017-05-18,26087.0
2017-05-19,26956.5
2017-05-22,26956.5
2017-05-23,26087.0
2017-05-24,25217.400391
2017-05-25,25217.400391
2017-05-26,26347.800781
2017-05-30,26478.300781
2017-05-31,26869.599608999997
2017-06-01,27087.0
2017-06-02,27087.0
2017-06-05,27087.0
2017-06-06,26521.699219
2017-06-07,26521.699219
2017-06-08,26521.699219
2017-06-09,26956.5
2017-06-12,26087.0
2017-06-13,26869.599608999997
2017-06-14,26087.0
2017-06-15,26739.099609
2017-06-16,26608.699219
2017-06-19,27565.199219
2017-06-20,27565.199219
2017-06-21,27565.199219
2017-06-22,28260.900391000003
2017-06-23,29000.0
2017-06-26,28956.5
2017-06-27,28695.699219
2017-06-28,29130.400391000003
2017-06-29,29478.300781
2017-06-30,27565.199219
2017-07-03,29043.5
2017-07-05,28478.300781
2017-07-06,28478.300781
2017-07-07,28478.300781
2017-07-10,27956.5
2017-07-11,27956.5
2017-07-12,27652.199219
2017-07-13,27652.199219
2017-07-14,27304.300781
2017-07-17,27304.300781
2017-07-18,27695.699219
2017-07-19,27304.300781
2017-07-20,26956.5
2017-07-21,27391.300781
2017-07-24,26956.5
2017-07-25,26956.5
2017-07-26,27782.599608999997
2017-07-27,27782.599608999997
2017-07-28,27782.599608999997
2017-07-31,29130.400391000003
2017-08-01,28869.599608999997
2017-08-02,27826.099608999997
2017-08-03,27391.300781
2017-08-04,27391.300781
2017-08-07,28652.199219
2017-08-08,28652.199219
2017-08-09,27826.099608999997
2017-08-10,26956.5
2017-08-11,26956.5
2017-08-14,28565.199219
2017-08-15,28565.199219
2017-08-16,28260.900391000003
2017-08-17,26826.099609
2017-08-18,28000.0
2017-08-21,27826.099608999997
2017-08-22,27782.599608999997
2017-08-23,26956.5
2017-08-24,26087.0
2017-08-25,26826.099609
2017-08-28,26956.5
2017-08-29,26869.599608999997
2017-08-30,26869.599608999997
2017-08-31,26347.800781
2017-09-01,26000.0
2017-09-05,26000.0
2017-09-06,25217.400391
2017-09-07,24869.599609
2017-09-08,25608.699219
2017-09-11,25652.199219
2017-09-12,25217.400391
2017-09-13,25608.699219
2017-09-14,26434.800781
2017-09-15,26434.800781
2017-09-18,25565.199219
2017-09-19,25217.400391
2017-09-20,25913.0
2017-09-21,25695.699219
2017-09-22,25652.199219
2017-09-25,25652.199219
2017-09-26,25913.0
2017-09-27,25913.0
2017-09-28,25826.099609
2017-09-29,26260.900391
2017-10-02,26782.599609
2017-10-03,26782.599609
2017-10-04,26956.5
2017-10-05,27826.099608999997
2017-10-06,27826.099608999997
2017-10-09,28521.699219
2017-10-10,28521.699219
2017-10-11,28521.699219
2017-10-12,28434.800781
2017-10-13,28434.800781
2017-10-16,28434.800781
2017-10-17,27782.599608999997
2017-10-18,27782.599608999997
2017-10-19,27782.599608999997
2017-10-20,27782.599608999997
2017-10-23,27217.400391000003
2017-10-24,27217.400391000003
2017-10-25,26956.5
2017-10-26,26913.0
2017-10-27,26869.599608999997
2017-10-30,26000.0
2017-10-31,26000.0
2017-11-01,26000.0
2017-11-02,24739.099609
2017-11-03,25652.199219
2017-11-06,26608.699219
2017-11-07,26000.0
2017-11-08,26521.699219
2017-11-09,26521.699219
2017-11-10,26521.699219
2017-11-13,26391.300781
2017-11-14,26087.0
2017-11-15,25695.699219
2017-11-16,25652.199219
2017-11-17,24826.099609
2017-11-20,24869.599609
2017-11-21,25739.099609
2017-11-22,24782.599609
2017-11-24,26000.0
2017-11-27,24652.199219
2017-11-28,25173.900391
2017-11-29,25087.0
2017-11-30,26087.0
2017-12-01,25217.400391
2017-12-04,25217.400391
2017-12-05,25217.400391
2017-12-06,25130.400391
2017-12-07,25130.400391
2017-12-08,25217.400391
2017-12-11,24826.099609
2017-12-12,25608.699219
2017-12-13,25521.699219
2017-12-14,26913.0
2017-12-15,26087.0
2017-12-18,25217.400391
2017-12-19,24826.099609
2017-12-20,25217.400391
2017-12-21,25652.199219
2017-12-22,25652.199219
2017-12-26,26000.0
2017-12-27,26000.0
2017-12-28,25652.199219
2017-12-29,25652.199219
2018-01-02,25913.0
2018-01-03,24478.300781
2018-01-04,24695.699219
2018-01-05,25043.5
2018-01-08,25739.099609
2018-01-09,25217.400391
2018-01-10,25478.300781
2018-01-11,26000.0
2018-01-12,26000.0
2018-01-16,25652.199219
2018-01-17,25652.199219
2018-01-18,25652.199219
2018-01-19,26087.0
2018-01-22,26087.0
2018-01-23,26087.0
2018-01-24,26087.0
2018-01-25,26087.0
2018-01-26,26043.5
2018-01-29,26087.0
2018-01-30,25913.0
2018-01-31,26087.0
2018-02-01,25217.400391
2018-02-02,26521.699219
2018-02-05,26782.599609
2018-02-06,26043.5
2018-02-07,26087.0
2018-02-08,26000.0
2018-02-09,25217.400391
2018-02-12,26434.800781
2018-02-13,26087.0
2018-02-14,26087.0
2018-02-15,26087.0
2018-02-16,26087.0
2018-02-20,26087.0
2018-02-21,25913.0
2018-02-22,25608.699219
2018-02-23,25913.0
2018-02-26,25217.400391
2018-02-27,25217.400391
2018-02-28,26000.0
2018-03-01,25913.0
2018-03-02,25913.0
2018-03-05,26000.0
2018-03-06,26087.0
2018-03-07,26695.699219
2018-03-08,26000.0
2018-03-09,26000.0
2018-03-12,25260.900391
2018-03-13,25217.400391
2018-03-14,25217.400391
2018-03-15,25391.300781
2018-03-16,25782.599609
2018-03-19,25652.199219
2018-03-20,25652.199219
2018-03-21,25478.300781
2018-03-22,25478.300781
2018-03-23,24782.599609
2018-03-26,26000.0
2018-03-27,26000.0
2018-03-28,25782.599609
2018-03-29,25782.599609
2018-04-02,26173.900391
2018-04-03,25217.400391
2018-04-04,25217.400391
2018-04-05,25913.0
2018-04-06,25521.699219
2018-04-09,25478.300781
2018-04-10,24782.599609
2018-04-11,24652.199219
2018-04-12,25087.0
2018-04-13,25173.900391
2018-04-16,24956.5
2018-04-17,24347.800781
2018-04-18,25260.900391
2018-04-19,24695.699219
2018-04-20,24347.800781
2018-04-23,24782.599609
2018-04-24,25130.400391
2018-04-25,25130.400391
2018-04-26,25087.0
2018-04-27,25087.0
2018-04-30,25087.0
2018-05-01,25087.0
2018-05-02,24782.599609
2018-05-03,24434.800781
2018-05-04,24652.199219
2018-05-07,25087.0
2018-05-08,24782.599609
2018-05-09,25652.199219
2018-05-10,25652.199219
2018-05-11,25173.900391
2018-05-14,23652.199219
2018-05-15,22695.699219
2018-05-16,23913.0
2018-05-17,24087.0
2018-05-18,23478.300781
2018-05-21,23652.199219
2018-05-22,24217.400391
2018-05-23,24260.900391
2018-05-24,24217.400391
2018-05-25,23826.099609
2018-05-29,24217.400391
2018-05-30,23913.0
2018-05-31,23913.0
2018-06-01,24217.400391
2018-06-04,24347.800781
2018-06-05,24739.099609
2018-06-06,24739.099609
2018-06-07,23478.300781
2018-06-08,24347.800781
2018-06-11,23478.300781
2018-06-12,23478.300781
2018-06-13,23739.099609
2018-06-14,23782.599609
2018-06-15,24782.599609
2018-06-18,24782.599609
2018-06-19,23217.400391
2018-06-20,24478.300781
2018-06-21,24782.599609
2018-06-22,23173.900391
2018-06-25,23478.300781
2018-06-26,24739.099609
2018-06-27,25217.400391
2018-06-28,25217.400391
2018-06-29,24782.599609
2018-07-02,25217.400391
2018-07-03,24217.400391
2018-07-05,24087.0
2018-07-06,23739.099609
2018-07-09,24217.400391
2018-07-10,23478.300781
2018-07-11,22652.199219
2018-07-12,23043.5
2018-07-13,23043.5
2018-07-16,23000.0
2018-07-17,23043.5
2018-07-18,23043.5
2018-07-19,22087.0
2018-07-20,22217.400391
2018-07-23,23478.300781
2018-07-24,23478.300781
2018-07-25,23478.300781
2018-07-26,22956.5
2018-07-27,22956.5
2018-07-30,24347.800781
2018-07-31,23695.699219
2018-08-01,23826.099609
2018-08-02,23826.099609
2018-08-03,23739.099609
2018-08-06,24347.800781
2018-08-07,24000.0
2018-08-08,24347.800781
2018-08-09,23521.699219
2018-08-10,24869.599609
2018-08-13,25217.400391
2018-08-14,25217.400391
2018-08-15,25173.900391
2018-08-16,25217.400391
2018-08-17,25217.400391
2018-08-20,24782.599609
2018-08-21,24347.800781
2018-08-22,24347.800781
2018-08-23,24347.800781
2018-08-24,24347.800781
2018-08-27,23869.599609
2018-08-28,23913.0
2018-08-29,23478.300781
2018-08-30,24304.300781
2018-08-31,25217.400391
2018-09-04,24739.099609
2018-09-05,23913.0
2018-09-06,23173.900391
2018-09-07,22695.699219
2018-09-10,23130.400391
2018-09-11,23478.300781
2018-09-12,24087.0
2018-09-13,24087.0
2018-09-14,23434.800781
2018-09-17,22652.199219
2018-09-18,22652.199219
2018-09-19,23391.300781
2018-09-20,23434.800781
2018-09-21,23434.800781
2018-09-24,23043.5
2018-09-25,23695.699219
2018-09-26,23478.300781
2018-09-27,24304.300781
2018-09-28,25869.599609
2018-10-01,26260.900391
2018-10-02,24434.800781
2018-10-03,24434.800781
2018-10-04,23739.099609
2018-10-05,24260.900391
2018-10-08,24130.400391
2018-10-09,23478.300781
2018-10-10,22739.099609
2018-10-11,24130.400391
2018-10-12,23782.599609
2018-10-15,23739.099609
2018-10-16,23739.099609
2018-10-17,22956.5
2018-10-18,22608.699219
2018-10-19,22739.099609
2018-10-22,22173.900391
2018-10-23,22913.0
2018-10-24,23391.300781
2018-10-25,22260.900391
2018-10-26,22608.699219
2018-10-29,22608.699219
2018-10-30,23391.300781
2018-10-31,24391.300781
2018-11-01,24391.300781
2018-11-02,24695.699219
2018-11-05,24695.699219
2018-11-06,24695.699219
2018-11-07,24608.699219
2018-11-08,24521.699219
2018-11-09,24478.300781
2018-11-12,23130.400391
2018-11-13,24260.900391
2018-11-14,24043.5
2018-11-15,24695.699219
2018-11-16,23826.099609
2018-11-19,24173.900391
2018-11-20,24173.900391
2018-11-21,24782.599609
2018-11-23,24739.099609
2018-11-26,23913.0
2018-11-27,24173.900391
2018-11-28,24782.599609
2018-11-29,24565.199219
2018-11-30,24782.599609
2018-12-03,24782.599609
2018-12-04,24782.599609
2018-12-06,24608.699219
2018-12-07,24608.699219
2018-12-10,24608.699219
2018-12-11,24608.699219
2018-12-12,24608.699219
2018-12-13,24304.300781
2018-12-14,24608.699219
2018-12-17,24260.900391
2018-12-18,23478.300781
2018-12-19,22608.699219
2018-12-20,23478.300781
2018-12-21,22782.599609
2018-12-24,23304.300781
2018-12-26,23391.300781
2018-12-27,23304.300781
2018-12-28,23304.300781
2018-12-31,23304.300781
2019-01-02,23217.400391
2019-01-03,24000.0
2019-01-04,23304.300781
2019-01-07,23043.5
2019-01-08,23652.199219
2019-01-09,23652.199219
2019-01-10,24000.0
2019-01-11,24000.0
2019-01-14,24347.800781
2019-01-15,25043.5
2019-01-16,24695.699219
2019-01-17,23000.0
2019-01-18,24173.900391
2019-01-22,22608.699219
2019-01-23,23173.900391
2019-01-24,23260.900391
2019-01-25,23260.900391
2019-01-28,23000.0
2019-01-29,23478.300781
2019-01-30,24347.800781
2019-01-31,24869.599609
2019-02-01,24869.599609
2019-02-04,24869.599609
2019-02-05,24869.599609
2019-02-06,24869.599609
2019-02-07,24869.599609
2019-02-08,24869.599609
2019-02-11,24869.599609
2019-02-12,24869.599609
2019-02-13,24347.800781
2019-02-14,24608.699219
2019-02-15,24782.599609
2019-02-19,25652.199219
2019-02-20,25652.199219
2019-02-21,25043.5
2019-02-22,24739.099609
2019-02-25,24739.099609
2019-02-26,24347.800781
2019-02-27,25043.5
2019-02-28,25087.0
2019-03-01,23913.0
2019-03-04,23913.0
2019-03-05,23304.300781
2019-03-06,23869.599609
2019-03-07,23869.599609
2019-03-08,23869.599609
2019-03-11,23695.699219
2019-03-12,23434.800781
2019-03-13,23826.099609
2019-03-14,24087.0
2019-03-15,23565.199219
2019-03-18,24173.900391
2019-03-19,24304.300781
2019-03-20,23826.099609
2019-03-21,24304.300781
2019-03-22,24304.300781
2019-03-25,24304.300781
2019-03-26,23565.199219
2019-03-27,23869.599609
2019-03-28,23826.099609
2019-03-29,23695.699219
2019-04-01,23304.300781
2019-04-02,23434.800781
2019-04-03,23304.300781
2019-04-04,23652.199219
2019-04-05,23652.199219
2019-04-08,23913.0
2019-04-09,24782.599609
2019-04-10,23913.0
2019-04-11,23913.0
2019-04-12,23913.0
2019-04-15,23913.0
2019-04-16,24087.0
2019-04-17,24087.0
2019-04-18,24043.5
2019-04-22,23652.199219
2019-04-23,23652.199219
2019-04-24,23652.199219
2019-04-25,23652.199219
2019-04-26,23565.199219
2019-04-29,23565.199219
2019-04-30,23565.199219
2019-05-01,23565.199219
2019-05-02,24260.900391
2019-05-03,23652.199219
2019-05-06,24087.0
2019-05-07,22782.599609
2019-05-08,23434.800781
2019-05-09,22956.5
2019-05-10,23391.300781
2019-05-13,23391.300781
2019-05-14,22956.5
2019-05-15,24087.0
2019-05-16,24087.0
2019-05-17,24087.0
2019-05-20,23739.099609
2019-05-21,23739.099609
2019-05-22,23608.699219
2019-05-23,22869.599609
2019-05-24,23260.900391
2019-05-28,23173.900391
2019-05-29,22956.5
2019-05-30,22913.0
2019-05-31,23000.0
2019-06-03,23478.300781
2019-06-04,23478.300781
2019-06-05,23478.300781
2019-06-06,23913.0
2019-06-07,23913.0
2019-06-10,23913.0
2019-06-11,23826.099609
2019-06-12,24347.800781
2019-06-13,23913.0
2019-06-14,24260.900391
2019-06-17,23478.300781
2019-06-18,24217.400391
2019-06-19,24217.400391
2019-06-20,23913.0
2019-06-21,23913.0
2019-06-24,23913.0
2019-06-25,23913.0
2019-06-26,22695.699219
2019-06-27,24173.900391
2019-06-28,24173.900391
2019-07-01,23913.0
2019-07-02,23913.0
2019-07-03,23913.0
2019-07-05,23913.0
2019-07-08,23913.0
2019-07-09,23913.0
2019-07-10,23913.0
2019-07-11,23913.0
2019-07-12,23913.0
2019-07-15,25000.0
2019-07-16,25000.0
2019-07-17,25000.0
2019-07-18,25000.0
2019-07-19,25000.0
2019-07-22,24950.0
2019-07-23,24950.0
2019-07-24,24950.0
2019-07-25,24950.0
2019-07-26,24950.0
2019-07-29,24950.0
2019-07-30,24950.0
2019-07-31,24850.0
2019-08-01,24600.0
2019-08-02,23700.0
2019-08-05,22750.0
2019-08-06,22750.0
2019-08-07,22750.0
2019-08-08,24150.0
2019-08-09,24150.0
2019-08-12,24800.0
2019-08-13,24350.0
2019-08-14,24300.0
2019-08-15,24200.0
2019-08-16,24400.0
2019-08-19,22900.0
2019-08-20,24100.0
2019-08-21,23800.0
2019-08-22,24250.0
2019-08-23,23500.0
2019-08-26,23500.0
2019-08-27,24000.0
2019-08-28,24000.0
2019-08-29,24000.0
2019-08-30,25050.0
2019-09-03,24000.0
2019-09-04,23800.0
2019-09-05,24000.0
2019-09-06,23600.0
2019-09-09,24300.0
2019-09-10,23500.0
2019-09-11,24300.0
2019-09-12,24200.0
2019-09-13,24000.0
2019-09-16,24050.0
2019-09-17,24000.0
2019-09-18,23900.0
2019-09-19,23500.0
2019-09-20,23350.0
2019-09-23,23000.0
2019-09-24,23900.0
2019-09-25,23550.0
2019-09-26,23500.0
2019-09-27,23500.0
2019-09-30,23900.0
2019-10-01,23900.0
2019-10-02,23900.0
2019-10-03,23700.0
2019-10-04,23900.0
2019-10-07,23000.0
2019-10-08,23850.0
2019-10-09,23800.0
2019-10-10,23800.0
2019-10-11,23000.0
2019-10-14,23900.0
2019-10-15,23900.0
2019-10-16,23650.0
2019-10-17,23650.0
2019-10-18,23850.0
