Date,RE
2000-08-30,41.5625
2000-08-31,40.25
2000-09-01,39.75
2000-09-05,40.9375
2000-09-06,41.6875
2000-09-07,41.5625
2000-09-08,43.125
2000-09-11,45.25
2000-09-12,45.375
2000-09-13,44.5
2000-09-14,45.8125
2000-09-15,45.0625
2000-09-18,44.0625
2000-09-19,44.25
2000-09-20,45.5
2000-09-21,47.25
2000-09-22,47.3125
2000-09-25,46.625
2000-09-26,46.75
2000-09-27,46.625
2000-09-28,47.875
2000-09-29,49.5
2000-10-02,49.3125
2000-10-03,48.0
2000-10-04,48.0
2000-10-05,48.4375
2000-10-06,47.5625
2000-10-09,47.5
2000-10-10,46.25
2000-10-11,46.875
2000-10-12,45.6875
2000-10-13,45.875
2000-10-16,46.5
2000-10-17,46.0
2000-10-18,47.8125
2000-10-19,47.9375
2000-10-20,48.25
2000-10-23,50.75
2000-10-24,54.0625
2000-10-25,54.0
2000-10-26,53.6875
2000-10-27,54.375
2000-10-30,57.0
2000-10-31,58.625
2000-11-01,56.3125
2000-11-02,55.4375
2000-11-03,54.1875
2000-11-06,57.4375
2000-11-07,59.0
2000-11-08,59.625
2000-11-09,60.0
2000-11-10,61.25
2000-11-13,60.5
2000-11-14,61.1875
2000-11-15,61.25
2000-11-16,59.3125
2000-11-17,58.8125
2000-11-20,58.75
2000-11-21,58.5625
2000-11-22,57.9375
2000-11-24,58.75
2000-11-27,58.375
2000-11-28,58.9375
2000-11-29,60.0
2000-11-30,60.1875
2000-12-01,61.3125
2000-12-04,61.0625
2000-12-05,62.4375
2000-12-06,63.5625
2000-12-07,65.0625
2000-12-08,66.6875
2000-12-11,65.5
2000-12-12,64.375
2000-12-13,65.125
2000-12-14,65.4375
2000-12-15,65.25
2000-12-18,67.5
2000-12-19,65.625
2000-12-20,65.0
2000-12-21,66.8125
2000-12-22,72.0
2000-12-26,73.0
2000-12-27,73.9375
2000-12-28,73.625
2000-12-29,71.625
2001-01-02,68.875
2001-01-03,68.5625
2001-01-04,62.25
2001-01-05,60.125
2001-01-08,62.3125
2001-01-09,60.5625
2001-01-10,60.25
2001-01-11,58.1875
2001-01-12,55.375
2001-01-16,58.0625
2001-01-17,57.1875
2001-01-18,57.25
2001-01-19,58.75
2001-01-22,61.3125
2001-01-23,60.5
2001-01-24,61.0625
2001-01-25,62.875
2001-01-26,62.0
2001-01-29,60.77
2001-01-30,58.25
2001-01-31,57.400002
2001-02-01,58.349998
2001-02-02,59.5
2001-02-05,62.080002
2001-02-06,62.0
2001-02-07,64.029999
2001-02-08,63.110001000000004
2001-02-09,62.73
2001-02-12,63.650002
2001-02-13,61.0
2001-02-14,62.48
2001-02-15,60.830002
2001-02-16,61.389998999999996
2001-02-20,60.0
2001-02-21,58.209998999999996
2001-02-22,60.150002
2001-02-23,59.779999
2001-02-26,61.5
2001-02-27,61.860001000000004
2001-02-28,63.25
2001-03-01,65.230003
2001-03-02,66.5
2001-03-05,65.440002
2001-03-06,65.440002
2001-03-07,64.699997
2001-03-08,64.599998
2001-03-09,64.599998
2001-03-12,64.290001
2001-03-13,63.970001
2001-03-14,63.490002000000004
2001-03-15,63.950001
2001-03-16,63.68
2001-03-19,63.689999
2001-03-20,63.5
2001-03-21,61.610001000000004
2001-03-22,60.02
2001-03-23,61.32
2001-03-26,62.900002
2001-03-27,62.0
2001-03-28,63.09
2001-03-29,64.459999
2001-03-30,66.519997
2001-04-02,67.82
2001-04-03,66.370003
2001-04-04,64.5
2001-04-05,65.75
2001-04-06,64.599998
2001-04-09,64.370003
2001-04-10,65.099998
2001-04-11,66.349998
2001-04-12,65.519997
2001-04-16,66.66999799999999
2001-04-17,68.400002
2001-04-18,67.199997
2001-04-19,66.650002
2001-04-20,65.91999799999999
2001-04-23,65.91999799999999
2001-04-24,62.599998
2001-04-25,62.23
2001-04-26,63.700001
2001-04-27,63.990002000000004
2001-04-30,63.849998
2001-05-01,63.09
2001-05-02,62.0
2001-05-03,63.299999
2001-05-04,64.25
2001-05-07,62.849998
2001-05-08,63.099998
2001-05-09,65.699997
2001-05-10,64.709999
2001-05-11,64.93
2001-05-14,65.459999
2001-05-15,65.800003
2001-05-16,67.120003
2001-05-17,67.559998
2001-05-18,67.75
2001-05-21,68.0
2001-05-22,67.32
2001-05-23,66.199997
2001-05-24,66.489998
2001-05-25,66.099998
2001-05-29,66.650002
2001-05-30,68.0
2001-05-31,67.900002
2001-06-01,67.5
2001-06-04,68.150002
2001-06-05,68.760002
2001-06-06,68.690002
2001-06-07,68.989998
2001-06-08,69.690002
2001-06-11,70.25
2001-06-12,70.860001
2001-06-13,71.0
2001-06-14,70.0
2001-06-15,71.0
2001-06-18,70.519997
2001-06-19,70.449997
2001-06-20,70.32
2001-06-21,71.410004
2001-06-22,70.739998
2001-06-25,70.199997
2001-06-26,71.449997
2001-06-27,71.599998
2001-06-28,73.540001
2001-06-29,74.800003
2001-07-02,72.970001
2001-07-03,72.480003
2001-07-05,72.58000200000001
2001-07-06,72.400002
2001-07-09,72.07
2001-07-10,72.25
2001-07-11,72.029999
2001-07-12,72.690002
2001-07-13,72.68
2001-07-16,72.589996
2001-07-17,72.230003
2001-07-18,70.93
2001-07-19,66.889999
2001-07-20,66.599998
2001-07-23,66.099998
2001-07-24,68.800003
2001-07-25,68.639999
2001-07-26,68.949997
2001-07-27,69.18
2001-07-30,69.75
2001-07-31,70.099998
2001-08-01,70.540001
2001-08-02,68.589996
2001-08-03,68.040001
2001-08-06,67.699997
2001-08-07,69.5
2001-08-08,69.0
2001-08-09,67.879997
2001-08-10,67.760002
2001-08-13,68.040001
2001-08-14,68.120003
2001-08-15,68.589996
2001-08-16,68.349998
2001-08-17,67.709999
2001-08-20,67.889999
2001-08-21,67.25
2001-08-22,66.650002
2001-08-23,67.349998
2001-08-24,66.230003
2001-08-27,64.910004
2001-08-28,65.160004
2001-08-29,65.25
2001-08-30,64.400002
2001-08-31,64.900002
2001-09-04,63.599998
2001-09-05,63.049999
2001-09-06,62.0
2001-09-07,61.599998
2001-09-10,61.509997999999996
2001-09-17,53.900002
2001-09-18,53.310001
2001-09-19,50.0
2001-09-20,48.75
2001-09-21,49.380001
2001-09-24,52.299999
2001-09-25,56.25
2001-09-26,57.200001
2001-09-27,60.990002000000004
2001-09-28,64.699997
2001-10-01,63.799999
2001-10-02,68.559998
2001-10-03,73.800003
2001-10-04,72.400002
2001-10-05,71.120003
2001-10-08,70.239998
2001-10-09,72.0
2001-10-10,71.910004
2001-10-11,73.550003
2001-10-12,73.300003
2001-10-15,74.75
2001-10-16,78.5
2001-10-17,76.5
2001-10-18,74.050003
2001-10-19,72.980003
2001-10-22,75.900002
2001-10-23,69.5
2001-10-24,71.879997
2001-10-25,71.66999799999999
2001-10-26,71.120003
2001-10-29,69.050003
2001-10-30,68.510002
2001-10-31,66.849998
2001-11-01,68.459999
2001-11-02,71.279999
2001-11-05,72.18
2001-11-06,72.199997
2001-11-07,71.32
2001-11-08,69.989998
2001-11-09,69.150002
2001-11-12,68.83000200000001
2001-11-13,68.529999
2001-11-14,67.91999799999999
2001-11-15,67.66999799999999
2001-11-16,67.480003
2001-11-19,68.160004
2001-11-20,69.300003
2001-11-21,69.16999799999999
2001-11-23,69.5
2001-11-26,69.18
2001-11-27,70.550003
2001-11-28,69.099998
2001-11-29,70.620003
2001-11-30,71.449997
2001-12-03,70.849998
2001-12-04,72.089996
2001-12-05,70.970001
2001-12-06,69.239998
2001-12-07,69.25
2001-12-10,66.949997
2001-12-11,67.019997
2001-12-12,66.900002
2001-12-13,65.269997
2001-12-14,66.57
2001-12-17,67.220001
2001-12-18,68.0
2001-12-19,68.120003
2001-12-20,67.07
2001-12-21,68.150002
2001-12-24,68.540001
2001-12-26,69.08000200000001
2001-12-27,70.010002
2001-12-28,70.690002
2001-12-31,70.699997
2002-01-02,70.650002
2002-01-03,70.25
2002-01-04,70.510002
2002-01-07,69.989998
2002-01-08,69.099998
2002-01-09,68.949997
2002-01-10,69.0
2002-01-11,68.910004
2002-01-14,67.970001
2002-01-15,68.449997
2002-01-16,67.660004
2002-01-17,66.989998
2002-01-18,66.989998
2002-01-22,66.099998
2002-01-23,66.129997
2002-01-24,67.849998
2002-01-25,69.620003
2002-01-28,69.150002
2002-01-29,68.110001
2002-01-30,68.400002
2002-01-31,68.699997
2002-02-01,69.769997
2002-02-04,68.519997
2002-02-05,67.980003
2002-02-06,67.75
2002-02-07,68.370003
2002-02-08,69.720001
2002-02-11,70.25
2002-02-12,70.760002
2002-02-13,74.349998
2002-02-14,75.0
2002-02-15,74.379997
2002-02-19,73.099998
2002-02-20,72.75
2002-02-21,71.550003
2002-02-22,69.199997
2002-02-25,70.599998
2002-02-26,71.690002
2002-02-27,72.0
2002-02-28,72.849998
2002-03-01,72.489998
2002-03-04,72.58000200000001
2002-03-05,72.68
2002-03-06,73.120003
2002-03-07,70.889999
2002-03-08,70.610001
2002-03-11,69.800003
2002-03-12,69.900002
2002-03-13,69.75
2002-03-14,70.389999
2002-03-15,69.730003
2002-03-18,68.199997
2002-03-19,67.529999
2002-03-20,66.0
2002-03-21,69.010002
2002-03-22,69.300003
2002-03-25,68.099998
2002-03-26,67.93
2002-03-27,68.650002
2002-03-28,69.339996
2002-04-01,68.040001
2002-04-02,68.089996
2002-04-03,68.25
2002-04-04,68.480003
2002-04-05,68.809998
2002-04-08,70.160004
2002-04-09,71.699997
2002-04-10,71.699997
2002-04-11,71.120003
2002-04-12,70.800003
2002-04-15,69.040001
2002-04-16,68.489998
2002-04-17,69.790001
2002-04-18,69.769997
2002-04-19,69.940002
2002-04-22,70.650002
2002-04-23,69.199997
2002-04-24,66.459999
2002-04-25,65.940002
2002-04-26,66.949997
2002-04-29,65.360001
2002-04-30,67.900002
2002-05-01,67.269997
2002-05-02,66.25
2002-05-03,67.489998
2002-05-06,66.949997
2002-05-07,65.699997
2002-05-08,65.599998
2002-05-09,64.290001
2002-05-10,63.700001
2002-05-13,63.810001
2002-05-14,63.990002000000004
2002-05-15,63.869999
2002-05-16,62.25
2002-05-17,62.990002000000004
2002-05-20,62.66
2002-05-21,62.029999
2002-05-22,61.5
2002-05-23,62.950001
2002-05-24,63.830002
2002-05-28,63.450001
2002-05-29,63.970001
2002-05-30,62.700001
2002-05-31,62.610001000000004
2002-06-03,61.669998
2002-06-04,60.509997999999996
2002-06-05,60.869999
2002-06-06,60.150002
2002-06-07,60.439999
2002-06-10,61.029999
2002-06-11,59.200001
2002-06-12,57.610001000000004
2002-06-13,55.939999
2002-06-14,57.939999
2002-06-17,59.580002
2002-06-18,60.830002
2002-06-19,60.48
2002-06-20,59.759997999999996
2002-06-21,60.049999
2002-06-24,59.09
2002-06-25,58.549999
2002-06-26,57.849998
2002-06-27,56.060001
2002-06-28,55.950001
2002-07-01,54.84
2002-07-02,53.220001
2002-07-03,52.48
2002-07-05,54.799999
2002-07-08,53.639998999999996
2002-07-09,51.099998
2002-07-10,49.259997999999996
2002-07-11,50.349998
2002-07-12,51.360001000000004
2002-07-15,50.900002
2002-07-16,50.259997999999996
2002-07-17,48.330002
2002-07-18,44.599998
2002-07-19,44.57
2002-07-22,43.25
2002-07-23,44.049999
2002-07-24,47.110001000000004
2002-07-25,48.0
2002-07-26,49.23
2002-07-29,53.790001000000004
2002-07-30,53.700001
2002-07-31,54.75
2002-08-01,54.41
2002-08-02,52.220001
2002-08-05,49.869999
2002-08-06,50.900002
2002-08-07,50.830002
2002-08-08,52.049999
2002-08-09,53.630001
2002-08-12,54.049999
2002-08-13,53.040001000000004
2002-08-14,53.66
2002-08-15,54.59
2002-08-16,54.970001
2002-08-19,55.43
2002-08-20,55.0
2002-08-21,54.52
2002-08-22,56.889998999999996
2002-08-23,55.990002000000004
2002-08-26,56.330002
2002-08-27,54.650002
2002-08-28,53.43
2002-08-29,54.389998999999996
2002-08-30,54.200001
2002-09-03,52.869999
2002-09-04,53.41
2002-09-05,52.5
2002-09-06,53.700001
2002-09-09,54.25
2002-09-10,53.919998
2002-09-11,54.060001
2002-09-12,55.810001
2002-09-13,57.970001
2002-09-16,57.880001
2002-09-17,56.66
2002-09-18,57.57
2002-09-19,56.799999
2002-09-20,55.23
2002-09-23,55.349998
2002-09-24,53.5
2002-09-25,54.18
2002-09-26,56.939999
2002-09-27,55.700001
2002-09-30,54.860001000000004
2002-10-01,57.400002
2002-10-02,54.43
2002-10-03,54.66
2002-10-04,53.549999
2002-10-07,53.619999
2002-10-08,55.16
2002-10-09,52.18
2002-10-10,54.849998
2002-10-11,58.169998
2002-10-14,57.439999
2002-10-15,61.099998
2002-10-16,60.740002000000004
2002-10-17,61.799999
2002-10-18,60.75
2002-10-21,62.490002000000004
2002-10-22,60.75
2002-10-23,60.459998999999996
2002-10-24,59.220001
2002-10-25,61.490002000000004
2002-10-28,60.900002
2002-10-29,59.200001
2002-10-30,58.75
2002-10-31,58.02
2002-11-01,58.5
2002-11-04,58.759997999999996
2002-11-05,57.150002
2002-11-06,57.98
2002-11-07,55.57
2002-11-08,54.990002000000004
2002-11-11,55.07
2002-11-12,55.040001000000004
2002-11-13,54.91
2002-11-14,55.25
2002-11-15,56.470001
2002-11-18,55.470001
2002-11-19,54.950001
2002-11-20,56.119999
2002-11-21,56.07
2002-11-22,57.450001
2002-11-25,57.130001
2002-11-26,56.669998
2002-11-27,57.040001000000004
2002-11-29,57.900002
2002-12-02,57.299999
2002-12-03,56.75
2002-12-04,55.709998999999996
2002-12-05,55.900002
2002-12-06,55.740002000000004
2002-12-09,55.580002
2002-12-10,56.049999
2002-12-11,55.860001000000004
2002-12-12,55.099998
2002-12-13,54.52
2002-12-16,56.110001000000004
2002-12-17,56.0
2002-12-18,55.849998
2002-12-19,55.709998999999996
2002-12-20,56.299999
2002-12-23,56.330002
2002-12-24,56.689999
2002-12-26,56.369999
2002-12-27,55.360001000000004
2002-12-30,54.939999
2002-12-31,55.299999
2003-01-02,56.0
2003-01-03,55.990002000000004
2003-01-06,56.259997999999996
2003-01-07,56.18
2003-01-08,55.299999
2003-01-09,55.720001
2003-01-10,54.93
2003-01-13,53.400002
2003-01-14,54.060001
2003-01-15,53.25
2003-01-16,52.110001000000004
2003-01-17,51.700001
2003-01-21,50.610001000000004
2003-01-22,49.889998999999996
2003-01-23,50.740002000000004
2003-01-24,50.599998
2003-01-27,49.689999
2003-01-28,50.889998999999996
2003-01-29,50.43
2003-01-30,49.34
2003-01-31,50.470001
2003-02-03,51.380001
2003-02-04,49.450001
2003-02-05,49.48
2003-02-06,48.139998999999996
2003-02-07,48.25
2003-02-10,48.700001
2003-02-11,49.619999
2003-02-12,49.310001
2003-02-13,50.66
2003-02-14,51.599998
2003-02-18,51.939999
2003-02-19,51.950001
2003-02-20,52.029999
2003-02-21,53.889998999999996
2003-02-24,52.790001000000004
2003-02-25,52.66
2003-02-26,51.740002000000004
2003-02-27,53.09
2003-02-28,53.400002
2003-03-03,53.419998
2003-03-04,52.860001000000004
2003-03-05,53.080002
2003-03-06,52.610001000000004
2003-03-07,52.900002
2003-03-10,51.490002000000004
2003-03-11,49.970001
2003-03-12,49.830002
2003-03-13,52.27
2003-03-14,53.380001
2003-03-17,55.16
2003-03-18,54.689999
2003-03-19,55.380001
2003-03-20,56.099998
2003-03-21,57.419998
2003-03-24,56.110001000000004
2003-03-25,56.060001
2003-03-26,55.830002
2003-03-27,56.200001
2003-03-28,57.200001
2003-03-31,57.209998999999996
2003-04-01,57.349998
2003-04-02,58.07
2003-04-03,58.799999
2003-04-04,59.639998999999996
2003-04-07,58.400002
2003-04-08,58.669998
2003-04-09,59.16
2003-04-10,58.549999
2003-04-11,59.299999
2003-04-14,60.209998999999996
2003-04-15,59.990002000000004
2003-04-16,60.330002
2003-04-17,60.689999
2003-04-21,61.450001
2003-04-22,71.699997
2003-04-23,73.010002
2003-04-24,69.150002
2003-04-25,69.239998
2003-04-28,70.110001
2003-04-29,69.849998
2003-04-30,69.650002
2003-05-01,69.989998
2003-05-02,70.099998
2003-05-05,70.010002
2003-05-06,69.300003
2003-05-07,68.239998
2003-05-08,68.300003
2003-05-09,69.18
2003-05-12,71.120003
2003-05-13,70.050003
2003-05-14,70.900002
2003-05-15,70.58000200000001
2003-05-16,70.550003
2003-05-19,69.349998
2003-05-20,69.559998
2003-05-21,70.400002
2003-05-22,71.08000200000001
2003-05-23,70.889999
2003-05-27,71.349998
2003-05-28,71.550003
2003-05-29,71.900002
2003-05-30,73.0
2003-06-02,74.309998
2003-06-03,73.0
2003-06-04,73.16999799999999
2003-06-05,74.269997
2003-06-06,75.260002
2003-06-09,73.449997
2003-06-10,74.0
2003-06-11,75.790001
2003-06-12,76.809998
2003-06-13,75.540001
2003-06-16,77.199997
2003-06-17,78.07
2003-06-18,78.050003
2003-06-19,76.33000200000001
2003-06-20,75.900002
2003-06-23,75.029999
2003-06-24,76.940002
2003-06-25,76.849998
2003-06-26,76.989998
2003-06-27,76.720001
2003-06-30,76.5
2003-07-01,76.699997
2003-07-02,77.5
2003-07-03,77.610001
2003-07-07,77.57
2003-07-08,77.870003
2003-07-09,77.099998
2003-07-10,76.260002
2003-07-11,76.139999
2003-07-14,77.0
2003-07-15,77.690002
2003-07-16,75.550003
2003-07-17,74.599998
2003-07-18,76.099998
2003-07-21,77.550003
2003-07-22,77.709999
2003-07-23,76.150002
2003-07-24,75.370003
2003-07-25,75.760002
2003-07-28,76.629997
2003-07-29,75.980003
2003-07-30,75.5
2003-07-31,75.57
2003-08-01,74.66999799999999
2003-08-04,73.800003
2003-08-05,73.480003
2003-08-06,73.93
2003-08-07,73.790001
2003-08-08,74.099998
2003-08-11,73.610001
2003-08-12,74.019997
2003-08-13,73.33000200000001
2003-08-14,73.410004
2003-08-15,73.379997
2003-08-18,73.260002
2003-08-19,73.0
2003-08-20,72.510002
2003-08-21,72.989998
2003-08-22,72.519997
2003-08-25,72.300003
2003-08-26,72.650002
2003-08-27,72.480003
2003-08-28,72.900002
2003-08-29,73.300003
2003-09-02,73.599998
2003-09-03,73.690002
2003-09-04,73.599998
2003-09-05,73.800003
2003-09-08,73.620003
2003-09-09,72.879997
2003-09-10,72.410004
2003-09-11,72.43
2003-09-12,71.739998
2003-09-15,71.82
2003-09-16,73.470001
2003-09-17,72.970001
2003-09-18,74.370003
2003-09-19,74.75
2003-09-22,74.699997
2003-09-23,75.410004
2003-09-24,74.300003
2003-09-25,73.849998
2003-09-26,73.699997
2003-09-29,74.75
2003-09-30,75.160004
2003-10-01,77.199997
2003-10-02,77.209999
2003-10-03,78.160004
2003-10-06,78.790001
2003-10-07,78.68
2003-10-08,79.809998
2003-10-09,79.449997
2003-10-10,79.010002
2003-10-13,79.489998
2003-10-14,79.699997
2003-10-15,80.0
2003-10-16,80.529999
2003-10-17,77.879997
2003-10-20,76.510002
2003-10-21,82.650002
2003-10-22,82.82
2003-10-23,83.93
2003-10-24,83.050003
2003-10-27,82.629997
2003-10-28,82.489998
2003-10-29,83.550003
2003-10-30,83.300003
2003-10-31,82.949997
2003-11-03,84.0
2003-11-04,83.139999
2003-11-05,83.099998
2003-11-06,83.449997
2003-11-07,82.0
2003-11-10,81.190002
2003-11-11,80.489998
2003-11-12,80.190002
2003-11-13,81.459999
2003-11-14,80.779999
2003-11-17,80.5
2003-11-18,80.08000200000001
2003-11-19,79.480003
2003-11-20,78.800003
2003-11-21,78.449997
2003-11-24,80.5
2003-11-25,81.300003
2003-11-26,81.730003
2003-11-28,82.190002
2003-12-01,82.940002
2003-12-02,82.400002
2003-12-03,81.400002
2003-12-04,82.190002
2003-12-05,82.559998
2003-12-08,82.800003
2003-12-09,82.459999
2003-12-10,80.589996
2003-12-11,81.150002
2003-12-12,81.300003
2003-12-15,80.300003
2003-12-16,81.260002
2003-12-17,81.790001
2003-12-18,82.699997
2003-12-19,83.75
2003-12-22,83.160004
2003-12-23,83.010002
2003-12-24,83.010002
2003-12-26,83.239998
2003-12-29,83.989998
2003-12-30,84.33000200000001
2003-12-31,84.599998
2004-01-02,83.809998
2004-01-05,83.349998
2004-01-06,82.989998
2004-01-07,83.860001
2004-01-08,82.739998
2004-01-09,83.519997
2004-01-12,86.150002
2004-01-13,85.32
2004-01-14,85.260002
2004-01-15,85.900002
2004-01-16,86.339996
2004-01-20,86.339996
2004-01-21,87.489998
2004-01-22,86.879997
2004-01-23,86.699997
2004-01-26,87.75
2004-01-27,86.900002
2004-01-28,85.300003
2004-01-29,84.599998
2004-01-30,85.08000200000001
2004-02-02,85.75
2004-02-03,87.599998
2004-02-04,88.199997
2004-02-05,88.099998
2004-02-06,88.510002
2004-02-09,88.739998
2004-02-10,87.220001
2004-02-11,87.550003
2004-02-12,87.199997
2004-02-13,86.550003
2004-02-17,86.650002
2004-02-18,85.949997
2004-02-19,85.910004
2004-02-20,85.690002
2004-02-23,85.139999
2004-02-24,84.589996
2004-02-25,85.43
2004-02-26,86.449997
2004-02-27,87.389999
2004-03-01,87.839996
2004-03-02,87.160004
2004-03-03,87.879997
2004-03-04,87.150002
2004-03-05,87.879997
2004-03-08,87.300003
2004-03-09,86.93
2004-03-10,86.709999
2004-03-11,85.410004
2004-03-12,86.790001
2004-03-15,83.800003
2004-03-16,85.389999
2004-03-17,85.83000200000001
2004-03-18,85.010002
2004-03-19,84.730003
2004-03-22,83.660004
2004-03-23,83.309998
2004-03-24,82.5
2004-03-25,83.889999
2004-03-26,83.230003
2004-03-29,84.519997
2004-03-30,84.870003
2004-03-31,85.440002
2004-04-01,87.410004
2004-04-02,87.0
2004-04-05,89.139999
2004-04-06,89.849998
2004-04-07,89.400002
2004-04-08,88.690002
2004-04-12,88.360001
2004-04-13,87.129997
2004-04-14,86.029999
2004-04-15,86.290001
2004-04-16,87.129997
2004-04-19,88.449997
2004-04-20,85.660004
2004-04-21,85.639999
2004-04-22,86.050003
2004-04-23,85.199997
2004-04-26,84.800003
2004-04-27,85.599998
2004-04-28,85.300003
2004-04-29,85.260002
2004-04-30,85.18
2004-05-03,85.07
2004-05-04,84.800003
2004-05-05,84.900002
2004-05-06,83.779999
2004-05-07,81.849998
2004-05-10,80.269997
2004-05-11,81.099998
2004-05-12,80.620003
2004-05-13,80.33000200000001
2004-05-14,80.5
2004-05-17,79.489998
2004-05-18,78.550003
2004-05-19,77.91999799999999
2004-05-20,78.900002
2004-05-21,80.010002
2004-05-24,80.480003
2004-05-25,80.800003
2004-05-26,81.0
2004-05-27,80.900002
2004-05-28,81.849998
2004-06-01,81.5
2004-06-02,82.959999
2004-06-03,82.459999
2004-06-04,83.5
2004-06-07,85.07
2004-06-08,84.610001
2004-06-09,84.099998
2004-06-10,83.190002
2004-06-14,82.699997
2004-06-15,82.400002
2004-06-16,80.0
2004-06-17,81.510002
2004-06-18,81.699997
2004-06-21,81.349998
2004-06-22,81.099998
2004-06-23,81.16999799999999
2004-06-24,80.599998
2004-06-25,80.739998
2004-06-28,79.980003
2004-06-29,79.720001
2004-06-30,80.360001
2004-07-01,79.480003
2004-07-02,79.68
2004-07-06,79.550003
2004-07-07,79.610001
2004-07-08,79.059998
2004-07-09,80.139999
2004-07-12,80.379997
2004-07-13,80.349998
2004-07-14,79.769997
2004-07-15,79.400002
2004-07-16,79.440002
2004-07-19,80.959999
2004-07-20,74.699997
2004-07-21,72.129997
2004-07-22,72.050003
2004-07-23,72.989998
2004-07-26,74.010002
2004-07-27,73.879997
2004-07-28,73.160004
2004-07-29,73.83000200000001
2004-07-30,73.480003
2004-08-02,73.0
2004-08-03,72.480003
2004-08-04,72.120003
2004-08-05,71.849998
2004-08-06,71.849998
2004-08-09,71.519997
2004-08-10,72.150002
2004-08-11,71.949997
2004-08-12,71.33000200000001
2004-08-13,70.660004
2004-08-16,71.58000200000001
2004-08-17,71.779999
2004-08-18,72.239998
2004-08-19,72.260002
2004-08-20,71.980003
2004-08-23,71.160004
2004-08-24,70.699997
2004-08-25,71.16999799999999
2004-08-26,70.300003
2004-08-27,70.309998
2004-08-30,69.989998
2004-08-31,70.160004
2004-09-01,70.379997
2004-09-02,72.779999
2004-09-03,72.309998
2004-09-07,73.389999
2004-09-08,72.349998
2004-09-09,71.66999799999999
2004-09-10,71.08000200000001
2004-09-13,71.949997
2004-09-14,71.489998
2004-09-15,72.620003
2004-09-16,74.400002
2004-09-17,74.400002
2004-09-20,73.870003
2004-09-21,74.790001
2004-09-22,74.58000200000001
2004-09-23,74.050003
2004-09-24,74.07
2004-09-27,74.059998
2004-09-28,74.16999799999999
2004-09-29,73.93
2004-09-30,74.33000200000001
2004-10-01,75.5
2004-10-04,76.480003
2004-10-05,75.730003
2004-10-06,75.970001
2004-10-07,75.650002
2004-10-08,75.370003
2004-10-11,75.25
2004-10-12,75.209999
2004-10-13,76.5
2004-10-14,74.110001
2004-10-15,75.75
2004-10-18,75.599998
2004-10-19,75.57
2004-10-20,75.889999
2004-10-21,75.889999
2004-10-22,75.75
2004-10-25,76.129997
2004-10-26,78.519997
2004-10-27,79.139999
2004-10-28,79.58000200000001
2004-10-29,79.370003
2004-11-01,79.449997
2004-11-02,80.239998
2004-11-03,80.360001
2004-11-04,81.93
2004-11-05,82.339996
2004-11-08,81.949997
2004-11-09,81.790001
2004-11-10,82.459999
2004-11-11,82.300003
2004-11-12,82.389999
2004-11-15,82.410004
2004-11-16,81.910004
2004-11-17,83.110001
2004-11-18,83.389999
2004-11-19,82.739998
2004-11-22,83.970001
2004-11-23,83.190002
2004-11-24,83.07
2004-11-26,83.0
2004-11-29,82.349998
2004-11-30,84.269997
2004-12-01,86.379997
2004-12-02,86.0
2004-12-03,86.599998
2004-12-06,86.43
2004-12-07,86.440002
2004-12-08,86.900002
2004-12-09,87.690002
2004-12-10,87.699997
2004-12-13,87.940002
2004-12-14,88.440002
2004-12-15,88.0
2004-12-16,88.400002
2004-12-17,89.150002
2004-12-20,88.860001
2004-12-21,89.139999
2004-12-22,89.57
2004-12-23,89.650002
2004-12-27,88.980003
2004-12-28,90.089996
2004-12-29,90.059998
2004-12-30,90.129997
2004-12-31,89.559998
2005-01-03,88.529999
2005-01-04,87.699997
2005-01-05,86.589996
2005-01-06,86.839996
2005-01-07,86.699997
2005-01-10,87.660004
2005-01-11,87.41999799999999
2005-01-12,88.019997
2005-01-13,87.389999
2005-01-14,89.050003
2005-01-18,90.800003
2005-01-19,88.989998
2005-01-20,88.099998
2005-01-21,86.019997
2005-01-24,85.209999
2005-01-25,87.199997
2005-01-26,88.220001
2005-01-27,86.25
2005-01-28,85.739998
2005-01-31,86.900002
2005-02-01,86.099998
2005-02-02,85.010002
2005-02-03,85.93
2005-02-04,87.050003
2005-02-07,87.480003
2005-02-08,88.089996
2005-02-09,88.25
2005-02-10,88.849998
2005-02-11,89.58000200000001
2005-02-14,89.540001
2005-02-15,89.050003
2005-02-16,89.370003
2005-02-17,89.5
2005-02-18,89.269997
2005-02-22,86.720001
2005-02-23,87.300003
2005-02-24,87.199997
2005-02-25,87.75
2005-02-28,86.870003
2005-03-01,87.0
2005-03-02,87.32
2005-03-03,86.459999
2005-03-04,87.83000200000001
2005-03-07,88.08000200000001
2005-03-08,87.949997
2005-03-09,88.040001
2005-03-10,88.489998
2005-03-11,88.760002
2005-03-14,90.010002
2005-03-15,89.709999
2005-03-16,88.980003
2005-03-17,88.08000200000001
2005-03-18,87.25
2005-03-21,87.470001
2005-03-22,86.489998
2005-03-23,85.980003
2005-03-24,85.410004
2005-03-28,86.91999799999999
2005-03-29,86.339996
2005-03-30,85.959999
2005-03-31,85.110001
2005-04-01,83.660004
2005-04-04,84.800003
2005-04-05,84.75
2005-04-06,84.779999
2005-04-07,85.940002
2005-04-08,85.389999
2005-04-11,85.269997
2005-04-12,86.779999
2005-04-13,84.75
2005-04-14,84.690002
2005-04-15,84.459999
2005-04-18,86.019997
2005-04-19,84.110001
