Date,MA
2011-03-16,24.43
2011-03-17,24.375999
2011-03-18,24.167999
2011-03-21,24.796
2011-03-22,24.676001
2011-03-23,24.686001
2011-03-24,25.231001000000003
2011-03-25,24.77
2011-03-28,25.237
2011-03-29,25.171
2011-03-30,25.365999
2011-03-31,25.172001
2011-04-01,25.355
2011-04-04,26.125
2011-04-05,26.292999
2011-04-06,26.548
2011-04-07,26.517
2011-04-08,26.306
2011-04-11,26.660999
2011-04-12,26.296
2011-04-13,26.976
2011-04-14,26.886999
2011-04-15,26.757998999999998
2011-04-18,26.504998999999998
2011-04-19,26.705999
2011-04-20,27.002001
2011-04-21,27.327999
2011-04-25,27.143
2011-04-26,27.636
2011-04-27,27.535999
2011-04-28,27.469998999999998
2011-04-29,27.589001
2011-05-02,27.528999
2011-05-03,28.238001
2011-05-04,28.239
2011-05-05,27.450001
2011-05-06,27.424999
2011-05-09,27.877001
2011-05-10,28.110001
2011-05-11,27.813
2011-05-12,28.209999
2011-05-13,28.0
2011-05-16,27.915001
2011-05-17,28.205
2011-05-18,28.135
2011-05-19,28.406
2011-05-20,27.757
2011-05-23,27.195999
2011-05-24,27.009001
2011-05-25,27.448
2011-05-26,28.209999
2011-05-27,28.524
2011-05-31,28.705
2011-06-01,28.066
2011-06-02,28.275
2011-06-03,27.705999
2011-06-06,27.191999
2011-06-07,27.42
2011-06-08,27.0
2011-06-09,27.17
2011-06-10,26.702999
2011-06-13,26.742001000000002
2011-06-14,27.412001
2011-06-15,27.047001
2011-06-16,26.667999
2011-06-17,26.608999
2011-06-20,26.995001000000002
2011-06-21,27.403
2011-06-22,27.114
2011-06-23,27.313
2011-06-24,27.42
2011-06-27,27.26
2011-06-28,27.823
2011-06-29,30.969998999999998
2011-06-30,30.134001
2011-07-01,31.447001
2011-07-05,31.596001
2011-07-06,31.290001
2011-07-07,31.902
2011-07-08,31.528999
2011-07-11,30.746
2011-07-12,30.391001
2011-07-13,30.589001
2011-07-14,30.568001000000002
2011-07-15,30.754998999999998
2011-07-18,30.754998999999998
2011-07-19,31.139
2011-07-20,30.827
2011-07-21,31.052
2011-07-22,31.414
2011-07-25,31.635
2011-07-26,31.275999
2011-07-27,30.309
2011-07-28,30.690001000000002
2011-07-29,30.325001
2011-08-01,30.412001
2011-08-02,29.849001
2011-08-03,33.847
2011-08-04,32.259997999999996
2011-08-05,32.653999
2011-08-08,29.195999
2011-08-09,32.280998
2011-08-10,30.371
2011-08-11,32.738997999999995
2011-08-12,32.806999
2011-08-15,33.5
2011-08-16,33.5
2011-08-17,32.622002
2011-08-18,30.490999
2011-08-19,30.016001
2011-08-22,30.6
2011-08-23,32.238997999999995
2011-08-24,32.52
2011-08-25,32.285999
2011-08-26,32.533001
2011-08-29,32.737
2011-08-30,32.973
2011-08-31,32.971001
2011-09-01,33.006001
2011-09-02,32.068001
2011-09-06,32.299999
2011-09-07,33.91
2011-09-08,33.791
2011-09-09,32.202
2011-09-12,32.203998999999996
2011-09-13,32.886002000000005
2011-09-14,33.723
2011-09-15,34.793999
2011-09-16,34.695
2011-09-19,34.798
2011-09-20,35.377998
2011-09-21,34.097
2011-09-22,33.096001
2011-09-23,33.702999
2011-09-26,33.439999
2011-09-27,33.811001
2011-09-28,32.981998
2011-09-29,32.837002000000005
2011-09-30,31.716
2011-10-03,31.087999
2011-10-04,30.766001
2011-10-05,31.333
2011-10-06,31.625999
2011-10-07,31.146
2011-10-10,32.581001
2011-10-11,32.951
2011-10-12,32.799
2011-10-13,33.598999
2011-10-14,34.158001
2011-10-17,33.512001
2011-10-18,33.988997999999995
2011-10-19,32.376999
2011-10-20,32.568001
2011-10-21,33.34
2011-10-24,34.069
2011-10-25,32.750999
2011-10-26,32.905998
2011-10-27,34.915001000000004
2011-10-28,35.458
2011-10-31,34.723999
2011-11-01,33.43
2011-11-02,35.765999
2011-11-03,36.659
2011-11-04,36.008998999999996
2011-11-07,36.591
2011-11-08,36.806999
2011-11-09,35.743999
2011-11-10,36.011002000000005
2011-11-11,37.014998999999996
2011-11-14,36.727001
2011-11-15,37.132999
2011-11-16,36.099998
2011-11-17,35.938999
2011-11-18,36.042
2011-11-21,35.18
2011-11-22,35.455002
2011-11-23,34.705002
2011-11-25,34.619999
2011-11-28,35.924999
2011-11-29,35.768002
2011-11-30,37.455002
2011-12-01,38.096001
2011-12-02,37.838001
2011-12-05,37.284
2011-12-06,37.130001
2011-12-07,37.435001
2011-12-08,36.931
2011-12-09,37.742001
2011-12-12,37.127998
2011-12-13,36.894001
2011-12-14,36.112
2011-12-15,35.921001000000004
2011-12-16,36.216
2011-12-19,35.874001
2011-12-20,37.390999
2011-12-21,37.417999
2011-12-22,37.125
2011-12-23,37.814999
2011-12-27,37.474998
2011-12-28,37.377998
2011-12-29,37.827
2011-12-30,37.282001
2012-01-03,36.837002000000005
2012-01-04,35.625
2012-01-05,35.241001000000004
2012-01-06,34.292
2012-01-09,34.582001
2012-01-10,34.882999
2012-01-11,34.146999
2012-01-12,34.330002
2012-01-13,33.908001
2012-01-17,34.597
2012-01-18,35.237999
2012-01-19,35.290001000000004
2012-01-20,34.066002000000005
2012-01-23,33.905998
2012-01-24,34.268002
2012-01-25,34.876999
2012-01-26,34.783001
2012-01-27,34.879002
2012-01-30,35.196999
2012-01-31,35.556999
2012-02-01,35.762001
2012-02-02,38.157001
2012-02-03,39.032001
2012-02-06,39.131001
2012-02-07,39.291
2012-02-08,39.491001000000004
2012-02-09,39.639998999999996
2012-02-10,39.613997999999995
2012-02-13,39.665001000000004
2012-02-14,39.555
2012-02-15,39.296001000000004
2012-02-16,39.314999
2012-02-17,39.599998
2012-02-21,39.955002
2012-02-22,40.682999
2012-02-23,40.610001000000004
2012-02-24,41.561001
2012-02-27,42.139998999999996
2012-02-28,42.396999
2012-02-29,42.0
2012-03-01,42.042999
2012-03-02,41.278
2012-03-05,41.762001
2012-03-06,40.834
2012-03-07,41.174
2012-03-08,41.726002
2012-03-09,41.952
2012-03-12,41.986
2012-03-13,42.321999
2012-03-14,42.141998
2012-03-15,41.955002
2012-03-16,42.016998
2012-03-19,42.508998999999996
2012-03-20,41.897999
2012-03-21,41.793999
2012-03-22,41.683997999999995
2012-03-23,42.401001
2012-03-26,43.568001
2012-03-27,43.066002000000005
2012-03-28,42.751999
2012-03-29,42.821999
2012-03-30,42.054001
2012-04-02,43.205002
2012-04-03,43.801998
2012-04-04,43.094002
2012-04-05,43.985001000000004
2012-04-09,43.929001
2012-04-10,42.473
2012-04-11,43.004002
2012-04-12,43.397999
2012-04-13,44.046001000000004
2012-04-16,43.265999
2012-04-17,43.842999
2012-04-18,43.669998
2012-04-19,43.681999
2012-04-20,44.043999
2012-04-23,43.026001
2012-04-24,43.029999
2012-04-25,44.506001
2012-04-26,45.397999
2012-04-27,45.757999
2012-04-30,45.227001
2012-05-01,45.59
2012-05-02,45.145
2012-05-03,44.243
2012-05-04,43.969002
2012-05-07,43.612
2012-05-08,43.164001
2012-05-09,42.283001
2012-05-10,42.298
2012-05-11,42.240002000000004
2012-05-14,41.444
2012-05-15,41.446999
2012-05-16,40.937
2012-05-17,39.858002
2012-05-18,39.456001
2012-05-21,41.057999
2012-05-22,41.344002
2012-05-23,41.709
2012-05-24,41.983002
2012-05-25,41.396
2012-05-29,41.605
2012-05-30,41.158001
2012-05-31,40.651001
2012-06-01,39.178001
2012-06-04,40.026001
2012-06-05,40.82
2012-06-06,41.998001
2012-06-07,41.570999
2012-06-08,41.654999
2012-06-11,41.383998999999996
2012-06-12,41.775002
2012-06-13,40.974998
2012-06-14,41.904999
2012-06-15,42.668999
2012-06-18,42.562
2012-06-19,42.757
2012-06-20,42.881001
2012-06-21,42.117001
2012-06-22,43.507999
2012-06-25,42.852001
2012-06-26,43.222
2012-06-27,43.192001
2012-06-28,42.130001
2012-06-29,43.011002000000005
2012-07-02,43.990002000000004
2012-07-03,44.176998
2012-07-05,44.404999
2012-07-06,44.162997999999995
2012-07-09,43.126999
2012-07-10,42.025002
2012-07-11,41.988997999999995
2012-07-12,42.424999
2012-07-13,42.959998999999996
2012-07-16,43.688999
2012-07-17,43.568001
2012-07-18,43.681999
2012-07-19,42.793999
2012-07-20,42.314999
2012-07-23,41.598
2012-07-24,40.988997999999995
2012-07-25,41.233002
2012-07-26,42.376999
2012-07-27,43.674999
2012-07-30,44.115002000000004
2012-07-31,43.657001
2012-08-01,42.720001
2012-08-02,42.342999
2012-08-03,42.412997999999995
2012-08-06,41.985001000000004
2012-08-07,41.639998999999996
2012-08-08,42.445
2012-08-09,42.594002
2012-08-10,42.603001
2012-08-13,42.563
2012-08-14,42.807999
2012-08-15,42.709
2012-08-16,42.852001
2012-08-17,42.681
2012-08-20,42.720001
2012-08-21,42.331001
2012-08-22,42.119999
2012-08-23,41.833
2012-08-24,42.244999
2012-08-27,42.341999
2012-08-28,42.459998999999996
2012-08-29,42.582001
2012-08-30,42.095001
2012-08-31,42.290001000000004
2012-09-04,42.438
2012-09-05,42.209998999999996
2012-09-06,43.259997999999996
2012-09-07,43.619999
2012-09-10,43.749001
2012-09-11,44.286999
2012-09-12,44.640999
2012-09-13,45.526001
2012-09-14,45.417999
2012-09-17,45.349998
2012-09-18,45.298
2012-09-19,45.188999
2012-09-20,45.417999
2012-09-21,45.952
2012-09-24,45.528999
2012-09-25,45.152
2012-09-26,44.584
2012-09-27,45.216999
2012-09-28,45.147999
2012-10-01,45.688999
2012-10-02,45.764998999999996
2012-10-03,47.375999
2012-10-04,47.487999
2012-10-05,47.527
2012-10-08,47.193001
2012-10-09,46.487999
2012-10-10,46.209
2012-10-11,47.257
2012-10-12,47.335999
2012-10-15,47.582001
2012-10-16,47.901001
2012-10-17,48.299999
2012-10-18,47.583
2012-10-19,47.006001
2012-10-22,46.693001
2012-10-23,45.986
2012-10-24,45.453998999999996
2012-10-25,44.936001
2012-10-26,45.298
2012-10-31,46.092999
2012-11-01,46.868999
2012-11-02,46.945
2012-11-05,46.564999
2012-11-06,47.178001
2012-11-07,46.470001
2012-11-08,46.18
2012-11-09,46.466
2012-11-12,47.0
2012-11-13,47.122002
2012-11-14,46.331001
2012-11-15,45.716
2012-11-16,46.459
2012-11-19,47.868
2012-11-20,47.757
2012-11-21,47.943001
2012-11-23,48.124001
2012-11-26,48.002998
2012-11-27,47.848999
2012-11-28,48.151001
2012-11-29,48.620998
2012-11-30,48.868
2012-12-03,48.665001000000004
2012-12-04,48.341999
2012-12-05,47.799999
2012-12-06,48.088001
2012-12-07,47.609001
2012-12-10,47.959998999999996
2012-12-11,48.152
2012-12-12,48.344002
2012-12-13,48.443001
2012-12-14,48.23
2012-12-17,48.931999
2012-12-18,49.287997999999995
2012-12-19,48.938999
2012-12-20,49.853001
2012-12-21,49.356998
2012-12-24,49.501999
2012-12-26,48.619999
2012-12-27,48.786999
2012-12-28,48.307999
2012-12-31,49.127998
2013-01-02,51.027
2013-01-03,51.099998
2013-01-04,51.098
2013-01-07,51.952999
2013-01-08,51.782001
2013-01-09,53.238997999999995
2013-01-10,52.764998999999996
2013-01-11,52.868
2013-01-14,52.351002
2013-01-15,52.279999
2013-01-16,52.129002
2013-01-17,52.334998999999996
2013-01-18,52.099998
2013-01-22,51.976002
2013-01-23,51.756001
2013-01-24,52.226002
2013-01-25,51.942001
2013-01-28,51.411999
2013-01-29,51.848
2013-01-30,51.599998
2013-01-31,51.84
2013-02-01,51.870998
2013-02-04,51.422001
2013-02-05,52.069
2013-02-06,52.355
2013-02-07,51.955002
2013-02-08,52.446999
2013-02-11,52.084998999999996
2013-02-12,51.964001
2013-02-13,51.921001000000004
2013-02-14,52.216
2013-02-15,52.313
2013-02-19,52.285999
2013-02-20,51.291
2013-02-21,51.959
2013-02-22,52.382999
2013-02-25,51.09
2013-02-26,50.970001
2013-02-27,51.519001
2013-02-28,51.782001
2013-03-01,51.830002
2013-03-04,52.140999
2013-03-05,52.709998999999996
2013-03-06,52.757999
2013-03-07,52.667
2013-03-08,52.923
2013-03-11,53.089001
2013-03-12,52.316002000000005
2013-03-13,52.748001
2013-03-14,52.717999
2013-03-15,51.937
2013-03-18,51.500999
2013-03-19,51.16
2013-03-20,51.862
2013-03-21,51.401001
2013-03-22,51.75
2013-03-25,51.999001
2013-03-26,53.547001
2013-03-27,53.803001
2013-03-28,54.112999
2013-04-01,53.723
2013-04-02,54.058997999999995
2013-04-03,53.325001
2013-04-04,53.422001
2013-04-05,53.16
2013-04-08,53.437
2013-04-09,52.764
2013-04-10,53.443001
2013-04-11,54.124001
2013-04-12,53.299
2013-04-15,52.171001000000004
2013-04-16,53.158001
2013-04-17,52.576
2013-04-18,52.099998
2013-04-19,52.195999
2013-04-22,52.210999
2013-04-23,53.099998
2013-04-24,53.202
2013-04-25,53.514
2013-04-26,53.533001
2013-04-29,53.901001
2013-04-30,55.292999
2013-05-01,53.981998
2013-05-02,54.553001
2013-05-03,55.355
2013-05-06,54.772999
2013-05-07,55.125999
2013-05-08,55.372002
2013-05-09,55.188
2013-05-10,55.513
2013-05-13,55.584
2013-05-14,56.967999
2013-05-15,57.436001
2013-05-16,57.014
2013-05-17,58.478001
2013-05-20,58.334
2013-05-21,58.485001000000004
2013-05-22,57.671001000000004
2013-05-23,56.973
2013-05-24,57.146
2013-05-28,57.574001
2013-05-29,57.300999
2013-05-30,57.616001000000004
2013-05-31,57.025002
2013-06-03,57.591
2013-06-04,56.821999
2013-06-05,55.957001
2013-06-06,56.494999
2013-06-07,56.625
2013-06-10,56.577999
2013-06-11,56.043999
2013-06-12,55.798
2013-06-13,57.372002
2013-06-14,57.116001000000004
2013-06-17,57.819
2013-06-18,58.441002000000005
2013-06-19,58.637001
2013-06-20,57.271999
2013-06-21,57.328998999999996
2013-06-24,56.259997999999996
2013-06-25,56.458
2013-06-26,57.0
2013-06-27,57.068001
2013-06-28,57.450001
2013-07-01,58.320999
2013-07-02,58.306
2013-07-03,58.618
2013-07-05,59.502998
2013-07-08,58.929001
2013-07-09,59.359001
2013-07-10,59.091
2013-07-11,60.102001
2013-07-12,59.886002000000005
2013-07-15,59.587002000000005
2013-07-16,58.979
2013-07-17,59.334998999999996
2013-07-18,59.692001
2013-07-19,59.333
2013-07-22,60.259997999999996
2013-07-23,59.799999
2013-07-24,59.098999
2013-07-25,59.897999
2013-07-26,59.814999
2013-07-29,59.702
2013-07-30,60.141998
2013-07-31,61.061001
2013-08-01,64.638
2013-08-02,64.556999
2013-08-05,64.245003
2013-08-06,65.400002
2013-08-07,64.63200400000001
2013-08-08,64.584
2013-08-09,63.796001000000004
2013-08-12,63.071999
2013-08-13,63.333
2013-08-14,62.998001
2013-08-15,61.874001
2013-08-16,61.820999
2013-08-19,61.988997999999995
2013-08-20,62.241001000000004
2013-08-21,61.931
2013-08-22,62.108002
2013-08-23,62.611
2013-08-26,61.518002
2013-08-27,60.792
2013-08-28,61.061001
2013-08-29,61.257
2013-08-30,60.608002
2013-09-03,62.345001
2013-09-04,62.34
2013-09-05,62.900002
2013-09-06,63.661999
2013-09-09,64.040001
2013-09-10,65.150002
2013-09-11,65.846001
2013-09-12,66.751999
2013-09-13,66.640999
2013-09-16,67.099998
2013-09-17,67.917
2013-09-18,68.764
2013-09-19,68.637001
2013-09-20,68.57399699999999
2013-09-23,68.29900400000001
2013-09-24,68.537003
2013-09-25,67.194
2013-09-26,67.758003
2013-09-27,68.184998
2013-09-30,67.278
2013-10-01,67.778999
2013-10-02,67.630997
2013-10-03,66.905998
2013-10-04,67.333
2013-10-07,66.60700200000001
2013-10-08,65.387001
2013-10-09,65.723
2013-10-10,67.859001
2013-10-11,68.417999
2013-10-14,68.910004
2013-10-15,68.639
2013-10-16,69.550003
2013-10-17,70.46399699999999
2013-10-18,71.518997
2013-10-21,71.783997
2013-10-22,71.86799599999999
2013-10-23,71.097
2013-10-24,72.469002
2013-10-25,72.377998
2013-10-28,72.994003
2013-10-29,73.244003
2013-10-30,72.568001
2013-10-31,71.709999
2013-11-01,73.748001
2013-11-04,72.839996
2013-11-05,73.638
2013-11-06,73.387001
2013-11-07,72.13200400000001
2013-11-08,73.446999
2013-11-11,74.115997
2013-11-12,73.76799799999999
2013-11-13,73.547997
2013-11-14,74.352997
2013-11-15,75.225998
2013-11-18,75.45500200000001
2013-11-19,74.695
2013-11-20,74.593002
2013-11-21,74.699997
2013-11-22,75.445
2013-11-25,75.649002
2013-11-26,75.704002
2013-11-27,76.040001
2013-11-29,76.081001
2013-12-02,75.612
2013-12-03,75.410004
2013-12-04,74.817001
2013-12-05,75.150002
2013-12-06,75.847
2013-12-09,75.886002
2013-12-10,76.361
2013-12-11,79.056999
2013-12-12,78.253998
2013-12-13,78.79699699999999
2013-12-16,79.675003
2013-12-17,79.79499799999999
2013-12-18,80.206001
2013-12-19,80.538002
2013-12-20,81.70500200000001
2013-12-23,81.510002
2013-12-24,81.32
2013-12-26,82.190002
2013-12-27,82.787003
2013-12-30,83.33000200000001
2013-12-31,83.545998
2014-01-02,83.414001
2014-01-03,83.081001
2014-01-06,82.668999
2014-01-07,83.709
2014-01-08,83.683998
2014-01-09,84.360001
2014-01-10,83.475998
2014-01-13,81.0
2014-01-14,82.170998
2014-01-15,82.336998
2014-01-16,82.550003
2014-01-17,81.842003
2014-01-21,81.848
2014-01-22,83.300003
2014-01-23,82.360001
2014-01-24,78.510002
2014-01-27,76.050003
2014-01-28,78.83000200000001
2014-01-29,77.699997
2014-01-30,79.760002
2014-01-31,75.68
2014-02-03,73.910004
2014-02-04,73.120003
2014-02-05,72.839996
2014-02-06,74.900002
2014-02-07,76.309998
2014-02-10,76.349998
2014-02-11,76.190002
2014-02-12,75.970001
2014-02-13,76.529999
2014-02-14,77.389999
2014-02-18,77.489998
2014-02-19,76.650002
2014-02-20,75.860001
2014-02-21,75.699997
2014-02-24,75.959999
2014-02-25,76.739998
2014-02-26,77.360001
2014-02-27,77.760002
2014-02-28,77.720001
2014-03-03,76.730003
2014-03-04,78.5
2014-03-05,78.199997
2014-03-06,77.629997
2014-03-07,77.940002
2014-03-10,77.389999
2014-03-11,77.900002
2014-03-12,78.339996
2014-03-13,76.620003
2014-03-14,76.339996
2014-03-17,77.83000200000001
2014-03-18,78.91999799999999
2014-03-19,78.309998
2014-03-20,78.410004
2014-03-21,75.989998
2014-03-24,77.389999
2014-03-25,75.279999
2014-03-26,73.709999
2014-03-27,73.339996
2014-03-28,73.220001
2014-03-31,74.699997
2014-04-01,74.809998
2014-04-02,74.699997
2014-04-03,74.529999
2014-04-04,72.18
2014-04-07,71.33000200000001
2014-04-08,71.519997
2014-04-09,73.559998
2014-04-10,71.16999799999999
2014-04-11,68.68
2014-04-14,71.18
2014-04-15,72.150002
2014-04-16,73.93
2014-04-17,74.129997
2014-04-21,74.309998
2014-04-22,74.529999
2014-04-23,73.360001
2014-04-24,74.349998
2014-04-25,70.660004
2014-04-28,71.239998
2014-04-29,72.029999
2014-04-30,73.550003
2014-05-01,74.220001
2014-05-02,73.779999
2014-05-05,74.82
2014-05-06,73.809998
2014-05-07,73.870003
2014-05-08,74.239998
2014-05-09,74.379997
2014-05-12,75.019997
2014-05-13,74.83000200000001
2014-05-14,74.099998
2014-05-15,73.08000200000001
2014-05-16,73.75
2014-05-19,73.860001
2014-05-20,73.650002
2014-05-21,75.629997
2014-05-22,75.75
2014-05-23,76.449997
2014-05-27,77.029999
2014-05-28,76.93
2014-05-29,76.790001
2014-05-30,76.449997
2014-06-02,77.050003
2014-06-03,76.349998
2014-06-04,76.32
2014-06-05,76.839996
2014-06-06,77.470001
2014-06-09,76.860001
2014-06-10,77.360001
2014-06-11,76.870003
2014-06-12,75.720001
2014-06-13,75.940002
2014-06-16,75.110001
2014-06-17,74.980003
2014-06-18,75.120003
2014-06-19,74.269997
2014-06-20,73.809998
2014-06-23,74.139999
2014-06-24,72.699997
2014-06-25,73.040001
2014-06-26,72.769997
2014-06-27,73.400002
2014-06-30,73.470001
2014-07-01,75.529999
2014-07-02,76.199997
2014-07-03,76.739998
2014-07-07,76.18
2014-07-08,75.690002
2014-07-09,76.629997
2014-07-10,75.470001
2014-07-11,75.83000200000001
2014-07-14,77.33000200000001
2014-07-15,78.32
2014-07-16,78.309998
2014-07-17,76.389999
2014-07-18,77.5
2014-07-21,77.349998
2014-07-22,78.269997
2014-07-23,77.739998
2014-07-24,77.57
2014-07-25,75.75
2014-07-28,76.190002
2014-07-29,75.889999
2014-07-30,75.910004
2014-07-31,74.150002
2014-08-01,74.980003
2014-08-04,75.68
2014-08-05,75.199997
2014-08-06,75.360001
2014-08-07,74.059998
2014-08-08,75.16999799999999
2014-08-11,75.629997
2014-08-12,75.629997
2014-08-13,76.300003
2014-08-14,76.050003
2014-08-15,75.209999
2014-08-18,76.769997
2014-08-19,76.400002
2014-08-20,76.389999
2014-08-21,76.989998
2014-08-22,76.480003
2014-08-25,76.43
2014-08-26,77.0
2014-08-27,76.639999
2014-08-28,76.160004
2014-08-29,75.809998
2014-09-02,75.58000200000001
2014-09-03,75.940002
2014-09-04,76.379997
2014-09-05,76.860001
2014-09-08,76.230003
2014-09-09,76.07
2014-09-10,76.650002
2014-09-11,75.620003
2014-09-12,75.470001
2014-09-15,75.239998
2014-09-16,76.589996
2014-09-17,76.220001
2014-09-18,77.800003
2014-09-19,77.279999
2014-09-22,76.160004
2014-09-23,75.510002
2014-09-24,77.050003
2014-09-25,74.720001
2014-09-26,75.059998
2014-09-29,74.519997
2014-09-30,73.91999799999999
2014-10-01,73.32
2014-10-02,73.41999799999999
2014-10-03,74.33000200000001
2014-10-06,74.510002
2014-10-07,72.940002
2014-10-08,74.059998
2014-10-09,71.83000200000001
2014-10-10,70.5
2014-10-13,69.779999
2014-10-14,71.0
2014-10-15,71.300003
2014-10-16,70.860001
2014-10-17,71.559998
2014-10-20,72.040001
2014-10-21,74.160004
2014-10-22,73.220001
2014-10-23,74.089996
2014-10-24,74.0
2014-10-27,74.110001
2014-10-28,76.0
2014-10-29,75.989998
2014-10-30,83.129997
2014-10-31,83.75
2014-11-03,84.129997
2014-11-04,83.989998
2014-11-05,85.989998
2014-11-06,85.75
2014-11-07,84.800003
2014-11-10,84.849998
2014-11-11,84.589996
2014-11-12,84.349998
2014-11-13,84.199997
2014-11-14,84.050003
2014-11-17,83.199997
2014-11-18,83.900002
2014-11-19,84.279999
2014-11-20,84.599998
2014-11-21,84.720001
2014-11-24,84.989998
2014-11-25,86.339996
2014-11-26,86.559998
2014-11-28,87.290001
2014-12-01,87.459999
2014-12-02,87.690002
2014-12-03,88.32
2014-12-04,88.769997
2014-12-05,89.08000200000001
2014-12-08,88.040001
2014-12-09,87.839996
2014-12-10,86.33000200000001
2014-12-11,87.690002
2014-12-12,84.129997
2014-12-15,84.610001
2014-12-16,82.639999
2014-12-17,84.730003
2014-12-18,86.91999799999999
2014-12-19,86.440002
2014-12-22,86.83000200000001
2014-12-23,87.629997
2014-12-24,87.769997
2014-12-26,87.769997
2014-12-29,87.68
2014-12-30,86.970001
2014-12-31,86.160004
2015-01-02,85.68
2015-01-05,83.269997
2015-01-06,83.089996
2015-01-07,84.220001
2015-01-08,85.529999
2015-01-09,84.440002
2015-01-12,83.360001
2015-01-13,83.550003
2015-01-14,83.459999
2015-01-15,82.25
2015-01-16,83.800003
2015-01-20,84.260002
2015-01-21,83.720001
2015-01-22,84.379997
2015-01-23,84.389999
2015-01-26,83.599998
2015-01-27,81.769997
2015-01-28,80.739998
2015-01-29,81.379997
2015-01-30,82.029999
2015-02-02,82.980003
2015-02-03,83.809998
2015-02-04,84.18
2015-02-05,85.82
2015-02-06,84.160004
2015-02-09,84.589996
2015-02-10,84.230003
2015-02-11,84.459999
2015-02-12,87.519997
2015-02-13,87.139999
2015-02-17,87.519997
2015-02-18,87.730003
2015-02-19,89.199997
2015-02-20,90.790001
2015-02-23,91.120003
2015-02-24,91.32
2015-02-25,92.66999799999999
2015-02-26,91.260002
2015-02-27,90.129997
2015-03-02,92.019997
2015-03-03,90.970001
2015-03-04,91.709999
2015-03-05,92.809998
2015-03-06,90.790001
2015-03-09,91.120003
2015-03-10,88.839996
2015-03-11,86.970001
2015-03-12,89.25
2015-03-13,87.75
2015-03-16,88.709999
2015-03-17,87.970001
2015-03-18,88.879997
2015-03-19,89.019997
2015-03-20,89.82
2015-03-23,89.33000200000001
2015-03-24,89.489998
2015-03-25,87.370003
2015-03-26,87.93
2015-03-27,87.25
2015-03-30,87.66999799999999
2015-03-31,86.389999
2015-04-01,86.739998
2015-04-02,87.029999
2015-04-06,87.339996
2015-04-07,87.91999799999999
2015-04-08,89.32
2015-04-09,89.059998
2015-04-10,88.57
2015-04-13,88.25
2015-04-14,89.120003
2015-04-15,89.25
2015-04-16,88.720001
2015-04-17,86.93
2015-04-20,87.33000200000001
2015-04-21,87.769997
2015-04-22,91.199997
2015-04-23,90.879997
2015-04-24,90.720001
2015-04-27,89.75
2015-04-28,90.230003
2015-04-29,90.25
2015-04-30,90.209999
2015-05-01,91.25
2015-05-04,91.18
2015-05-05,90.779999
2015-05-06,90.57
2015-05-07,92.050003
2015-05-08,93.510002
2015-05-11,92.519997
2015-05-12,92.389999
2015-05-13,92.519997
2015-05-14,93.839996
2015-05-15,93.220001
2015-05-18,93.08000200000001
2015-05-19,93.800003
2015-05-20,93.239998
2015-05-21,92.900002
2015-05-22,92.690002
2015-05-26,91.889999
2015-05-27,92.589996
2015-05-28,92.82
2015-05-29,92.260002
2015-06-01,92.559998
2015-06-02,93.16999799999999
2015-06-03,93.5
2015-06-04,92.57
2015-06-05,92.620003
2015-06-08,91.900002
2015-06-09,92.089996
2015-06-10,94.16999799999999
2015-06-11,94.5
2015-06-12,93.769997
2015-06-15,93.300003
2015-06-16,94.150002
2015-06-17,94.449997
2015-06-18,96.050003
2015-06-19,94.809998
2015-06-22,95.41999799999999
2015-06-23,95.699997
2015-06-24,95.510002
2015-06-25,94.459999
2015-06-26,94.510002
2015-06-29,92.519997
2015-06-30,93.480003
2015-07-01,94.5
2015-07-02,94.239998
2015-07-06,94.519997
2015-07-07,93.889999
2015-07-08,92.489998
2015-07-09,93.040001
2015-07-10,94.620003
2015-07-13,95.5
2015-07-14,95.269997
2015-07-15,95.25
2015-07-16,95.82
2015-07-17,96.08000200000001
2015-07-20,97.260002
2015-07-21,96.709999
2015-07-22,96.879997
2015-07-23,95.160004
2015-07-24,95.83000200000001
2015-07-27,94.389999
2015-07-28,95.160004
2015-07-29,96.730003
2015-07-30,98.410004
2015-07-31,97.400002
2015-08-03,97.440002
2015-08-04,97.300003
2015-08-05,98.269997
2015-08-06,97.160004
2015-08-07,97.769997
2015-08-10,98.08000200000001
2015-08-11,97.199997
2015-08-12,97.040001
2015-08-13,97.230003
2015-08-14,97.889999
2015-08-17,97.860001
2015-08-18,97.599998
2015-08-19,96.599998
2015-08-20,94.559998
2015-08-21,90.68
2015-08-24,87.83000200000001
2015-08-25,86.82
2015-08-26,91.709999
2015-08-27,94.050003
2015-08-28,94.08000200000001
2015-08-31,92.370003
2015-09-01,89.050003
2015-09-02,90.43
2015-09-03,91.650002
2015-09-04,90.529999
2015-09-08,92.900002
2015-09-09,89.970001
2015-09-10,89.68
2015-09-11,91.349998
2015-09-14,90.940002
2015-09-15,92.110001
2015-09-16,92.730003
2015-09-17,93.209999
2015-09-18,92.150002
2015-09-21,93.050003
2015-09-22,92.07
2015-09-23,92.139999
2015-09-24,91.120003
2015-09-25,91.300003
2015-09-28,88.349998
2015-09-29,88.760002
2015-09-30,90.120003
2015-10-01,90.730003
2015-10-02,92.07
2015-10-05,94.33000200000001
2015-10-06,93.91999799999999
2015-10-07,95.18
2015-10-08,95.870003
2015-10-09,95.82
2015-10-12,96.639999
2015-10-13,95.93
2015-10-14,95.029999
2015-10-15,97.160004
